"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apiaceae","Eryngium","eurycephalum","Malme","APIACEAE Eryngium eurycephalum Malme","172972","GBIF","SPF","Sasaki, D.","102","Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apiaceae","Eryngium","hemisphaericum","Urb.","APIACEAE Eryngium hemisphaericum Urb.","172974","GBIF","SPF","Sasaki, D.","892","Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apiaceae","Eryngium","horridum","Malme","APIACEAE Eryngium horridum Malme","SPSF00021773","Splink","SPSF",,"1050","Native","Bronze","High","Parque Estadual das Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apiaceae","Eryngium","juncifolium","(Urb.) Mathias & Constance","APIACEAE Eryngium juncifolium (Urb.) Mathias & Constance","SPSF00036752","Splink","SPSF",,"386","Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apiaceae","Eryngium","marginatum","Pohl ex Urb.","APIACEAE Eryngium marginatum Pohl ex Urb.","172973","GBIF","SPF","Sasaki, D.","831","Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Allamanda","cathartica","L.","APOCYNACEAE Allamanda cathartica L.","22283","GBIF","SPSF","Macedo, E.E.","164","Native","Latão","High","Parque Estadual Furnas do Bom Jesus"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Asclepias","curassavica","L.","APOCYNACEAE Asclepias curassavica L.","23442","GBIF","SPSF","Macedo, E.E.","80","Native","Prata","High","Parque Estadual Furnas do Bom Jesus"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Aspidosperma","cylindrocarpon","Müll.Arg.","APOCYNACEAE Aspidosperma cylindrocarpon Müll.Arg.","SPF00219331","Splink","SPF",,"86","Native","Ouro","High","Fazenda do Sr. Antônio Polo e Silvana Polo, no entorno do Parque Estadual das Furnas do Bom Jesus. Próximo à sede da fazenda."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Aspidosperma","olivaceum","Müll.Arg.","APOCYNACEAE Aspidosperma olivaceum Müll.Arg.","25913","GBIF","SPSF","Macedo, E.E.","1990","Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Aspidosperma","subincanum","Mart.","APOCYNACEAE Aspidosperma subincanum Mart.","SPF00173805","Splink","SPF",,"82","Native","Ouro","High","Sede da propriedade do Sr. Antonio Zuza de Oliveira e Silvania Aparecida Plo de Oliveira, vizinha ao Parque Estadual das Furnas do Bom Jesus. Alto das furnas, próximo à cachoeira grande. Quintal da casa."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Aspidosperma","tomentosum","Mart. & Zucc.","APOCYNACEAE Aspidosperma tomentosum Mart. & Zucc.","SORO013551","Splink","SORO",,"10","Native","Latão","High","Parque Estadual Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Barjonia","erecta","(Vell.) K.Schum.","APOCYNACEAE Barjonia erecta (Vell.) K.Schum.","SPF00172096","Splink","SPF",,"1039","Native","Bronze","High","Parque Estadual das Furnas do Bom Jesus, Cerrado em encosta próxima ao encontro dos córregos Pedregulho e Bom Jesus. Solo areno-pedregoso, com afloramentos rochosos."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Barjonia","laxa","Malme","APOCYNACEAE Barjonia laxa Malme","SPF00172097","Splink","SPF",,"845","Native","Bronze","High","Parque Estadual das Furnas do Bom Jesus, Campo sujo próximo à sede, abaixo da estrada de terra. Solo areno-pedregoso."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Forsteronia","refracta","Müll.Arg.","APOCYNACEAE Forsteronia refracta Müll.Arg.","SPSF00027370","Splink","SPSF",,"484","Native","Ouro","High","Parque Estadual Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Macropharynx","peltata","(Vell.) J.F.Morales & M.E. Endress","APOCYNACEAE Macropharynx peltata (Vell.) J.F.Morales & M.E. Endress","SPSF00016088","Splink","SPSF",,,"Native","Bronze","High","Parque Estadual Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Mandevilla","illustris","(Vell.) Woodson","APOCYNACEAE Mandevilla illustris (Vell.) Woodson","SPF00172125","Splink","SPF",,"771","Native","Bronze","High","Parque Estadual das Furnas do Bom Jesus, Campo sujo próximo à sede, abaixo da estrada de terra. Solo areno-pedregoso."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Mandevilla","longiflora","(Desf.) Pichon","APOCYNACEAE Mandevilla longiflora (Desf.) Pichon","SPSF00037333","Splink","SPSF",,"126","Native","Bronze","High","Parque Estadual das Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Mandevilla","pohliana","(Stadelm.) A.H.Gentry","APOCYNACEAE Mandevilla pohliana (Stadelm.) A.H.Gentry","SPSF00018012","Splink","SPSF",,"71","Native","Ouro","High","Parque Estadual Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Mandevilla","scabra","(Hoffmanns. ex Roem. & Schult.) K.Schum.","APOCYNACEAE Mandevilla scabra (Hoffmanns. ex Roem. & Schult.) K.Schum.","SPSF00022166","Splink","SPSF",,"157","Native","Prata","High","Parque Estadual Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Mandevilla","velame","(A.St.-Hil.) Pichon","APOCYNACEAE Mandevilla velame (A.St.-Hil.) Pichon","172124","GBIF","SPF","Sasaki, D.","927","Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus. Parque Estadual das Furnas do Bom Jesus"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Mandevilla","virescens","(A.St.-Hil.) Pichon","APOCYNACEAE Mandevilla virescens (A.St.-Hil.) Pichon","SPF00173810","Splink","SPF",,"157","Native","Bronze","High","Parque Estadual das Furnas do Bom Jesus, Estrada próxima à sede do parque, em direção à trilha da cachoeira do chalé."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Mesechites","mansoana","(A.DC.) Woodson","APOCYNACEAE Mesechites mansoana (A.DC.) Woodson","HRCB018415","Splink","HRCB",,"813",,"Ouro","High","Parque Estadual das Furnas do Bom Jesus Nas bordas das vertentes"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Mesechites","mansoanus","(A.DC.) Woodson","APOCYNACEAE Mesechites mansoanus (A.DC.) Woodson","69281","GBIF","UEC","Marcondes-Ferreira, W.","813","Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus, Nas bordas das vertentes, campo sujo."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Odontadenia","lutea","(Vell.) Markgr.","APOCYNACEAE Odontadenia lutea (Vell.) Markgr.","SPSF00010835","Splink","SPSF",,"14","Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus - Núcleo Santa Luzia."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Oxypetalum","capitatum","Mart.","APOCYNACEAE Oxypetalum capitatum Mart.","SPSF00036761","Splink","SPSF",,"538","Native","Bronze","High","Parque Estadual Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Prestonia",,"R.Br.","APOCYNACEAE Prestonia R.Br.","SPSF00027357","Splink","SPSF",,"492",,"Latão","High","Parque Estadual Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Rhodocalyx","riedelii","(Müll.Arg.) J.F.Morales & M.E.Endress","APOCYNACEAE Rhodocalyx riedelii (Müll.Arg.) J.F.Morales & M.E.Endress","SPSF00021812","Splink","SPSF",,"45","Native","Latão","High","Parque Estadual Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Rhodocalyx","rotundifolius","Müll.Arg.","APOCYNACEAE Rhodocalyx rotundifolius Müll.Arg.","23736","GBIF","SPSF","Macedo, E.E.","88","Native","Ouro","High","Parque Estadual Furnas do Bom Jesus"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Apocynaceae","Vailia","picta","(Vahl) Morillo","APOCYNACEAE Vailia picta (Vahl) Morillo","172099","GBIF","SPF","Sasaki, D.","1017","Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus, Campo sujo próximo à sede, abaixo da estrada de terra. Solo areno-pedregoso."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Aquifoliaceae","Ilex","affinis","Gardner","AQUIFOLIACEAE Ilex affinis Gardner","23486","GBIF","SPSF","Macedo, E.E.","247","Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Araceae","Anthurium","sinuatum","Benth. ex Schott","ARACEAE Anthurium sinuatum Benth. ex Schott","23468","GBIF","SPSF","Macedo, E.E.","1070","Native","Bronze","High","Parque Estadual Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Araceae","Asterostigma","lividum","(Lodd.) Engl.","ARACEAE Asterostigma lividum (Lodd.) Engl.","22264","GBIF","SPSF","Macedo, E.E.","104B","Native","Bronze","High","Parque Estadual Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Araliaceae","Dendropanax","cuneatus","(DC.) Decne. & Planch.","ARALIACEAE Dendropanax cuneatus (DC.) Decne. & Planch.","SPSF00017969","Splink","SPSF",,"134","Native","Ouro","High","Parque Estadual Furnas do Bom Jesus. Na margem da vertente da Água do Euclides."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Araliaceae","Didymopanax","macrocarpus","(Cham. & Schltdl.) Seem.","ARALIACEAE Didymopanax macrocarpus (Cham. & Schltdl.) Seem.","SPSF00036711","Splink","SPSF",,"963","Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Arecaceae","Syagrus","flexuosa","(Mart.) Becc.","ARECACEAE Syagrus flexuosa (Mart.) Becc.","SPF00017858","GBIF","SPF","Sasaki, D.","446","Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus, Cerrado em encosta próxima ao encontro dos córregos Pedregulho e Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Aristolochiaceae","Aristolochia","gehrtii","Hoehne","ARISTOLOCHIACEAE Aristolochia gehrtii Hoehne","161934","GBIF","SPF","Mello-Silva, R.","2160","Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus, Mata abaixo do mirante, próximo à sede do parque."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Asparagaceae","Herreria","latifolia","Woodson","ASPARAGACEAE Herreria latifolia Woodson","SPSF00027431","Splink","SPSF",,"482","Native","Bronze","High","Parque Estadual Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Ferns and Lycophytes","Aspleniaceae","Asplenium","martianum","C.Chr.","ASPLENIACEAE Asplenium martianum C.Chr.","22368","GBIF","SPSF","Macedo, E.E.","261","Native","Bronze","High","Parque Estadual das Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Asteraceae","Achyrocline","satureioides","(Lam.) DC.","ASTERACEAE Achyrocline satureioides (Lam.) DC.","36636","GBIF","SPSF","Sasaki, D.","613","Native","Ouro","High","Parque Estadual Furnas do Bom Jesus"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Asteraceae","Acmella","bellidioides","(Sm.) R.K.Jansen","ASTERACEAE Acmella bellidioides (Sm.) R.K.Jansen","22269","GBIF","SPSF","Macedo, E.E.","216","Native","Ouro","High","Parque Estadual Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Asteraceae","Ageratum","conyzoides","L.","ASTERACEAE Ageratum conyzoides L.","SPSF00025713","Splink","SPSF",,"233","Native","Latão","High","Parque Estadual Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Asteraceae","Ageratum","fastigiatum","(Gardner) R.M.King & H.Rob.","ASTERACEAE Ageratum fastigiatum (Gardner) R.M.King & H.Rob.","541337","Splink","SP",,"2594","Native","Bronze","High","Parque Estadual Furnas do Bom Jesus, Núcleo Sinhá"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Asteraceae","Aldama","discolor","(Baker) E.E.Schill. & Panero","ASTERACEAE Aldama discolor (Baker) E.E.Schill. & Panero","40651","GBIF","HUFU","Sasaki, D.","864","Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus. Cerrado em encosta próxima ao encontro dos córregos Pedregulho e Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Asteraceae","Aldama","robusta","(Gardner) E.E.Schill. & Panero","ASTERACEAE Aldama robusta (Gardner) E.E.Schill. & Panero","541333","Splink","SP",,"2590","Native","Bronze","High","Parque Estadual Furnas do Bom Jesus, Núcleo Sinhá"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Asteraceae","Aspilia","foliacea","(Spreng.) Baker","ASTERACEAE Aspilia foliacea (Spreng.) Baker","40656","GBIF","HUFU","Sasaki, D.","756","Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Asteraceae","Ayapana","amygdalina","(Lam.) R.M.King & H.Rob.","ASTERACEAE Ayapana amygdalina (Lam.) R.M.King & H.Rob.","SPSF00036591","Splink","SPSF",,"642","Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Asteraceae","Baccharis","conyzoides","(Less.) DC.","ASTERACEAE Baccharis conyzoides (Less.) DC.","541328","Splink","SP",,"2585","Native","Bronze","High","Parque Estadual Furnas do Bom Jesus"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Asteraceae","Baccharis","crispa","Spreng.","ASTERACEAE Baccharis crispa Spreng.","SPSF00021801","Splink","SPSF",,"38","Unknown","Ouro","High","Parque Estadual Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Asteraceae","Baccharis","dracunculifolia","DC.","ASTERACEAE Baccharis dracunculifolia DC.","40657","GBIF","HUFU","Sasaki, D.","960","Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus. Campo sujo próximo à sede, abaixo da estrada de terra."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Asteraceae","Baccharis","linearifolia","(Lam.) Pers.","ASTERACEAE Baccharis linearifolia (Lam.) Pers.","SPSF00037852","Splink","SPSF",,,"Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS",,"Asteraceae","Baccharis","pseudomyriocephala|Baccharis","Malag.|DC.","ASTERACEAE Baccharis pseudomyriocephala Malag.|Baccharis myriocephala DC.","SPSF00022053","Splink","SPSF",,"144",,"Latão","High","Parque Estadual Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Asteraceae","Baccharis","rivularis","Gardner","ASTERACEAE Baccharis rivularis Gardner","SPSF00010842","Splink","SPSF",,"99","Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Asteraceae","Baccharis","trinervis","Pers.","ASTERACEAE Baccharis trinervis Pers.","SPSF00016591","Splink","SPSF",,,"Native","Ouro","High","Parque Estadual Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Asteraceae","Bidens","graveolens","Mart.","ASTERACEAE Bidens graveolens Mart.","40655","GBIF","HUFU","Sasaki, D.","975","Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Asteraceae","Bidens","squarrosa","Kunth","ASTERACEAE Bidens squarrosa Kunth","541345","Splink","SP",,"2602","Native","Bronze","High","Parque Estadual Furnas do Bom Jesus, Capão Redondo, descida das furnas"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Asteraceae","Calea","lantanoides","Gardner","ASTERACEAE Calea lantanoides Gardner","40653","GBIF","HUFU","Sasaki, D.","967","Native","Ouro","High","Parque Estadual das Furnas do Bom Jesus"
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Asteraceae","Centratherum","punctatum","Cass.","ASTERACEAE Centratherum punctatum Cass.","SPSF00027402","Splink","SPSF",,"533","Native","Ouro","High","Parque Estadual Furnas do Bom Jesus."
"PARQUE ESTADUAL FURNAS DO BOM JESUS","Angiosperms","Asteraceae","Chaptalia","integerrima","(Vell.) Burkart","ASTERACEAE Chaptalia integerrima (Vell.) Burkart","SPSF00022052","Splink","SPSF",,"142","Native","Ouro","High","Parque Estadual Furnas do Bom Jesus."
