"","country","stateProvince","municipality","locality","loc","loc.correct","latitude","longitude","resolution.gazetteer","source"
"700","Brazil","São Paulo","São Sebastião","EEC TUPINAMBÁS","brazil_sao paulo_sao sebastiao_eec tupinambas","brazil_sao paulo_sao sebastiao_eec tupinambas",-24.1052551111637,-45.7002258506683,"locality","cnuc_ibge"
"1437","Brazil","São Paulo","São Sebastião","EEC TUPINAMBÁS","brazil_sao paulo_sao sebastiao_estacao ecologica tupinambas","brazil_sao paulo_sao sebastiao_eec tupinambas",-24.1052551111637,-45.7002258506683,"locality","cnuc_ibge"
"665","Brazil","São Paulo","São Sebastião","PE DA SERRA DO MAR","brazil_sao paulo_sao sebastiao_pe serra mar","brazil_sao paulo_sao sebastiao_pe serra mar",-23.7468138997172,-45.5976287480723,"locality","cnuc_ibge"
"1402","Brazil","São Paulo","São Sebastião","PE DA SERRA DO MAR","brazil_sao paulo_sao sebastiao_parque estadual serra mar","brazil_sao paulo_sao sebastiao_pe serra mar",-23.7468138997172,-45.5976287480723,"locality","cnuc_ibge"
"709","Brazil","São Paulo","São Sebastião","REVIS DO ARQUIPÉLAGO DE ALCATRAZES","brazil_sao paulo_sao sebastiao_revis arquipelago alcatrazes","brazil_sao paulo_sao sebastiao_revis arquipelago alcatrazes",-24.0998560961711,-45.6899146293422,"locality","cnuc_ibge"
"1446","Brazil","São Paulo","São Sebastião","REVIS DO ARQUIPÉLAGO DE ALCATRAZES","brazil_sao paulo_sao sebastiao_refugio vida silvestre arquipelago alcatrazes","brazil_sao paulo_sao sebastiao_revis arquipelago alcatrazes",-24.0998560961711,-45.6899146293422,"locality","cnuc_ibge"
"235","Brazil","São Paulo","São Sebastião","RPPN RESERVA RIZZIERI","brazil_sao paulo_sao sebastiao_rppn reserva rizzieri","brazil_sao paulo_sao sebastiao_rppn reserva rizzieri",-23.7191593038222,-45.7201952247604,"locality","cnuc_ibge"
"972","Brazil","São Paulo","São Sebastião","RPPN RESERVA RIZZIERI","brazil_sao paulo_sao sebastiao_reserva particular patrimonio natural reserva rizzieri","brazil_sao paulo_sao sebastiao_rppn reserva rizzieri",-23.7191593038222,-45.7201952247604,"locality","cnuc_ibge"
"260","Brazil","São Paulo","São Sebastião","RPPN TOQUE TOQUE PEQUENO","brazil_sao paulo_sao sebastiao_rppn toque toque pequeno","brazil_sao paulo_sao sebastiao_rppn toque toque pequeno",-23.8133410818231,-45.5291684019719,"locality","cnuc_ibge"
"997","Brazil","São Paulo","São Sebastião","RPPN TOQUE TOQUE PEQUENO","brazil_sao paulo_sao sebastiao_reserva particular patrimonio natural toque toque pequeno","brazil_sao paulo_sao sebastiao_rppn toque toque pequeno",-23.8133410818231,-45.5291684019719,"locality","cnuc_ibge"
"712","Brazil","São Paulo","São Simão","EEC DE SANTA MARIA","brazil_sao paulo_sao simao_eec santa maria","brazil_sao paulo_sao simao_eec santa maria",-21.388942917792,-47.6146851652303,"locality","cnuc_ibge"
"1449","Brazil","São Paulo","São Simão","EEC DE SANTA MARIA","brazil_sao paulo_sao simao_estacao ecologica santa maria","brazil_sao paulo_sao simao_eec santa maria",-21.388942917792,-47.6146851652303,"locality","cnuc_ibge"
"90","Brazil","São Paulo","São Vicente","APA MUNICIPAL DO CAPIVARI-MONOS","brazil_sao paulo_sao vicente_apa municipal capivari monos","brazil_sao paulo_sao vicente_apa municipal capivari monos",-23.9757185304897,-46.6288539027354,"locality","cnuc_ibge"
"827","Brazil","São Paulo","São Vicente","APA MUNICIPAL DO CAPIVARI-MONOS","brazil_sao paulo_sao vicente_area protecao ambiental municipal capivari monos","brazil_sao paulo_sao vicente_apa municipal capivari monos",-23.9757185304897,-46.6288539027354,"locality","cnuc_ibge"
"666","Brazil","São Paulo","São Vicente","PE DA SERRA DO MAR","brazil_sao paulo_sao vicente_pe serra mar","brazil_sao paulo_sao vicente_pe serra mar",-23.953837099725,-46.5489047302589,"locality","cnuc_ibge"
"1403","Brazil","São Paulo","São Vicente","PE DA SERRA DO MAR","brazil_sao paulo_sao vicente_parque estadual serra mar","brazil_sao paulo_sao vicente_pe serra mar",-23.953837099725,-46.5489047302589,"locality","cnuc_ibge"
"629","Brazil","São Paulo","São Vicente","PE XIXOVÁ-JAPUÍ","brazil_sao paulo_sao vicente_pe xixova japui","brazil_sao paulo_sao vicente_parque estadual xixova japui",-23.9877234775599,-46.3849678271677,"locality","cnuc_ibge"
"1366","Brazil","São Paulo","São Vicente","PE XIXOVÁ-JAPUÍ","brazil_sao paulo_sao vicente_parque estadual xixova japui","brazil_sao paulo_sao vicente_parque estadual xixova japui",-23.9877234775599,-46.3849678271677,"locality","cnuc_ibge"
"416","Brazil","São Paulo","Sarutaiá","APA CUESTA PARAPANEMA","brazil_sao paulo_sarutaia_apa cuesta parapanema","brazil_sao paulo_sarutaia_apa cuesta parapanema",-23.2535435910919,-49.4867596906042,"locality","cnuc_ibge"
"1153","Brazil","São Paulo","Sarutaiá","APA CUESTA PARAPANEMA","brazil_sao paulo_sarutaia_area protecao ambiental cuesta parapanema","brazil_sao paulo_sarutaia_apa cuesta parapanema",-23.2535435910919,-49.4867596906042,"locality","cnuc_ibge"
"713","Brazil","São Paulo","Serra Azul","EEC DE SANTA MARIA","brazil_sao paulo_serra azul_eec santa maria","brazil_sao paulo_serra azul_eec santa maria",-21.3636293250745,-47.6259633958205,"locality","cnuc_ibge"
"1450","Brazil","São Paulo","Serra Azul","EEC DE SANTA MARIA","brazil_sao paulo_serra azul_estacao ecologica santa maria","brazil_sao paulo_serra azul_eec santa maria",-21.3636293250745,-47.6259633958205,"locality","cnuc_ibge"
"245","Brazil","São Paulo","Serra Azul","RPPN FAZENDA PALMIRA","brazil_sao paulo_serra azul_rppn fazenda palmira","brazil_sao paulo_serra azul_rppn fazenda palmira",-21.3493286299128,-47.6043225526293,"locality","cnuc_ibge"
"982","Brazil","São Paulo","Serra Azul","RPPN FAZENDA PALMIRA","brazil_sao paulo_serra azul_reserva particular patrimonio natural fazenda palmira","brazil_sao paulo_serra azul_rppn fazenda palmira",-21.3493286299128,-47.6043225526293,"locality","cnuc_ibge"
"496","Brazil","São Paulo","Serra Negra","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_serra negra_apa piracicaba juqueri mirim area ii","brazil_sao paulo_serra negra_apa piracicaba juqueri mirim area ii",-22.6349054753654,-46.7159466835943,"locality","cnuc_ibge"
"1233","Brazil","São Paulo","Serra Negra","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_serra negra_area protecao ambiental piracicaba juqueri mirim area ii","brazil_sao paulo_serra negra_apa piracicaba juqueri mirim area ii",-22.6349054753654,-46.7159466835943,"locality","cnuc_ibge"
"544","Brazil","São Paulo","Sete Barras","APA SERRA DO MAR","brazil_sao paulo_sete barras_apa serra mar","brazil_sao paulo_sete barras_apa serra mar",-24.2807322608795,-47.9257676327275,"locality","cnuc_ibge"
"1281","Brazil","São Paulo","Sete Barras","APA SERRA DO MAR","brazil_sao paulo_sete barras_area protecao ambiental serra mar","brazil_sao paulo_sete barras_apa serra mar",-24.2807322608795,-47.9257676327275,"locality","cnuc_ibge"
"56","Brazil","São Paulo","Sete Barras","PE CARLOS BOTELHO","brazil_sao paulo_sete barras_pe carlos botelho","brazil_sao paulo_sete barras_pe carlos botelho",-24.1600131697464,-47.9489258983933,"locality","cnuc_ibge"
"793","Brazil","São Paulo","Sete Barras","PE CARLOS BOTELHO","brazil_sao paulo_sete barras_parque estadual carlos botelho","brazil_sao paulo_sete barras_pe carlos botelho",-24.1600131697464,-47.9489258983933,"locality","cnuc_ibge"
"73","Brazil","São Paulo","Sete Barras","PE INTERVALES","brazil_sao paulo_sete barras_pe intervales","brazil_sao paulo_sete barras_pe intervales",-24.2172682485403,-48.0970135492764,"locality","cnuc_ibge"
"810","Brazil","São Paulo","Sete Barras","PE INTERVALES","brazil_sao paulo_sete barras_parque estadual intervales","brazil_sao paulo_sete barras_pe intervales",-24.2172682485403,-48.0970135492764,"locality","cnuc_ibge"
"139","Brazil","São Paulo","Sete Barras","PE NASCENTES DO PARANAPANEMA","brazil_sao paulo_sete barras_pe nascentes paranapanema","brazil_sao paulo_sete barras_pe nascentes paranapanema",-24.1980944396986,-48.1103274873953,"locality","cnuc_ibge"
"876","Brazil","São Paulo","Sete Barras","PE NASCENTES DO PARANAPANEMA","brazil_sao paulo_sete barras_parque estadual nascentes paranapanema","brazil_sao paulo_sete barras_pe nascentes paranapanema",-24.1980944396986,-48.1103274873953,"locality","cnuc_ibge"
"34","Brazil","São Paulo","Silveiras","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_silveiras_apa bacia paraiba sul","brazil_sao paulo_silveiras_apa bacia paraiba sul",-22.7455842085609,-44.8508597947244,"locality","cnuc_ibge"
"771","Brazil","São Paulo","Silveiras","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_silveiras_area protecao ambiental bacia paraiba sul","brazil_sao paulo_silveiras_apa bacia paraiba sul",-22.7455842085609,-44.8508597947244,"locality","cnuc_ibge"
"553","Brazil","São Paulo","Silveiras","APA SILVEIRAS","brazil_sao paulo_silveiras_apa silveiras","brazil_sao paulo_silveiras_apa silveiras",-22.7343437193641,-44.840846782194,"locality","cnuc_ibge"
"1290","Brazil","São Paulo","Silveiras","APA SILVEIRAS","brazil_sao paulo_silveiras_area protecao ambiental silveiras","brazil_sao paulo_silveiras_apa silveiras",-22.7343437193641,-44.840846782194,"locality","cnuc_ibge"
"497","Brazil","São Paulo","Socorro","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_socorro_apa piracicaba juqueri mirim area ii","brazil_sao paulo_socorro_apa piracicaba juqueri mirim area ii",-22.6892864326558,-46.5569287453918,"locality","cnuc_ibge"
"1234","Brazil","São Paulo","Socorro","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_socorro_area protecao ambiental piracicaba juqueri mirim area ii","brazil_sao paulo_socorro_apa piracicaba juqueri mirim area ii",-22.6892864326558,-46.5569287453918,"locality","cnuc_ibge"
"180","Brazil","São Paulo","Socorro","RPPN COPAÍBA","brazil_sao paulo_socorro_rppn copaiba","brazil_sao paulo_socorro_rppn copaiba",-22.7162253540583,-46.6100780917002,"locality","cnuc_ibge"
"917","Brazil","São Paulo","Socorro","RPPN COPAÍBA","brazil_sao paulo_socorro_reserva particular patrimonio natural copaiba","brazil_sao paulo_socorro_rppn copaiba",-22.7162253540583,-46.6100780917002,"locality","cnuc_ibge"
"303","Brazil","São Paulo","Sorocaba","APA DO AVECUIA","brazil_sao paulo_sorocaba_apa avecuia","brazil_sao paulo_sorocaba_apa avecuia",-23.3620798507994,-47.4793692859895,"locality","cnuc_ibge"
"1040","Brazil","São Paulo","Sorocaba","APA DO AVECUIA","brazil_sao paulo_sorocaba_area protecao ambiental avecuia","brazil_sao paulo_sorocaba_apa avecuia",-23.3620798507994,-47.4793692859895,"locality","cnuc_ibge"
"447","Brazil","São Paulo","Sorocaba","APA ITUPARARANGA","brazil_sao paulo_sorocaba_apa itupararanga","brazil_sao paulo_sorocaba_apa itupararanga",-23.5602778788335,-47.3179595515701,"locality","cnuc_ibge"
"1184","Brazil","São Paulo","Sorocaba","APA ITUPARARANGA","brazil_sao paulo_sorocaba_area protecao ambiental itupararanga","brazil_sao paulo_sorocaba_apa itupararanga",-23.5602778788335,-47.3179595515701,"locality","cnuc_ibge"
"171","Brazil","São Paulo","Sorocaba","EEC BRÁULIO GUEDES DA SILVA","brazil_sao paulo_sorocaba_eec braulio guedes silva","brazil_sao paulo_sorocaba_eec braulio guedes silva",-23.4919702493818,-47.4163607051792,"locality","cnuc_ibge"
"908","Brazil","São Paulo","Sorocaba","EEC BRÁULIO GUEDES DA SILVA","brazil_sao paulo_sorocaba_estacao ecologica braulio guedes silva","brazil_sao paulo_sorocaba_eec braulio guedes silva",-23.4919702493818,-47.4163607051792,"locality","cnuc_ibge"
"162","Brazil","São Paulo","Sorocaba","EEC GOVERNADOR MARIO COVAS","brazil_sao paulo_sorocaba_eec governador mario covas","brazil_sao paulo_sorocaba_eec governador mario covas",-23.420865191871,-47.364094098409,"locality","cnuc_ibge"
"899","Brazil","São Paulo","Sorocaba","EEC GOVERNADOR MARIO COVAS","brazil_sao paulo_sorocaba_estacao ecologica governador mario covas","brazil_sao paulo_sorocaba_eec governador mario covas",-23.420865191871,-47.364094098409,"locality","cnuc_ibge"
"164","Brazil","São Paulo","Sorocaba","EEC MUNICIPAL DO PIRAJIBU","brazil_sao paulo_sorocaba_eec municipal pirajibu","brazil_sao paulo_sorocaba_eec municipal pirajibu",-23.4045986948352,-47.4092813875045,"locality","cnuc_ibge"
"901","Brazil","São Paulo","Sorocaba","EEC MUNICIPAL DO PIRAJIBU","brazil_sao paulo_sorocaba_estacao ecologica municipal pirajibu","brazil_sao paulo_sorocaba_eec municipal pirajibu",-23.4045986948352,-47.4092813875045,"locality","cnuc_ibge"
"189","Brazil","São Paulo","Sorocaba","PNM CORREDORES DE BIODIVERSIDADE","brazil_sao paulo_sorocaba_pnm corredores biodiversidade","brazil_sao paulo_sorocaba_pnm corredores biodiversidade",-23.3914904709072,-47.483701629963,"locality","cnuc_ibge"
"926","Brazil","São Paulo","Sorocaba","PNM CORREDORES DE BIODIVERSIDADE","brazil_sao paulo_sorocaba_parque natural municipal corredores biodiversidade","brazil_sao paulo_sorocaba_pnm corredores biodiversidade",-23.3914904709072,-47.483701629963,"locality","cnuc_ibge"
"163","Brazil","São Paulo","Sorocaba","PNM DE BRIGADEIRO TOBIAS","brazil_sao paulo_sorocaba_pnm brigadeiro tobias","brazil_sao paulo_sorocaba_pnm brigadeiro tobias",-23.5050504127472,-47.3636069908358,"locality","cnuc_ibge"
"900","Brazil","São Paulo","Sorocaba","PNM DE BRIGADEIRO TOBIAS","brazil_sao paulo_sorocaba_parque natural municipal brigadeiro tobias","brazil_sao paulo_sorocaba_pnm brigadeiro tobias",-23.5050504127472,-47.3636069908358,"locality","cnuc_ibge"
"607","Brazil","São Paulo","Suzano","APA SERRA DO ITAPETI","brazil_sao paulo_suzano_apa serra itapeti","brazil_sao paulo_suzano_apa serra itapeti",-23.505304579717,-46.2692082296298,"locality","cnuc_ibge"
"1344","Brazil","São Paulo","Suzano","APA SERRA DO ITAPETI","brazil_sao paulo_suzano_area protecao ambiental serra itapeti","brazil_sao paulo_suzano_apa serra itapeti",-23.505304579717,-46.2692082296298,"locality","cnuc_ibge"
"598","Brazil","São Paulo","Suzano","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_suzano_apa varzea rio tiete","brazil_sao paulo_suzano_apa varzea rio tiete",-23.5184239570415,-46.3032964239869,"locality","cnuc_ibge"
"1335","Brazil","São Paulo","Suzano","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_suzano_area protecao ambiental varzea rio tiete","brazil_sao paulo_suzano_apa varzea rio tiete",-23.5184239570415,-46.3032964239869,"locality","cnuc_ibge"
"436","Brazil","São Paulo","Tabatinga","APA IBITINGA","brazil_sao paulo_tabatinga_apa ibitinga","brazil_sao paulo_tabatinga_apa ibitinga",-21.7908463027362,-48.7141596061084,"locality","cnuc_ibge"
"1173","Brazil","São Paulo","Tabatinga","APA IBITINGA","brazil_sao paulo_tabatinga_area protecao ambiental ibitinga","brazil_sao paulo_tabatinga_apa ibitinga",-21.7908463027362,-48.7141596061084,"locality","cnuc_ibge"
"417","Brazil","São Paulo","Taguaí","APA CUESTA PARAPANEMA","brazil_sao paulo_taguai_apa cuesta parapanema","brazil_sao paulo_taguai_apa cuesta parapanema",-23.4813869784469,-49.3931267422559,"locality","cnuc_ibge"
"1154","Brazil","São Paulo","Taguaí","APA CUESTA PARAPANEMA","brazil_sao paulo_taguai_area protecao ambiental cuesta parapanema","brazil_sao paulo_taguai_apa cuesta parapanema",-23.4813869784469,-49.3931267422559,"locality","cnuc_ibge"
"545","Brazil","São Paulo","Tapiraí","APA SERRA DO MAR","brazil_sao paulo_tapirai_apa serra mar","brazil_sao paulo_tapirai_apa serra mar",-24.0304158555059,-47.6459433101542,"locality","cnuc_ibge"
"1282","Brazil","São Paulo","Tapiraí","APA SERRA DO MAR","brazil_sao paulo_tapirai_area protecao ambiental serra mar","brazil_sao paulo_tapirai_apa serra mar",-24.0304158555059,-47.6459433101542,"locality","cnuc_ibge"
"57","Brazil","São Paulo","Tapiraí","PE CARLOS BOTELHO","brazil_sao paulo_tapirai_pe carlos botelho","brazil_sao paulo_tapirai_pe carlos botelho",-24.1189421382016,-47.8234302943501,"locality","cnuc_ibge"
"794","Brazil","São Paulo","Tapiraí","PE CARLOS BOTELHO","brazil_sao paulo_tapirai_parque estadual carlos botelho","brazil_sao paulo_tapirai_pe carlos botelho",-24.1189421382016,-47.8234302943501,"locality","cnuc_ibge"
"78","Brazil","São Paulo","Tapiraí","PE DO JURUPARÁ","brazil_sao paulo_tapirai_pe jurupara","brazil_sao paulo_tapirai_pe jurupara",-24.0000422224667,-47.3754600538595,"locality","cnuc_ibge"
"815","Brazil","São Paulo","Tapiraí","PE DO JURUPARÁ","brazil_sao paulo_tapirai_parque estadual jurupara","brazil_sao paulo_tapirai_pe jurupara",-24.0000422224667,-47.3754600538595,"locality","cnuc_ibge"
"191","Brazil","São Paulo","Tapiraí","RPPN PARQUE DO ZIZO","brazil_sao paulo_tapirai_rppn parque zizo","brazil_sao paulo_tapirai_rppn parque zizo",-24.0124702662449,-47.8146690061447,"locality","cnuc_ibge"
"928","Brazil","São Paulo","Tapiraí","RPPN PARQUE DO ZIZO","brazil_sao paulo_tapirai_reserva particular patrimonio natural parque zizo","brazil_sao paulo_tapirai_rppn parque zizo",-24.0124702662449,-47.8146690061447,"locality","cnuc_ibge"
"305","Brazil","São Paulo","Tapiraí","RPPN RESERVA MURIQUI","brazil_sao paulo_tapirai_rppn reserva muriqui","brazil_sao paulo_tapirai_rppn reserva muriqui",-24.0124821538316,-47.5571060059908,"locality","cnuc_ibge"
"1042","Brazil","São Paulo","Tapiraí","RPPN RESERVA MURIQUI","brazil_sao paulo_tapirai_reserva particular patrimonio natural reserva muriqui","brazil_sao paulo_tapirai_rppn reserva muriqui",-24.0124821538316,-47.5571060059908,"locality","cnuc_ibge"
"418","Brazil","São Paulo","Taquarituba","APA CUESTA PARAPANEMA","brazil_sao paulo_taquarituba_apa cuesta parapanema","brazil_sao paulo_taquarituba_apa cuesta parapanema",-23.4839385901818,-49.3183235312165,"locality","cnuc_ibge"
"1155","Brazil","São Paulo","Taquarituba","APA CUESTA PARAPANEMA","brazil_sao paulo_taquarituba_area protecao ambiental cuesta parapanema","brazil_sao paulo_taquarituba_apa cuesta parapanema",-23.4839385901818,-49.3183235312165,"locality","cnuc_ibge"
"35","Brazil","São Paulo","Taubaté","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_taubate_apa bacia paraiba sul","brazil_sao paulo_taubate_apa bacia paraiba sul",-23.1161238354696,-45.4348169710894,"locality","cnuc_ibge"
"772","Brazil","São Paulo","Taubaté","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_taubate_area protecao ambiental bacia paraiba sul","brazil_sao paulo_taubate_apa bacia paraiba sul",-23.1161238354696,-45.4348169710894,"locality","cnuc_ibge"
"156","Brazil","São Paulo","Taubaté","APA DA SERRA DO PALMITAL","brazil_sao paulo_taubate_apa serra palmital","brazil_sao paulo_taubate_apa serra palmital",-23.0046674624808,-45.709356503414,"locality","cnuc_ibge"
"893","Brazil","São Paulo","Taubaté","APA DA SERRA DO PALMITAL","brazil_sao paulo_taubate_area protecao ambiental serra palmital","brazil_sao paulo_taubate_apa serra palmital",-23.0046674624808,-45.709356503414,"locality","cnuc_ibge"
