"","country","stateProvince","municipality","locality","loc","loc.correct","latitude","longitude","resolution.gazetteer","source"
"376","Brazil","São Paulo","Jundiaí","APA CAJAMAR","brazil_sao paulo_jundiai_apa cajamar","brazil_sao paulo_jundiai_apa cajamar",-23.2960042931442,-46.8895613827986,"locality","cnuc_ibge"
"1113","Brazil","São Paulo","Jundiaí","APA CAJAMAR","brazil_sao paulo_jundiai_area protecao ambiental cajamar","brazil_sao paulo_jundiai_apa cajamar",-23.2960042931442,-46.8895613827986,"locality","cnuc_ibge"
"460","Brazil","São Paulo","Jundiaí","APA JUNDIAÍ","brazil_sao paulo_jundiai_apa jundiai","brazil_sao paulo_jundiai_apa jundiai",-23.194498282631,-46.9129724563218,"locality","cnuc_ibge"
"1197","Brazil","São Paulo","Jundiaí","APA JUNDIAÍ","brazil_sao paulo_jundiai_area protecao ambiental jundiai","brazil_sao paulo_jundiai_apa jundiai",-23.194498282631,-46.9129724563218,"locality","cnuc_ibge"
"43","Brazil","São Paulo","Junqueirópolis","PE DO AGUAPEÍ","brazil_sao paulo_junqueiropolis_pe aguapei","brazil_sao paulo_junqueiropolis_pe aguapei",-21.2583731997829,-51.4343886128592,"locality","cnuc_ibge"
"780","Brazil","São Paulo","Junqueirópolis","PE DO AGUAPEÍ","brazil_sao paulo_junqueiropolis_parque estadual aguapei","brazil_sao paulo_junqueiropolis_pe aguapei",-21.2583731997829,-51.4343886128592,"locality","cnuc_ibge"
"535","Brazil","São Paulo","Juquiá","APA SERRA DO MAR","brazil_sao paulo_juquia_apa serra mar","brazil_sao paulo_juquia_apa serra mar",-24.1872437601623,-47.6493810868813,"locality","cnuc_ibge"
"1272","Brazil","São Paulo","Juquiá","APA SERRA DO MAR","brazil_sao paulo_juquia_area protecao ambiental serra mar","brazil_sao paulo_juquia_apa serra mar",-24.1872437601623,-47.6493810868813,"locality","cnuc_ibge"
"87","Brazil","São Paulo","Juquitiba","APA MUNICIPAL DO CAPIVARI-MONOS","brazil_sao paulo_juquitiba_apa municipal capivari monos","brazil_sao paulo_juquitiba_apa municipal capivari monos",-23.9272293866597,-46.8094456700619,"locality","cnuc_ibge"
"824","Brazil","São Paulo","Juquitiba","APA MUNICIPAL DO CAPIVARI-MONOS","brazil_sao paulo_juquitiba_area protecao ambiental municipal capivari monos","brazil_sao paulo_juquitiba_apa municipal capivari monos",-23.9272293866597,-46.8094456700619,"locality","cnuc_ibge"
"536","Brazil","São Paulo","Juquitiba","APA SERRA DO MAR","brazil_sao paulo_juquitiba_apa serra mar","brazil_sao paulo_juquitiba_apa serra mar",-23.9751200730372,-47.1265632625979,"locality","cnuc_ibge"
"1273","Brazil","São Paulo","Juquitiba","APA SERRA DO MAR","brazil_sao paulo_juquitiba_area protecao ambiental serra mar","brazil_sao paulo_juquitiba_apa serra mar",-23.9751200730372,-47.1265632625979,"locality","cnuc_ibge"
"650","Brazil","São Paulo","Juquitiba","PE DA SERRA DO MAR","brazil_sao paulo_juquitiba_pe serra mar","brazil_sao paulo_juquitiba_pe serra mar",-24.024584393933,-46.9163897210325,"locality","cnuc_ibge"
"1387","Brazil","São Paulo","Juquitiba","PE DA SERRA DO MAR","brazil_sao paulo_juquitiba_parque estadual serra mar","brazil_sao paulo_juquitiba_pe serra mar",-24.024584393933,-46.9163897210325,"locality","cnuc_ibge"
"75","Brazil","São Paulo","Juquitiba","PE DO JURUPARÁ","brazil_sao paulo_juquitiba_pe jurupara","brazil_sao paulo_juquitiba_pe jurupara",-23.9600855717517,-47.1957451529426,"locality","cnuc_ibge"
"812","Brazil","São Paulo","Juquitiba","PE DO JURUPARÁ","brazil_sao paulo_juquitiba_parque estadual jurupara","brazil_sao paulo_juquitiba_pe jurupara",-23.9600855717517,-47.1957451529426,"locality","cnuc_ibge"
"217","Brazil","São Paulo","Juquitiba","RPPN SÃO JUDAS TADEU","brazil_sao paulo_juquitiba_rppn sao judas tadeu","brazil_sao paulo_juquitiba_rppn sao judas tadeu",-23.9443625285242,-47.1696626265338,"locality","cnuc_ibge"
"954","Brazil","São Paulo","Juquitiba","RPPN SÃO JUDAS TADEU","brazil_sao paulo_juquitiba_reserva particular patrimonio natural sao judas tadeu","brazil_sao paulo_juquitiba_rppn sao judas tadeu",-23.9443625285242,-47.1696626265338,"locality","cnuc_ibge"
"15","Brazil","São Paulo","Lagoinha","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_lagoinha_apa bacia paraiba sul","brazil_sao paulo_lagoinha_apa bacia paraiba sul",-23.0615049240633,-45.2984499649107,"locality","cnuc_ibge"
"752","Brazil","São Paulo","Lagoinha","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_lagoinha_area protecao ambiental bacia paraiba sul","brazil_sao paulo_lagoinha_apa bacia paraiba sul",-23.0615049240633,-45.2984499649107,"locality","cnuc_ibge"
"580","Brazil","São Paulo","Laranjal Paulista","APA TIETÊ","brazil_sao paulo_laranjal paulista_apa tiete","brazil_sao paulo_laranjal paulista_apa tiete",-23.0341006105012,-47.801068989789,"locality","cnuc_ibge"
"1317","Brazil","São Paulo","Laranjal Paulista","APA TIETÊ","brazil_sao paulo_laranjal paulista_area protecao ambiental tiete","brazil_sao paulo_laranjal paulista_apa tiete",-23.0341006105012,-47.801068989789,"locality","cnuc_ibge"
"16","Brazil","São Paulo","Lavrinhas","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_lavrinhas_apa bacia paraiba sul","brazil_sao paulo_lavrinhas_apa bacia paraiba sul",-22.4596080152892,-44.8724040410613,"locality","cnuc_ibge"
"753","Brazil","São Paulo","Lavrinhas","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_lavrinhas_area protecao ambiental bacia paraiba sul","brazil_sao paulo_lavrinhas_apa bacia paraiba sul",-22.4596080152892,-44.8724040410613,"locality","cnuc_ibge"
"550","Brazil","São Paulo","Lavrinhas","APA SILVEIRAS","brazil_sao paulo_lavrinhas_apa silveiras","brazil_sao paulo_lavrinhas_apa silveiras",-22.6121503882474,-44.8811491116823,"locality","cnuc_ibge"
"1287","Brazil","São Paulo","Lavrinhas","APA SILVEIRAS","brazil_sao paulo_lavrinhas_area protecao ambiental silveiras","brazil_sao paulo_lavrinhas_apa silveiras",-22.6121503882474,-44.8811491116823,"locality","cnuc_ibge"
"336","Brazil","São Paulo","Lavrinhas","MNE MANTIQUEIRA PAULISTA","brazil_sao paulo_lavrinhas_mne mantiqueira paulista","brazil_sao paulo_lavrinhas_mne mantiqueira paulista",-22.4855417371701,-44.953009657255,"locality","cnuc_ibge"
"1073","Brazil","São Paulo","Lavrinhas","MNE MANTIQUEIRA PAULISTA","brazil_sao paulo_lavrinhas_monumento natural estadual mantiqueira paulista","brazil_sao paulo_lavrinhas_mne mantiqueira paulista",-22.4855417371701,-44.953009657255,"locality","cnuc_ibge"
"212","Brazil","São Paulo","Lavrinhas","RPPN PEDRA DA MINA","brazil_sao paulo_lavrinhas_rppn pedra mina","brazil_sao paulo_lavrinhas_rppn pedra mina",-22.4285242598338,-44.8484794917779,"locality","cnuc_ibge"
"949","Brazil","São Paulo","Lavrinhas","RPPN PEDRA DA MINA","brazil_sao paulo_lavrinhas_reserva particular patrimonio natural pedra mina","brazil_sao paulo_lavrinhas_rppn pedra mina",-22.4285242598338,-44.8484794917779,"locality","cnuc_ibge"
"292","Brazil","São Paulo","Lavrinhas","RPPN TRAVESSIA","brazil_sao paulo_lavrinhas_rppn travessia","brazil_sao paulo_lavrinhas_rppn travessia",-22.4611760050584,-44.9176489081312,"locality","cnuc_ibge"
"1029","Brazil","São Paulo","Lavrinhas","RPPN TRAVESSIA","brazil_sao paulo_lavrinhas_reserva particular patrimonio natural travessia","brazil_sao paulo_lavrinhas_rppn travessia",-22.4611760050584,-44.9176489081312,"locality","cnuc_ibge"
"17","Brazil","São Paulo","Lorena","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_lorena_apa bacia paraiba sul","brazil_sao paulo_lorena_apa bacia paraiba sul",-22.8265563962499,-44.9416086250418,"locality","cnuc_ibge"
"754","Brazil","São Paulo","Lorena","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_lorena_area protecao ambiental bacia paraiba sul","brazil_sao paulo_lorena_apa bacia paraiba sul",-22.8265563962499,-44.9416086250418,"locality","cnuc_ibge"
"551","Brazil","São Paulo","Lorena","APA SILVEIRAS","brazil_sao paulo_lorena_apa silveiras","brazil_sao paulo_lorena_apa silveiras",-22.8721122374139,-44.8977839631076,"locality","cnuc_ibge"
"1288","Brazil","São Paulo","Lorena","APA SILVEIRAS","brazil_sao paulo_lorena_area protecao ambiental silveiras","brazil_sao paulo_lorena_apa silveiras",-22.8721122374139,-44.8977839631076,"locality","cnuc_ibge"
"708","Brazil","São Paulo","Lorena","FLONA DE LORENA","brazil_sao paulo_lorena_flona lorena","brazil_sao paulo_lorena_flona lorena",-22.7187849515835,-45.0953321147817,"locality","cnuc_ibge"
"1445","Brazil","São Paulo","Lorena","FLONA DE LORENA","brazil_sao paulo_lorena_floresta nacional lorena","brazil_sao paulo_lorena_flona lorena",-22.7187849515835,-45.0953321147817,"locality","cnuc_ibge"
"461","Brazil","São Paulo","Louveira","APA JUNDIAÍ","brazil_sao paulo_louveira_apa jundiai","brazil_sao paulo_louveira_apa jundiai",-23.1003606881275,-46.9230764004743,"locality","cnuc_ibge"
"1198","Brazil","São Paulo","Louveira","APA JUNDIAÍ","brazil_sao paulo_louveira_area protecao ambiental jundiai","brazil_sao paulo_louveira_apa jundiai",-23.1003606881275,-46.9230764004743,"locality","cnuc_ibge"
"192","Brazil","São Paulo","Lucélia","PNM SALTO BOTELHO","brazil_sao paulo_lucelia_pnm salto botelho","brazil_sao paulo_lucelia_pnm salto botelho",-21.4539686454289,-50.9184255739474,"locality","cnuc_ibge"
"929","Brazil","São Paulo","Lucélia","PNM SALTO BOTELHO","brazil_sao paulo_lucelia_parque natural municipal salto botelho","brazil_sao paulo_lucelia_pnm salto botelho",-21.4539686454289,-50.9184255739474,"locality","cnuc_ibge"
"270","Brazil","São Paulo","Luís Antônio","EEC JATAÍ","brazil_sao paulo_luis antonio_eec jatai","brazil_sao paulo_luis antonio_eec jatai",-21.6000160632254,-47.7762942109336,"locality","cnuc_ibge"
"1007","Brazil","São Paulo","Luís Antônio","EEC JATAÍ","brazil_sao paulo_luis antonio_estacao ecologica jatai","brazil_sao paulo_luis antonio_eec jatai",-21.6000160632254,-47.7762942109336,"locality","cnuc_ibge"
"444","Brazil","São Paulo","Mairinque","APA ITUPARARANGA","brazil_sao paulo_mairinque_apa itupararanga","brazil_sao paulo_mairinque_apa itupararanga",-23.5886967457458,-47.2269293909824,"locality","cnuc_ibge"
"1181","Brazil","São Paulo","Mairinque","APA ITUPARARANGA","brazil_sao paulo_mairinque_area protecao ambiental itupararanga","brazil_sao paulo_mairinque_apa itupararanga",-23.5886967457458,-47.2269293909824,"locality","cnuc_ibge"
"18","Brazil","São Paulo","Mairiporã","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_mairipora_apa bacia paraiba sul","brazil_sao paulo_mairipora_apa bacia paraiba sul",-23.3217699773845,-46.4245723327843,"locality","cnuc_ibge"
"755","Brazil","São Paulo","Mairiporã","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_mairipora_area protecao ambiental bacia paraiba sul","brazil_sao paulo_mairipora_apa bacia paraiba sul",-23.3217699773845,-46.4245723327843,"locality","cnuc_ibge"
"716","Brazil","São Paulo","Mairiporã","APA DO CABUÇU TANQUE GRANDE","brazil_sao paulo_mairipora_apa cabucu tanque grande","brazil_sao paulo_mairipora_apa cabucu tanque grande",-23.3579887821604,-46.4588702615511,"locality","cnuc_ibge"
"1453","Brazil","São Paulo","Mairiporã","APA DO CABUÇU TANQUE GRANDE","brazil_sao paulo_mairipora_area protecao ambiental cabucu tanque grande","brazil_sao paulo_mairipora_apa cabucu tanque grande",-23.3579887821604,-46.4588702615511,"locality","cnuc_ibge"
"485","Brazil","São Paulo","Mairiporã","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_mairipora_apa piracicaba juqueri mirim area ii","brazil_sao paulo_mairipora_apa piracicaba juqueri mirim area ii",-23.269314909551,-46.4721668303035,"locality","cnuc_ibge"
"1222","Brazil","São Paulo","Mairiporã","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_mairipora_area protecao ambiental piracicaba juqueri mirim area ii","brazil_sao paulo_mairipora_apa piracicaba juqueri mirim area ii",-23.269314909551,-46.4721668303035,"locality","cnuc_ibge"
"566","Brazil","São Paulo","Mairiporã","APA SISTEMA CANTAREIRA","brazil_sao paulo_mairipora_apa sistema cantareira","brazil_sao paulo_mairipora_apa sistema cantareira",-23.3171274365177,-46.5611903570891,"locality","cnuc_ibge"
"1303","Brazil","São Paulo","Mairiporã","APA SISTEMA CANTAREIRA","brazil_sao paulo_mairipora_area protecao ambiental sistema cantareira","brazil_sao paulo_mairipora_apa sistema cantareira",-23.3171274365177,-46.5611903570891,"locality","cnuc_ibge"
"106","Brazil","São Paulo","Mairiporã","MNE DA PEDRA GRANDE","brazil_sao paulo_mairipora_mne pedra grande","brazil_sao paulo_mairipora_mne pedra grande",-23.2400002105698,-46.5241413610538,"locality","cnuc_ibge"
"843","Brazil","São Paulo","Mairiporã","MNE DA PEDRA GRANDE","brazil_sao paulo_mairipora_monumento natural estadual pedra grande","brazil_sao paulo_mairipora_mne pedra grande",-23.2400002105698,-46.5241413610538,"locality","cnuc_ibge"
"52","Brazil","São Paulo","Mairiporã","PE DA CANTAREIRA","brazil_sao paulo_mairipora_pe cantareira","brazil_sao paulo_mairipora_pe cantareira",-23.4134152747087,-46.62586577715,"locality","cnuc_ibge"
"789","Brazil","São Paulo","Mairiporã","PE DA CANTAREIRA","brazil_sao paulo_mairipora_parque estadual cantareira","brazil_sao paulo_mairipora_pe cantareira",-23.4134152747087,-46.62586577715,"locality","cnuc_ibge"
"101","Brazil","São Paulo","Mairiporã","PE DE ITABERABA","brazil_sao paulo_mairipora_pe itaberaba","brazil_sao paulo_mairipora_pe itaberaba",-23.3215466752634,-46.4385771477633,"locality","cnuc_ibge"
"838","Brazil","São Paulo","Mairiporã","PE DE ITABERABA","brazil_sao paulo_mairipora_parque estadual itaberaba","brazil_sao paulo_mairipora_pe itaberaba",-23.3215466752634,-46.4385771477633,"locality","cnuc_ibge"
"96","Brazil","São Paulo","Mairiporã","PE DE ITAPETINGA","brazil_sao paulo_mairipora_pe itapetinga","brazil_sao paulo_mairipora_pe itapetinga",-23.2918470377132,-46.5096572570855,"locality","cnuc_ibge"
"833","Brazil","São Paulo","Mairiporã","PE DE ITAPETINGA","brazil_sao paulo_mairipora_parque estadual itapetinga","brazil_sao paulo_mairipora_pe itapetinga",-23.2918470377132,-46.5096572570855,"locality","cnuc_ibge"
"321","Brazil","São Paulo","Mairiporã","PE DO JUQUERY","brazil_sao paulo_mairipora_pe juquery","brazil_sao paulo_mairipora_pe juquery",-23.3511428855372,-46.6657610937568,"locality","cnuc_ibge"
"1058","Brazil","São Paulo","Mairiporã","PE DO JUQUERY","brazil_sao paulo_mairipora_parque estadual juquery","brazil_sao paulo_mairipora_pe juquery",-23.3511428855372,-46.6657610937568,"locality","cnuc_ibge"
"216","Brazil","São Paulo","Mairiporã","RPPN PARAÍSO","brazil_sao paulo_mairipora_rppn paraiso","brazil_sao paulo_mairipora_rppn paraiso",-23.3223921962693,-46.6466803284652,"locality","cnuc_ibge"
"953","Brazil","São Paulo","Mairiporã","RPPN PARAÍSO","brazil_sao paulo_mairipora_reserva particular patrimonio natural paraiso","brazil_sao paulo_mairipora_rppn paraiso",-23.3223921962693,-46.6466803284652,"locality","cnuc_ibge"
"263","Brazil","São Paulo","Mairiporã","RPPN SÍTIO CAPUAVINHA","brazil_sao paulo_mairipora_rppn sitio capuavinha","brazil_sao paulo_mairipora_rppn sitio capuavinha",-23.3179307296559,-46.569737871241,"locality","cnuc_ibge"
"1000","Brazil","São Paulo","Mairiporã","RPPN SÍTIO CAPUAVINHA","brazil_sao paulo_mairipora_reserva particular patrimonio natural sitio capuavinha","brazil_sao paulo_mairipora_rppn sitio capuavinha",-23.3179307296559,-46.569737871241,"locality","cnuc_ibge"
"231","Brazil","São Paulo","Marabá Paulista","EEC MICO LEÃO PRETO","brazil_sao paulo_maraba paulista_eec mico leao preto","brazil_sao paulo_maraba paulista_eec mico leao preto",-22.2228273508448,-52.2197100826278,"locality","cnuc_ibge"
"968","Brazil","São Paulo","Marabá Paulista","EEC MICO LEÃO PRETO","brazil_sao paulo_maraba paulista_estacao ecologica mico leao preto","brazil_sao paulo_maraba paulista_eec mico leao preto",-22.2228273508448,-52.2197100826278,"locality","cnuc_ibge"
"274","Brazil","São Paulo","Marília","EEC DE MARÍLIA","brazil_sao paulo_marilia_eec marilia","brazil_sao paulo_marilia_eec marilia",-21.9938567734781,-49.9251020356843,"locality","cnuc_ibge"
"1011","Brazil","São Paulo","Marília","EEC DE MARÍLIA","brazil_sao paulo_marilia_estacao ecologica marilia","brazil_sao paulo_marilia_eec marilia",-21.9938567734781,-49.9251020356843,"locality","cnuc_ibge"
"680","Brazil","São Paulo","Mauá","PNM CABECEIRAS DO ARICANDUVA","brazil_sao paulo_maua_pnm cabeceiras aricanduva","brazil_sao paulo_maua_pnm cabeceiras aricanduva",-23.6220503752057,-46.4015496849438,"locality","cnuc_ibge"
"1417","Brazil","São Paulo","Mauá","PNM CABECEIRAS DO ARICANDUVA","brazil_sao paulo_maua_parque natural municipal cabeceiras aricanduva","brazil_sao paulo_maua_pnm cabeceiras aricanduva",-23.6220503752057,-46.4015496849438,"locality","cnuc_ibge"
"390","Brazil","São Paulo","Mineiros do Tietê","APA CUESTA CORUMBATAÍ","brazil_sao paulo_mineiros tiete_apa cuesta corumbatai","brazil_sao paulo_mineiros tiete_apa cuesta corumbatai",-22.4861892776479,-48.4130693336601,"locality","cnuc_ibge"
"1127","Brazil","São Paulo","Mineiros do Tietê","APA CUESTA CORUMBATAÍ","brazil_sao paulo_mineiros tiete_area protecao ambiental cuesta corumbatai","brazil_sao paulo_mineiros tiete_apa cuesta corumbatai",-22.4861892776479,-48.4130693336601,"locality","cnuc_ibge"
"692","Brazil","São Paulo","Miracatu","APA DE CANANÉIA-IGUAPÉ-PERUÍBE","brazil_sao paulo_miracatu_apa cananeia iguape peruibe","brazil_sao paulo_miracatu_apa cananeia iguape peruibe",-24.3587445507061,-47.4030964794228,"locality","cnuc_ibge"
"1429","Brazil","São Paulo","Miracatu","APA DE CANANÉIA-IGUAPÉ-PERUÍBE","brazil_sao paulo_miracatu_area protecao ambiental cananeia iguape peruibe","brazil_sao paulo_miracatu_apa cananeia iguape peruibe",-24.3587445507061,-47.4030964794228,"locality","cnuc_ibge"
"537","Brazil","São Paulo","Miracatu","APA SERRA DO MAR","brazil_sao paulo_miracatu_apa serra mar","brazil_sao paulo_miracatu_apa serra mar",-24.1430533258502,-47.3806967096404,"locality","cnuc_ibge"
"1274","Brazil","São Paulo","Miracatu","APA SERRA DO MAR","brazil_sao paulo_miracatu_area protecao ambiental serra mar","brazil_sao paulo_miracatu_apa serra mar",-24.1430533258502,-47.3806967096404,"locality","cnuc_ibge"
"349","Brazil","São Paulo","Miracatu","EEC JURÉIA-ITATINS","brazil_sao paulo_miracatu_eec jureia itatins","brazil_sao paulo_miracatu_eec jureia itatins",-24.3560808641568,-47.4150302007435,"locality","cnuc_ibge"
"1086","Brazil","São Paulo","Miracatu","EEC JURÉIA-ITATINS","brazil_sao paulo_miracatu_estacao ecologica jureia itatins","brazil_sao paulo_miracatu_eec jureia itatins",-24.3560808641568,-47.4150302007435,"locality","cnuc_ibge"
"651","Brazil","São Paulo","Miracatu","PE DA SERRA DO MAR","brazil_sao paulo_miracatu_pe serra mar","brazil_sao paulo_miracatu_pe serra mar",-24.1344437245511,-47.2453636412389,"locality","cnuc_ibge"
"1388","Brazil","São Paulo","Miracatu","PE DA SERRA DO MAR","brazil_sao paulo_miracatu_parque estadual serra mar","brazil_sao paulo_miracatu_pe serra mar",-24.1344437245511,-47.2453636412389,"locality","cnuc_ibge"
"76","Brazil","São Paulo","Miracatu","PE DO JURUPARÁ","brazil_sao paulo_miracatu_pe jurupara","brazil_sao paulo_miracatu_pe jurupara",-24.0155660831901,-47.2868119391743,"locality","cnuc_ibge"
"813","Brazil","São Paulo","Miracatu","PE DO JURUPARÁ","brazil_sao paulo_miracatu_parque estadual jurupara","brazil_sao paulo_miracatu_pe jurupara",-24.0155660831901,-47.2868119391743,"locality","cnuc_ibge"
"618","Brazil","São Paulo","Miracatu","RDS DO DESPRAIADO","brazil_sao paulo_miracatu_rds despraiado","brazil_sao paulo_miracatu_rds despraiado",-24.3778470236843,-47.3692604128214,"locality","cnuc_ibge"
"1355","Brazil","São Paulo","Miracatu","RDS DO DESPRAIADO","brazil_sao paulo_miracatu_rds despraiado","brazil_sao paulo_miracatu_rds despraiado",-24.3778470236843,-47.3692604128214,"locality","cnuc_ibge"
"340","Brazil","São Paulo","Mirassol","EEC DO NOROESTE PAULISTA","brazil_sao paulo_mirassol_eec noroeste paulista","brazil_sao paulo_mirassol_eec noroeste paulista",-20.8429462883351,-49.4438146316944,"locality","cnuc_ibge"
"1077","Brazil","São Paulo","Mirassol","EEC DO NOROESTE PAULISTA","brazil_sao paulo_mirassol_estacao ecologica noroeste paulista","brazil_sao paulo_mirassol_eec noroeste paulista",-20.8429462883351,-49.4438146316944,"locality","cnuc_ibge"
"612","Brazil","São Paulo","Mirassol","FE DO NOROESTE PAULISTA","brazil_sao paulo_mirassol_fe noroeste paulista","brazil_sao paulo_mirassol_fe noroeste paulista",-20.8493750807784,-49.4435604641787,"locality","cnuc_ibge"
"1349","Brazil","São Paulo","Mirassol","FE DO NOROESTE PAULISTA","brazil_sao paulo_mirassol_floresta estadual noroeste paulista","brazil_sao paulo_mirassol_fe noroeste paulista",-20.8493750807784,-49.4435604641787,"locality","cnuc_ibge"
"84","Brazil","São Paulo","Mirassol","PNM DA GROTA DE MIRASSOL","brazil_sao paulo_mirassol_pnm grota mirassol","brazil_sao paulo_mirassol_pnm grota mirassol",-20.8251905389838,-49.509997883951,"locality","cnuc_ibge"
"821","Brazil","São Paulo","Mirassol","PNM DA GROTA DE MIRASSOL","brazil_sao paulo_mirassol_parque natural municipal grota mirassol","brazil_sao paulo_mirassol_pnm grota mirassol",-20.8251905389838,-49.509997883951,"locality","cnuc_ibge"
"606","Brazil","São Paulo","Mogi das Cruzes","APA SERRA DO ITAPETI","brazil_sao paulo_mogi cruzes_apa serra itapeti","brazil_sao paulo_mogi cruzes_apa serra itapeti",-23.4792125114543,-46.1858370018368,"locality","cnuc_ibge"
"1343","Brazil","São Paulo","Mogi das Cruzes","APA SERRA DO ITAPETI","brazil_sao paulo_mogi cruzes_area protecao ambiental serra itapeti","brazil_sao paulo_mogi cruzes_apa serra itapeti",-23.4792125114543,-46.1858370018368,"locality","cnuc_ibge"
"593","Brazil","São Paulo","Mogi das Cruzes","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_mogi cruzes_apa varzea rio tiete","brazil_sao paulo_mogi cruzes_apa varzea rio tiete",-23.531707255601,-46.1732016071731,"locality","cnuc_ibge"
"1330","Brazil","São Paulo","Mogi das Cruzes","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_mogi cruzes_area protecao ambiental varzea rio tiete","brazil_sao paulo_mogi cruzes_apa varzea rio tiete",-23.531707255601,-46.1732016071731,"locality","cnuc_ibge"
"279","Brazil","São Paulo","Mogi das Cruzes","EEC DE ITAPETI","brazil_sao paulo_mogi cruzes_eec itapeti","brazil_sao paulo_mogi cruzes_eec itapeti",-23.5109887984191,-46.2435674605077,"locality","cnuc_ibge"
"1016","Brazil","São Paulo","Mogi das Cruzes","EEC DE ITAPETI","brazil_sao paulo_mogi cruzes_estacao ecologica itapeti","brazil_sao paulo_mogi cruzes_eec itapeti",-23.5109887984191,-46.2435674605077,"locality","cnuc_ibge"
"652","Brazil","São Paulo","Mogi das Cruzes","PE DA SERRA DO MAR","brazil_sao paulo_mogi cruzes_pe serra mar","brazil_sao paulo_mogi cruzes_pe serra mar",-23.7570391285421,-46.258905467906,"locality","cnuc_ibge"
"1389","Brazil","São Paulo","Mogi das Cruzes","PE DA SERRA DO MAR","brazil_sao paulo_mogi cruzes_parque estadual serra mar","brazil_sao paulo_mogi cruzes_pe serra mar",-23.7570391285421,-46.258905467906,"locality","cnuc_ibge"
"144","Brazil","São Paulo","Mogi das Cruzes","PNM NASCENTES DE PARANAPIACABA","brazil_sao paulo_mogi cruzes_pnm nascentes paranapiacaba","brazil_sao paulo_mogi cruzes_pnm nascentes paranapiacaba",-23.7612154197182,-46.285021277173,"locality","cnuc_ibge"
"881","Brazil","São Paulo","Mogi das Cruzes","PNM NASCENTES DE PARANAPIACABA","brazil_sao paulo_mogi cruzes_parque natural municipal nascentes paranapiacaba","brazil_sao paulo_mogi cruzes_pnm nascentes paranapiacaba",-23.7612154197182,-46.285021277173,"locality","cnuc_ibge"
"224","Brazil","São Paulo","Mogi das Cruzes","RESERVA PARTICULAR DO PATRIMÔNIO NATURA BOTUJURU-SERRA DO ITAPETY","brazil_sao paulo_mogi cruzes_reserva particular patrimonio natura botujuru serra itapety","brazil_sao paulo_mogi cruzes_reserva particular patrimonio natura botujuru serra itapety",-23.4752086289563,-46.1675475451451,"locality","cnuc_ibge"
"961","Brazil","São Paulo","Mogi das Cruzes","RESERVA PARTICULAR DO PATRIMÔNIO NATURA BOTUJURU-SERRA DO ITAPETY","brazil_sao paulo_mogi cruzes_reserva particular patrimonio natura botujuru serra itapety","brazil_sao paulo_mogi cruzes_reserva particular patrimonio natura botujuru serra itapety",-23.4752086289563,-46.1675475451451,"locality","cnuc_ibge"
"625","Brazil","São Paulo","Mogi das Cruzes","REVIS DO BICUDINHO","brazil_sao paulo_mogi cruzes_revis bicudinho","brazil_sao paulo_mogi cruzes_revis bicudinho",-23.5026026806603,-46.0672511992131,"locality","cnuc_ibge"
"1362","Brazil","São Paulo","Mogi das Cruzes","REVIS DO BICUDINHO","brazil_sao paulo_mogi cruzes_refugio vida silvestre bicudinho","brazil_sao paulo_mogi cruzes_revis bicudinho",-23.5026026806603,-46.0672511992131,"locality","cnuc_ibge"
"123","Brazil","São Paulo","Mogi das Cruzes","RPPN MAHAYANA","brazil_sao paulo_mogi cruzes_rppn mahayana","brazil_sao paulo_mogi cruzes_rppn mahayana",-23.6999356651942,-46.186263255354,"locality","cnuc_ibge"
"860","Brazil","São Paulo","Mogi das Cruzes","RPPN MAHAYANA","brazil_sao paulo_mogi cruzes_rppn mahayana","brazil_sao paulo_mogi cruzes_rppn mahayana",-23.6999356651942,-46.186263255354,"locality","cnuc_ibge"
"227","Brazil","São Paulo","Mogi das Cruzes","RPPN RESERVA HINAYANA","brazil_sao paulo_mogi cruzes_rppn reserva hinayana","brazil_sao paulo_mogi cruzes_rppn reserva hinayana",-23.7038977619114,-46.1838462678607,"locality","cnuc_ibge"
"964","Brazil","São Paulo","Mogi das Cruzes","RPPN RESERVA HINAYANA","brazil_sao paulo_mogi cruzes_reserva particular patrimonio natural reserva hinayana","brazil_sao paulo_mogi cruzes_rppn reserva hinayana",-23.7038977619114,-46.1838462678607,"locality","cnuc_ibge"
"327","Brazil","São Paulo","Mogi Guaçu","EEC DE MOGI-GUAÇU","brazil_sao paulo_mogi guacu_eec mogi guacu","brazil_sao paulo_mogi guacu_eec mogi guacu",-22.2794945965124,-47.1741915524124,"locality","cnuc_ibge"
