"Código de barras","Num. Tombo","Coleção","Família","Gênero","Táxon","Coletor","Num. Coleta","Data Coleta","Categoria Tipus","Determinador","Data Determinação","Tipo Coleção","Pais","Estado/Provincia","Cidade","Localidade","Latitude","Longitude","Unidade Conservação","Origem","Status"
"RB00431616",333968,"RB","ERICACEAE","Gaultheria","ERICACEAE Gaultheria eriophylla (Pers.) Sleumer ex Burtt","R. Guedes",2403,"13/9/1994",,"Renata Soares Pinheiros","18/10/1996",,"Brasil",,,"Itatiaia, planato de Itatiaia.","-22,25","-44,566666699999999","Parque Nacional do Itatiaia","Nativa","NE"
"RB00077744",45944,"RB","ERICACEAE","Gaultheria","ERICACEAE Gaultheria eriophylla (Pers.) Sleumer ex Burtt","A. C. Brade",17126,"/9/1941",,"James L. Luteyn",,,,,,"Serra do Caparaó.",,,"Parque Nacional do Caparaó","Nativa","NE"
"RB01142608",654477,"RB","ERICACEAE","Gaultheria","ERICACEAE Gaultheria eriophylla (Pers.) Sleumer ex Burtt","L.J.T. Cardoso",1230,"5/2/2015",,,,,"Brasil",,"Resende","Próximo a Visconde de Mauá, Trilha da Pedra Selada.","-22,2969444","-44,4438889","Parque Estadual da Pedra Selada","Nativa","NE"
"RB00562061","RB 481504","RB","ERICACEAE","Gaultheria","ERICACEAE Gaultheria eriophylla (Pers.) Sleumer ex Burtt","A.P. Fontana",2214,"11/7/2006",,"G.O. Romão","2/10/2009",,"Brasil",,"Domingos Martins","Pedra Azul, Pedra das Flores, cume. Floresta Ombrófila Densa, Aforamento rochoso com Mata Nebular. Parque Estadual Pedra Azul","-21,1138888888889","-41,0230555555556","Parque Estadual da Pedra Azul","Nativa","NE"
"RB01176493","RB 659763","RB","ERICACEAE","Gaultheria","ERICACEAE Gaultheria eriophylla (Pers.) Sleumer ex Burtt","P. Rosa",1245,"31/8/2016",,"T.S. Mendes & E.F. Guimarães",,,"Brasil",,"São Fidélis","Cumiera entre a Pedra do Macaco e Serra das Orquídeas, na Serra do Itacolomi.","-21,8494444","-41,8702778","Parque Estadual do Desengano","Nativa","NE"
"FURB51047","FURB 51047","FURB","ERICACEAE","Gaultheria","ERICACEAE Gaultheria itatiaiae Wawra","Funez, L.A.;Hassemer, G.",5201,"10/2/2016",,"Funez, L.A.","9/2016",,"Brasil",,"Urubici","Morro da Igreja.","-28,1252777777777787","-49,4783333333333317","Parque Nacional de São Joaquim","Nativa","NE"
"RB00431854",333970,"RB","ERICACEAE","Gaultheria","ERICACEAE Gaultheria itatiaiae Wawra","J.M.A. Braga",2334,"26/4/1995",,"R. R. Silva","11/2/1999",,"Brasil",,"Itatiaia","Parque Nacional de itatiaia. Final da estrada para o pico das Agulhas Negras.","-22,25","-44,566666699999999","Parque Nacional do Itatiaia","Nativa","NE"
"ESA106735","NA","ESA","ERICACEAE","Gaultheria","ERICACEAE Gaultheria serrata (Vell.) Sleumer ex Kin.-Gouv.","Romão, G.O.;Dantas, A.P.T.",1484,"//",,"Administrador,","16/3/2020",,,,,"Parque Nacional do Caparaó, trilha Tronqueira-Terreirão, próximo ao Terreirão. 1970-2400m.s.m.",,,"Parque Nacional do Caparaó","Nativa","NE"
"RB00431781",5773,"RB","ERICACEAE","Gaultheria","ERICACEAE Gaultheria serrata (Vell.) Sleumer ex Kin.-Gouv.","Campo Porto",167,"//1915",,"James L. Luteyn",,,"Brasil",,,"Itatiaia.",,,"Parque Nacional do Itatiaia","Nativa","NE"
"SPSF45391",45391,"SPSF","ERICACEAE","Gaultheria","ERICACEAE Gaultheria serrata (Vell.) Sleumer ex Kin.-Gouv.","N.M.Ivanauskas & E.Rocha & D.Souza & F.M.Souza & S.Alves",6370,"31/8/2011",,"G.O.Romão",,,,,,,,,"Estação Ecológica de Bananal","Nativa","NE"
"RB00432192",39403,"RB","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia amoena Cham.","Markgraf",3713,"22/11/1938",,"L. S. Kinoshita-Gouvêa",,,"Brasil",,,"Itatiaia, planalto.",,,"Parque Nacional do Itatiaia","Nativa","NE"
"RB00078558","RB 26551","RB","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia amoena Cham.","J. Santos Lima",269,"//1934",,"L.S. Kinoshita-Gouvêa",,,"Brasil",,"Santa Maria Madalena","Alto do Desengano.",,,"Parque Estadual do Desengano","Nativa","NE"
"FLOR0066933","FLOR 66933","FLOR","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia angustifolia Cham.","Funez, L.A.;Comin, M.,Ribeiro-Nardes, W.",8505,"28/8/2018",,"Funez, L.A.","10/4/2019",,"Brasil",,"Bom Jardim da Serra","Parque Nacional de São Joaquim. Campos de Santa Bárbara. Parque Nacional de São Joaquim","-28,1622222222222192","-49,6063888888888869","Parque Nacional de São Joaquim","Nativa","NE"
"CEPEC00003685","CEPEC","CEPEC","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia brasiliensis (Spreng.) Meisn.","S.G. da Vinha",153,"26/3/1968",,"J. Luteyn","s. d.",,"Brasil",,"PORTO SEGURO","Parque Nacional do Monte Pascoal.",,,"Parque Nacional Histórico do Monte Pascoal","nativa","NE"
"FURB23697","FURB 46299","FURB","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia brasiliensis (Spreng.) Meisn.","Funez, L.A.;",3663,"28/10/2014",,"Funez, L.A.","28/10/2014",,"Brasil",,"Florianópolis","Lagoa do Peri.","-27,7316666666666656","-48,5152777777777757","Monumento Natural Municipal da Lagoa do Peri","Nativa","NE"
"HUEFS205455",,"HUEFS","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia brasiliensis (Spreng.) Meisn.","C.B.R. Munhoz",7062,"28/3/2010",,"T.R.B.Mello",2010,,"Brasil",,"Diamantina","Acesso por São João da Chapada, Vila Macacos.Parque Nacional das Sempre Vivas.","-179,036111111111","-437,921944444444","Parque Nacional das Sempre Vivas","nativa","NE"
"RB00662991",518876,"RB","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia brasiliensis (Spreng.) Meisn.","A. Lobão",1760,"29/10/2011",,,,,"Brasil",,"Itatiaia","Parque Nacional de Itatiaia. Parte alta. Estrada para o Pico das Agulhas Negras.",,,"Parque Nacional do Itatiaia","Nativa","NE"
"RB00078544","RB 306673","RB","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia brasiliensis (Spreng.) Meisn.","MARIO GOMES",199,"//",,,,,,,,,,,"Parque Estadual da Costa do Sol","Nativa","NE"
"RB00757027","RB 567031","RB","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia brasiliensis (Spreng.) Meisn.","G.O. Romão;A.P.T. Dantas,C.D. Rodrigues",1789,"1/11/2006",,"G.O. Romão","15/12/2006",,"Brasil",,"Urubici","Morro da Igreja, entre a 1ª e a 2ª portaria da área militar.","-28,12638888888889","-49,4791666666666714","Parque Nacional de São Joaquim","Nativa","NE"
"UEC176991",,"UEC","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia brasiliensis (Spreng.) Meisn.","Dalbeto, AC; Durigan, G",174,"//",,,,,,,,,,,"Estação Ecológica de Santa Bárbara","Nativa","NE"
"UNOP007932","UNOP 7932","UNOP","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia brasiliensis (Spreng.) Meisn.","J.M. Silva",7671,"26/3/2010",,"Barbosa, E.",,,"Brasil",,"Guaraqueçaba","Parque Nacional do Superaguí, próximo ao alojamento do IBAMA.",,,"Parque Nacional do Superagui","Nativa","NE"
"VIES024069",24069,"VIES","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia brasiliensis (Spreng.) Meisn.","Guarnier, J.C.",8,"15/5/2017",,"Gomes, J.M.L.","3/8/2017",,"Brasil",,"Guarapari","Parque Estadual Paulo César Vinha. Trilha do Mirante, entrada à 750 metros da Trilha Principal.","-20,9997222222222248","-40,6997222222222206","Parque Estadual Paulo César Vinha","Nativa","NE"
"RB00549096",,"RB","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia caparoensis Sleumer","C.N. Fraga;P. Labiak,R. C. Forzza",2256,"16/10/2008",,"A.P. Fontana","2/10/2009",,"Brasil",,"Castelo","Estrada entre Balança e Rio Manso, vale da Comunidade de Pedregulho. Inselbergue. Parque Estadual do Forno Grande","-20,5375000000000014","-41,0986111111111114","Parque Estadual do Forno Grande","Nativa","EN"
"UFRN00022837","UFRN 22837","UFRN","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia caparoensis Sleumer","Garcia, G.S.;",367,"27/9/2016",,,"s. d.",,,,,"Parque Nacional do Caparaó.","-20,4202777777778017","-41,811666666666703","Parque Nacional do Caparaó","Nativa","EN"
"NA","BHCB 183040","BHCB","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia chamissonis Meisn.",,,"//",,,,,,,,,,,"Parque Nacional do Caparaó","Nativa","NE"
"RB00431703",5784,"RB","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia chamissonis Meisn.","Campos Porto",157,"//1915",,"L. S. Kinoshita- Gouvêa",,,"Brasil",,,"Itatiaia.",,,"Parque Nacional do Itatiaia","Nativa","NE"
"RB00078157",408537,"RB","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia decipiens Cham.","P.H. Pereira",26,"16/6/2004",,"Gerson Oliveira Romão","2/5/2011",,"Brasil",,"Itatiaia","Alto dos Brejos.",,,"Parque Nacional do Itatiaia","Nativa","NT"
"MBML022638",,"MBML","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia densa Cham.","L. Kollmann;et al",6846,"10/7/2004",,"G.O.Romão/30-08-2012","s. d.",,"Brasil",,"Castelo","Parque Estadual do Forno Grande","-20,519166666666667","-41,1005555555555588","Parque Estadual do Forno Grande","Nativa","NE"
"RB01360451",744213,"RB","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia densa Cham.","G.H. Shimizu",547,"13/8/2011",,"G.O. Romão",,,,,,"Parque Nacional do Caparaó.",,,"Parque Nacional do Caparaó","Nativa","NE"
"RB01084791","RB 641509","RB","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia densa Cham.","C. Baez",369,"26/1/2016",,"T. S. Mendes & Elsie F. Guimarães",,,"Brasil",,"Santa Maria Madalena","Pedra do Desengano. Campo de Altitude próximo ao cume.","-21,8988889","-41,9119444","Parque Estadual do Desengano","Nativa","NE"
"RB00571195",333981,"RB","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia fasciculata Gardner","R.Guedes",2327,"8/11/1993",,"Viviane Pereira Mezarbaba","8/11/2004",,"Brasil",,,"Itatiaia. Parque Nacional do Itatiaia, trilha entre os abrigos Macieira e Macena.","-22,25","-44,566666699999999","Parque Nacional do Itatiaia","Nativa","NE"
"RB01412910","RB 788538","RB","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia fasciculata Gardner","R.R. Völtz",1766,"30/3/2015",,"R.R. Voltz","25/9/2018",,"Brasil",,"São Fidélis","Parque estadual do Desengano, trilha para o pico Itacolomi.","-21,8580556","-41,8825000","Parque Estadual do Desengano","Nativa","NE"
"ESA117425","NA","ESA","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia pallida Cham.","Romão, G.O.;Colletta, G.D.,Gissi, D.S.,Latvis, M.",2723,"//",,"Administrador,","16/3/2020",,,,,"Parque Nacional do Caparaó. Trilha entre a Tronqueira e o Pico da Bandeira. Campo rupestre",,,"Parque Nacional do Caparaó","Nativa","NE"
"MBML022738",,"MBML","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia pallida Cham.","L. Kollmann;et al",7007,"5/9/2004",,"G.O.Romão/30-08-2012","s. d.",,"Brasil",,"Castelo","Parque Estadual do Forno Grande","-20,519166666666667","-41,1005555555555588","Parque Estadual do Forno Grande","Nativa","NE"
"RB01408542","RB 784772","RB","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia pinifolia Cham. & Schltdl.","M.M.T. Cota",236,"16/12/2011",,"F.N. Costa","2/2019",,"Brasil",,"Diamantina","Estrada para Inhaí. Parque Nacional do Sempre Vivas.","-17,8491666666667","-43,7613888888889","Parque Nacional das Sempre Vivas","nativa","NE"
"FLOR0047871","FLOR 47871","FLOR","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia pseudogaultheria Cham. & Schltdl.","Trevisan, R.;Venturi, S.",1348,"3/12/2012",,"Trevisan, R.","3/12/2012",,"Brasil",,"Bom Jardim da Serra","Cânion das Laranjeiras.","-28,2716666666666647","-49,5391666666666666","Parque Nacional de São Joaquim","Nativa","NE"
"UEC176993",,"UEC","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia pseudogaultheria Cham. & Schltdl.","Dalbeto, AC; Durigan, G",173,"//",,,,,,,,,,,"Estação Ecológica de Santa Bárbara","Nativa","NE"
"RB00077967",,"RB","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia pulchra Pohl.","A.C. Brade",19818,"13/5/1949",,"H. Helmer",1971,,"Brasil",,"Castelo","Forno Grande(campina.). Forno Grande",,,"Parque Estadual do Forno Grande","Nativa","NE"
"RB01408544","RB 784774","RB","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia reticulata Mart. ex Meisn.","F.N. Costa",1571,"13/5/2014",,"F.N. Costa","2/2019",,"Brasil",,"Buenópolis","Parque Nacional das Sempre Vivas, arredores da Vargem grande.","-17,9277777777778","-43,8902777777778","Parque Nacional das Sempre Vivas","nativa","NE"
"RB00475547",414993,"RB","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia rhododendron Cham. & Schltdl.","J.M.A. Braga",4517,"3/12/1997",,"Gerson Oliveira Romão","2/5/2011",,"Brasil",,"Itatiaia","Macieiras, estrada para o Abrigo Macieiras, Mirante.",,,"Parque Nacional do Itatiaia","Nativa","LC"
"RB01176477","RB 659747","RB","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia rigida Casar.","P. Rosa",1229,"31/8/2016",,"C. Baez","31/8/2016",,"Brasil",,"São Fidélis","Cumiera entre a Pedra do Macaco e Serra das Orquídeas, na Serra do Itacolomi.","-21,8494444","-41,8702778","Parque Estadual do Desengano","Nativa","NE"
"HUEFS205456",,"HUEFS","ERICACEAE","Gaylussacia","ERICACEAE Gaylussacia virgata Mart. ex Meisn.","C.B.R. Munhoz",7118,"31/3/2010",,"M.S.Fernandes",2010,,"Brasil",,"Diamantina","Acesso por São João da Chapada, Vila Macacos.Parque Nacional das Sempre Vivas.","-179,036111111111","-437,921944444444","Parque Nacional das Sempre Vivas","nativa","NE"
"RB00770140","RB 571429","RB","ERICACEAE","Ledothamnus","ERICACEAE Ledothamnus guyanensis Meisn.","R.C. Forzza;G. Martinelli,D.P. Costa,M.A. Moraes,M.A.Nadruz,M.R. Blind",7251,"21/9/2012",,"R.G.BARBOSA-SILVA","6/1/2015",,"Brasil",,"Santa Isabel do Rio Negro","Trilha da Bacia do Gelo para o Pico da Neblina. Mata Nebular e vegetação campestre arbustiva. Parque Nacional do Pico da Neblina","-0,810833333333333406","-66,0163888888888835","Parque Nacional do Pico da Neblina","Nativa","NE"
"RB00078248","RB 238903","RB","ERICACEAE","Pernettya","ERICACEAE Pernettya marginata N.E. Brown","C.Farney;Pessoal do 1º B.F.E.",910,"21/8/1985",,"P.Berry","10/1990",,"Brasil",,"Amazonas","P.N. do Pico da Neblina, formação Rochosa do Pico da Neblina.",,,"Parque Nacional do Pico da Neblina","Nativa","NE"
"NY02176288",,"NY","ERICACEAE","Psammisia","ERICACEAE Psammisia coarctata (Ruiz & Pav.) A.C. Sm.","B. Maguire;",60454,"2/12/1965",,"J. L. Luteyn","s. d.",,"Brazil",,"São Gabriel da Cachoeira","Pico da Neblina",,,"Parque Nacional do Pico da Neblina","Nativa","NE"
"RB00338176","RB 236593","RB","ERICACEAE","Psammisia","ERICACEAE Psammisia guianensis Klotzsch","C.Farney;et pessoal do 1° B.F.E.",871,"21/8/1985",,"Luteyn",2010,,"Brasil",,"Amazonas","P.N. do Pico da Neblina.",,,"Parque Nacional do Pico da Neblina","Nativa","NE"
"NY02176243",,"NY","ERICACEAE","Satyria","ERICACEAE Satyria panurensis (Benth.) Benth. & Hook.f.","D. C. Daly;",5431,"15/10/1987",,"E. A. Powell","s. d.",,"Brazil",,,"Upper Rio Negro. Morro dos Seis Lagos.","-0,299999999999999989","-66,7000000000000028","Parque Nacional do Pico da Neblina","Nativa","NE"
"RB00806145","RB 583661","RB","ERICACEAE","Sphyrospermum","ERICACEAE Sphyrospermum buxifolium Poepp. & Endl.","G. Martinelli;M.A.Moraes, R.Forzza, D.Pinheiro, M.Nadruz, R.Azoury, M.R.Blind",17819,"21/9/2012",,"R. G. Barbosa-Silva","6/1/2015",,"Brasil",,"Santa Isabel do Rio Negro","Parque Nacional do Pico da Neblina, picada da Bacia do Gelo para igarapé Ariabuzinho.","-0,788611111111111152","-66,0230555555555583","Parque Nacional do Pico da Neblina","Nativa","NE"
"NY02176275",,"NY","ERICACEAE","Thibaudia","ERICACEAE Thibaudia formosa (Klotzsch) Hoerold","N. T. da Silva;",60904,"26/1/1966",,"J. L. Luteyn","s. d.",,"Brazil",,,"on slope of Serra Pirapucu.",,,"Parque Nacional do Pico da Neblina","Nativa","NE"
"RB00079168","RB 259240","RB","ERICACEAE","Thibaudia","ERICACEAE Thibaudia nutans Klotzsch ex Mansf.","G.T. Prance;I.L. do Amaral, J.J. Pipoly, A.S. Tavares, M.G. da Silva, C.D.A. da Mota,A. Crress",29033,"12/2/1984",,"James L. Luteyn",2010,,"Brasil",,"Amazonas","Plateu of northers of serra Araca.","-0,865833333333333344","-66,5061111111111103","Parque Nacional do Pico da Neblina","Nativa","NE"
"RB00924639","RB 616877","RB","ERICACEAE","Vaccinium","ERICACEAE Vaccinium chimantense Maguire, Steyerm. & Luteyn","N.T. Silva;U. Brazão",60896,"29/1/1966",,"J.T. Luteyn",2007,,"Brasil",,"Amazonas","Slope of Serra Pirapucu.",,,"Parque Nacional do Pico da Neblina","Nativa","NE"
"NA",180125,"INPA","ERICACEAE","Vaccinium","ERICACEAE Vaccinium pipolyi Luteyn","A. Knob",1100,"//",,,,,,,,,,,"Parque Nacional do Pico da Neblina","Nativa","NE"
"HUFU00029074",,"HUFU","ERIOCAULACEAE","Actinocephalus","ERIOCAULACEAE Actinocephalus compactus (Gardner) Sano","L. Echtemacht",2510,"//",,,,,,,,,,,"Parque Nacional das Sempre Vivas","nativa","DD"
"HUFU00029078",,"HUFU","ERIOCAULACEAE","Actinocephalus","ERIOCAULACEAE Actinocephalus divaricatus (Körn.) Sano","L. Echtemacht",2547,"//",,,,,,,,,,,"Parque Nacional das Sempre Vivas","nativa","NE"
"HUFU00029083",,"HUFU","ERIOCAULACEAE","Actinocephalus","ERIOCAULACEAE Actinocephalus geniculatus (Bong.) F.N.Costa","L. Echtemacht",2577,"//",,,,,,,,,,,"Parque Nacional das Sempre Vivas","nativa","NE"
"HUFU00029092",,"HUFU","ERIOCAULACEAE","Actinocephalus","ERIOCAULACEAE Actinocephalus longifolius (Körn) F.N.Costa","L. Echtemacht",2560,"//",,,,,,,,,,,"Parque Nacional das Sempre Vivas","nativa","NE"
"RB01219105","RB 674231","RB","ERIOCAULACEAE","Actinocephalus","ERIOCAULACEAE Actinocephalus macrocephalus (Bong.) F.N.Costa & Sano","G. Martinelli",19732,"4/11/2016",,"L.J. Sauthier",,,"Brasil",,"Diamantina","trilha ntre a Pedra Redonda e Serra do Galho. campos rupestres.","-17,9600000","-43,7883333","Parque Nacional das Sempre Vivas","nativa","NE"
"RB01071524",639952,"RB","ERIOCAULACEAE","Actinocephalus","ERIOCAULACEAE Actinocephalus polyanthus (Bong.) Sano","M.L.O. Trovó",547,"10/6/2012",,,,,"Brasil",,"Itatiaia","Trilha para as Prateleiras.",,,"Parque Nacional do Itatiaia","Nativa","NE"
"RB00751467","RB 186996","RB","ERIOCAULACEAE","Actinocephalus","ERIOCAULACEAE Actinocephalus ramosus (Wikstr.) Sano","S.G. da Vinha",156,"26/3/1968",,"P. T. Sano","8/1999",,"Brasil",,"Bahia","Parque Nacional de Monte Pascoal.",,,"Parque Nacional Histórico do Monte Pascoal","nativa","NE"
"RB00599321","RB 304808","RB","ERIOCAULACEAE","Actinocephalus","ERIOCAULACEAE Actinocephalus ramosus (Wikstr.) Sano","J. Fontella",3198,"//",,,,,,,,,,,"Parque Estadual da Costa do Sol","Nativa","NE"
"VIES024245",24245,"VIES","ERIOCAULACEAE","Actinocephalus","ERIOCAULACEAE Actinocephalus ramosus (Wikstr.) Sano","Silva, H.L.",29,"2/2/2018",,"Guarnier, J.C.","2/2018",,"Brasil",,"Guarapari","Parque Estadual Paulo César Vinha.","-20,5497222222222256","-40,3944444444444457","Parque Estadual Paulo César Vinha","Nativa","NE"
"RB01346844","RB 740865","RB","ERIOCAULACEAE","Actinocephalus","ERIOCAULACEAE Actinocephalus rigidus (Bong.) Sano","G. Martinelli",19522,"1/11/2016",,"M.I.O. Trovó","6/9/2018",,"Brasil",,"Diamantina","margens do Córrego Jequitaí. campos rupestres com afloramentos rochosos. Parque Nacional Sempre Vivas","-17,8916666666667","-43,8063888888889","Parque Nacional das Sempre Vivas","nativa","NE"
"RB01219141","RB 674267","RB","ERIOCAULACEAE","Actinocephalus","ERIOCAULACEAE Actinocephalus stereophyllus (Ruhland) Sano","G. Martinelli",19765,"4/11/2016",,"M.I.O. Trovó","6/9/2018",,"Brasil",,"Diamantina","trilha ntre a Pedra Redonda e Serra do Galho. campos rupestres. Parque Nacional Sempre Vivas","-17,96","-43,7883333333333","Parque Nacional das Sempre Vivas","nativa","EN"
"RB01218984","RB 674110","RB","ERIOCAULACEAE","Comanthera","ERIOCAULACEAE Comanthera aciphylla (Bong.) L.R.Parra & Giul.","G. Martinelli",19609,"2/11/2016",,"L.Echternacht","2/2020",,"Brasil",,"Diamantina","campo da Vargem Grande. campo rupestre em areia de quartzo. Parque Nacional Sempre Vivas","-17,9261111111111","-43,9038888888889","Parque Nacional das Sempre Vivas","nativa","NE"
"HUFU00029128",,"HUFU","ERIOCAULACEAE","Comanthera","ERIOCAULACEAE Comanthera bisulcata (Körn.) L.R.Parra & Giul.","L. Echtemacht",2587,"31/12/2014",,"Echtemacht, L","31/12/2014",,"Brasil",,"Diamantina","Parque Nacional das Sempre Vivas","-17,4944444444444","-43,4013888888889","Parque Nacional das Sempre Vivas","nativa","NE"
"VIES024189",24189,"VIES","ERIOCAULACEAE","Comanthera","ERIOCAULACEAE Comanthera caespitosa (Wikstr.) L.R.Parra & Giul.","Guarnier, J.C.",24,"9/8/2017",,"Gomes, J.M.L.",2017,,"Brasil",,"Guarapari","Parque Estadual Paulo César Vinha. Restinga próxima às antenas da Rodovia do Sol.",,,"Parque Estadual Paulo César Vinha","Nativa","NE"
"RB01219127","RB 674253","RB","ERIOCAULACEAE","Comanthera","ERIOCAULACEAE Comanthera centauroides (Bong.) L.R.Parra & Giul.","G. Martinelli",19753,"4/11/2016",,"M.I.O. Trovó","6/9/2018",,"Brasil",,"Diamantina","trilha ntre a Pedra Redonda e Serra do Galho. campos rupestres. Parque Nacional Sempre Vivas","-17,96","-43,7883333333333","Parque Nacional das Sempre Vivas","nativa","NE"
"RB01219119","RB 674245","RB","ERIOCAULACEAE","Comanthera","ERIOCAULACEAE Comanthera elegans (Bong.) L.R.Parra & Giul.","G. Martinelli",19745,"4/11/2016",,"M.I.O. Trovó","6/9/2018",,"Brasil",,"Diamantina","trilha ntre a Pedra Redonda e Serra do Galho. campos rupestres. Parque Nacional Sempre Vivas","-17,96","-43,7883333333333","Parque Nacional das Sempre Vivas","nativa","EN"
"HUFU00057241",,"HUFU","ERIOCAULACEAE","Comanthera","ERIOCAULACEAE Comanthera elegantula (Ruhland) L.R.Parra & Giul.","M.S. Freitas",22,"25/4/2014",,,"s. d.",,"Brasil",,"Diamantina","Parque Nacional das Sempre Vivas ; Beira da estrada, areial.","-17,5455555555556",-43475,"Parque Nacional das Sempre Vivas","nativa","NE"
"INPA0268605",,"INPA","ERIOCAULACEAE","Comanthera","ERIOCAULACEAE Comanthera kegeliana (Körn.) Moldenke","L. O. Demarchi",132,"//",,,,,,,,,,,"Reserva de Desenvolvimento Sustentável do Uatumã","Nativa","NE"
"VIES005956",5956,"VIES","ERIOCAULACEAE","Comanthera","ERIOCAULACEAE Comanthera nivea (Bong.) L.R.Parra & Giul.","Pereira, O.J.",2340,"10/9/1991",,"Trovó, M.L.O.","3/11/2014",,"Brasil",,"Guarapari","Parque Estadual de Setiba.",,,"Parque Estadual Paulo César Vinha","Nativa","NE"
"HUFU00029169",,"HUFU","ERIOCAULACEAE","Comanthera","ERIOCAULACEAE Comanthera ruprechtiana (Körn.) L.R.Parra & Giul.","L. Echtemacht",2452,"25/4/2014",,"Echtemacht, L","s. d.",,"Brasil",,"Buenópolis","Parque Nacional das Sempre Vivas","-17,5458333333333","-4,3475","Parque Nacional das Sempre Vivas","nativa","NE"
"HUFU00029174",,"HUFU","ERIOCAULACEAE","Comanthera","ERIOCAULACEAE Comanthera xeranthemoides (Bong.) L.R.Parra & Giul.","L. Echternacht",2533,"//",,,,,,,,,,,"Parque Nacional das Sempre Vivas","nativa","NE"
"UEC180279",,"UEC","ERIOCAULACEAE","Comanthera","ERIOCAULACEAE Comanthera xeranthemoides (Bong.) L.R.Parra & Giul.","Dalbeto, AC; Durigan, G",23,"//",,,,,,,,,,,"Estação Ecológica de Santa Bárbara","Nativa","NE"
