"Código de barras","Num. Tombo","Coleção","Família","Gênero","Táxon","Coletor","Num. Coleta","Data Coleta","Categoria Tipus","Determinador","Data Determinação","Tipo Coleção","Pais","Estado/Provincia","Cidade","Localidade","Latitude","Longitude","Unidade Conservação","Origem","Status"
"HSTM010581","HSTM 10581","HSTM","LOMARIOPSIDACEAE","Cyclopeltis","LOMARIOPSIDACEAE Cyclopeltis semicordata (Sw.) J.Sm.","Almeida, T.E.",4712,"3/2/2018",,"Almeida, T.E.","3/2/2018",,"Brasil",,"Belterra","Na altura do km 67 da BR-163 (Rodovia Cuiabá-Santarém). Base de Terra Rica, trilhas saindo da base. Floresta Estacional Semidecidual. Floresta Nacional do Tapajós","-2,8405555","-54,9755556","Floresta Nacional do Tapajós","Nativa","NE"
"NY00583566",,"NY","LOMARIOPSIDACEAE","Cyclopeltis","LOMARIOPSIDACEAE Cyclopeltis semicordata (Sw.) J.Sm.","A. R. S. de Oliveira;",131,"3/2/1994",,"Moran, RC","9/11/2020",,"Brazil",,,"Reserva Extrativista Chico Mendes, colocaçao Simitumba","-10,6519444444444442","-68,5041666666666629","Reserva Extrativista Chico Mendes","Nativa","NE"
"NY00868080","NA","NY","LOMARIOPSIDACEAE","Cyclopeltis","LOMARIOPSIDACEAE Cyclopeltis semicordata (Sw.) J.Sm.","P. J. M. Maas;","P13247","22/5/1971",,"J. T. Mickel",1972,,"Brazil",,,"Near Porangaba, Rio Jurúa-Mirim.","-8,26861111111111136","-72,7438888888888897","Parque Nacional da Serra do Divisor","Nativa","NE"
"HSTM004195","HSTM 4195","HSTM","LOMARIOPSIDACEAE","Lomariopsis","LOMARIOPSIDACEAE Lomariopsis japurensis (Mart.) J.Sm.","Almeida, T.E.",4912,"25/4/2019",,"Almeida, T.E.","25/4/2019",,"Brasil",,"Belterra","Floresta Nacional do Tapajós, na altura do km 117 da Rodovia Santarém-Cuiabá (BR-163). Módulo PPBio (módulo 2), Linha 01NS de acesso às parcelas e parcela 3500m. Floresta de Terra Firme. Floresta Nacional do Tapajós","-3,3983333","-54,9408333","Floresta Nacional do Tapajós","Nativa","NE"
"NY00868258","NA","NY","LOMARIOPSIDACEAE","Lomariopsis","LOMARIOPSIDACEAE Lomariopsis japurensis (Mart.) J.Sm.","G. T. Prance;",12055,"18/4/1971",,"R. C. Moran",2000,,"Brazil",,,"Rio Moa, between Igarape Ipiranga and Aquidabá","-7,61444444444444368","-72,8955555555555605","Parque Nacional da Serra do Divisor","Desconhecida","NE"
"VIC046836",,"VIC","LOMARIOPSIDACEAE","Lomariopsis","LOMARIOPSIDACEAE Lomariopsis japurensis (Mart.) J.Sm.","P.B. Schwartsburd",3581,"//",,,,,,,,,,,"Parque Estadual Mata das Flores","Nativa","NE"
"CEPEC126993",,"CEPEC","LOMARIOPSIDACEAE","Lomariopsis","LOMARIOPSIDACEAE Lomariopsis marginata (Schrad.) Kuhn","F.B. Matos",1865,"//",,,,,,,,,,,"Parque Nacional do Pau Brasil","nativa","LC"
"NA","FLOR0021530","FLOR","LOMARIOPSIDACEAE","Lomariopsis","LOMARIOPSIDACEAE Lomariopsis marginata (Schrad.) Kuhn","Bresolin, A.",1384,"//",,,,,,,,,,,"Monumento Natural Municipal da Lagoa do Peri","Nativa","LC"
"RB00581804",487735,"RB","LOMARIOPSIDACEAE","Lomariopsis","LOMARIOPSIDACEAE Lomariopsis marginata (Schrad.) Kuhn","Damasceno, E. R.",147,"3/10/2008",,"E. R. Damasceno","15/4/2009",,"Brasil",,"Itatiaia","Parque Nacional do Itatiaia. Rio Campo Belo, próximo as parcelas do PMA.","-22,4563889000000003","-44,6124999999999972","Parque Nacional do Itatiaia","Nativa","LC"
"RB01481463","RB 413429","RB","LOMARIOPSIDACEAE","Lomariopsis","LOMARIOPSIDACEAE Lomariopsis marginata (Schrad.) Kuhn","L.S. Sylvestre",1501,"12/9/2001",,"L. Sylvestre",,,"Brasil",,"Nova Iguaçu","Trilha para Pedra 90",,,"Reserva Biológica do Tinguá","Nativa","LC"
"RB00521697",,"RB","LOMARIOPSIDACEAE","Lomariopsis","LOMARIOPSIDACEAE Lomariopsis marginata (Schrad.) Kuhn","P.H. Labiak",4638,"15/2/2008",,"P. Labiak",2012,,"Brasil",,"Cariacica","Localidade de Alegre, trilha do Pau Oco. Floresta Ombrófila Densa Montana. Reserva Biológica de Duas Bocas","-20,2913888888888891","-40,5194444444444457","Reserva Biológica de Duas Bocas","Nativa","LC"
"RFFP28120","RFFP 1714","RFFP","LOMARIOPSIDACEAE","Lomariopsis","LOMARIOPSIDACEAE Lomariopsis marginata (Schrad.) Kuhn","M.G. Santos",1264,"26/6/1999",,"Carlos Eduardo Jascone",,,"Brasil",,"Santa Maria Madalena","Fazenda Morumbeca do Imbé. Parque Estadual do Desengano",,,"Parque Estadual do Desengano","Nativa","LC"
"SAMES05810","SAMES 5810","SAMES","LOMARIOPSIDACEAE","Lomariopsis","LOMARIOPSIDACEAE Lomariopsis marginata (Schrad.) Kuhn","M.Ribeiro",812,"14/3/2012",,,,,"Brasil",,"Conceição da Barra","Reserva Biológica do Córrego Grande. Floresta alta sobre tabuleiro, Km 4.","-18,2625000","-39,8050000","Reserva Biológica do Córrego Grande","Nativa","LC"
"UPCB0006110","UPCB 79020","UPCB","LOMARIOPSIDACEAE","Lomariopsis","LOMARIOPSIDACEAE Lomariopsis marginata (Schrad.) Kuhn","Mazziero, F.F.F.",948,"15/2/2012",,"Mazziero, F.F.F.","20/2/2012",,"Brasil",,"Iporanga","Apiaí, Parque Estadual Turístico do Alto Ribeira (PETAR). Núcleo Ouro Grosso.","-24,5394444","48,6933333","Parque Estadual Turístico do Alto Ribeira","Nativa","LC"
"HSTM013370","HSTM 13370","HSTM","LOMARIOPSIDACEAE","Lomariopsis","LOMARIOPSIDACEAE Lomariopsis nigropaleata Holttum","Rodrigues, D.B.",36,"17/12/2018",,"Oliveira, M.H.V.",,,"Brasil",,"Rurópolis","Floresta Nacional do Tapajós (FLONA TAPAJÓS) espécime coletada em zona ripária as margens de um igarapé na bacia do Rio Cupari.","-4,0441666","-54,9477777","Floresta Nacional do Tapajós","Nativa","NE"
"NY01075447","NA","NY","LOMARIOPSIDACEAE","Lomariopsis","LOMARIOPSIDACEAE Lomariopsis nigropaleata Holttum","P. Fiaschi;",3344,"22/8/2008",,"R. C. Moran; J. Prado","s. d.",,"Brazil",,,"PARNA Serra do Divisor. Trilha para a Cachoeira Formosa.","-7,44638888888888939","-73,6574999999999989","Parque Nacional da Serra do Divisor","Nativa","NE"
"HSTM003683","HSTM 3683","HSTM","LOMARIOPSIDACEAE","Lomariopsis","LOMARIOPSIDACEAE Lomariopsis prieuriana Fée","Almeida, T.E.",4281,"2/4/2016",,"Almeida, T.E.",,,"Brasil",,"Rurópolis","Floresta Nacional do Tapajós, trilha que leva a Rio, 5km após a comunidade de Piçarreiro (sentido Rurópolis). Na altura do km 193 da BR-163 (Rodovia Cuiabá-Santarém). Floresta Estacional Semidecidual e Mata Ciliar.","-3,9322223","-54,8750000","Floresta Nacional do Tapajós","Nativa","NE"
"VIES029754","VIES 29754","VIES","LOMARIOPSIDACEAE","Nephrolepis","LOMARIOPSIDACEAE Nephrolepis biserrata (Sw.) Schott","Coelho, R.;Broggio, I.",333,"24/6/2013",,,"s. d.",,"Brasil",,"Conceição da Barra","Floresta Nacional do Rio Preto.",,,"Floresta Nacional do Rio Preto","Nativa","NE"
"SAMES05821","SAMES 5821","SAMES","LOMARIOPSIDACEAE","Nephrolepis","LOMARIOPSIDACEAE Nephrolepis brownii (Desv.) Hovenkamp & Miyam.","R.Coelho",152,"12/1/2012",,,,,"Brasil",,"Conceição da Barra","Reserva Biológica do Córrego Grande. Km 2 ao 4.","-18,2625000","-39,8050000","Reserva Biológica do Córrego Grande","Nativa","NE"
"RB01328075",732658,"RB","LOMARIOPSIDACEAE","Nephrolepis","LOMARIOPSIDACEAE Nephrolepis pectinata (Willd.) Schott","L.S. Leoni",3692,"/7/1997",,"P.Labiak & L.S.Silvestre",,,,,,"Parque Nacional, Gruta do Jacú.",,,"Parque Nacional do Caparaó","Nativa","NE"
"VIES029753","VIES 29753","VIES","LOMARIOPSIDACEAE","Nephrolepis","LOMARIOPSIDACEAE Nephrolepis pectinata (Willd.) Schott","Coelho, R.;Broggio, I.",330,"24/6/2013",,,"s. d.",,"Brasil",,"Conceição da Barra","Floresta Nacional do Rio Preto.",,,"Floresta Nacional do Rio Preto","Nativa","NE"
"SAMES05815","SAMES 5815","SAMES","LOMARIOPSIDACEAE","Nephrolepis","LOMARIOPSIDACEAE Nephrolepis rivularis (Vahl) Mett. ex Krug","R.Coelho",183,"14/4/2012",,,,,"Brasil",,"Conceição da Barra","Reserva Biológica do Córrego Grande. Mata de Tabuleiro, Km 4 ao 5.","-18,2625000","-39,8050000","Reserva Biológica do Córrego Grande","Nativa","NE"
"HUNI00003272","HUNI 3272","HUNI","LOMENTARIACEAE","Ceratodictyon","LOMENTARIACEAE Ceratodictyon intricatum (C.Agardh) R.E.Norris","R.C. Villaça",,"9/12/2000",,"R.C. Villaça; S. Rodrigues",,,"Brasil",,"Atol das Rocas","Piscina do Farol.",,,"Reserva Biológica do Atol das Rocas","Nativa","NE"
"HUNI00001140","HUNI 1140","HUNI","LOMENTARIACEAE","Ceratodictyon","LOMENTARIACEAE Ceratodictyon planicaule (W.R. Tayor) M.J. Wynne",,,"/8/1990",,,,,"Brasil",,"Ubatuba","Ponta Fortaleza.",,,"Área de Proteção Ambiental Marinha do Litoral Norte","Nativa","NE"
"HUNI00003273","HUNI 3273","HUNI","LOMENTARIACEAE","Ceratodictyon","LOMENTARIACEAE Ceratodictyon planicaule (W.R. Tayor) M.J. Wynne","R.C. Villaça",,"9/12/2000",,"R.C. Villaça",,,"Brasil",,"Atol das Rocas","Piscina do Farol.",,,"Reserva Biológica do Atol das Rocas","Nativa","NE"
"HUNI00001141","HUNI 1141","HUNI","LOMENTARIACEAE","Ceratodictyon","LOMENTARIACEAE Ceratodictyon variabile (J.Agardh) R.E.Norris",,,"/8/1990",,,,,"Brasil",,"Ubatuba","Ponta Fortaleza.",,,"Área de Proteção Ambiental Marinha do Litoral Norte","Nativa","NE"
"HUNI00003366","HUNI 3366","HUNI","LOMENTARIACEAE","Ceratodictyon","LOMENTARIACEAE Ceratodictyon variabile (J.Agardh) R.E.Norris","R.C. Villaça",,"15/6/2001",,,,,"Brasil",,"Atol das Rocas","Lado Externo.",,,"Reserva Biológica do Atol das Rocas","Nativa","NE"
"RB00534567",,"RB","LOMENTARIACEAE","Ceratodictyon","LOMENTARIACEAE Ceratodictyon variabile (J.Agardh) R.E.Norris","R.P. Reis",,"//",,,,,,,,,,,"Parque Nacional Marinho dos Abrolhos","Nativa","NE"
"RB01374885","RB 752978","RB","LOMENTARIACEAE","Lomentaria","LOMENTARIACEAE Lomentaria corallicola Børgesen","Y. Yoneshigue",,"5/2/1983",,,,,"Brasil",,"Arraial do Cabo","Praia Maramutá.",,,"Reserva Extrativista Marinha do Arraial do Cabo","Nativa","NE"
"HUNI00003292","HUNI 3292","HUNI","LOMENTARIACEAE","Lomentaria","LOMENTARIACEAE Lomentaria rawitscheri A.B. Joly","R.C. Villaça",,"15/6/2000",,"R.C. Villaça; V.K. Jensen",,,"Brasil",,"Atol das Rocas","Caminho dos Ouriços.",,,"Reserva Biológica do Atol das Rocas","Nativa","NE"
"RB01408275","RB 784515","RB","LOMENTARIACEAE","Lomentaria","LOMENTARIACEAE Lomentaria rawitscheri A.B. Joly","Y. Yoneshigue",,"17/7/1981",,,,,"Brasil",,"Arraial do Cabo","Cais da Ilha de Cabo Frio. Talo tetraspórico.",,,"Reserva Extrativista Marinha do Arraial do Cabo","Nativa","NE"
,,"SPF 5064","LOMENTARIACEAE","Lomentaria","LOMENTARIACEAE Lomentaria rawitscheri A.B. Joly","M. Sazima",,"//",,,,,,,,,,,"Área de Proteção Ambiental Marinha do Litoral Norte","Nativa","NE"
"RB00503218",454043,"RB","LOPHOCOLEACEAE","Clasmatocolea","LOPHOCOLEACEAE Clasmatocolea vermicularis (Lehm.) Grolle","Santos, N.D.",678,"31/10/2006",,"Santos, N.D. & Costa, D.P.",,,"Brasil",,"Itatiaia","PARNA Itatiaia. Brejo da Lapa. Na margem esquerda de barranco, próximo à queda d´água.","-22,3588889000000002","-44,7372221999999979","Parque Nacional do Itatiaia","Nativa","NE"
"RB00503040","RB 453870","RB","LOPHOCOLEACEAE","Cryptolophocolea","LOPHOCOLEACEAE Cryptolophocolea martiana (Nees) L.Soderstr. et al.","N.D. Santos",628,"25/10/2006",,"Santos, N.D. & Costa, D.P.",,,"Brasil",,"Campos dos Goytacazes","PE do Desengano. Estrada após a porteira em direção ao Rio Mocotó. Sobre tronco em decomposição na margem da estrada.","-21,8333333","-41,8341666","Parque Estadual do Desengano","Nativa","NE"
"RB00503382","RB 454205","RB","LOPHOCOLEACEAE","Heteroscyphus","LOPHOCOLEACEAE Heteroscyphus combinatus (Nees) Schiffn.","N.D. Santos",856,"16/5/2007",,"Santos, N.D. & Costa, D.P.",,,"Brasil",,"Santa Maria Madalena","PE do Desengano, Murimbeca do Imbé. Riacho da Murimbeca do Imbé. Sobre rocha na margem do riacho.","-21,9780556","-41,9597222","Parque Estadual do Desengano","Nativa","NE"
"RB00503020","RB 453850","RB","LOPHOCOLEACEAE","Lophocolea","LOPHOCOLEACEAE Lophocolea bidentata (L.) Dumort.","N.D. Santos",608,"25/10/2006",,"Santos, N.D.",,,"Brasil",,"São Fidélis","PE do Desengano. Estrada entre Itacolumi e Poço Parado. Na mata acima do afloramento rochoso da margem direita. Sobre tronco em estagio avancado de decomposicao na mata.","-21,8333334","-41,8427777","Parque Estadual do Desengano","Nativa","NE"
"RB00204991",,"RB","LORANTHACEAE","Dendrophthora","LORANTHACEAE Dendrophthora elliptica (Gardner) Krug & Urb.","A.C. BRADE",19247,"12/8/1948",,"C. RIZZINI",1949,,"Brasil",,"Castelo","FORNO GRANDE. Forno Grande",,,"Parque Estadual do Forno Grande","Nativa","NE"
"RB00204962","RB 236576","RB","LORANTHACEAE","Dendrophthora","LORANTHACEAE Dendrophthora elliptica (Gardner) Krug & Urb.","C. FARNEY;PESSOAL DO 1º B.F.E.",898,"21/8/1985",,"C. RIZZINI","8/1/1986",,"Brasil",,"Amazonas","P.N. DO PICO DA NEBLINA, FORMAÇÃO ROCHOSA DO PICO DA NEBLINA.",,,"Parque Nacional do Pico da Neblina","Nativa","NE"
"RB00770173","RB 571462","RB","LORANTHACEAE","Dendrophthora","LORANTHACEAE Dendrophthora fendleriana (Eichler) Kuijt","R.C. Forzza;G. Martinelli,D.P. Costa,M.A. Moraes,M.A.Nadruz,M.R. Blind",7285,"22/9/2012",,"R.G. Barbosa-Silva","13/11/2015",,"Brasil",,"Santa Isabel do Rio Negro","Trilha da Bacia do Gelo para Serra do Vento. Mata ciliar com campo arbustivo com grandes populações de Bromeliaceae. Parque Nacional do Pico da Neblina","-0,787222222222222268","-66,0238888888888908","Parque Nacional do Pico da Neblina","Nativa","NE"
"NY00868412","NA","NY","LORANTHACEAE","Oryctanthus","LORANTHACEAE Oryctanthus alveolatus (Kunth) Kuijt","P. J. M. Maas;","P13183","21/5/1971",,"Caires, C.S.","31/5/2019",,"Brazil",,,"Near Porangaba, Rio Jurúa-Mirim.","-8,26861111111111136","-72,7438888888888897","Parque Nacional da Serra do Divisor","Nativa","NE"
"HSTM009828","HSTM 9828","HSTM","LORANTHACEAE","Oryctanthus","LORANTHACEAE Oryctanthus florulentus (Rich.) Tiegh.","Machado, T.M.",764,"28/7/2017",,,,,"Brasil",,"Belterra","Floresta Nacional do Tapajós. Praia nos fundos da casa o Sr. Paulo.","-2,8988889","-55,0608333","Floresta Nacional do Tapajós","Nativa","NE"
"NY00868418","NA","NY","LORANTHACEAE","Oryctanthus","LORANTHACEAE Oryctanthus florulentus (Rich.) Tiegh.","P. J. M. Maas;","P13230","22/5/1971",,"J. Kuijt",1990,,"Brazil",,,"Near Porangaba, Rio Jurúa-Mirim.","-8,26861111111111136","-72,7438888888888897","Parque Nacional da Serra do Divisor","Nativa","NE"
"HSTM007788","HSTM 7788","HSTM","LORANTHACEAE","Oryctanthus","LORANTHACEAE Oryctanthus spicatus (Jacq.) Eichler","Giacomin, L.L.",2940,"17/11/2016",,,,,"Brasil",,"Belterra","Floresta Nacional do Tapajós. Estrada não pavimentada partindo do alojamento da COOMFLONA, km 83 da rodovia BR-163. Floresta Nacional do Tapajós","-3,0430555","-54,9422222","Floresta Nacional do Tapajós","Nativa","NE"
"INPA 58024",,"INPA","LORANTHACEAE","Oryctanthus","LORANTHACEAE Oryctanthus spicatus (Jacq.) Eichler","Medri, ME",39,"//",,,,,,,,,,,"Parque Nacional de Anavilhanas","Nativa","NE"
"NY02219405","NA","NY","LORANTHACEAE","Passovia","LORANTHACEAE Passovia micrantha (Eichler) Tiegh.","A. J. Henderson;",615,"15/7/1986",,"Caires, C.S.","23/5/2019",,"Brazil",,,"Ilha de Maracá, Estação Ecológica de Maracá, along edge of Rio Maracá","3,4","-61,43","Estação Ecológica de Maracá","Nativa","NE"
"HSTM010649","HSTM 10649","HSTM","LORANTHACEAE","Passovia","LORANTHACEAE Passovia pedunculata (Jacq.) Kuijt","Giacomin, L.L.",2495,"16/5/2015",,,,,"Brasil",,"Belterra","Acesso do km 83 da BR-163; estrada de acesso a floresta, passando pelo pátio da COOMFLONA. Margem de estrada vicinal; floresta ombrófila densa secundária. Floresta Nacional do Tapajós","-3,0480555","-54,9602778","Floresta Nacional do Tapajós","Nativa","NE"
"INPA0277927",,"INPA","LORANTHACEAE","Passovia","LORANTHACEAE Passovia pedunculata (Jacq.) Kuijt","L. O. Demarchi",816,"//",,,,,,,,,,,"Reserva de Desenvolvimento Sustentável do Uatumã","Nativa","NE"
"RB01209890",671421,"RB","LORANTHACEAE","Passovia","LORANTHACEAE Passovia pedunculata (Jacq.) Kuijt","F.R.M.Fraga",19,"20/9/2016",,"A.A.Araujo",,,,,,"Pedra Menina. Trilha para Macieira.",,,"Parque Nacional do Caparaó","Nativa","NE"
"RB00206725","NA","RB","LORANTHACEAE","Passovia","LORANTHACEAE Passovia pedunculata (Jacq.) Kuijt","G.T. PRANCE;P.J.M. MAAS, K. KUBITZKI, W.C. STEWARD, J.F. RAMOS, W.S. PINHEIRO, J.F. LIMA",12517,"27/4/1971",,,"s. d.",,"Brasil",,"Cruzeiro do Sul","RIO JURUA & RIO MOA. RIO MOA AT CACHOEIRA GRANDE.",,,"Parque Nacional da Serra do Divisor","Nativa","NE"
"US01335415","NA","US","LORANTHACEAE","Passovia","LORANTHACEAE Passovia pedunculata (Jacq.) Kuijt","Hopkins, M. J. G. (Hopkins, Michael J. G.);",771,"16/6/1986",,,2016,,"Brasil",,"Alto Alegre","Ilha de Maracá. SEMA Estação. 2nd growth in front of Estação","3,36666666666667","-61,3333333333333","Estação Ecológica de Maracá","Nativa","NE"
"NY02482537","NA","NY","LORANTHACEAE","Passovia","LORANTHACEAE Passovia pyrifolia (Kunth) Tiegh.","M. J. G. Hopkins;",772,"16/6/1986",,,"s. d.",,"Brazil",,,"Ilha de Maracá, SEMA Estação.-Ilha de Maracá, Sema Estação, 2nd growgh in front of Estação","3,36666666666667","-61,3333333333333","Estação Ecológica de Maracá","Nativa","NE"
"VIES042283","VIES 42283","VIES","LORANTHACEAE","Passovia","LORANTHACEAE Passovia pyrifolia (Kunth) Tiegh.","Sossai, B.G.;Alves-Araujo, A.,Silva, B.N.M.",160,"16/6/2018",,,"s. d.",,"Brasil",,"Conceição da Barra","Estrada Principal. Flona do Rio Preto",,,"Floresta Nacional do Rio Preto","Nativa","NE"
"INPA 55152",,"INPA","LORANTHACEAE","Passovia","LORANTHACEAE Passovia rufa (Mart.) Tiegh.","Cavalcante, PB",3260,"//",,,,,,,,,,,"Parque Nacional de Anavilhanas","Nativa","NE"
"MG065391",,"MG","LORANTHACEAE","Passovia","LORANTHACEAE Passovia santaremensis (Eichler) Tiegh.","Vilhena, R.",174,"//",,,,,,,,,,,"Floresta Nacional do Tapajós","Nativa","NE"
"FUEL015740",,"FUEL","LORANTHACEAE","Phoradendron","LORANTHACEAE Phoradendron bathyoryctum Eichler.","L. Casaletti","s.n.","//",,,,,,,,,,,"Parque Nacional do Superagui","Nativa","NE"
"RB00348152","RB 373307","RB","LORANTHACEAE","Phoradendron","LORANTHACEAE Phoradendron chrysocladon A.Gray","M.G. Bovini",2210,"//",,"C.S. Caires","22/7/2008",,"Brasil",,"Nova Iguaçu","Estrada do Ouro, ca. 800 m da sede.",,,"Reserva Biológica do Tinguá","Nativa","NE"
"UEC137278",,"UEC","LORANTHACEAE","Phoradendron","LORANTHACEAE Phoradendron craspedophyllum Eichler","Breier, T.B.; Bahrami, A.K.",826,"//",,,,,,,,,,,"Estação Ecológica de Assis","Nativa","NE"
"MBM159824","MBM 159824","MBM","LORANTHACEAE","Phoradendron","LORANTHACEAE Phoradendron crassifolium (Pohl ex DC.) Eichler","J. Prado",418,"19//",,"Hatschbach, G","s. d.",,"Brazil",,"Guaraqueçaba","Restinga atrás da Vila de Superagüi","0,0","0,0","Parque Nacional do Superagui","Nativa","NE"
"RB00205473","RB 184021","RB","LORANTHACEAE","Phoradendron","LORANTHACEAE Phoradendron crassifolium (Pohl ex DC.) Eichler","Basset Maguire;John J.Wurdack and Celia K. Maguire",,"29/11/1957",,"Job Kuijt","18/4/1996",,"Brasil",,"Amazonas","Cerro de La Neblina, Rio Yatua.",,,"Parque Nacional do Pico da Neblina","Nativa","NE"
"RB00395842","RB 426116","RB","LORANTHACEAE","Phoradendron","LORANTHACEAE Phoradendron crassifolium (Pohl ex DC.) Eichler","G.V. Somner",1035,"30/9/2002",,"C.S. Caires","22/7/2008",,"Brasil",,"Nova Iguaçu","Estrada do Ouro, Rio das Galinhas, beira da estrada. Reserva Biológica do Tinguá",,,"Reserva Biológica do Tinguá","Nativa","NE"
"RB00532296",,"RB","LORANTHACEAE","Phoradendron","LORANTHACEAE Phoradendron crassifolium (Pohl ex DC.) Eichler","P.H. Labiak",4921,"23/7/2008",,"G.A.Dettke","20/4/2011",,"Brasil",,"Cariacica","Margens do Reservatório. Floresta Ombrófila Densa Submontana. Reserva Biológica de Duas Bocas","-20,2744444444444447","-40,4783333333333317","Reserva Biológica de Duas Bocas","Nativa","NE"
"RB00206010","RB 184399","RB","LORANTHACEAE","Phoradendron","LORANTHACEAE Phoradendron perrottetii (DC.) Eichler","N.T. SILVA;U. BRAZÃO",60708,"21/12/1965",,"KUIJT","16/4/1996",,"Brasil",,"Brasil","THIRD SERRA DA NEBLINA; RIO NEGRO, RIO CAUABURÍ, RIO MATURACÁ.",,,"Parque Nacional do Pico da Neblina","Nativa","NE"
"RB00333080","RB 363934","RB","LORANTHACEAE","Phoradendron","LORANTHACEAE Phoradendron piperoides (Kunth) Trel.","M.G. Bovini",2181,"25/4/2002",,"C.S. Caires","23/7/2008",,"Brasil",,"Nova Iguaçu","Rebio do Tinguá, Distrito de Tinguá, Estrada entre a represa de Serra Velha e a represa de Reunião. REBIO do Tinguá",,,"Reserva Biológica do Tinguá","Nativa","NE"
"US01335989",,"US","LORANTHACEAE","Phoradendron","LORANTHACEAE Phoradendron piperoides (Kunth) Trel.","Silva, N. T. (Nilo Thomas da Silva);U. Brazão",60706,"21/12/1965",,"J. Kuijt","20/3/1997",,"Brasil",,,"Between Palmito camp and Camp Tatu. The third Serra da Neblina",,,"Parque Nacional do Pico da Neblina","Nativa","NE"
"RB00521618",,"RB","LORANTHACEAE","Phoradendron","LORANTHACEAE Phoradendron undulatum (Pohl ex DC.) Eichler","P.H. Labiak;R.C. Forzza,C.N. Fraga, L. Kollmann, A.P. Fontana",4561,"12/2/2008",,"C.Caires",2010,,"Brasil",,"Castelo","Trilha para o Forninho. Floresta Ombrófila Densa Altomontana com inselbergues. Parque Estadual do Forno Grande","-20,5161111111111119","-41,0836111111111109","Parque Estadual do Forno Grande","Nativa","NE"
"RB00347129","RB 376759","RB","LORANTHACEAE","Phoradendron","LORANTHACEAE Phoradendron undulatum (Pohl ex DC.) Eichler","L.S. Sylvestre",1551,"//",,"C.S. Caires","23/7/2008",,"Brasil",,"Miguel Pereira","Proximidades do riacho Nova Estrela.","-22,5694445","-43,4683334","Reserva Biológica do Tinguá","Nativa","NE"
253344,,"INPA","LORANTHACEAE","Psittacanthus","LORANTHACEAE Psittacanthus acinarius (Mart.) Mart.","Pereira, J.L.",23,"//",,,,,,,,,,,"Floresta Nacional do Tapajós","Nativa","LC"
,,"INPA 298028","LORANTHACEAE","Psittacanthus","LORANTHACEAE Psittacanthus acinarius (Mart.) Mart.","L. O. Demarchi",2083,"//",,,,,,,,,,,"Reserva de Desenvolvimento Sustentável do Uatumã","Nativa","LC"
"NY02282508","NA","NY","LORANTHACEAE","Psittacanthus","LORANTHACEAE Psittacanthus acinarius (Mart.) Mart.","G. T. Prance;",11992,"16/4/1971",,"C. S. Caires",2009,,"Brazil",,,"Rio Moa, above and below Maita","-7,61444444444444368","-72,8955555555555605","Parque Nacional da Serra do Divisor","Nativa","LC"
"RB00474727",445918,"RB","LORANTHACEAE","Psittacanthus","LORANTHACEAE Psittacanthus acinarius (Mart.) Mart.",,2644,"17/12/1932",,"Anderson Alves-Araújo",,,"Brasil",,"Itatiaia","Margem Rio Taguaral, sobre Melastomat.",,,"Parque Nacional do Itatiaia","Nativa","LC"
"NY02219485",,"NY","LORANTHACEAE","Psittacanthus","LORANTHACEAE Psittacanthus atrolineatus Kuijt","C. A. Cid Ferreira",268,"13/8/1979",,"Dettke, G.A.","13/12/2019",,"Brazil",,,"Rio Uatuma, margem esquerda, campina arenosa atras da cachoeira dos Padres.","-2,30666666666667","-58,7269444444444","Reserva de Desenvolvimento Sustentável do Uatumã","Nativa","NE"
"IAN186016",,"IAN","LORANTHACEAE","Psittacanthus","LORANTHACEAE Psittacanthus biternatus (Hoffmanns.) G.Don","Veiga, R.C.S.",2,"10/7/2010",,"Cordeiro, MR","18/8/10",,"Brasil",,"Belterra","Área do Projeto Sustentabilidade dos Usos da Terra na Amazônia. Flona do Tapajós , praia du cajutuba municipio de belterra. Solo arenoso.",,,"Floresta Nacional do Tapajós","Nativa","NE"
"RB00207605",28096,"RB","LORANTHACEAE","Psittacanthus","LORANTHACEAE Psittacanthus brasiliensis (Desr.) G.Don","CAMPOS PORTO",,"10/12/1935",,"Anderson Alves-Araújo",,,"Brasil",,"Itatiaia","KM 13.",,,"Parque Nacional do Itatiaia","Nativa","NE"
"INPA0277992",,"INPA","LORANTHACEAE","Psittacanthus","LORANTHACEAE Psittacanthus cinctus (Mart.) Mart.","L. O. Demarchi",886,"//",,,,,,,,,,,"Reserva de Desenvolvimento Sustentável do Uatumã","Nativa","NE"
"RB00669369","RB 524170","RB","LORANTHACEAE","Psittacanthus","LORANTHACEAE Psittacanthus cinctus (Mart.) Mart.","Xavier-Júnior, S.R.",49,"8/5/2011",,"Dettke, G.A.","5/9/2018",,"Brasil",,"Aveiro","Flona do Tapajós: comunidade Itapuama, material coletado na margem do Rio Tapajós.","-3,36972222222222","-55,1783333333333","Floresta Nacional do Tapajós","Nativa","NE"
"HUEFS0195357","NA","HUEFS","LORANTHACEAE","Psittacanthus","LORANTHACEAE Psittacanthus cordatus (Hottmanns.) G.Don","Marinho, L.C.;",319,"15/6/2011",,,"s. d.",,"Brasil",,"Tanhaçu","Floresta Nacional de Contendas do Sincorá.",,,"Floresta Nacional Contendas do Sincorá","Nativa","NE"
