"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","coordinatePrecision","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","class","order","occurrenceRemarks","barcode","continentocean","phylum","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","verbatimLatitude","verbatimLongitude","typeStatus","individualcount","preparationtype","fieldNumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SPSF","38506","Prunus myrtifolia","Plantae","Rosaceae","Prunus","2007","07","26","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","R.Cielo-Filho","2007","08","02","13","myrtifolia","R.Cielo-Filho & J. B. Baitello & C. R. Lima & M. T. Z. Toniato","-48.764167","-23.520556","2024-08-06T09:16:25","(L.) Urban","542","Magnoliopsida","Rosales","<nO>COLETA: Arvoreta 3 m, frutos vermelhos.; GEOGRAFIA: Borda de mata.;</nO>","SPSF00038506","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2007-08-02",,,,,,,,,,,,,,,,,,"SPSF",,"Cielo Filho, R.","542","2007","Cielo Filho, R.","2007","Baitello, J.B.; Lima, C.R.; Toniato, M.T.Z.","Cielo Filho",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Prunus myrtifolia","(L.) Urb.","possibly_ok","Rosaceae","Prunus myrtifolia","(L.) Urb.","species","author misspelled","bfo-26058",,,"Prunus myrtifolia (L.) Urb.","Prunus","Rosaceae","medium","Prunus myrtifolia"
"speciesLink","SPSF","38988","Psidium grandifolium","Plantae","Myrtaceae","Psidium","2007","12","04","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","O.T.Aguiar","2009","12","03","13","grandifolium","O. T. Aguiar & J.B.Baitello & R.Cielo-Filho","-48.732222","-23.52","2024-08-06T09:16:08","Mart. ex DC.","809","Magnoliopsida","Myrtales","<nO>COLETA: Subarbusto 1m altura, frutos verdes; GEOGRAFIA: Sob talhão de Pinus;</nO>","SPSF00038988","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2009-12-03",,,,,,,,,,,,,,,,,,"SPSF",,"Aguiar, O.T.","809","2007","Aguiar, O.T.","2009","Baitello, J.B.; Cielo Filho, R.","Aguiar",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Psidium grandifolium","Mart. ex DC.","possibly_ok","Myrtaceae","Psidium grandifolium","Mart. ex DC.","species","name accepted","bfo-10866",,,"Psidium grandifolium Mart. ex DC.","Psidium","Myrtaceae","high","Psidium grandifolium"
"speciesLink","SPSF","38738","Psidium guineense","Plantae","Myrtaceae","Psidium","2007","09","25","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","O.T.Aguiar","2008","05","13","13","guineense","J.B.Baitello & J. A. Pastore & C.R.Lima & E.Adriano","-48.780278","-23.539444","2024-08-06T09:16:08","Sw.","1904","Magnoliopsida","Myrtales","<nO>COLETA: Arvoreta até 2m, botões flrorais verdes.; GEOGRAFIA: em frente ao talhão 28 do Pinus.;</nO>","SPSF00038738","América do Sul","Magnoliophyta",,,,,,,,,,"SPLINK","Paranapanema","2008-05-13",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","1904","2007","Aguiar, O.T.","2008","Pastore, J.A.; Lima, C.R.; Adriano, E.","Baitello",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Psidium guineense","Sw.","possibly_ok","Myrtaceae","Psidium guineense","Sw.","species","name accepted","bfo-10867",,,"Psidium guineense Sw.","Psidium","Myrtaceae","high","Psidium guineense"
"speciesLink","SPSF","39225","Psidium rufum","Plantae","Myrtaceae","Psidium","2008","01","30","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","O. T. Aguiar","2008","09","02","13","rufum","J.B.Baitello & C.R.Lima & R.Cielo-Filho","-48.784167","-23.5275","2024-08-06T09:16:08","O. Berg","1988","Magnoliopsida","Myrtales","<nO>COLETA: arbusto 1,5m; frutos verdes.; GEOGRAFIA: Palmital.;</nO>","SPSF00039225","América do Sul","Magnoliophyta","610","610",,,,,,,,"SPLINK","Paranapanema","2008-09-02",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","1988","2008","Aguiar, O.T.","2008","Lima, C.R.; Cielo Filho, R.","Baitello",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Psidium rufum","Mart. ex DC.","possibly_ok","Myrtaceae","Psidium rufum","Mart. ex DC.","species","name accepted","bfo-10883",,,"Psidium rufum Mart. ex DC.","Psidium","Myrtaceae","high","Psidium rufum"
"speciesLink","SPSF","39012","Psychotria carthagenensis","Plantae","Rubiaceae","Psychotria","2007","12","06","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","S.L.J.Mendacolli","2008","03","07","13","carthagenensis","R.Cielo-Filho & O.T. Aguiar & J.B.Baitello","-48.741944","-23.508333","2024-08-06T09:16:36","Jacq.","617","Magnoliopsida","Rubiales","<nO>COLETA: Arbusto, flores brancas; GEOGRAFIA: Cachoeirinha.;</nO>","SPSF00039012","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2008-03-07",,,,,,,,,,,,,,,,,,"SPSF",,"Cielo Filho, R.","617","2007","Mendacolli, S.L.J.","2008","Aguiar, O.T.; Baitello, J.B.","Cielo Filho",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Psychotria carthagenensis","Jacq.","possibly_ok","Rubiaceae","Psychotria carthagenensis","Jacq.","species","name accepted","bfo-14167",,,"Psychotria carthagenensis Jacq.","Psychotria","Rubiaceae","low","Psychotria carthagenensis"
"speciesLink","SPSF","38089","Psychotria leiocarpa","Plantae","Rubiaceae","Psychotria","2007","05","15","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","R.Cielo-Filho","2007","11","21","13","leiocarpa","J.B.Baitello & J. A. Pastore & C.R.Lima & D.F.Bueno","-48.75","-23.515556","2024-08-06T09:16:36","Schltdl.","1822","Magnoliopsida","Rubiales","<nO>COLETA: Arbustiva, frutos arroxeados.; GEOGRAFIA: Trilha 4.;</nO>","SPSF00038089","América do Sul","Magnoliophyta",,,,,,,,,,"SPLINK","Paranapanema","2007-11-21",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","1822","2007","Cielo Filho, R.","2007","Pastore, J.A.; Lima, C.R.; Bueno, D.F.","Baitello",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Psychotria leiocarpa","Cham. & Schltdl.","possibly_ok","Rubiaceae","Psychotria leiocarpa","Cham. & Schltdl.","species","author misspelled","bfo-14188",,,"Psychotria leiocarpa Cham. & Schltdl.","Psychotria","Rubiaceae","medium","Psychotria leiocarpa"
"speciesLink","SPSF","38543","Pyrostegia venusta","Plantae","Bignoniaceae","Pyrostegia","2007","07","25","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","J. B. Baitello","2007","08","13","13","venusta","R.Cielo-Filho & J. B. Baitello & M. T. Z. Toniato & C. R. Lima","-48.746389","-23.548889","2024-08-06T09:14:15","(Ker Gawl.) Miers.","554","Magnoliopsida","Lamiales","<nO>COLETA: Flor amarela, cipó-de-são-joão.; GEOGRAFIA: Trilha Ribeirão Santa Helena 2.;</nO>","SPSF00038543","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2007-08-13",,,,,,,,,,,,,,,,,,"SPSF",,"Cielo Filho, R.","554","2007","Baitello, J.B.","2007","Baitello, J.B.; Toniato, M.T.Z.; Lima, C.R.","Cielo Filho",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Pyrostegia venusta","(Ker Gawl.) Miers","possibly_ok","Bignoniaceae","Pyrostegia venusta","(Ker Gawl.) Miers","species","author misspelled","bfo-113866",,,"Pyrostegia venusta (Ker Gawl.) Miers","Pyrostegia","Bignoniaceae","low","Pyrostegia venusta"
"speciesLink","SPSF","38617","Randia","Plantae","Rubiaceae","Randia","2007","08","29","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","R.Cielo-Filho","2007","11","23","13",,"O. T. Aguiar & J. B. Baitello & C. R. Lima","-48.735833","-23.528889","2024-08-06T09:16:37","(Sw.) DC.","747","Magnoliopsida","Rubiales","<nO>COLETA: Flores brancas (tubulares) perfumadas.; GEOGRAFIA: Trilha 3.;</nO>","SPSF00038617","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2007-11-23",,,,,,,,,,,,,,,,,,"SPSF",,"Aguiar, O.T.","747","2007","Cielo Filho, R.","2007","Baitello, J.B.; Lima, C.R.","Aguiar",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Randia armata","(Sw.) DC.","indet","Rubiaceae","Randia armata","(Sw.) DC.","species","name misspelled","bfo-14231",,,"Randia armata (Sw.) DC.","Randia","Rubiaceae","medium","Randia armata"
"speciesLink","SPSF","38684","Raphanus raphanistrum","Plantae","Brassicaceae (Cruciferae)","Raphanus","2007","08","28","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","R.Cielo-Filho","2007","09","05","13","raphanistrum","C. R. Lima & O. T. Aguiar & J. B. Baitello","-48.746944","-23.549167","2024-08-06T09:16:10","L.","50","Magnoliopsida","Papaverales","<nO>COLETA: Flores brancas, 4 pétalas. &nf;Nome popular: nabo.; GEOGRAFIA: Trilha 1.;</nO>","SPSF00038684","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2007-09-05",,,,,,,,,,,,,,,,,,"SPSF",,"Lima, C.R.","50","2007","Cielo Filho, R.","2007","Aguiar, O.T.; Baitello, J.B.","Lima",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Raphanus raphanistrum","L.","possibly_ok","Brassicaceae","Raphanus raphanistrum","L.","species","name accepted","bfo-117560",,,"Raphanus raphanistrum L.","Raphanus","Brassicaceae","medium","Raphanus raphanistrum"
"speciesLink","SPSF","38896","Rhipsalis cereuscula","Plantae","Cactaceae","Rhipsalis","2007","12","04","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","S.C.P.M. Souza","2007","12","14","13","cereuscula","R.Cielo-Filho & O. T. Aguiar & J. B. Baitello","-48.763889","-23.522778","2024-08-06T09:13:27","Haw.","583","Magnoliopsida","Caryophyllales","<nO>COLETA: Fruto verde.; GEOGRAFIA: Trilha 1.;</nO>","SPSF00038896","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2007-12-14",,,,,,,,,,,,,,,,,,"SPSF",,"Cielo Filho, R.","583","2007","Souza, S.C.P.M.","2007","Aguiar, O.T.; Baitello, J.B.","Cielo Filho",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Rhipsalis cereuscula","Haw.","possibly_ok","Cactaceae","Rhipsalis cereuscula","Haw.","species","name accepted","bfo-1691",,,"Rhipsalis cereuscula Haw.","Rhipsalis","Cactaceae","low","Rhipsalis cereuscula"
"speciesLink","SPSF","38660","Rhipsalis floccosa","Plantae","Cactaceae","Rhipsalis","2007","08","30","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","R.Cielo-Filho","2007","11","15","13","floccosa","C. R. Lima & O. T. Aguiar & J. B. Baitello","-48.780278","-23.539722","2024-08-06T09:13:27","Salm-Dick ex Pfeiff.","26","Magnoliopsida","Caryophyllales","<nO>COLETA: Flores e pétalas brancas.; GEOGRAFIA: Trilha 4.;</nO>","SPSF00038660","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2007-11-15",,,,,,,,,,,,,,,,,,"SPSF",,"Lima, C.R.","26","2007","Cielo Filho, R.","2007","Aguiar, O.T.; Baitello, J.B.","Lima",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Rhipsalis floccosa","Salm-Dyck ex Pfeiff.","possibly_ok","Cactaceae","Rhipsalis floccosa","Salm-Dyck ex Pfeiff.","species","author misspelled","bfo-1698",,,"Rhipsalis floccosa Salm-Dyck ex Pfeiff.","Rhipsalis","Cactaceae","medium","Rhipsalis floccosa"
"speciesLink","SPSF","38523","Prestonia riedelii","Plantae","Apocynaceae","Prestonia","2007","07","25","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema","29740","IF","PreservedSpecimen","J. A. Pastore","2007","08","06","13","riedelii","C. R. Lima & M. T. Z. Toniato & J. B. Baitello & R.Cielo-Filho","-48.720001","-23.379999","2024-08-06T09:14:09","(Müll.Arg.) Markgr.","11","Magnoliopsida","Gentianales",,"SPSF00038523","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2007-08-06",,,,,,,,,,,,,,,,,,"SPSF",,"Lima, C.R.","11","2007","Pastore, J.A.","2007","Toniato, M.T.Z.; Baitello, J.B.; Cielo Filho, R.","Lima",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Rhodocalyx riedelii","(Müll.Arg.) J.F.Morales & M.E.Endress","possibly_ok","Apocynaceae","Rhodocalyx riedelii","(Müll.Arg.) J.F.Morales & M.E.Endress","species","replaced synonym","bfo-622970","Rhodocalyx riedelii","(Müll.Arg.) J.F.Morales & M.E.Endress","Rhodocalyx riedelii (Müll.Arg.) J.F.Morales & M.E.Endress","Rhodocalyx","Apocynaceae","low","Rhodocalyx riedelii"
"speciesLink","SPSF","38588","Rhynchosia phaseoloides","Plantae","Fabaceae","Rhynchosia","2007","07","26","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","M.J.Silva","2008","06","02","13","phaseoloides","R.Cielo-Filho & J. B. Baitello & M. T. Z. Toniato & C. R. Lima","-48.755556","-23.517222","2024-08-06T09:14:03","(Sw.) DC.","562","Magnoliopsida","Fabales","<nO>COLETA: Liana, flores amarelo claro e frutos verdes.; GEOGRAFIA: Entrada da trilha onde há exploração de Pinus.;</nO>","SPSF00038588","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2008-06-02",,,,,,,,,,,,,,,,,,"SPSF",,"Cielo Filho, R.","562","2007","Silva, M.J.","2008","Baitello, J.B.; Toniato, M.T.Z.; Lima, C.R.","Cielo Filho",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Rhynchosia phaseoloides","(Sw.) DC.","possibly_ok","Fabaceae","Rhynchosia phaseoloides","(Sw.) DC.","species","name accepted","bfo-23138",,,"Rhynchosia phaseoloides (Sw.) DC.","Rhynchosia","Fabaceae","high","Rhynchosia phaseoloides"
"speciesLink","SPSF","38560","Rhynchospora legrandii","Plantae","Cyperaceae","Rhynchospora","2007","07","25","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","A.S.Bragança Gil","2008","04","28","13","legrandii","M. T. Z. Toniato & C. R. Lima & J. B. Baitello & R.Cielo-Filho","-48.744722","-23.536667","2024-08-06T09:12:44","Kük.","44","Liliopsida","Poales","<nO>GEOGRAFIA: Trilha Ribeirão Santa Helena 2.;</nO>","SPSF00038560","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2008-04-28",,,,,,,,,,,,,,,,,,"SPSF",,"Toniato, M.T.Z.","44","2007","Gil, A.S.B.","2008","Lima, C.R.; Baitello, J.B.; Cielo Filho, R.","Toniato",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Rhynchospora caracasana","(Kunth) Boeckeler","possibly_ok","Cyperaceae","Rhynchospora caracasana","(Kunth) Boeckeler","species","name misspelled|replaced synonym","bfo-17232","Rhynchospora caracasana","(Kunth) Boeckeler","Rhynchospora caracasana (Kunth) Boeckeler","Rhynchospora","Cyperaceae","high","Rhynchospora caracasana"
"speciesLink","SPSF","38602","Rhynchospora corymbosa","Plantae","Cyperaceae","Rhynchospora","2007","07","26","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","A.Gil","2008","04","28","13","corymbosa","J. B. Baitello & R.Cielo-Filho & M. T. Z. Toniato & C. R. Lima","-48.746111","-23.525278","2024-08-06T09:12:44","(L.) Britton","1873","Liliopsida","Poales","<nO>COLETA: 0,4m.; GEOGRAFIA: Beira da lagoa.;</nO>","SPSF00038602","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2008-04-28",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","1873","2007","Gil, A.","2008","Cielo Filho, R.; Toniato, M.T.Z.; Lima, C.R.","Baitello",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Rhynchospora corymbosa","(L.) Britton","possibly_ok","Cyperaceae","Rhynchospora corymbosa","(L.) Britton","species","name accepted","bfo-7269",,,"Rhynchospora corymbosa (L.) Britton","Rhynchospora","Cyperaceae","low","Rhynchospora corymbosa"
"speciesLink","SPSF","39202","Rhynchospora exaltata","Plantae","Cyperaceae","Rhynchospora","2008","01","30","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","J.B.Baitello","2008","05","08","13","exaltata","R.Cielo-Filho & J.B.Baitello & C.R.Lima","-48.780278","-23.529167","2024-08-06T09:12:44","Kunth","625","Liliopsida","Poales","<nO>GEOGRAFIA: Palmital.;</nO>","SPSF00039202","América do Sul","Magnoliophyta","610","610",,,,,,,,"SPLINK","Paranapanema","2008-05-08",,,,,,,,,,,,,,,,,,"SPSF",,"Cielo Filho, R.","625","2008","Baitello, J.B.","2008","Baitello, J.B.; Lima, C.R.","Cielo Filho",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Rhynchospora exaltata","Kunth","possibly_ok","Cyperaceae","Rhynchospora exaltata","Kunth","species","name accepted","bfo-7271",,,"Rhynchospora exaltata Kunth","Rhynchospora","Cyperaceae","low","Rhynchospora exaltata"
"speciesLink","SPSF","38102","Roupala brasiliensis","Plantae","Proteaceae","Roupala","2007","05","16","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","R.Cielo-Filho","2007","11","05","13","brasiliensis","J. A. Pastore & J.B.Baitello & C.R.Lima & D.F.Bueno","-48.747222","-23.516389","2024-08-06T09:16:20","Klotzsch.","1414","Magnoliopsida","Proteales","<nO>COLETA: Árvore 14-15m, frutos; GEOGRAFIA: Trilha 5.;</nO>","SPSF00038102","América do Sul","Magnoliophyta",,,,,,,,,,"SPLINK","Paranapanema","2007-11-05",,,,,,,,,,,,,,,,,,"SPSF",,"Pastore, J.A.","1414","2007","Cielo Filho, R.","2007","Baitello, J.B.; Lima, C.R.; Bueno, D.F.","Pastore",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Roupala montana var. brasiliensis","(Klotzsch) K.S.Edwards","possibly_ok","Proteaceae","Roupala montana var. brasiliensis","(Klotzsch) K.S.Edwards","variety","author misspelled|replaced synonym","bfo-104848","Roupala montana var. brasiliensis","(Klotzsch) K.S.Edwards","Roupala montana var. brasiliensis (Klotzsch) K.S.Edwards","Roupala","Proteaceae","medium","Roupala montana"
