"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","identifiedBy","coordinatePrecision","recordNumber","barcode","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentocean","class","order","individualcount","fieldNumber","infraspecificEpithet","preparationtype","minimumDepthInMeters","maximumDepthInMeters","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","SP","306900","Myrcia spectabilis DC.","Plantae","Myrtaceae","Myrcia","1994","7","17","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Posses","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/1","spectabilis","Catharino, ELM; Rossi, L",,,"2021-12-09 11:13:18","DC.","Mamede, MCH",,"1949",,,,,,,,,"Magnoliopsida","Myrtales",,,,,,,,"GBIF","São José do Barreiro","2010-10-01","Myrcia spectabilis DC.",,"BR",,,"1994-07-17",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","2452884787",,,,"https://specieslink.net/guid/1/306900",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Myrcia",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Myrcia spectabilis","Myrcia spectabilis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Myrcia spectabilis","DC.","name_w_authors","Myrtaceae","Myrcia spectabilis","DC.","species","name accepted","bfo-10758",,,"Myrcia spectabilis DC.","Myrcia","Myrtaceae","unknown","Myrcia spectabilis"
"user","RB","RB00855938","Myrcia splendens (Sw.) DC.","Plantae","Myrtaceae","Myrcia","2014","6","4","Brasil","São Paulo",,"Estrada trilha do ouro. Parque Nacional Serra da Bocaina","JBRJ",,"Preserved Specimen","22º44´53´´","44º37´0´´W",,"splendens","M. Nadruz; J.F. Baumgratz et M. Bovini","-44.6166667","-22.7480555",,"(Sw.) DC.","A. Stadnik",,"2835",,,,,"1488",,,,,,,,,,,,,,"São Paulo","2015-4",,,"BR",,,"2014-06-04","Mata Pertubada em estágio de regeneração.",,,,,,"sp.","Physical Object",,,,"RB",,"Nadruz, M.","2835","2014","Stadnik, A.","2015","Baumgratz, J.F.; Bovini, M.","Nadruz",,"brazil","sao paulo","sao paulo","estrada trilha do ouro, parque nacional serra da bocaina",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county",,,,,"urn:catalog:JBRJ:RB:855938",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/85/59/38/00855938.jpg",,,,,,,,,,,,,,,,,"2017-10-07 23:31:19+00","Angiospermas","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Myrcia splendens","(Sw.) DC.","name_w_authors","Myrtaceae","Myrcia splendens","(Sw.) DC.","species","name accepted","bfo-10759",,,"Myrcia splendens (Sw.) DC.","Myrcia","Myrtaceae","high","Myrcia splendens"
"gbif","UFP","76141","Myrciaria tenella (DC.) O.Berg","Plantae","Myrtaceae","Myrciaria","2014","2","18","Brasil","São Paulo",,"Parque Nacional Serra da Bocaina, Trilha Cachoeira Santo Isidoro, borda da cachoeira.","UFPE","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/155","tenella","Amorim, BS; Araújo, D; Marcusso, GM","-44.613056","-22.744722","2024-09-02 17:17:15","(DC.) O. Berg","Amorim, BS",,"1938",,,,,,,,,"Magnoliopsida","Myrtales",,,,,,,,"GBIF","São José do Barreiro","2014-02-01","Myrciaria tenella (DC.) O.Berg",,"BR",,,"2014-02-18",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","1264698172",,,,"https://specieslink.net/guid/155/76141",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Myrciaria",,,,,,"1e0f3d99-eb02-4806-b6a4-e903568129ec",,,TRUE,FALSE,"Myrciaria tenella","Myrciaria tenela","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Myrciaria tenella","(DC.) O.Berg","name_w_authors","Myrtaceae","Myrciaria tenella","(DC.) O.Berg","species","name accepted","bfo-10802",,,"Myrciaria tenella (DC.) O.Berg","Myrciaria","Myrtaceae","unknown","Myrciaria tenella"
"user","RB","RB00941146","Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.","Plantae","Primulaceae","Myrsine","2014","6","4","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, estrada para a trilha do ouro, logo após a guarita de entrada do Parque.","JBRJ",,"Preserved Specimen","22º44´19´´","44º36´8´´W",,"coriacea","M.G.Bovini; J.F.Baumgratz et M.Nadruz","-44.6022222","-22.7386111",,"(Sw.) R.Br. ex Roem. & Schult.","M.F.Freitas",,"3994",,,,,,,,,,,,,,,,,,,"São José do Barreiro","2015-3",,,"BR",,,"2014-06-04",,,,,,,"sp.","Physical Object",,,,"RB",,"Bovini, M.G.","3994","2014","Freitas, M.F.","2015","Baumgratz, J.F.; Nadruz, M.","Bovini",,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina, estrada para a trilha do ouro, logo apos a guarita de entrada do parque",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county",,,,,"urn:catalog:JBRJ:RB:941146",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/94/11/46/00941146.jpg",,,,,,,,,,,,,,,,,"2015-04-02 14:43:34+00","Angiospermas","brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Myrsine coriacea","(Sw.) R.Br. ex Roem. & Schult.","name_w_authors","Primulaceae","Myrsine coriacea","(Sw.) R.Br. ex Roem. & Schult.","species","name accepted","bfo-10228",,,"Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.","Myrsine","Primulaceae","high","Myrsine coriacea"
"user","RB","RB00941142","Myrsine lineata (Mez) Imkhan.","Plantae","Primulaceae","Myrsine","2014","6","4","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, estrada para a trilha do ouro, logo após a guarita de entrada do Parque.","JBRJ",,"Preserved Specimen","22º44´19´´","44º36´8´´W",,"lineata","M.G.Bovini; J.F.Baumgratz et M.Nadruz","-44.6022222","-22.7386111",,"(Mez) Imkhan.","M.F.Freitas",,"3993",,,,,,,,,,,,,,,,,,,"São José do Barreiro","2015-3",,,"BR",,,"2014-06-04",,,,,,,"sp.","Physical Object",,,,"RB",,"Bovini, M.G.","3993","2014","Freitas, M.F.","2015","Baumgratz, J.F.; Nadruz, M.","Bovini",,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina, estrada para a trilha do ouro, logo apos a guarita de entrada do parque",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county",,,,,"urn:catalog:JBRJ:RB:941142",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/94/11/42/00941142.jpg",,,,,,,,,,,,,,,,,"2015-04-02 14:39:37+00","Angiospermas","brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Myrsine lineata","(Mez) Imkhan.","name_w_authors","Primulaceae","Myrsine lineata","(Mez) Imkhan.","species","name accepted","bfo-10235",,,"Myrsine lineata (Mez) Imkhan.","Myrsine","Primulaceae","high","Myrsine lineata"
"user","RB","RB00941135","Myrsine umbellata Mart.","Plantae","Primulaceae","Myrsine","2014","6","3","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, trilha que sai da pousada 'Campos da Bocaina' até a Pedra Alta. Ramanescente de mata.","JBRJ",,"Preserved Specimen","22º43´26´´","44º36´28´´W",,"umbellata","M.G.Bovini; J.F.Baumgratz et M.Nadruz","-44.6077778","-22.7238889",,"Mart.","M.F.Freitas",,"3992",,,,,,,,,,,,,,,,,,,"São José do Barreiro","2015-3",,,"BR",,,"2014-06-03",,,,,,,"sp.","Physical Object",,,,"RB",,"Bovini, M.G.","3992","2014","Freitas, M.F.","2015","Baumgratz, J.F.; Nadruz, M.","Bovini",,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality",,,,,"urn:catalog:JBRJ:RB:941135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/94/11/35/00941135.jpg",,,,,,,,,,,,,,,,,"2015-04-02 14:25:59+00","Angiospermas","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Myrsine umbellata","Mart.","name_w_authors","Primulaceae","Myrsine umbellata","Mart.","species","name accepted","bfo-10242",,,"Myrsine umbellata Mart.","Myrsine","Primulaceae","high","Myrsine umbellata"
"gbif","SPF","99429","Myrsine villosissima Mart.","Plantae","Primulaceae","Myrsine","1994","7","16","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina","USP-IB","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/7","villosissima","Rossi, L",,,"2023-12-20 16:07:08","Mart.","Freitas, MF",,"1552",,,,,,,,,"Magnoliopsida","Ericales",,,,,,,,"GBIF","São José do Barreiro","2000-09-01","Myrsine villosissima Mart.",,"BR",,,"1994-07-16",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","1450974580",,,,"https://specieslink.net/guid/7/99429",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Myrsine",,,,,,"1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3",,,FALSE,FALSE,"Myrsine villosissima","Myrsine villosissima","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SPF00099429","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Myrsine villosissima","Mart.","name_w_authors","Primulaceae","Myrsine villosissima","Mart.","species","name accepted","bfo-10244",,,"Myrsine villosissima Mart.","Myrsine","Primulaceae","unknown","Myrsine villosissima"
"gbif","R","R010084946","Myrtaceae","Plantae","Myrtaceae",,"2017","6","8","Brasil","São Paulo",,"PARNA Serra da Bocaína. Trilha para cahoeira do Bracuí. Parque Nacional da Serra da Bocaina","R","Tracheophyta","PRESERVED_SPECIMEN",,,,,"Manhães, V.C.;Kessous, I.,Uribbe, F.P",,,,,,,"658",,,,,,,,,"Magnoliopsida","Myrtales",,,,,,,,"GBIF","Bananal",,"Myrtaceae","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6434343","BR",,,"2017-06-08",,,,,,"ACCEPTED","FAMILY",,,"2017-06-08",,,,,,,,,,,,"brazil","sao paulo","bananal","parna serra da bocaina, parque nacional da serra da bocaina",,"locality","brazil_sao paulo_bananal","brazil_sao paulo_bananal",-22.73353405,-44.33438939,"county","4900481673","33.663.683/0029_17",,,"6434343",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"f9768501-2d57-4b8b-90a9-3ba5cf6dad3e",,,FALSE,FALSE,,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/herbariumr/r/1/0/84/94/6/r010084946.dzi",,,,,,,,,,,,,,,,,,,"brazil_sao paulo_bananal","Brazil","São Paulo","Bananal",,"check_local.2municip.","Myrtaceae","Juss.","family_as_genus","Myrtaceae","Myrtaceae","Juss.","family","name accepted","bfo-171",,,"Myrtaceae Juss.",,"Myrtaceae","unknown",
"user","RB","RB00856622","Nectandra oppositifolia Nees & Mart.","Plantae","Lauraceae","Nectandra","2014","6","5","Brasil","São Paulo",,"Estrada trilha do ouro. Parque Nacional Serra da Bocaina","JBRJ",,"Preserved Specimen","22º45´15´´","44º37´10´´W",,"oppositifolia","M. Nadruz; J.F. Baumgratz et M. Bovini","-44.6194445","-22.7541667",,"Nees & Mart.","M. Nadruz",,"2843",,,,,"1366",,,,,,,,,,,,,,"São Paulo","2014-6-5",,,"BR",,,"2014-06-05",,,,,,,"sp.","Physical Object",,,,"RB",,"Nadruz, M.","2843","2014","Nadruz, M.","2014","Baumgratz, J.F.; Bovini, M.","Nadruz",,"brazil","sao paulo","sao paulo","estrada trilha do ouro, parque nacional serra da bocaina",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county",,,,,"urn:catalog:JBRJ:RB:856622",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/85/66/22/00856622.jpg",,,,,,,,,,,,,,,,,"2017-10-07 23:35:41+00","Angiospermas","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Nectandra oppositifolia","Nees & Mart.","name_w_authors","Lauraceae","Nectandra oppositifolia","Nees & Mart.","species","name accepted","bfo-8434",,,"Nectandra oppositifolia Nees & Mart.","Nectandra","Lauraceae","low","Nectandra oppositifolia"
"gbif","CEPEC","30851","Nematanthus brasiliensis (Vell.) Chautems","Plantae","Gesneriaceae","Nematanthus","1977","3","24","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina. Seda Moderna.","CEPLAC","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/264","brasiliensis","A. M. de Carvalho",,,"2024-05-07 10:57:09",,"A. Chautems",,"22",,,,,,,,,"Magnoliopsida","Lamiales",,,,,,,,"GBIF","BANANAL",,"Nematanthus brasiliensis (Vell.) Chautems",,"BR",,,"1977-03-24",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","bananal","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_bananal","brazil_sao paulo_bananal",-22.73353405,-44.33438939,"county","1090431118",,,,"https://specieslink.net/guid/264/30851",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nematanthus",,,,,,"bc81e05b-ed51-46ba-a0a4-90fbae9b5545",,,FALSE,FALSE,"Nematanthus brasiliensis","Nematanthus brasiliensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_bananal","Brazil","São Paulo","Bananal",,"check_local.2municip.","Nematanthus brasiliensis","(Vell.) Chautems","name_w_authors","Gesneriaceae","Nematanthus brasiliensis","(Vell.) Chautems","species","name accepted","bfo-7845",,,"Nematanthus brasiliensis (Vell.) Chautems","Nematanthus","Gesneriaceae","unknown","Nematanthus brasiliensis"
"user","RB","RB00856631","Nematanthus cf. crassifolius (Schott) Wiehler","Plantae","Gesneriaceae","Nematanthus","2014","6","5","Brasil","São Paulo",,"Estrada trilha do ouro. Parque Nacional Serra da Bocaina","JBRJ",,"Preserved Specimen","22º45´25´´","44º36´55´´W",,"crassifolius","M. Nadruz; J.F. Baumgratz et M. Bovini","-44.6152778","-22.7569444",,"(Schott) Wiehler","M. Nadruz",,"2845",,,,,"1344",,,,,,,,,,,,,,"São Paulo","2014-6-5",,,"BR",,,"2014-06-05","Mata Pertubada em estágio de regeneração.",,,,,,"sp.","Physical Object",,,,"RB",,"Nadruz, M.","2845","2014","Nadruz, M.","2014","Baumgratz, J.F.; Bovini, M.","Nadruz",,"brazil","sao paulo","sao paulo","estrada trilha do ouro, parque nacional serra da bocaina",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county",,,,,"urn:catalog:JBRJ:RB:856631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/85/66/31/00856631.jpg",,,,,,,,,,,,,,,,,"2017-10-07 23:35:44+00","Angiospermas","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Nematanthus crassifolius","(Schott) Wiehler","conferre|name_w_authors","Gesneriaceae","Nematanthus crassifolius","(Schott) Wiehler","species","name accepted","bfo-7847",,,"Nematanthus crassifolius (Schott) Wiehler","Nematanthus","Gesneriaceae","low","Nematanthus crassifolius"
"user","RB","RB00686796","Nematanthus fornix (Vell.) Chautems","Plantae","Gesneriaceae","Nematanthus","2011","10","5","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina. Trilha Tira Chapéu.","JBRJ",,"Preserved Specimen","22º45´31´´","44º39´10´´W",,"fornix","F. M. Pinheiro; J.F. Baumgratz, C.Mynssen, T. Meneguzzo, R. Ribeiro","-44.6527778","-22.7586111",,"(Vell.) Chautems","HINOSHITA,L.K.R.",,"98",,,,,"1946",,,,,,,,,,,,,,"São José do Barreiro","2016-4-7",,,"BR",,,"2011-10-05",,,,,,,"sp.","Physical Object",,,,"RB",,"Pinheiro, F.M.","98","2011","Hinoshita,l.k.r.","2016","Baumgratz, J.F.; Mynssen, C.; Meneguzzo, T.; Ribeiro, R.","Pinheiro",,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality",,,,,"urn:catalog:JBRJ:RB:686796",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/68/67/96/00686796.jpg",,,,,,,,,,,,,,,,,"2017-10-17 15:54:31+00","Angiospermas","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Nematanthus fornix","(Vell.) Chautems","name_w_authors","Gesneriaceae","Nematanthus fornix","(Vell.) Chautems","species","name accepted","bfo-7850",,,"Nematanthus fornix (Vell.) Chautems","Nematanthus","Gesneriaceae","low","Nematanthus fornix"
"gbif","BHCB","51027","Nicotiana bonariensis Lehm.","Plantae","Solanaceae","Nicotiana","2000","1","20","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Área à esquerda da guarita do Ibama","UFMG","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/220","bonariensis","Freitas, L; San Martin-Gajardo, I",,,"2024-09-09 22:14:18","Lehm.",,,"806",,,,,"0","0",,,"Magnoliopsida","Solanales",,,,,,,,"GBIF","São José do Barreiro",,"Nicotiana bonariensis Lehm.",,"BR",,,"2000-01-20",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","1087607666",,,,"https://specieslink.net/guid/220/51027",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nicotiana",,,,,,"d2470ef8-edfa-4ba7-821e-c3e1a537bdba",,,FALSE,FALSE,"Nicotiana bonariensis","Nicotiana bonariensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Nicotiana bonariensis","Lehm.","name_w_authors","Solanaceae","Nicotiana bonariensis","Lehm.","species","name accepted","bfo-14678",,,"Nicotiana bonariensis Lehm.","Nicotiana","Solanaceae","unknown","Nicotiana bonariensis"
"user","RB","RB00181691","Nidularium bocainense Leme","Plantae","Bromeliaceae","Nidularium","1981","11","24","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, margens do Rio Bonito. Parque Nacional da Serra da Bocaina","JBRJ",,"Preserved Specimen",,,,"bocainense","Martinelli, G.; M.C. Marques, Zelia",,,,"Leme","P. Leitman",,"7773",,,,,"1000","1100",,,,,,,,,,,,,"Bananal",,,,"BR",,,"1981-11-24","Mata ciliar.",,,,,,"sp.","Physical Object",,,,"RB",,"Martinelli, G.","7773","1981","Leitman, P.","n.d.","C. Marques, Z.M.","Martinelli",,"brazil","sao paulo","bananal","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_bananal","brazil_sao paulo_bananal",-22.73353405,-44.33438939,"county",,,,,"urn:catalog:JBRJ:RB:181691",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/18/16/91/00181691.jpg",,,,,,,,,,,,,,,,,"2017-10-15 14:58:26+00","Angiospermas","brazil_sao paulo_bananal","Brazil","São Paulo","Bananal",,"check_local.2municip.","Nidularium bocainense","Leme","name_w_authors","Bromeliaceae","Nidularium bocainense","Leme","species","name accepted","bfo-6242",,,"Nidularium bocainense Leme","Nidularium","Bromeliaceae","low","Nidularium bocainense"
"user","RB","RB00207453","Nidularium campos-portoi var. robustum (E. Pereira & I.A. Penna) Leme","Plantae","Bromeliaceae","Nidularium","1978","6","23","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, próximo ao Marco 22. Parque Nacional da Serra da Bocaina","JBRJ",,"Preserved Specimen",,,,"robustum","Martinelli, G.",,,,"(E. Pereira & I.A. Penna) Leme","P. Leitman",,"4685",,,,,"1100",,,,,,,,"robustum",,,,,,"Bananal",,,,"BR",,,"1978-06-23",,,,,,,"var.","Physical Object",,,,"RB",,"Martinelli, G.","4685","1978","Leitman, P.","n.d.",,"Martinelli",,"brazil","sao paulo","bananal","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_bananal","brazil_sao paulo_bananal",-22.73353405,-44.33438939,"county",,,,,"urn:catalog:JBRJ:RB:207453",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/20/74/53/00207453.jpg",,,,,,,,,,,,,,,,,"2017-10-18 17:31:32+00","Angiospermas","brazil_sao paulo_bananal","Brazil","São Paulo","Bananal",,"check_local.2municip.","Nidularium camposportoi","(L.B.Sm.) Wand. & B.A.Moreira","variety|name_w_authors","Bromeliaceae","Nidularium camposportoi","(L.B.Sm.) Wand. & B.A.Moreira","species","replaced orth. variant","bfo-6244",,,"Nidularium camposportoi (L.B.Sm.) Wand. & B.A.Moreira","Nidularium","Bromeliaceae","low","Nidularium camposportoi"
