"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","identifiedBy","coordinatePrecision","recordNumber","barcode","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentocean","class","order","individualcount","fieldNumber","infraspecificEpithet","preparationtype","minimumDepthInMeters","maximumDepthInMeters","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"user","RB","RB01379699","Alsophila setosa Kaulf.","Plantae","Cyatheaceae","Alsophila","2011","10","0","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina","JBRJ",,"Preserved Specimen","22º43´0´´","44º37´W",,"setosa","Meneguzzo, T.E.C.","-44.6166667","-22.7166667",,"Kaulf.","P. Labiak",,"s.n.",,,,,,,,,,,,,,,,,,,"São José do Barreiro","2018-7",,,"BR",,,"2011-10-00",,,,,,,"sp.","Physical Object",,,,"RB",,"Meneguzzo, T.E.C.","s.n.","2011","Labiak, P.","2018",,"Meneguzzo",,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality",,,,,"urn:catalog:JBRJ:RB:1379699",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/37/96/99/01379699.jpg|jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/37/96/99/01379699-1.jpg",,,,,,,,,,,,,,,,,"2018-08-23 16:15:33+00","Samambaias e Licófitas","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Alsophila setosa","Kaulf.","name_w_authors","Cyatheaceae","Alsophila setosa","Kaulf.","species","name accepted","bfo-90858",,,"Alsophila setosa Kaulf.","Alsophila","Cyatheaceae","low","Alsophila setosa"
"user","RB","RB00673612","Thelypteris amambayensis (Christ) Ponce","Plantae","Thelypteridaceae","Thelypteris","2011","10","4","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, estrada após rio que cruza a estrada pincipal.","JBRJ",,"Preserved Specimen","22º45´7´´","45º37´21´´W",,"amambayensis","C.Mynssen; J.F. Baumgratz, F. Pinheiro, T.E.C. Meneguzzo & R. Ribeiro","-45.6225","-22.7519444",,"(Christ) Ponce","A. Salino",,"1263",,,,,"1446",,,,,,,,,,,,,,"São José do Barreiro","2014-12",,,"BR",,,"2011-10-04",,,,,,,"sp.","Physical Object",,,,"RB",,"Mynssen, C.","1263","2011","Salino, A.","2014","Baumgratz, J.F.; Pinheiro, F.; Meneguzzo, T.E.C.; Ribeiro, R.","Mynssen",,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina, estrada apos rio que cruza a estrada pincipal",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county",,,,,"urn:catalog:JBRJ:RB:673612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/67/36/12/00673612.jpg",,,,,,,,,,,,,,,,,"2017-10-17 14:32:53+00","Samambaias e Licófitas","brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Amauropelta amambayensis","(Christ) Salino & A.R.Sm.","name_w_authors","Thelypteridaceae","Amauropelta amambayensis","(Christ) Salino & A.R.Sm.","species","replaced synonym","bfo-603889","Amauropelta amambayensis","(Christ) Salino & A.R.Sm.","Amauropelta amambayensis (Christ) Salino & A.R.Sm.","Amauropelta","Thelypteridaceae","high","Amauropelta amambayensis"
"gbif","UPCB","61106","Thelypteris eriosorus (Fée) Ponce","Plantae","Thelypteridaceae","Amauropelta","2008","1","6","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Cachoeira São Izidro.","UFPR","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/45","eriosorus","Labiak, P.H.","-44.616667","-22.741944","2025-01-01 12:02:17","(Fée) Ponce","Matos,F.B. & Hoffmann, I.K.",,"4310",,,,,"1450",,,,"Polypodiopsida","Polypodiales",,,,,,,,"GBIF","São José do Barreiro","2017-06-01","Amauropelta eriosorus (Fée) Salino & T.E.Almeida",,"BR",,,"2008-01-06",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","1086666030",,,,"https://specieslink.net/guid/45/61106",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thelypteris",,,,,,"a51fa32f-831d-49d6-8b8a-c7b52ae65b3b",,,TRUE,FALSE,"Amauropelta eriosorus","Thelypteris eriosora","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UPCB0010027","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Amauropelta eriosorus","(Fée) Salino & T.E.Almeida","name_w_authors","Thelypteridaceae","Amauropelta eriosorus","(Fée) Salino & T.E.Almeida","species","name misspelled|replaced synonym","bfo-602611","Amauropelta eriosorus","(Fée) Salino & T.E.Almeida","Amauropelta eriosorus (Fée) Salino & T.E.Almeida","Amauropelta","Thelypteridaceae","unknown","Amauropelta eriosorus"
"gbif","NY","02724085","Amauropelta linkiana (C.Presl) Pic.Serm.","Plantae","Thelypteridaceae","Amauropelta","2011","10","4","Brazil","São Paulo","São José do Barreiro Mun.","Parque Nacional da Serra da Bocaina, estrada após rio que cruza a estrada pincipal.","NY","Tracheophyta","PRESERVED_SPECIMEN",,,"http://biocol.org/urn:lsid:biocol.org:col:15556","linkiana","C. Mynssen","-45.6225","-22.751944",,"(C.Presl) Pic.Serm.","R. C. Moran",,"1263",,,,,,,,,"Polypodiopsida","Polypodiales",,,,,,,,"GBIF","São José do Barreiro Mun.","2017-01-01","Amauropelta diplazioides (Desv.) Pic.Serm.",,"BR",,"Vascular plants","2011-10-04",,,,,,"SYNONYM","SPECIES","PhysicalObject",,"4 Oct 2011",,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina, estrada apos rio que cruza a estrada pincipal",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","1928340441","http://biocol.org/urn:lsid:biocol.org:col:15556",,,"28672977-c69a-4f2e-8fa6-8e5e26964816",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amauropelta",,,,,,"d415c253-4d61-4459-9d25-4015b9084fb0",,"StillImage",TRUE,FALSE,"Amauropelta diplazioides","Amauropelta linkiana (C.Presl) Pic.Serm.","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","NE",,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Amauropelta linkiana","(C.Presl) Pic.Serm.","name_w_authors",,"Amauropelta linkiana","(C.Presl) Pic.Serm.","species","not found",,,,"Amauropelta linkiana (C.Presl) Pic.Serm.","Amauropelta","Thelypteridaceae","unknown","Amauropelta linkiana"
"gbif","UPCB","61121","Amauropelta patula (Fée) Salino & T.E.Almeida","Plantae","Thelypteridaceae","Amauropelta","2008","1","7","Brasil","São Paulo",,"Estrada do Parque Nacional da Serra da Bocaina para Campos Novos.","UFPR","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/45","patula","Labiak, P.H.",,,"2025-01-01 12:02:17","(Fée) Salino & T.E.Almeida","Matos, F.B. & Hoffmann, I.K.",,"4326",,,,,"1400",,,,"Polypodiopsida","Polypodiales",,,,,,,,"GBIF","Silveiras","2017-06-01","Amauropelta patula (Fée) Salino & T.E.Almeida",,"BR",,,"2008-01-07",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","silveiras","estrada do parque nacional da serra da bocaina para campos novos",,"locality","brazil_sao paulo_silveiras","brazil_sao paulo_silveiras",-22.73445083,-44.8407973,"county","1086666017",,,,"https://specieslink.net/guid/45/61121",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amauropelta",,,,,,"a51fa32f-831d-49d6-8b8a-c7b52ae65b3b",,,FALSE,FALSE,"Amauropelta patula","Amauropelta patula","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UPCB0009940","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_silveiras","Brazil","São Paulo","Silveiras",,"check_local.2municip.","Amauropelta patula","(Fée) Salino & T.E.Almeida","name_w_authors","Thelypteridaceae","Amauropelta patula","(Fée) Salino & T.E.Almeida","species","name accepted","bfo-602642",,,"Amauropelta patula (Fée) Salino & T.E.Almeida","Amauropelta","Thelypteridaceae","unknown","Amauropelta patula"
"user","RB","RB00673610","Thelypteris raddii (Rosenst.) Ponce","Plantae","Thelypteridaceae","Thelypteris","2011","10","4","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, estrada após rio que cruza a estrada pincipal.","JBRJ",,"Preserved Specimen","22º45´7´´","45º37´W",,"raddii","C.Mynssen; J.F. Baumgratz, F. Pinheiro, T.E.C. Meneguzzo & R. Ribeiro","-45.6166667","-22.7519444",,"(Rosenst.) Ponce","A. Salino",,"1261",,,,,"1446",,,,,,,,,,,,,,"São José do Barreiro","2014-12",,,"BR",,,"2011-10-04",,,,,,,"sp.","Physical Object",,,,"RB",,"Mynssen, C.","1261","2011","Salino, A.","2014","Baumgratz, J.F.; Pinheiro, F.; Meneguzzo, T.E.C.; Ribeiro, R.","Mynssen",,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina, estrada apos rio que cruza a estrada pincipal",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county",,,,,"urn:catalog:JBRJ:RB:673610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/67/36/10/00673610.jpg",,,,,,,,,,,,,,,,,"2017-10-17 14:32:07+00","Samambaias e Licófitas","brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Amauropelta raddii","(Rosenst.) Salino & T.E.Almeida","name_w_authors","Thelypteridaceae","Amauropelta raddii","(Rosenst.) Salino & T.E.Almeida","species","replaced synonym","bfo-602623","Amauropelta raddii","(Rosenst.) Salino & T.E.Almeida","Amauropelta raddii (Rosenst.) Salino & T.E.Almeida","Amauropelta","Thelypteridaceae","high","Amauropelta raddii"
"gbif","UPCB","61112","Amauropelta regnelliana (C.Chr.) Salino & T.E.Almeida","Plantae","Thelypteridaceae","Amauropelta","2008","1","6","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Cachoeira São Izidro.","UFPR","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/45","regnelliana","Labiak, P.H.","-44.616667","-22.741944","2025-01-01 12:02:17","(C.Chr.) Salino & T.E.Almeida","Matos, F. B. & Hoffmann, I.K.",,"4309",,,,,"1450",,,,"Polypodiopsida","Polypodiales",,,,,,,,"GBIF","São José do Barreiro","2017-06-01","Amauropelta regnelliana (C.Chr.) Salino & T.E.Almeida",,"BR",,,"2008-01-06",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","1086666022",,,,"https://specieslink.net/guid/45/61112",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amauropelta",,,,,,"a51fa32f-831d-49d6-8b8a-c7b52ae65b3b",,,TRUE,FALSE,"Amauropelta regnelliana","Amauropelta regnelliana","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UPCB0010443","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Amauropelta regnelliana","(C.Chr.) Salino & T.E.Almeida","name_w_authors","Thelypteridaceae","Amauropelta regnelliana","(C.Chr.) Salino & T.E.Almeida","species","name accepted","bfo-602625",,,"Amauropelta regnelliana (C.Chr.) Salino & T.E.Almeida","Amauropelta","Thelypteridaceae","unknown","Amauropelta regnelliana"
"gbif","BHCB","195301","Anathallis rubens (Lindl.) Pridgeon & M.W.Chase","Plantae","Orchidaceae","Stelis","2018","2","2","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Triha para o Pico da Bacia","UFMG","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/220","rubens","Batista, JAN; Cruz-Lustre, GM","-44.609167","-22.725556","2023-02-08 18:37:04","(Lindl.) Pridgeon & M.W.Chase",,,"3528",,,,,"0","0",,,"Liliopsida","Asparagales",,,,,,,,"GBIF","São José do Barreiro","2018-02-02","Stelis montserratii (Porsch) Karremans",,"BR",,,"2018-02-02",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","3069242305",,,,"https://specieslink.net/guid/220/195301",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anathallis",,,,,,"d2470ef8-edfa-4ba7-821e-c3e1a537bdba",,,TRUE,FALSE,"Stelis montserratii","Anathallis rubens","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Anathallis rubens","(Lindl.) Pridgeon & M.W.Chase","name_w_authors","Orchidaceae","Anathallis rubens","(Lindl.) Pridgeon & M.W.Chase","species","name accepted","bfo-11118",,,"Anathallis rubens (Lindl.) Pridgeon & M.W.Chase","Anathallis","Orchidaceae","unknown","Anathallis rubens"
"user","RB","RB00673649","Anchietea pyrifolia (Mart.) G.Don var. pyrifolia","Plantae","Violaceae","Anchietea","2011","10","6","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, estrada para pousada dos Veados.","JBRJ",,"Preserved Specimen","22º45´9´´","44º37´23´´W",,"pyrifolia","C. Mynssen; J.F. Baumgratz, F. Pinheiro, T.E.C. Meneguzzo & R. Ribeiro","-44.6230556","-22.7525",,,"Nilda Marquete",,"1293",,,,,"1448",,,,,,,,"pyrifolia",,,,,,"São José do Barreiro","2012-8",,,"BR",,,"2011-10-06",,,,,,,"var.","Physical Object",,,,"RB",,"Mynssen, C.","1293","2011","Marquete, N.","2012","Baumgratz, J.F.; Pinheiro, F.; Meneguzzo, T.E.C.; Ribeiro, R.","Mynssen",,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina, estrada para pousada dos veados",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county",,,,,"urn:catalog:JBRJ:RB:673649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/67/36/49/00673649.jpg",,,,,,,,,,,,,,,,,"2017-10-17 17:05:36+00","Angiospermas","brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Anchietea pyrifolia","(Mart.) G.Don","variety|name_w_authors","Violaceae","Anchietea pyrifolia","(Mart.) G.Don","species","replaced synonym","bfo-15223","Anchietea pyrifolia","(Mart.) G.Don","Anchietea pyrifolia (Mart.) G.Don","Anchietea","Violaceae","low","Anchietea pyrifolia"
"gbif","UPCB","61116","Anemia hirsuta (L.) Sw.","Plantae","Anemiaceae","Anemia","2008","1","6","Brasil","São Paulo",,"Estrada para o Parque Nacional da Serra da Bocaina, Rod. SP 221.","UFPR","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/45","hirsuta","Labiak, P.H. et al.",,,"2025-01-01 12:02:17","(L.) Sw.","Mickel, J.T.",,"4312",,,,,"1000",,,,"Polypodiopsida","Schizaeales",,,,,,,,"GBIF","São José do Barreiro","2012-01-01","Anemia hirsuta (L.) Sw.",,"BR",,,"2008-01-06",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","estrada para o parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","1086665995",,,,"https://specieslink.net/guid/45/61116",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anemia",,,,,,"a51fa32f-831d-49d6-8b8a-c7b52ae65b3b",,,FALSE,FALSE,"Anemia hirsuta","Anemia hirsuta","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UPCB0012115","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Anemia hirsuta","(L.) Sw.","name_w_authors","Anemiaceae","Anemia hirsuta","(L.) Sw.","species","name accepted","bfo-90621",,,"Anemia hirsuta (L.) Sw.","Anemia","Anemiaceae","unknown","Anemia hirsuta"
"gbif","UPCB","61113","Anemia anthriscifolia Schrad.","Plantae","Anemiaceae","Anemia","2008","1","5","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina.","UFPR","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/45","anthriscifolia","Labiak, P.H.",,,"2025-01-01 12:02:17","Schrad.","Labiak, P.H.",,"4268",,,,,"1000",,,,"Polypodiopsida","Schizaeales",,,,,,,,"GBIF","São José do Barreiro","2008-01-01","Anemia tomentosa var. anthriscifolia (Schrad.) Mickel",,"BR",,,"2008-01-05",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","1086666012",,,,"https://specieslink.net/guid/45/61113",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anemia",,,,,,"a51fa32f-831d-49d6-8b8a-c7b52ae65b3b",,,FALSE,FALSE,"Anemia tomentosa","Anemia anthriscifolia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UPCB0012129","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Anemia tomentosa var. anthriscifolia","(Schrad.) Mickel","name_w_authors","Anemiaceae","Anemia tomentosa var. anthriscifolia","(Schrad.) Mickel","variety","replaced synonym","bfo-90659","Anemia tomentosa var. anthriscifolia","(Schrad.) Mickel","Anemia tomentosa var. anthriscifolia (Schrad.) Mickel","Anemia","Anemiaceae","unknown","Anemia tomentosa"
"gbif","UPCB","61119","Anemia villosa Humb. & Bonpl. ex Willd.","Plantae","Anemiaceae","Anemia","2008","1","7","Brasil","São Paulo",,"Estrada do Parque Nacional da Serra da Bocaina para Campos Novos.","UFPR","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/45","villosa","Labiak, P.H.",,,"2025-01-01 12:02:17","Humb. & Bonpl. ex Willd.","Labiak, P.H.",,"4328",,,,,"1400",,,,"Polypodiopsida","Schizaeales",,,,,,,,"GBIF","Silveiras","2008-01-01","Anemia villosa Humb. & Bonpl. ex Willd.",,"BR",,,"2008-01-07",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","silveiras","estrada do parque nacional da serra da bocaina para campos novos",,"locality","brazil_sao paulo_silveiras","brazil_sao paulo_silveiras",-22.73445083,-44.8407973,"county","1086666019",,,,"https://specieslink.net/guid/45/61119",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anemia",,,,,,"a51fa32f-831d-49d6-8b8a-c7b52ae65b3b",,,FALSE,FALSE,"Anemia villosa","Anemia villosa","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UPCB0001106","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_silveiras","Brazil","São Paulo","Silveiras",,"check_local.2municip.","Anemia villosa","Humb. & Bonpl. ex Willd.","name_w_authors","Anemiaceae","Anemia villosa","Humb. & Bonpl. ex Willd.","species","name accepted","bfo-90668",,,"Anemia villosa Humb. & Bonpl. ex Willd.","Anemia","Anemiaceae","unknown","Anemia villosa"
"gbif","SP","454443","Anthaenantia lanata (Kunth) Benth.","Plantae","Poaceae","Anthaenantia","1999","11","17","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Lado esquerdo da guarita do IBAMA","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/1","lanata","Freitas, L",,,"2021-12-09 11:15:28","(Kunth) Benth.","Rodrigues, RS",,"759",,,,,,,,,"Liliopsida","Poales",,,,,,,,"GBIF","São José do Barreiro","2013-10-03","Anthaenantia lanata (Kunth) Benth.",,"BR",,,"1999-11-17",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","2452936788",,,,"https://specieslink.net/guid/1/454443",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anthaenantia",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Anthaenantia lanata","Anthaenantia lanata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SP040469","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Anthaenantia lanata","(Kunth) Benth.","name_w_authors","Poaceae","Anthaenantia lanata","(Kunth) Benth.","species","name accepted","bfo-12975",,,"Anthaenantia lanata (Kunth) Benth.","Anthaenantia","Poaceae","unknown","Anthaenantia lanata"
"gbif","HRCB","62349","Anthurium minarum Sakur. & Mayo","Plantae","Araceae","Anthurium","2014","2","15","Brasil","São Paulo",,"Trilha ao longo da estrada principal Parque Nacional da Serra da Bocaina","UNESP-RC","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/15","minarum","Marcusso, G.M.","-44.618789","-22.755","2024-12-18 09:13:38","Sakuragui & Mayo","Marcusso, G.M.",,"412",,,,,"1400","1400",,,"Liliopsida","Alismatales",,,,,,,,"GBIF","São José do Barreiro","2014-07-01","Anthurium minarum Sakur. & Mayo",,"BR",,,"2014-02-15",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","trilha ao longo da estrada principal parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","1090699622",,,,"https://specieslink.net/guid/15/62349",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anthurium",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Anthurium minarum","Anthurium minarum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Anthurium minarum","Sakur. & Mayo","name_w_authors","Araceae","Anthurium minarum","Sakur. & Mayo","species","name accepted","bfo-4958",,,"Anthurium minarum Sakur. & Mayo","Anthurium","Araceae","unknown","Anthurium minarum"
