"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","coordinatePrecision","institutionCode","basisOfRecord","identifiedBy","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","yearIdentified","monthIdentified","dayIdentified","barcode","infraspecificEpithet","verbatimLatitude","verbatimLongitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentocean","phylum","preparationtype","relationshiptype","relatedcatalogitem","class","order","individualcount","fieldNumber","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SPSF","53261","Ipomoea aprica","Plantae","Convolvulaceae","Ipomoea","2018","12","14","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","IF","PreservedSpecimen","J.B. Baitello","13","aprica","J.B. Baitello","-46.720001","-23.32","2024-08-06T09:17:03","House","2739","2018","12","14","SPSF00053261",,,,,,"<nO>COLETA: Subarbusto com cerca de 70 cm de altura; flores magenta.; GEOGRAFIA: Campo-cerrado, após presídio, solo pedregoso.;</nO>","América do Sul","Magnoliophyta",,,,"Magnoliopsida","Solanales",,,,"SPLINK","Franco da Rocha","2018-12-14",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","2739","2018","Baitello, J.B.","2018",,"Baitello",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Ipomoea aprica","House","possibly_ok","Convolvulaceae","Ipomoea aprica","House","species","name accepted","bfo-7023",,,"Ipomoea aprica House","Ipomoea","Convolvulaceae","low","Ipomoea aprica"
"speciesLink","SPSF","30808","Ipomoea argentea","Plantae","Convolvulaceae","Ipomoea","2003","01","03","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","IF","PreservedSpecimen","J.B.Baitello","13","argentea","J.B.Baitello","-46.720001","-23.32","2024-08-06T09:17:03","Meisn.","1392","2003","10","10","SPSF00030808",,,,,,"<nO>COLETA: XLS: SPSFAntigo&nf;campo cerrado após queimada&nf;Herbácea ereta até 50cm altura; flores lilases ou rosadas.;</nO>","América do Sul","Magnoliophyta",,,,"Magnoliopsida","Solanales",,,,"SPLINK","Franco da Rocha","2003-10-10",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","1392","2003","Baitello, J.B.","2003",,"Baitello",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Ipomoea argentea","Meisn.","possibly_ok","Convolvulaceae","Ipomoea argentea","Meisn.","species","name accepted","bfo-7024",,,"Ipomoea argentea Meisn.","Ipomoea","Convolvulaceae","low","Ipomoea argentea"
"speciesLink","SPF","166590","Ipomoea delphinioides","Plantae","Convolvulaceae","Ipomoea","2002","10","19","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery","12135","USP","PreservedSpecimen","Simão-Bianchini, R","7","delphinioides","Salles, ACR","-46.720001","-23.32","2023-12-20T15:57:50","Choisy","s.n.","2005","03",,"SPF00166590",,"0","0",,,,,,,,,,,,,,"SPLINK","Franco da Rocha","2005-03-NA",,,,,,,,,,,,,,,,,,"SPF",,"Salles, A.C.R.","s.n.","2002","Simao-Bianchini, R.","2005",,"Salles",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Ipomoea delphinioides","Choisy","possibly_ok","Convolvulaceae","Ipomoea delphinioides","Choisy","species","name accepted","bfo-7035",,,"Ipomoea delphinioides Choisy","Ipomoea","Convolvulaceae","high","Ipomoea delphinioides"
"speciesLink","SPSF","31277","Ipomoea procumbens","Plantae","Convolvulaceae","Ipomoea","2003","03","17","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","IF","PreservedSpecimen","J.B.Baitello","13","procumbens","J.B.Baitello & F.S.Peres","-46.720001","-23.32","2024-08-06T09:17:03","Mart. ex Choisy","1479","2003","05","19","SPSF00031277",,,,,,"<nO>COLETA: XLS: SPSFAntigo&nf;Campo cerrado e Campo limpo.&nf;Herbárcea rasteira, flores lilases.;</nO>","América do Sul","Magnoliophyta",,,,"Magnoliopsida","Solanales",,,,"SPLINK","Franco da Rocha","2003-05-19",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","1479","2003","Baitello, J.B.","2003","Peres, F.S.","Baitello",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Ipomoea procumbens","Mart. ex Choisy","possibly_ok","Convolvulaceae","Ipomoea procumbens","Mart. ex Choisy","species","name accepted","bfo-7053",,,"Ipomoea procumbens Mart. ex Choisy","Ipomoea","Convolvulaceae","low","Ipomoea procumbens"
"speciesLink","SPF","165802","Jacaranda caroba","Plantae","Bignoniaceae","Jacaranda","2003","10","11","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery","12135","USP","PreservedSpecimen","Lohmann, LG","7","caroba","Borges, LM","-46.720001","-23.32","2023-12-20T15:56:31","(Vell.) DC.","4","2008",,,"SPF00165802",,"0","0",,,,,,,,,,,,,,"SPLINK","Franco da Rocha","2008-NA-NA",,,,,,,,,,,,,,,,,,"SPF",,"Borges, L.M.","4","2003","Lohmann, L.G.","2008",,"Borges",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Jacaranda caroba","(Vell.) DC.","possibly_ok","Bignoniaceae","Jacaranda caroba","(Vell.) DC.","species","name accepted","bfo-114113",,,"Jacaranda caroba (Vell.) DC.","Jacaranda","Bignoniaceae","high","Jacaranda caroba"
"speciesLink","SPF","165803","Jacaranda decurrens","Plantae","Bignoniaceae","Jacaranda","2003","10","11","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery","12135","USP","PreservedSpecimen","Zuntini, AR","7","decurrens","Funada, MR","-46.720001","-23.32","2023-12-20T15:56:32","Cham.","19","2008","02",,"SPF00165803",,"0","0",,,,,,,,,,,,,,"SPLINK","Franco da Rocha","2008-02-NA",,,,,,,,,,,,,,,,,,"SPF",,"Funada, M.R.","19","2003","Zuntini, A.R.","2008",,"Funada",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Jacaranda decurrens","Cham.","possibly_ok","Bignoniaceae","Jacaranda decurrens","Cham.","species","name accepted","bfo-114126",,,"Jacaranda decurrens Cham.","Jacaranda","Bignoniaceae","high","Jacaranda decurrens"
"speciesLink","MBM","428297","Jacaranda oxyphylla","Plantae","Bignoniaceae","Jacaranda","2018","8","22","Brazil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Morro Ovo da Pata",,"MBM","PreservedSpecimen","Lozano, E.D.","40","oxyphylla","Lozano, E.D.; Fernandes, U.G.; Souza-Buturi, F.O.; Ribeiro, W.","-46.705","-23.3633333","2025-06-01T00:01:00","Cham.","4252","2018",,,"MBM428297",,"23º21'48''S","46º42'18''W",,,"<nO>Arbusto, 1,5 m, flores roxas, campo sujo, em campo sujo no topo do morro. Habitat: Campo Cerrado.</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha","2018-NA-NA",,,,,,,,,,,,,,,,,,"MBM",,"Lozano, E.D.","4252","2018","Lozano, E.D.","2018","Fernandes, U.G.; Souza-Buturi, F.O.; Ribeiro, W.","Lozano",,"brazil","sao paulo","franco da rocha","parque estadual do juquery, morro ovo da pata",,"locality","brazil_sao paulo_franco rocha","brazil_sao paulo_franco rocha",-23.31425638,-46.73543782,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Jacaranda oxyphylla","Cham.","possibly_ok","Bignoniaceae","Jacaranda oxyphylla","Cham.","species","name accepted","bfo-114167",,,"Jacaranda oxyphylla Cham.","Jacaranda","Bignoniaceae","low","Jacaranda oxyphylla"
"speciesLink","SPF","166599","Kielmeyera coriacea","Plantae","Calophyllaceae","Kielmeyera","2002","10","19","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery","12135","USP","PreservedSpecimen","Anônimo","7","coriacea","Bastos, CMV","-46.720001","-23.32","2023-12-20T15:57:09","Mart. & Zucc.","s.n.",,,,"SPF00166599",,"0","0",,,,,,,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"SPF",,"Bastos, C.M.V.","s.n.","2002","Anonimo","n.d.",,"Bastos",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Kielmeyera coriacea","Mart. & Zucc.","possibly_ok","Calophyllaceae","Kielmeyera coriacea","Mart. & Zucc.","species","name accepted","bfo-6860",,,"Kielmeyera coriacea Mart. & Zucc.","Kielmeyera","Calophyllaceae","unknown","Kielmeyera coriacea"
"speciesLink","SPF","166601","Kielmeyera grandiflora","Plantae","Calophyllaceae","Kielmeyera","2002","10","19","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery","12135","USP","PreservedSpecimen","Trad, RJ","7","grandiflora","Salles, ACR","-46.720001","-23.32","2023-12-20T15:57:10","(Wawra) Saddi","s.n.","2013","04",,"SPF00166601",,"0","0",,,,,,,,,,,,,,"SPLINK","Franco da Rocha","2013-04-NA",,,,,,,,,,,,,,,,,,"SPF",,"Salles, A.C.R.","s.n.","2002","Trad, R.J.","2013",,"Salles",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Kielmeyera grandiflora","(Wawra) Saddi","possibly_ok","Calophyllaceae","Kielmeyera grandiflora","(Wawra) Saddi","species","name accepted","bfo-6866",,,"Kielmeyera grandiflora (Wawra) Saddi","Kielmeyera","Calophyllaceae","high","Kielmeyera grandiflora"
"speciesLink","HUFABC","001912","Kielmeyera pumila","Plantae","Calophyllaceae","Kielmeyera","2017","12","06","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Próximo à torre de observação do setor B",,"UFABC","PreservedSpecimen","Trad, RJ","634","pumila","Keller, VC; Wolfsdorff, G","-46.701828","-23.345083","2024-07-05T09:52:03","Pohl","121","2018","05","06","HUFABC001912",,"-23.345083","-46.701828",,,"<nO>Arbusto, flores róseas</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha","2018-05-06",,,,,,,,,,,,,,,,,,"HUFABC",,"Keller, V.C.","121","2017","Trad, R.J.","2018","Wolfsdorff, G.","Keller",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Kielmeyera pumila","Pohl","possibly_ok","Calophyllaceae","Kielmeyera pumila","Pohl","species","name accepted","bfo-6874",,,"Kielmeyera pumila Pohl","Kielmeyera","Calophyllaceae","high","Kielmeyera pumila"
"speciesLink","SPSF","53260","Kielmeyera variabilis","Plantae","Calophyllaceae","Kielmeyera","2018","12","14","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","IF","PreservedSpecimen","J.B. Baitello","13","variabilis","J.B. Baitello","-46.720001","-23.32","2024-08-06T09:15:02","Mart. & Zucc.","2738","2018","12","14","SPSF00053260",,,,,,"<nO>COLETA: Subarbusto com cerca de 50 cm de altura; flores branca.; GEOGRAFIA: Campo-cerrado, após presídio.;</nO>","América do Sul","Magnoliophyta",,,,"Magnoliopsida","Malpighiales",,,,"SPLINK","Franco da Rocha","2018-12-14",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","2738","2018","Baitello, J.B.","2018",,"Baitello",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Kielmeyera variabilis","Mart. & Zucc.","possibly_ok","Calophyllaceae","Kielmeyera variabilis","Mart. & Zucc.","species","name accepted","bfo-28328",,,"Kielmeyera variabilis Mart. & Zucc.","Kielmeyera","Calophyllaceae","low","Kielmeyera variabilis"
"speciesLink","HUFABC","002181","Koanophyllon myrtilloides","Plantae","Asteraceae","Koanophyllon","2018","04","20","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Estrada que passa pela torre de observação do setor B. Beira de estrada, lado esquerdo 200m após bifurcação.",,"UFABC","PreservedSpecimen",,"634","myrtilloides","Keller, VC","-46.706011","-23.342928","2024-07-05T09:51:59","(DC.) R.M.King & H.Rob.","289",,,,"HUFABC002181",,"-23.342928","-46.706011",,,"<nO>Sub-arbusto, flores brancas</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"HUFABC",,"Keller, V.C.","289","2018","s.n.","n.d.",,"Keller",,"brazil","sao paulo","franco da rocha","parque estadual do juquery, estrada que passa pela torre de observacao do setor b, beira de estrada",,"locality","brazil_sao paulo_franco rocha","brazil_sao paulo_franco rocha",-23.31425638,-46.73543782,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Koanophyllon myrtilloides","(DC.) R.M.King & H.Rob.","possibly_ok","Asteraceae","Koanophyllon myrtilloides","(DC.) R.M.King & H.Rob.","species","name accepted","bfo-111653",,,"Koanophyllon myrtilloides (DC.) R.M.King & H.Rob.","Koanophyllon","Asteraceae","unknown","Koanophyllon myrtilloides"
"speciesLink","HUFABC","001933","Krapovickasia macrodon","Plantae","Malvaceae","Krapovickasia","2017","12","13","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Campo nativo no lado esquerdo da estrada 500m após bifurcação da estrada passando pela torre de observação do setor B. Parc",,"UFABC","PreservedSpecimen",,"634","macrodon","Keller, VC","-46.709061","-23.342347","2024-07-05T09:52:16","(DC.) Fryxell","127",,,,"HUFABC001933",,"-23.342347","-46.709061",,,"<nO>Erva</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"HUFABC",,"Keller, V.C.","127","2017","s.n.","n.d.",,"Keller",,"brazil","sao paulo","franco da rocha","parque estadual do juquery, campo nativo no lado esquerdo da estrada 500m apos bifurcacao da estrada passando pela torre de observacao do setor b",,"locality","brazil_sao paulo_franco rocha","brazil_sao paulo_franco rocha",-23.31425638,-46.73543782,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Krapovickasia macrodon","(A.DC.) Fryxell","possibly_ok","Malvaceae","Krapovickasia macrodon","(A.DC.) Fryxell","species","author misspelled","bfo-9089",,,"Krapovickasia macrodon (A.DC.) Fryxell","Krapovickasia","Malvaceae","unknown","Krapovickasia macrodon"
"speciesLink","HUFABC","002157","Lantana trifolia","Plantae","Verbenaceae","Lantana","2018","02","15","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Próximo à torre de observação do setor B",,"UFABC","PreservedSpecimen",,"634","trifolia","Keller, VC","-46.701828","-23.345083","2024-07-05T09:52:30","L.","178",,,,"HUFABC002157",,"-23.345083","-46.701828",,,"<nO>Arbusto, flores roxas/lilas</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"HUFABC",,"Keller, V.C.","178","2018","s.n.","n.d.",,"Keller",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Lantana trifolia","L.","possibly_ok","Verbenaceae","Lantana trifolia","L.","species","name accepted","bfo-15168",,,"Lantana trifolia L.","Lantana","Verbenaceae","unknown","Lantana trifolia"
"speciesLink","UEC","209802","Leandra aurea","Plantae","Melastomataceae","Leandra","2021","06","08","Brazil","São Paulo","Franco da Rocha","Parque Estadual do Juquery",,"UNICAMP","S","Durigan, G","2","aurea","Campos, BH; Durigan, G","-47.127778","-23.574167","2025-04-07T10:58:52","(Cham.) Cogn.","370","2021","10",,"UEC180212",,"-23.574167","-47.127778","840","840","<nO>Arvoreta, 1 m de altura, inflorescência rósea; Coletada em área de campo sujo.</nO>",,"Magnoliopsida",,,,,,,,,"SPLINK","Franco da Rocha","2021-10-NA",,,,,,,,,,,,,,,,,,"UEC",,"Campos, B.H.","370","2021","Durigan, G.","2021","Durigan, G.","Campos",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Leandra aurea","(Cham.) Cogn.","possibly_ok","Melastomataceae","Leandra aurea","(Cham.) Cogn.","species","name accepted","bfo-9506",,,"Leandra aurea (Cham.) Cogn.","Leandra","Melastomataceae","medium","Leandra aurea"
"speciesLink","MACK","3108","Leandra erostrata","Plantae","Melastomataceae","Leandra","2016","10","09","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","UPM","PreservedSpecimen","L. O. Andrade","427","erostrata","L. O. Andrade","-46.7200012207031","-23.3199996948242","2020-01-20T14:40:35","(DC.) Cogn.","75","2016",,,,,,,,,,,,,,,,,,,,"SPLINK","Franco da Rocha","2016-NA-NA",,,,,,,,,,,,,,,,,,"MACK",,"Andrade, L.O.","75","2016","Andrade, L.O.","2016",,"Andrade",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Leandra erostrata","(DC.) Cogn.","possibly_ok","Melastomataceae","Leandra erostrata","(DC.) Cogn.","species","name accepted","bfo-9535",,,"Leandra erostrata (DC.) Cogn.","Leandra","Melastomataceae","low","Leandra erostrata"
"speciesLink","MACK","2946","Leandra polychaeta","Plantae","Melastomataceae","Leandra","2015","10","03","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","UPM","PreservedSpecimen","Gonçalves","427","polychaeta","G. Amole","-46.7200012207031","-23.3199996948242","2020-01-20T14:40:35","Cogn.","26","2017",,,,,,,,,,,,,,,,,,,,"SPLINK","Franco da Rocha","2017-NA-NA",,,,,,,,,,,,,,,,,,"MACK",,"Amole, G.","26","2015","Goncalves","2017",,"Amole",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Leandra polychaeta","Cogn.","possibly_ok","Melastomataceae","Leandra polychaeta","Cogn.","species","name accepted","bfo-111381",,,"Leandra polychaeta Cogn.","Leandra","Melastomataceae","low","Leandra polychaeta"
"speciesLink","MACK","3111","Leandra polystachya","Plantae","Melastomataceae","Leandra","2016","10","09","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","UPM","PreservedSpecimen","L. O. Andrade","427","polystachya","L. O. Andrade","-46.7200012207031","-23.3199996948242","2020-01-20T14:40:35","(Naudin) Cogn.","79","2016",,,,,,,,,,,,,,,,,,,,"SPLINK","Franco da Rocha","2016-NA-NA",,,,,,,,,,,,,,,,,,"MACK",,"Andrade, L.O.","79","2016","Andrade, L.O.","2016",,"Andrade",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Leandra polystachya","(Naudin) Cogn.","possibly_ok","Melastomataceae","Leandra polystachya","(Naudin) Cogn.","species","name accepted","bfo-9596",,,"Leandra polystachya (Naudin) Cogn.","Leandra","Melastomataceae","low","Leandra polystachya"
"speciesLink","SPSF","51166","Lepidaploa barbata","Plantae","Asteraceae","Lepidaploa","2016","09","27","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","IF","PreservedSpecimen","B.Puglia","13","barbata","J.B.Baitello","-46.720001","-23.32","2024-08-06T09:13:13","Less.","2681","2018","08","15","SPSF00051166",,,,,,"<nO>COLETA: Subarbusto de 40cm, multiflorido.; GEOGRAFIA: Campo-cerrado pós fogo;</nO>","América do Sul","Magnoliophyta",,,,"Magnoliopsida","Asterales",,,,"SPLINK","Franco da Rocha","2018-08-15",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","2681","2016","Puglia, B.","2018",,"Baitello",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Lepidaploa barbata","(Less.) H.Rob.","possibly_ok","Asteraceae","Lepidaploa barbata","(Less.) H.Rob.","species","author misspelled","bfo-27133",,,"Lepidaploa barbata (Less.) H.Rob.","Lepidaploa","Asteraceae","low","Lepidaploa barbata"
