"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","coordinatePrecision","institutionCode","basisOfRecord","identifiedBy","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","yearIdentified","monthIdentified","dayIdentified","barcode","infraspecificEpithet","verbatimLatitude","verbatimLongitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentocean","phylum","preparationtype","relationshiptype","relatedcatalogitem","class","order","individualcount","fieldNumber","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","HUFABC","000556","Declieuxia fruticosa","Plantae","Rubiaceae","Declieuxia","2017","11","18","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Plantas encontradas próximas à escada que liga a região dos lagos à pista de pouso.",,"UFABC","PreservedSpecimen",,"634","fruticosa","Gonçalves, CC; Lupinetti, A; Oliveira, I","-46.694278","-23.337889","2024-07-05T09:52:27","(Willd. ex Roem. & Schult.) Kuntze","1",,,,"HUFABC000556",,"-23.337889","-46.694278",,,"<nO>Subarbusto, cerca de 15cm alt. Flor tetrâmera, com corola roxa.</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"HUFABC",,"Goncalves, C.C.","1","2017","s.n.","n.d.","Lupinetti, A.; Oliveira, I.","Goncalves",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Declieuxia fruticosa","(Willd. ex Roem. & Schult.) Kuntze","possibly_ok","Rubiaceae","Declieuxia fruticosa","(Willd. ex Roem. & Schult.) Kuntze","species","name accepted","bfo-13920",,,"Declieuxia fruticosa (Willd. ex Roem. & Schult.) Kuntze","Declieuxia","Rubiaceae","unknown","Declieuxia fruticosa"
"speciesLink","SPF","168394","Deianira nervosa","Plantae","Gentianaceae","Deianira","2005","04","13","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery",,"USP","PreservedSpecimen","Cordeiro, I","7","nervosa","Calió, MF","-46.70075","-23.352167","2024-01-30T15:21:00","Cham. & Schltdl.","89","2005",,,"SPF00168394",,"-23.352167","-46.70075","980","980",,,,,,,,,,,,"SPLINK","Franco da Rocha","2005-NA-NA",,,,,,,,,,,,,,,,,,"SPF",,"Calio, M.F.","89","2005","Cordeiro, I.","2005",,"Calio",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Deianira nervosa","Cham. & Schltdl.","possibly_ok","Gentianaceae","Deianira nervosa","Cham. & Schltdl.","species","name accepted","bfo-7765",,,"Deianira nervosa Cham. & Schltdl.","Deianira","Gentianaceae","high","Deianira nervosa"
"speciesLink","HUEFS","186993","Desmodium subsecundum","Plantae","Leguminosae Subfam. Papilionoideae","Desmodium","2002","02","27","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery.","12135","UEFS","PreservedSpecimen","L.P. de Queiroz","204","subsecundum","Baitello, J.B.","-46.720001","-23.32","2025-05-30T16:08:18","Vogel","1136","2014","12",,"HUEFS0186993",,,,,,,,"Angiospermae",,,,"Rosanae","Fabales",,,,"SPLINK","Franco da Rocha","2014-12-NA",,,,,,,,,,,,,,,,,,"HUEFS",,"Baitello, J.B.","1136","2002","Queiroz, L.P.","2014",,"Baitello",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Desmodium subsecundum","Vogel","possibly_ok","Fabaceae","Desmodium subsecundum","Vogel","species","name accepted","bfo-124051",,,"Desmodium subsecundum Vogel","Desmodium","Fabaceae","high","Desmodium subsecundum"
"speciesLink","MACK","3112","Desmoscelis villosa","Plantae","Melastomataceae","Desmoscelis","2016","10","09","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","UPM","PreservedSpecimen","L. O. Andrade","427","villosa","L. O. Andrade","-46.7200012207031","-23.3199996948242","2020-01-20T14:40:35","(Aubl.) Naudin","80","2016",,,,,,,,,,,,,,,,,,,,"SPLINK","Franco da Rocha","2016-NA-NA",,,,,,,,,,,,,,,,,,"MACK",,"Andrade, L.O.","80","2016","Andrade, L.O.","2016",,"Andrade",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Desmoscelis villosa","(Aubl.) Naudin","possibly_ok","Melastomataceae","Desmoscelis villosa","(Aubl.) Naudin","species","name accepted","bfo-9460",,,"Desmoscelis villosa (Aubl.) Naudin","Desmoscelis","Melastomataceae","low","Desmoscelis villosa"
"speciesLink","SPF","166619","Diacidia","Plantae","Malpighiaceae","Diacidia","2002","10","19","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery","12135","USP","PreservedSpecimen",,"7",,"Oliveira, AML","-46.720001","-23.32","2023-12-20T16:02:55",,"s.n.",,,,"SPF00166619",,"0","0",,,"<nO>Hábito arbóreo, caule lenhoso, altura 1.8 m, filotaxia oposta cruzada, folhas simples elípticas, inflorescência em racemo. Corola amarela. Brácteas e bractiolas foliáceas. Fruto do tipo pirênio trilocular.</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"SPF",,"Oliveira, A.M.L.","s.n.","2002","s.n.","n.d.",,"Oliveira",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Diacidia","Griseb.","indet","Malpighiaceae","Diacidia","Griseb.","genus","name accepted","bfo-84762",,,"Diacidia Griseb.","Diacidia","Malpighiaceae","unknown",
"speciesLink","SPF","166577","Schefflera macrocarpa","Plantae","Araliaceae","Schefflera","2002","10","19","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery","12135","USP","PreservedSpecimen","Fiaschi, P","7","macrocarpa","Altoe, AM","-46.720001","-23.32","2023-12-20T15:55:11","(Cham. & Schltdl.) Frodin","s.n.","2005","02",,"SPF00166577",,"0","0",,,"<nO>Planta arbustiva com inflorescência em umbela de pequenas flores amarelas e folhas compostas digitadas.</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha","2005-02-NA",,,,,,,,,,,,,,,,,,"SPF",,"Altoe, A.M.","s.n.","2002","Fiaschi, P.","2005",,"Altoe",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Didymopanax macrocarpus","(Cham. & Schltdl.) Seem.","possibly_ok","Araliaceae","Didymopanax macrocarpus","(Cham. & Schltdl.) Seem.","species","replaced synonym","bfo-43260","Didymopanax macrocarpus","(Cham. & Schltdl.) Seem.","Didymopanax macrocarpus (Cham. & Schltdl.) Seem.","Didymopanax","Araliaceae","high","Didymopanax macrocarpus"
"speciesLink","HUFABC","001892","Digitaria corynotricha","Plantae","Poaceae","Digitaria","2017","12","02","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Próximo à torre de observação do setor B",,"UFABC","PreservedSpecimen","Rodrigues, R","634","corynotricha","Keller, VC","-46.701828","-23.345083","2024-07-05T09:52:23","(Hack.) Henrard","117","2018","06","28","HUFABC001892",,"-23.345083","-46.701828",,,"<nO>Erva</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha","2018-06-28",,,,,,,,,,,,,,,,,,"HUFABC",,"Keller, V.C.","117","2017","Rodrigues, R.","2018",,"Keller",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Digitaria corynotricha","(Hack.) Henrard","possibly_ok","Poaceae","Digitaria corynotricha","(Hack.) Henrard","species","name accepted","bfo-13178",,,"Digitaria corynotricha (Hack.) Henrard","Digitaria","Poaceae","low","Digitaria corynotricha"
"speciesLink","HUFABC","001896","Distimake hirsutus","Plantae","Convolvulaceae","Distimake","2017","02","02","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Próximo à torre de observação do setor B",,"UFABC","PreservedSpecimen",,"634","hirsutus","Keller, VC","-46.701828","-23.345083","2024-07-05T09:52:03","(O'Donell) Petrongari & Sim.-Bianch.","20",,,,"HUFABC001896",,"-23.345083","-46.701828",,,"<nO>Erva volúvel, flores brancas</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"HUFABC",,"Keller, V.C.","20","2017","s.n.","n.d.",,"Keller",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Distimake hirsutus","(O'Donell) Petrongari & Sim.-Bianch.","possibly_ok","Convolvulaceae","Distimake hirsutus","(O'Donell) Petrongari & Sim.-Bianch.","species","name accepted","bfo-604877",,,"Distimake hirsutus (O'Donell) Petrongari & Sim.-Bianch.","Distimake","Convolvulaceae","unknown","Distimake hirsutus"
"speciesLink","SPF","204627","Distimake tomentosus","Plantae","Convolvulaceae","Distimake","2011","05","27","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery","12135","USP","PreservedSpecimen","Simões, AR","7","tomentosus","Pirani, JR","-46.720001","-23.32","2023-12-20T15:57:46","(Choisy) Petrongari & Sim.-Bianch.","6381","2018","07",,"SPF00204627",,"0","0",,,,,,,,,,,,,,"SPLINK","Franco da Rocha","2018-07-NA",,,,,,,,,,,,,,,,,,"SPF",,"Pirani, J.R.","6381","2011","Simoes, A.R.","2018",,"Pirani",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Distimake tomentosus","(Choisy) Petrongari & Sim.-Bianch.","possibly_ok","Convolvulaceae","Distimake tomentosus","(Choisy) Petrongari & Sim.-Bianch.","species","name accepted","bfo-604882",,,"Distimake tomentosus (Choisy) Petrongari & Sim.-Bianch.","Distimake","Convolvulaceae","high","Distimake tomentosus"
"speciesLink","MACK","2580","Dodonea viscosa","Plantae","Sapindaceae","Dodonea","2015","04","25","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery",,"UPM","PreservedSpecimen","R.J.F. Garcia","427","viscosa","M.C. Antonucci","-23.34197","-46.686391","2020-01-20T14:40:51","Jacq.","59","2015","09",,,,"-46,686391","-23,34197",,,,,,,,,,,,,,"SPLINK","Franco da Rocha","2015-09-NA",,,,,,,,,,,,,,,,,,"MACK",,"Antonucci, M.C.","59","2015","Garcia, R.J.F.","2015",,"Antonucci",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Dodonaea viscosa","Jacq.","possibly_ok","Sapindaceae","Dodonaea viscosa","Jacq.","species","name misspelled","bfo-20904",,,"Dodonaea viscosa Jacq.","Dodonaea","Sapindaceae","medium","Dodonaea viscosa"
"speciesLink","HUFABC","002183","Duguetia furfuracea","Plantae","Annonaceae","Duguetia","2018","02","21","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Estrada conenctando a cabeceira da pista de aviação e a estrada para o Ovo da Pata, próximo ao entroncamento",,"UFABC","PreservedSpecimen",,"634","furfuracea","Keller, VC; Meirelles, ST","-46.699214","-23.340092","2024-07-05T09:51:58","(A.St.-Hil.) Saff.","183",,,,"HUFABC002183",,"-23.340092","-46.699214",,,"<nO>Arbusto</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"HUFABC",,"Keller, V.C.","183","2018","s.n.","n.d.","Meirelles, S.T.","Keller",,"brazil","sao paulo","franco da rocha","parque estadual do juquery, estrada conenctando a cabeceira da pista de aviacao e a estrada para o ovo da pata",,"locality","brazil_sao paulo_franco rocha","brazil_sao paulo_franco rocha",-23.31425638,-46.73543782,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Duguetia furfuracea","(A.St.-Hil.) Saff.","possibly_ok","Annonaceae","Duguetia furfuracea","(A.St.-Hil.) Saff.","species","name accepted","bfo-110313",,,"Duguetia furfuracea (A.St.-Hil.) Saff.","Duguetia","Annonaceae","unknown","Duguetia furfuracea"
"speciesLink","HUFABC","002048","Dyckia tuberosa","Plantae","Bromeliaceae","Dyckia","2018","10","02","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Campo nativo no lado esquerdo da estrada próximo à bifurcação após a torre de observação do setor B",,"UFABC","PreservedSpecimen",,"634","tuberosa","Keller, VC; Meirelles, ST","-46.705178","-23.343414","2024-07-05T09:52:03","(Vell.) Beer","339",,,,"HUFABC002048",,"-23.343414","-46.705178",,,"<nO>Erva</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"HUFABC",,"Keller, V.C.","339","2018","s.n.","n.d.","Meirelles, S.T.","Keller",,"brazil","sao paulo","franco da rocha","parque estadual do juquery, campo nativo no lado esquerdo da estrada proximo a bifurcacao apos a torre de observacao do setor b",,"locality","brazil_sao paulo_franco rocha","brazil_sao paulo_franco rocha",-23.31425638,-46.73543782,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Dyckia tuberosa","(Vell.) Beer","possibly_ok","Bromeliaceae","Dyckia tuberosa","(Vell.) Beer","species","name accepted","bfo-6081",,,"Dyckia tuberosa (Vell.) Beer","Dyckia","Bromeliaceae","unknown","Dyckia tuberosa"
"speciesLink","ICN","122926","Echinolaena inflexa","Plantae","Poaceae","Echinolaena","2002","01","17","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","UFRGS","S",,"259","inflexa","Longhi-Wagner, HM","-46.720001","-23.32","2022-12-15T11:40:28","(Poir.) Chase","8017",,,,,,"0","0","800","800","<nO>No cerrado.</nO>","América do Sul","Monocotyledon",,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"ICN",,"Longhi-Wagner, H.M.","8017","2002","s.n.","n.d.",,"Longhi-Wagner",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Echinolaena inflexa","(Poir.) Chase","possibly_ok","Poaceae","Echinolaena inflexa","(Poir.) Chase","species","name accepted","bfo-13191",,,"Echinolaena inflexa (Poir.) Chase","Echinolaena","Poaceae","high","Echinolaena inflexa"
"speciesLink","SPSF","31433","Elionurus muticus","Plantae","Poaceae","Elionurus","2003","04","14","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","IF","PreservedSpecimen","R.T.Shirasuna","13","muticus","J.B.Baitello & F.S.Peres","-46.720001","-23.32","2024-08-06T09:12:50","(Spreng.) Kuntze","1517","2011","05","10","SPSF00031433",,,,,,"<nO>COLETA: XLS: SPSFAntigo&nf;Herbácea ereta, até 40cm altura, cespitosa.; GEOGRAFIA: ha 40 dias apos queimada&nf;;</nO>","América do Sul","Magnoliophyta",,,,"Liliopsida","Poales",,,,"SPLINK","Franco da Rocha","2011-05-10",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","1517","2003","Shirasuna, R.T.","2011","Peres, F.S.","Baitello",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Elionurus muticus","(Spreng.) Kuntze","possibly_ok","Poaceae","Elionurus muticus","(Spreng.) Kuntze","species","name accepted","bfo-32228",,,"Elionurus muticus (Spreng.) Kuntze","Elionurus","Poaceae","high","Elionurus muticus"
"speciesLink","MACK","3236","Endlicheria paniculata","Plantae","Lauraceae","Endlicheria","2015","03","28","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","UPM","PreservedSpecimen","L. M. Cabral","427","paniculata","R. G. Teixeira - Filho","-46.7200012207031","-23.3199996948242","2020-01-20T14:40:31","(Spreng.) J. F. Macbr.","8",,,,"HMACK00003236-R.G.Teixeira-Filho8-28/3/2015 ParqueEstadualdoJuquery FrancodaRocha SP Brasil",,,,,,,,,,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"MACK",,"Teixeira Filho, R.G.","8","2015","Cabral, L.M.","n.d.",,"Teixeira Filho",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Endlicheria paniculata","(Spreng.) J.F.Macbr.","possibly_ok","Lauraceae","Endlicheria paniculata","(Spreng.) J.F.Macbr.","species","author misspelled","bfo-8417",,,"Endlicheria paniculata (Spreng.) J.F.Macbr.","Endlicheria","Lauraceae","low","Endlicheria paniculata"
"speciesLink","HUFABC","002186","Epistephium sclerophyllum","Plantae","Orchidaceae","Epistephium","2018","02","21","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Estrada à direita após a torre de observação do setor B. Lado esquerdo, beira da estrada",,"UFABC","PreservedSpecimen","Nunes, C","634","sclerophyllum","Keller, VC; Meirelles, ST","-46.704939","-23.34285","2024-07-05T09:52:20","Lindl.","186","2018","05","06","HUFABC002186",,"-23.34285","-46.704939",,,"<nO>Erva, flores roxas</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha","2018-05-06",,,,,,,,,,,,,,,,,,"HUFABC",,"Keller, V.C.","186","2018","Nunes, C.","2018","Meirelles, S.T.","Keller",,"brazil","sao paulo","franco da rocha","parque estadual do juquery, estrada a direita apos a torre de observacao do setor b, beira da estrada",,"locality","brazil_sao paulo_franco rocha","brazil_sao paulo_franco rocha",-23.31425638,-46.73543782,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Epistephium sclerophyllum","Lindl.","possibly_ok","Orchidaceae","Epistephium sclerophyllum","Lindl.","species","name accepted","bfo-25910",,,"Epistephium sclerophyllum Lindl.","Epistephium","Orchidaceae","low","Epistephium sclerophyllum"
"speciesLink","ICN","122922","Eragrostis bahiensis","Plantae","Poaceae","Eragrostis","2002","01","17","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","UFRGS","S",,"259","bahiensis","Longhi-Wagner, HM","-46.720001","-23.32","2022-12-15T11:40:32","Roem. & Schult.","8021",,,,,,"0","0","800","800","<nO>Em local alterado e úmido.</nO>","América do Sul","Monocotyledon",,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"ICN",,"Longhi-Wagner, H.M.","8021","2002","s.n.","n.d.",,"Longhi-Wagner",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Eragrostis bahiensis","Schrad. ex Schult.","possibly_ok","Poaceae","Eragrostis bahiensis","Schrad. ex Schult.","species","name accepted","bfo-13202",,,"Eragrostis bahiensis Schrad. ex Schult.","Eragrostis","Poaceae","high","Eragrostis bahiensis"
"speciesLink","HUFABC","002012","Eragrostis pilosa","Plantae","Poaceae","Eragrostis","2017","09","26","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Nos entornos da Árvore solitár",,"UFABC","PreservedSpecimen","Rodrigues, R","634","pilosa","Keller, VC","-46.704767","-23.348328","2024-07-05T09:52:23","(L.) P.Beauv.","92","2018","06","28","HUFABC002012",,"-23.348328","-46.704767",,,"<nO>Erva</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha","2018-06-28",,,,,,,,,,,,,,,,,,"HUFABC",,"Keller, V.C.","92","2017","Rodrigues, R.","2018",,"Keller",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Eragrostis pilosa","(L.) P.Beauv.","possibly_ok","Poaceae","Eragrostis pilosa","(L.) P.Beauv.","species","name accepted","bfo-13212",,,"Eragrostis pilosa (L.) P.Beauv.","Eragrostis","Poaceae","low","Eragrostis pilosa"
"speciesLink","ICN","122928","Eragrostis polytricha","Plantae","Poaceae","Eragrostis","2002","01","17","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","UFRGS","S",,"259","polytricha","Longhi-Wagner, HM","-46.720001","-23.32","2022-12-15T11:40:38","Nees","8015",,,,,,"0","0","800","800","<nO>No cerrado.</nO>","América do Sul","Monocotyledon",,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"ICN",,"Longhi-Wagner, H.M.","8015","2002","s.n.","n.d.",,"Longhi-Wagner",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Eragrostis polytricha","Nees","possibly_ok","Poaceae","Eragrostis polytricha","Nees","species","name accepted","bfo-13214",,,"Eragrostis polytricha Nees","Eragrostis","Poaceae","high","Eragrostis polytricha"
