"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","identifiedBy","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","barcode","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","infraspecificEpithet","coordinatePrecision","continentocean","class","order","preparationtype","individualcount","minimumDepthInMeters","maximumDepthInMeters","typeStatus","fieldNumber","sex","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SHPR","3378","Coutarea hexandra","Plantae","Rubiaceae","Coutarea","2022","07","07","Brasil","São Paulo","Iperó","Floresta Nacional de Ipanema.","UTFPR-SL","Anthophyta","PreservedSpecimen","L. Biral","667","hexandra","Biral, L. | G.A. de Góes","-47.623056","-23.431944","2023-05-12T15:47:38","(Jacq.) K. Schum.","SHPR003378","2023","03",,"23°25'55"" S","47°37'23"" W","3743",,,"<nO>Árvore, 4 m de altura, frutos imaturos verdes, maduros marrons.Habitat: Floresta estacional semidecidual, em diversos estágios de conservação.</nO>",,,"América do Sul",,,"exsicata",,,,,,,"SPLINK","Iperó","2023-03-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3743","2022","Biral, L.","2023","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Coutarea hexandra","(Jacq.) K.Schum.","possibly_ok","Rubiaceae","Coutarea hexandra","(Jacq.) K.Schum.","species","author misspelled","bfo-13915",,,"Coutarea hexandra (Jacq.) K.Schum.","Coutarea","Rubiaceae","low","Coutarea hexandra"
"user","RB","RB01503652","Camptosema spectabile (Tul.) Burkart","Plantae","Leguminosae","Camptosema","2022","7","6","Brasil","São Paulo",,"Floresta Nacional de Ipanema, trilha do rio Ipanema","JBRJ",,"Preserved Specimen","M.J. Falcão",,"spectabile","L. Biral; G.A. Góes","-47.5902777","-23.4386111",,"(Tul.) Burkart",,,,,"23º26´19´´","47º35´25´´W","3703",,,,,,,,,,,,,,,,,"Iperó","2024-2-2",,,"BR",,,"2022-07-06",,,,,,,"sp.","Physical Object",,,,"RB",,"Biral, L.","3703","2022","Falcao, M.J.","2024","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,"urn:catalog:JBRJ:RB:1503652",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/50/36/52/01503652.jpg",,,,,,,,,,,,,,,,,"2024-02-28 14:52:00+00","Angiospermas","brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Cratylia spectabilis","Tul.","name_w_authors","Fabaceae","Cratylia spectabilis","Tul.","species","replaced synonym","bfo-18450","Cratylia spectabilis","Tul.","Cratylia spectabilis Tul.","Cratylia","Fabaceae","low","Cratylia spectabilis"
"gbif","SORO","11022","Crotalaria lanceolata E.Mey.","Plantae","Fabaceae","Crotalaria","2024","3","13","Brasil","São Paulo",,"Floresta Nacional de Ipanema, Mitante - Olho de águia","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","lanceolata","Guilherme, A.;Medeiros, A.",,,"2024-11-12 10:30:09","E.Mey.",,,,,,,"135",,,,,,,"Magnoliopsida","Fabales",,,,,,,,"GBIF","Iperó",,"Crotalaria lanceolata E.Mey.",,"BR",,,"2024-03-13",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","4953387341",,,,"https://specieslink.net/guid/391/11022",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crotalaria",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Crotalaria lanceolata","Crotalaria lanceolata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Crotalaria lanceolata","E.Mey.","name_w_authors","Fabaceae","Crotalaria lanceolata","E.Mey.","species","name accepted","bfo-82986",,,"Crotalaria lanceolata E.Mey.","Crotalaria","Fabaceae","unknown","Crotalaria lanceolata"
"gbif","ESA","152018","Croton floribundus Spreng.","Plantae","Euphorbiaceae","Croton",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema (FLONA)","ESALQ","Tracheophyta","PRESERVED_SPECIMEN","V.C.Souza jun/2022","https://specieslink.net/col/8","floribundus","Oliveira, J. R.",,,"2024-07-23 11:25:44",,,,,,,,"49",,,,,,,"Magnoliopsida","Malpighiales",,,,,,,,"GBIF","Campinas",,"Croton floribundus Spreng.",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campinas","floresta nacional de ipanema flona",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","4955392727",,,,"https://specieslink.net/guid/8/152018",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Croton",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Croton floribundus","Croton floribundus","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/ESA152018","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"check_local.2municip.","Croton floribundus","Spreng.","name_w_authors","Euphorbiaceae","Croton floribundus","Spreng.","species","name accepted","bfo-17512",,,"Croton floribundus Spreng.","Croton","Euphorbiaceae","unknown","Croton floribundus"
"gbif","SP","447087","Croton gracilipes Baill.","Plantae","Euphorbiaceae","Croton","2012","12","19","Brasil","São Paulo",,"Floresta Nacional de Ipanema, Pedra do Camelo. Crescendo na borda da mata","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN","Caruzo, MBR","https://specieslink.net/col/1","gracilipes","Silva, OLM; Pastore, M; Lima, MEL","-47.39251","-23.24785","2021-12-09 11:05:10","Baill.",,,,,,,"54","650","650",,,,,"Magnoliopsida","Malpighiales",,,,,,,,"GBIF","Iperó","2012-12-21","Croton gracilipes Baill.",,"BR",,,"2012-12-19",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","2452935185",,,,"https://specieslink.net/guid/1/447087",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Croton",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,TRUE,FALSE,"Croton gracilipes","Croton gracilipes","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SP0447087","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Croton gracilipes","Baill.","name_w_authors","Euphorbiaceae","Croton gracilipes","Baill.","species","name accepted","bfo-29205",,,"Croton gracilipes Baill.","Croton","Euphorbiaceae","unknown","Croton gracilipes"
"gbif","ESA","152026","Croton urucurana Baill.","Plantae","Euphorbiaceae","Croton",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema (FLONA)","ESALQ","Tracheophyta","PRESERVED_SPECIMEN","V.C.Souza jun/2022","https://specieslink.net/col/8","urucurana","Oliveira, J. R.",,,"2024-07-23 11:25:45",,,,,,,,"87",,,,,,,"Magnoliopsida","Malpighiales",,,,,,,,"GBIF","Campinas",,"Croton urucurana Baill.",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campinas","floresta nacional de ipanema flona",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","4955289714",,,,"https://specieslink.net/guid/8/152026",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Croton",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Croton urucurana","Croton urucurana","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/ESA152026","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"check_local.2municip.","Croton urucurana","Baill.","name_w_authors","Euphorbiaceae","Croton urucurana","Baill.","species","name accepted","bfo-17546",,,"Croton urucurana Baill.","Croton","Euphorbiaceae","unknown","Croton urucurana"
"speciesLink","SPSF","48542","Cryptocarya moschata","Plantae","Lauraceae","Cryptocarya","2001","09","29","Brasil","SP","Iperó","Floresta Nacional de Ipanema","IF","Magnoliophyta","PreservedSpecimen","P.L.R.de Moraes","13","moschata","P.L.R.Moraes","-47.629167","-23.435278","2024-08-06T09:14:29","(Nees & Mart. ex Nees)","SPSF00048542","2001","09","29",,,"2501",,,"<nO>COLETA: Árvore de 18m de altura. DAP 34,69cm. Brotação de folhas novas e frutos remanescentes. Diásporos coletados sob a árvore, alguns em início de germinação.;</nO>",,,"América do Sul","Magnoliopsida","Laurales",,,,,,,,"SPLINK","Iperó","2001-09-29",,,,,,,,,,,,,,,,,,"SPSF",,"Moraes, P.L.R.","2501","2001","Moraes, P.L.R.","2001",,"Moraes",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cryptocarya moschata","Nees & Mart.","possibly_ok","Lauraceae","Cryptocarya moschata","Nees & Mart.","species","author misspelled","bfo-8408",,,"Cryptocarya moschata Nees & Mart.","Cryptocarya","Lauraceae","high","Cryptocarya moschata"
"gbif","ESA","152065","Cupania vernalis Cambess.","Plantae","Sapindaceae","Cupania",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema (FLONA)","ESALQ","Tracheophyta","PRESERVED_SPECIMEN","V.C.Souza out/2021","https://specieslink.net/col/8","vernalis","Oliveira, A. M",,,"2024-07-23 11:26:50",,,,,,,,"175",,,,,,,"Magnoliopsida","Sapindales",,,,,,,,"GBIF","Campinas",,"Cupania vernalis Cambess.",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campinas","floresta nacional de ipanema flona",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","4955392739",,,,"https://specieslink.net/guid/8/152065",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cupania",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Cupania vernalis","Cupania vernalis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/ESA152065","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"check_local.2municip.","Cupania vernalis","Cambess.","name_w_authors","Sapindaceae","Cupania vernalis","Cambess.","species","name accepted","bfo-32717",,,"Cupania vernalis Cambess.","Cupania","Sapindaceae","unknown","Cupania vernalis"
"gbif","SORO","9179","Cyclopogon C.Presl","Plantae","Orchidaceae","Cyclopogon","2022","9","12","Brasil","São Paulo",,"Floresta Nacional de Ipanema","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391",,"Martins, C.H.C.;Acorinthe, J.P.O",,,"2024-11-12 10:31:06",,,,,,,,"97",,,,,,,"Liliopsida","Asparagales",,,,,,,,"GBIF","Iperó",,"Cyclopogon C.Presl",,"BR",,,"2022-09-12",,,,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","4953386152",,,,"https://specieslink.net/guid/391/9179",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cyclopogon",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,,"Cyclopogon","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Cyclopogon","C.Presl","name_w_authors","Orchidaceae","Cyclopogon","C.Presl","genus","name accepted","bfo-11415",,,"Cyclopogon C.Presl","Cyclopogon","Orchidaceae","unknown",
"gbif","SHPR","3302","Cyperaceae","Plantae","Cyperaceae",,"2022","7","6","Brasil","São Paulo",,"Floresta Nacional de Ipanema.","UTFPR-SL","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/667",,"Biral, L.;G.A. de Góes","-47.590278","-23.438611","2022-08-29 23:10:22","Juss.",,,,,,,"3689",,,,,,,"Liliopsida","Poales",,,,,,,,"GBIF","Iperó",,"Cyperaceae",,"BR",,,"2022-07-06",,,,,,"ACCEPTED","FAMILY",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","4952088004",,,,"https://specieslink.net/guid/667/3302",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a776a61d-f01e-4a8e-8fb0-c69d08795118",,,TRUE,FALSE,,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Cyperaceae","Juss.","family_as_genus","Cyperaceae","Cyperaceae","Juss.","family","name accepted","bfo-100",,,"Cyperaceae Juss.",,"Cyperaceae","unknown",
"gbif","IAC","50643","Vernonia scorpioides (Lam.) Pers.","Plantae","Asteraceae","Cyrtocymura","2008","10","17","Brasil","São Paulo",,"Floresta Nacional de Ipanema, Área 1","IAC","Tracheophyta","PRESERVED_SPECIMEN","M.F. Casali","https://specieslink.net/col/64","scorpioides","M.F. Casali & E.A. Costa Jr.","-47.6886","-23.3503","2023-06-29 09:25:58","(Lam.) Pers.",,,,,,,"134",,,,,,,"Magnoliopsida","Asterales",,,,,,,,"GBIF","Iperó","2009-06-17","Cyrtocymura scorpioides (Lam.) H.Rob.",,"BR",,,"2008-10-17",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","1090577484",,,,"https://specieslink.net/guid/64/50643",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vernonia",,,,,,"1064b787-c882-493e-b17d-4ffba363b776",,,TRUE,FALSE,"Cyrtocymura scorpioides","Vernonia scorpioides","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Cyrtocymura scorpioides","(Lam.) H.Rob.","name_w_authors","Asteraceae","Cyrtocymura scorpioides","(Lam.) H.Rob.","species","replaced synonym","bfo-27011","Cyrtocymura scorpioides","(Lam.) H.Rob.","Cyrtocymura scorpioides (Lam.) H.Rob.","Cyrtocymura","Asteraceae","unknown","Cyrtocymura scorpioides"
"gbif","ESA","152071","Dahlstedtia muehlbergiana (Hassl.) M.J.Silva & A.M.G.Azevedo","Plantae","Fabaceae","Dahlstedtia",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema (FLONA)","ESALQ","Tracheophyta","PRESERVED_SPECIMEN","V.C.Souza nov/2021","https://specieslink.net/col/8","muehlbergiana","Hussni, N. F. Q.",,,"2024-07-23 11:25:51",,,,,,,,"1250",,,,,,,"Magnoliopsida","Fabales",,,,,,,,"GBIF","Campinas",,"Dahlstedtia muehlbergiana (Hassl.) M.J.Silva & A.M.G.Azevedo",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campinas","floresta nacional de ipanema flona",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","4955302990",,,,"https://specieslink.net/guid/8/152071",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dahlstedtia",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Dahlstedtia muehlbergiana","Dahlstedtia muehlbergiana","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/ESA152071","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"check_local.2municip.","Dahlstedtia muehlbergiana","(Hassl.) M.J.Silva & A.M.G.Azevedo","name_w_authors","Fabaceae","Dahlstedtia muehlbergiana","(Hassl.) M.J.Silva & A.M.G.Azevedo","species","name accepted","bfo-135562",,,"Dahlstedtia muehlbergiana (Hassl.) M.J.Silva & A.M.G.Azevedo","Dahlstedtia","Fabaceae","unknown","Dahlstedtia muehlbergiana"
"gbif","SORO","11026","Dalbergia brasiliensis Vogel","Plantae","Fabaceae","Dalbergia","2024","4","26","Brasil","São Paulo",,"Floresta Nacional de Ipanema, Área de escalada","UFSCar","Tracheophyta","PRESERVED_SPECIMEN","MARUYAMA, A.","https://specieslink.net/col/391","brasiliensis","Guilherme, A.;Medeiros, A.","-47.606507","-23.437375","2024-11-12 10:30:11","Vogel",,,,,,,"238",,,,,,,"Magnoliopsida","Fabales",,,,,,,,"GBIF","Iperó",,"Dalbergia brasiliensis Vogel",,"BR",,,"2024-04-26",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","4953387348",,,,"https://specieslink.net/guid/391/11026",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dalbergia",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,TRUE,TRUE,"Dalbergia brasiliensis","Dalbergia brasiliensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","VU",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Dalbergia brasiliensis","Vogel","name_w_authors","Fabaceae","Dalbergia brasiliensis","Vogel","species","name accepted","bfo-29592",,,"Dalbergia brasiliensis Vogel","Dalbergia","Fabaceae","unknown","Dalbergia brasiliensis"
"gbif","SORO","2130","Dalbergia frutescens (Vell.) Britton","Plantae","Fabaceae","Dalbergia","2008","10","31","Brasil","São Paulo",,"Floresta Nacional de Ipanema","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","frutescens","Casali, M.F.;Costa Jr, E.A.",,,"2024-11-12 10:30:11","(Vell.) Britton",,,,,,,"149",,,,,,,"Magnoliopsida","Fabales",,,,,,,,"GBIF","Iperó",,"Dalbergia frutescens (Vell.) Britton",,"BR",,,"2008-10-31",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","1087719665",,,,"https://specieslink.net/guid/391/2130",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dalbergia",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Dalbergia frutescens","Dalbergia frutescens","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Dalbergia frutescens","(Vell.) Britton","name_w_authors","Fabaceae","Dalbergia frutescens","(Vell.) Britton","species","name accepted","bfo-22909",,,"Dalbergia frutescens (Vell.) Britton","Dalbergia","Fabaceae","unknown","Dalbergia frutescens"
"gbif","SP","447089","Dalechampia stipulacea Müll.Arg.","Plantae","Euphorbiaceae","Dalechampia","2012","12","19","Brasil","São Paulo",,"Floresta Nacional de Ipanema, Pedra do Camelo. Crescendo na borda da mata e no solo sobre rochas.","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN","Silva, DF","https://specieslink.net/col/1","stipulacea","Silva, OLM; Pastore, M; Lima, MEL","-47.39565","-23.24787","2021-12-09 11:05:26","Müll.Arg.",,,,,,,"56","637","637",,,,,"Magnoliopsida","Malpighiales",,,,,,,,"GBIF","Iperó","2018-01-08","Dalechampia stipulacea Müll.Arg.",,"BR",,,"2012-12-19",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","2452934688",,,,"https://specieslink.net/guid/1/447089",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dalechampia",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,TRUE,FALSE,"Dalechampia stipulacea","Dalechampia stipulacea","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SP0447089","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Dalechampia stipulacea","Müll.Arg.","name_w_authors","Euphorbiaceae","Dalechampia stipulacea","Müll.Arg.","species","name accepted","bfo-29259",,,"Dalechampia stipulacea Müll.Arg.","Dalechampia","Euphorbiaceae","unknown","Dalechampia stipulacea"
"gbif","SORO","631","Dasyphyllum spinescens (Less.) Cabrera","Plantae","Asteraceae","Dasyphyllum","2008","9","27","Brasil","São Paulo",,"Floresta Nacional de Ipanema","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","spinescens","Casali, M. F.;Damasceno, V. F. F.",,,"2024-11-12 10:29:50","(Less.) Cabrera",,,,,,,"116",,,,,,,"Magnoliopsida","Asterales",,,,,,,,"GBIF","Iperó",,"Dasyphyllum spinescens (Less.) Cabrera",,"BR",,,"2008-09-27",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","1087718461",,,,"https://specieslink.net/guid/391/631",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dasyphyllum",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Dasyphyllum spinescens","Dasyphyllum spinescens","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Dasyphyllum spinescens","(Less.) Cabrera","name_w_authors","Asteraceae","Dasyphyllum spinescens","(Less.) Cabrera","species","name accepted","bfo-5303",,,"Dasyphyllum spinescens (Less.) Cabrera","Dasyphyllum","Asteraceae","unknown","Dasyphyllum spinescens"
"speciesLink","SHPR","3280","Davilla rugosa","Plantae","Dilleniaceae","Davilla","2022","07","05","Brasil","São Paulo","Iperó","Floresta Nacional de Ipanema.","UTFPR-SL","Anthophyta","PreservedSpecimen","L. Biral","667","rugosa","Biral, L. | G.A. de Góes","-47.616667","-23.45","2023-03-18T15:47:15","Poir.","SHPR003280","2023","03",,"23°27' S","47°37' W","3670",,,"<nO>Trepadeira, frutos amarelo-amarronzados.Habitat: Floresta estacional semidecidual.</nO>",,,"América do Sul",,,"exsicata",,,,,,,"SPLINK","Iperó","2023-03-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3670","2022","Biral, L.","2023","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Davilla rugosa","Poir.","possibly_ok","Dilleniaceae","Davilla rugosa","Poir.","species","name accepted","bfo-7353",,,"Davilla rugosa Poir.","Davilla","Dilleniaceae","low","Davilla rugosa"
