"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","identifiedBy","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","barcode","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","infraspecificEpithet","coordinatePrecision","continentocean","class","order","preparationtype","individualcount","minimumDepthInMeters","maximumDepthInMeters","typeStatus","fieldNumber","sex","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","SORO","11021","Macroptilium atropurpureum (DC.) Urb.","Plantae","Fabaceae","Macroptilium","2024","3","13","Brasil","São Paulo",,"Floresta Nacional de Ipanema, Mitante - Olho de águia","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","atropurpureum","Guilherme, A.;Medeiros, A.",,,"2024-11-12 10:30:14","(Sessé & Moc. ex DC.) Urb.",,,,,,,"123",,,,,,,"Magnoliopsida","Fabales",,,,,,,,"GBIF","Iperó",,"Macroptilium atropurpureum (DC.) Urb.",,"BR",,,"2024-03-13",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","4953387342",,,,"https://specieslink.net/guid/391/11021",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macroptilium",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Macroptilium atropurpureum","Macroptilium atropurpureum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Macroptilium atropurpureum","(Sessé & Moc. ex DC.) Urb.","name_w_authors","Fabaceae","Macroptilium atropurpureum","(Sessé & Moc. ex DC.) Urb.","species","author misspelled","bfo-29786",,,"Macroptilium atropurpureum (Sessé & Moc. ex DC.) Urb.","Macroptilium","Fabaceae","unknown","Macroptilium atropurpureum"
"speciesLink","SHPR","3332","Malpighiaceae","Plantae","Malpighiaceae",,"2022","07","07","Brasil","São Paulo","Iperó","Floresta Nacional de Ipanema.","UTFPR-SL","Anthophyta","PreservedSpecimen",,"667",,"Biral, L. | G.A. de Góes","-47.609444","-23.433333","2022-08-29T23:10:24","Juss.","SHPR003332",,,,"23°26'00"" S","47°36'34"" W","3719",,,"<nO>Subarbusto, corola amarela. Em afloramento rochoso.Habitat: Floresta estacional semidecidual com trechos de afloramentos rochosos.</nO>",,,"América do Sul",,,"exsicata",,,,,,,"SPLINK","Iperó",,,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3719","2022","s.n.","n.d.","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Malpighiaceae","Juss.","family_as_genus","Malpighiaceae","Malpighiaceae","Juss.","family","name accepted","bfo-155",,,"Malpighiaceae Juss.",,"Malpighiaceae","unknown",
"speciesLink","SHPR","3348","Malvaceae","Plantae","Malvaceae",,"2022","07","07","Brasil","São Paulo","Iperó","Floresta Nacional de Ipanema.","UTFPR-SL","Anthophyta","PreservedSpecimen",,"667",,"Biral, L. | G.A. de Góes","-47.623056","-23.431944","2022-08-29T23:10:24","Juss.","SHPR003348",,,,"23°25'55"" S","47°37'23"" W","3735",,,"<nO>Herbácea, corola amarela.Habitat: Floresta estacional semidecidual, em diversos estágios de conservação.</nO>",,,"América do Sul",,,"exsicata",,,,,,,"SPLINK","Iperó",,,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3735","2022","s.n.","n.d.","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Malvaceae","Juss.","family_as_genus","Malvaceae","Malvaceae","Juss.","family","name accepted","bfo-156",,,"Malvaceae Juss.",,"Malvaceae","unknown",
"gbif","SORO","1708","Mangifera indica L.","Plantae","Anacardiaceae","Mangifera","2008","3","13","Brasil","São Paulo",,"Floresta Nacional de Ipanema","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","indica","Bataghin, F.A.",,,"2024-11-12 10:29:43","L.",,,,,,,"FNI 17",,,,,,,"Magnoliopsida","Sapindales",,,,,,,,"GBIF","Iperó",,"Mangifera indica L.",,"BR",,,"2008-03-13",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","1087719211",,,,"https://specieslink.net/guid/391/1708",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mangifera",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Mangifera indica","Mangifera indica","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","DD",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Mangifera indica","L.","name_w_authors","Anacardiaceae","Mangifera indica","L.","species","name accepted","bfo-80029",,,"Mangifera indica L.","Mangifera","Anacardiaceae","unknown","Mangifera indica"
"gbif","SORO","11073","Megathyrsus maximus (Jacq.) B.K.Simon & S.W.L.Jacobs","Plantae","Poaceae","Megathyrsus","2024","7","12","Brasil","São Paulo",,"Floresta Nacional de Ipanema, Portão II","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","maximus","Guilherme, A.",,,"2024-11-12 10:31:08","(Jacq.) B.K.Simon & S.W.L.Jacobs",,,,,,,"298",,,,,,,"Liliopsida","Poales",,,,,,,,"GBIF","Iperó",,"Megathyrsus maximus (Jacq.) B.K.Simon & S.W.L.Jacobs",,"BR",,,"2024-07-12",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","4953387467",,,,"https://specieslink.net/guid/391/11073",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Megathyrsus",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Megathyrsus maximus","Megathyrsus maximus","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Megathyrsus maximus","(Jacq.) B.K.Simon & S.W.L.Jacobs","name_w_authors","Poaceae","Megathyrsus maximus","(Jacq.) B.K.Simon & S.W.L.Jacobs","species","name accepted","bfo-86869",,,"Megathyrsus maximus (Jacq.) B.K.Simon & S.W.L.Jacobs","Megathyrsus","Poaceae","unknown","Megathyrsus maximus"
"gbif","SORO","2086","Melia azedarach L.","Plantae","Meliaceae","Melia","2008","10","17","Brasil","São Paulo",,"Floresta Nacional de Ipanema","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","azedarach","Casali, M.F.",,,"2024-11-12 10:30:32","L.",,,,,,,"136",,,,,,,"Magnoliopsida","Sapindales",,,,,,,,"GBIF","Iperó",,"Melia azedarach L.",,"BR",,,"2008-10-17",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","1087719603",,,,"https://specieslink.net/guid/391/2086",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Melia",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Melia azedarach","Melia azedarach","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Melia azedarach","L.","name_w_authors","Meliaceae","Melia azedarach","L.","species","name accepted","bfo-23801",,,"Melia azedarach L.","Melia","Meliaceae","unknown","Melia azedarach"
"gbif","SORO","11071","Melinis minutiflora P.Beauv.","Plantae","Poaceae","Melinis","2024","7","12","Brasil","São Paulo",,"Floresta Nacional de Ipanema, Portão II","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","minutiflora","Guilherme, A.",,,"2024-11-12 10:31:08","P. Beauv.",,,,,,,"296",,,,,,,"Liliopsida","Poales",,,,,,,,"GBIF","Iperó",,"Melinis minutiflora P.Beauv.",,"BR",,,"2024-07-12",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","4953387465",,,,"https://specieslink.net/guid/391/11071",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Melinis",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Melinis minutiflora","Melinis minutiflora","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Melinis minutiflora","P.Beauv.","name_w_authors","Poaceae","Melinis minutiflora","P.Beauv.","species","name accepted","bfo-25995",,,"Melinis minutiflora P.Beauv.","Melinis","Poaceae","unknown","Melinis minutiflora"
"gbif","IAC","50660","Miconia cinnamomifolia (DC.) Naudin","Plantae","Melastomataceae","Miconia","2008","10","31","Brasil","São Paulo",,"Floresta Nacional de Ipanema - Área 2","IAC","Tracheophyta","PRESERVED_SPECIMEN","M.F. Casali","https://specieslink.net/col/64","cinnamomifolia","M.F. Casali & E.A. Costa Jr.","-47.6886","-23.3503","2023-09-15 15:19:33","(DC.) Naudin",,,,,,,"155",,,,,,,"Magnoliopsida","Myrtales",,,,,,,,"GBIF","Iperó","2009-06-30","Miconia cinnamomifolia (DC.) Naudin",,"BR",,,"2008-10-31",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema - area 2",,"locality","brazil_sao paulo_ipero","brazil_sao paulo_ipero",-23.40398758,-47.62908987,"county","1090577514",,,,"https://specieslink.net/guid/64/50660",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miconia",,,,,,"1064b787-c882-493e-b17d-4ffba363b776",,,TRUE,FALSE,"Miconia cinnamomifolia","Miconia cinnamomifolia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"check_local.2municip.","Miconia cinnamomifolia","(DC.) Naudin","name_w_authors","Melastomataceae","Miconia cinnamomifolia","(DC.) Naudin","species","name accepted","bfo-9688",,,"Miconia cinnamomifolia (DC.) Naudin","Miconia","Melastomataceae","unknown","Miconia cinnamomifolia"
"gbif","ESA","152034","Miconia cabucu Hoehne","Plantae","Melastomataceae","Miconia",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema (FLONA)","ESALQ","Tracheophyta","PRESERVED_SPECIMEN","V.C.Souza nov/2021","https://specieslink.net/col/8","cabucu","Hussni, N.F.Q.",,,"2024-07-23 11:26:00",,,,,,,,"933",,,,,,,"Magnoliopsida","Myrtales",,,,,,,,"GBIF","Campinas",,"Miconia cabucu Hoehne",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campinas","floresta nacional de ipanema flona",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","4955376451",,,,"https://specieslink.net/guid/8/152034",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miconia",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Miconia cabucu","Miconia cabucu","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"check_local.2municip.","Miconia formosa","Cogn.","name_w_authors","Melastomataceae","Miconia formosa","Cogn.","species","replaced synonym","bfo-9706","Miconia formosa","Cogn.","Miconia formosa Cogn.","Miconia","Melastomataceae","unknown","Miconia formosa"
"speciesLink","SHPR","3326","Miconia stenostachya","Plantae","Melastomataceae","Miconia","2022","07","06","Brasil","São Paulo","Iperó","Floresta Nacional de Ipanema.","UTFPR-SL","Anthophyta","PreservedSpecimen","L. Biral","667","stenostachya","Biral, L. | G.A. de Góes","-47.590278","-23.438611","2023-05-12T15:47:37","DC.","SHPR003326","2023","04",,"23°26'19"" S","47°35'25"" W","3713",,,"<nO>Arbusto, botões brancos, corola branca rosada, anteras amarelo-avermelhadas.Habitat: Floresta estacional semidecidual.</nO>",,,"América do Sul",,,"exsicata",,,,,,,"SPLINK","Iperó","2023-04-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3713","2022","Biral, L.","2023","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Miconia stenostachya","DC.","possibly_ok","Melastomataceae","Miconia stenostachya","DC.","species","name accepted","bfo-19675",,,"Miconia stenostachya DC.","Miconia","Melastomataceae","low","Miconia stenostachya"
"speciesLink","SHPR","3309","Mimosa bimucronata","Plantae","Fabaceae","Mimosa","2022","07","06","Brasil","São Paulo","Iperó","Floresta Nacional de Ipanema.","UTFPR-SL","Anthophyta","PreservedSpecimen","L. Biral","667","bimucronata","Biral, L. | G.A. de Góes","-47.590278","-23.438611","2022-08-29T23:10:24","(DC.) Kuntze","SHPR003309","2022","07",,"23°26'19"" S","47°35'25"" W","3696",,,"<nO>Árvore, 3 m de altura, frutos castanhos.Habitat: Floresta estacional semidecidual.</nO>",,,"América do Sul",,,"exsicata",,,,,,,"SPLINK","Iperó","2022-07-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3696","2022","Biral, L.","2022","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Mimosa bimucronata","(DC.) Kuntze","possibly_ok","Fabaceae","Mimosa bimucronata","(DC.) Kuntze","species","name accepted","bfo-18769",,,"Mimosa bimucronata (DC.) Kuntze","Mimosa","Fabaceae","low","Mimosa bimucronata"
"gbif","SORO","2129","Mimosa scabrella Benth.","Plantae","Fabaceae","Mimosa","2008","10","31","Brasil","São Paulo",,"Floresta Nacional de Ipanema","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","scabrella","Casali, M.F.;Costa Jr, E.A.",,,"2024-11-12 10:30:14","Benth.",,,,,,,"167",,,,,,,"Magnoliopsida","Fabales",,,,,,,,"GBIF","Iperó",,"Mimosa scabrella Benth.",,"BR",,,"2008-10-31",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","1087719668",,,,"https://specieslink.net/guid/391/2129",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mimosa",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Mimosa scabrella","Mimosa scabrella","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Mimosa scabrella","Benth.","name_w_authors","Fabaceae","Mimosa scabrella","Benth.","species","name accepted","bfo-100978",,,"Mimosa scabrella Benth.","Mimosa","Fabaceae","unknown","Mimosa scabrella"
"gbif","SP","299010","Mollinedia widgrenii A.DC.","Plantae","Monimiaceae","Mollinedia","1994","8","6","Brasil","São Paulo",,"Floresta Nacional de Ipanema, Fazenda Ipanema.","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN","Peixoto, AL","https://specieslink.net/col/1","widgrenii","Mamede, MCH; et al.","-47.39251","-23.24785","2021-12-09 11:12:06","A.DC.",,,,,,,"584",,,,,,,"Magnoliopsida","Laurales",,,,,,,,"GBIF","Iperó","2002-01-01","Mollinedia widgrenii A.DC.",,"BR",,,"1994-08-06",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema, fazenda ipanema",,"locality","brazil_sao paulo_ipero","brazil_sao paulo_ipero",-23.40398758,-47.62908987,"county","2452877321",,,,"https://specieslink.net/guid/1/299010",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mollinedia",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,TRUE,FALSE,"Mollinedia widgrenii","Mollinedia widgrenii","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/SP048277","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"check_local.2municip.","Mollinedia widgrenii","A.DC.","name_w_authors","Monimiaceae","Mollinedia widgrenii","A.DC.","species","name accepted","bfo-10106",,,"Mollinedia widgrenii A.DC.","Mollinedia","Monimiaceae","unknown","Mollinedia widgrenii"
"gbif","SORO","11064","Momordica charantia L.","Plantae","Cucurbitaceae","Momordica","2024","7","12","Brasil","São Paulo",,"Floresta Nacional de Ipanema, Vila SJY","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","charantia","Guilherme, A.",,,"2024-11-12 10:30:01","L.",,,,,,,"289",,,,,,,"Magnoliopsida","Cucurbitales",,,,,,,,"GBIF","Iperó",,"Momordica charantia L.",,"BR",,,"2024-07-12",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","4953387441",,,,"https://specieslink.net/guid/391/11064",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Momordica",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Momordica charantia","Momordica charantia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Momordica charantia","L.","name_w_authors","Cucurbitaceae","Momordica charantia","L.","species","name accepted","bfo-17098",,,"Momordica charantia L.","Momordica","Cucurbitaceae","unknown","Momordica charantia"
"speciesLink","SHPR","3317","Monteverdia evonymoides","Plantae","Celastraceae","Monteverdia","2022","07","06","Brasil","São Paulo","Iperó","Floresta Nacional de Ipanema.","UTFPR-SL","Anthophyta","PreservedSpecimen","L. Biral","667","evonymoides","Biral, L. | G.A. de Góes","-47.590278","-23.438611","2022-08-29T23:10:22","(Reissek) Biral","SHPR003317","2022","07",,"23°26'19"" S","47°35'25"" W","3704",,,"<nO>Arvoreta, 2 m de altura, madeira verde-esbranquiçada, corola e filetes verde-amarelados, disco verde-escuro, anteras amarelas.Habitat: Floresta estacional semidecidual.</nO>",,,"América do Sul",,,"exsicata",,,,,,,"SPLINK","Iperó","2022-07-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3704","2022","Biral, L.","2022","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Monteverdia evonymoides","(Reissek) Biral","possibly_ok","Celastraceae","Monteverdia evonymoides","(Reissek) Biral","species","name accepted","bfo-604564",,,"Monteverdia evonymoides (Reissek) Biral","Monteverdia","Celastraceae","high","Monteverdia evonymoides"
"gbif","SORO","5173","Maytenus ilicifolia (Schrad.) Planch.","Plantae","Celastraceae","Monteverdia","2013","6","15","Brasil","São Paulo",,"Floresta Nacional de Ipanema. Coleta realizada na trilha Afonso Sardinha.","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","ilicifolia","Alesi, L.S.",,,"2024-11-12 10:29:59","(Schrad.) Planch.",,,,,,,"18",,,,,,,"Magnoliopsida","Celastrales",,,,,,,,"GBIF","Iperó",,"Monteverdia truncata (Nees) Biral",,"BR",,,"2013-06-15",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","1801145124",,,,"https://specieslink.net/guid/391/5173",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maytenus",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Monteverdia truncata","Maytenus ilicifolia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Monteverdia truncata","(Nees) Biral","name_w_authors","Celastraceae","Monteverdia truncata","(Nees) Biral","species","replaced synonym","bfo-604616","Monteverdia truncata","(Nees) Biral","Monteverdia truncata (Nees) Biral","Monteverdia","Celastraceae","unknown","Monteverdia truncata"
"gbif","ESA","152020","Moquiniastrum polymorphum (Less.) G.Sancho","Plantae","Asteraceae","Cabrera",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema (FLONA)","ESALQ","Tracheophyta","PRESERVED_SPECIMEN","V.C.Souza jun/2022","https://specieslink.net/col/8","polymorphum","Oliveira, J. R.",,,"2024-07-23 11:25:34",,,,,,,,"54",,,,,,,"Magnoliopsida","Asterales",,,,,,,,"GBIF","Campinas",,"Moquiniastrum polymorphum (Less.) G.Sancho",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campinas","floresta nacional de ipanema flona",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","4955302977",,,,"https://specieslink.net/guid/8/152020",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moquiniastrum",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Moquiniastrum polymorphum","Moquiniastrum polymorphum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/ESA152020","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"check_local.2municip.","Moquiniastrum polymorphum","(Less.) G. Sancho","name_w_authors","Asteraceae","Moquiniastrum polymorphum","(Less.) G. Sancho","species","author misspelled","bfo-130869",,,"Moquiniastrum polymorphum (Less.) G. Sancho","Moquiniastrum","Asteraceae","unknown","Moquiniastrum polymorphum"
