"data_source","collectionCode","catalogNumber","kingdom","family","year","month","day","country","stateProvince","county","institutionCode","basisOfRecord","collectionID","recordedBy","decimalLongitude","decimalLatitude","modified","recordNumber","occurrenceRemarks","scientificName","genus","locality","coordinatePrecision","identifiedBy","relatedcatalogitem","specificEpithet","verbatimLatitude","verbatimLongitude","barcode","continentocean","phylum","yearIdentified","monthIdentified","preparationtype","scientificNameAuthorship","infraspecificEpithet","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","order","fieldNumber","individualcount","previouscatalognumber","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","HUFSJ","7879","Plantae","Myrtaceae","2008","2","20","Brasil","São Paulo",,"UFSJ","PRESERVED_SPECIMEN","https://specieslink.net/col/381","Lombardi, JA; Carvalho, CS; Hieda, S; et al.","-46.935833","-23.230556","2019-12-09 10:46:08","7288",,"Myrcia floribunda Miq.","Myrcia","Reserva Biológica Municipal da Serra do Japi. Base - Mirante - estrada para DAE (Cachoeira do Jabuticabas - Base).",,"Sobral, M",,"floribunda",,,,,"Tracheophyta",,,,"(H.West ex Willd.) O.Berg",,,,,"Magnoliopsida","Myrtales",,,,,"GBIF","Jundiaí","2010-01-01","Myrcia tomentosa (Aubl.) DC.",,"BR",,,"2008-02-20",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, base - mirante - estrada para dae",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county","1208829127",,,,"https://specieslink.net/guid/381/7879",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Myrcia",,,,,,"3f6a3304-f66f-4ba8-be57-92a70f3aac3f",,,TRUE,FALSE,"Myrcia tomentosa","Myrcia floribunda","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai","Brazil","São Paulo","Jundiaí",,"check_local.2municip.","Myrcia tomentosa","(Aubl.) DC.","name_w_authors","Myrtaceae","Myrcia tomentosa","(Aubl.) DC.","species","replaced synonym","bfo-10772","Myrcia tomentosa","(Aubl.) DC.","Myrcia tomentosa (Aubl.) DC.","Myrcia","Myrtaceae","unknown","Myrcia tomentosa"
"speciesLink","HUFSJ","7879","Plantae","Myrtaceae","2008","02","20","Brasil","São Paulo","Jundiaí","UFSJ","S","381","Lombardi, JA; Carvalho, CS; Hieda, S; et al.","-46.935833","-23.230556","2019-12-09T10:46:08","7288","<nO>Mata Atlântica. Floresta Estacional Semidecídua. Arvoreta, ca. 2,5m, folhas herbáceas, flores passadas.</nO>","Myrcia floribunda","Myrcia","Reserva Biológica Municipal da Serra do Japi. Base - Mirante - estrada para DAE (Cachoeira do Jabuticabas - Base).",,"Sobral, M",,"floribunda","-23.230556","-46.935833","HUFSJ007879",,,"2010",,,"(H.West ex Willd.) O.Berg",,,,,,,,,,,"SPLINK","Jundiaí","2010-NA-NA",,,,,,,,,,,,,,,,,,"HUFSJ",,"Lombardi, J.A.","7288","2008","Sobral, M.","2010","Carvalho, C.S.; Hieda, S.","Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, base - mirante - estrada para dae",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Myrciaria floribunda","(H.West ex Willd.) O.Berg","possibly_ok","Myrtaceae","Myrciaria floribunda","(H.West ex Willd.) O.Berg","species","name misspelled","bfo-10792",,,"Myrciaria floribunda (H.West ex Willd.) O.Berg","Myrciaria","Myrtaceae","high","Myrciaria floribunda"
"gbif","HRCB","48319","Plantae","Heliotropiaceae","2007","8","14","Brasil","São Paulo",,"UNESP-RC","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Lombardi, J.A.","-46.935778","-23.230278","2024-12-18 09:14:33","6835",,"Tournefortia elegans Cham.","Myriopus","Reserva Biológica Municipal da Serra do Japi Base-Mirante-estrada para DAE",,"Hieda, S.M.",,"elegans",,,,,"Tracheophyta",,,,"Cham.",,,"850","850","Magnoliopsida","Boraginales",,,,,"GBIF","Jundiaí","2009-01-01","Myriopus paniculatus (Cham.) Feuillet",,"BR",,,"2007-08-14",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi base-mirante-estrada para dae",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county","1090694030",,,,"https://specieslink.net/guid/15/48319",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tournefortia",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Myriopus paniculatus","Tournefortia elegans","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai","Brazil","São Paulo","Jundiaí",,"check_local.2municip.","Myriopus paniculatus","(Cham.) Feuillet","name_w_authors","Heliotropiaceae","Myriopus paniculatus","(Cham.) Feuillet","species","replaced synonym","bfo-134365","Myriopus paniculatus","(Cham.) Feuillet","Myriopus paniculatus (Cham.) Feuillet","Myriopus","Heliotropiaceae","unknown","Myriopus paniculatus"
"gbif","IAC","53108","Plantae","Primulaceae","2007","6","11","Brasil","São Paulo",,"IAC","PRESERVED_SPECIMEN","https://specieslink.net/col/64","J.A. Lombardi & C.M. Potascheff","-46.935556","-23.230278","2023-09-15 15:15:10","6706",,"Rapanea ferruginea (Ruiz & Pav.) Mez","Myrsine","Reserva Biológica Municipal da Serra do Japi, trilha Base/Mirante/Base",,"L.C. Bernacci",,"ferruginea",,,,,"Tracheophyta",,,,"(Ruiz & Pav.) Mez",,,,,"Magnoliopsida","Ericales",,,,,"GBIF","Jundiaí","2009-03-16","Myrsine coriacea subsp. coriacea",,"BR",,,"2007-06-11",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality","1090579956",,,,"https://specieslink.net/guid/64/53108",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rapanea",,,,,,"1064b787-c882-493e-b17d-4ffba363b776",,,TRUE,FALSE,"Myrsine coriacea","Rapanea ferruginea","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai_reserva biologica municipal serra japi","Brazil","São Paulo","jundiai","reserva biologica municipal serra japi","ok_same_resolution","Myrsine coriacea","(Sw.) R.Br. ex Roem. & Schult.","name_w_authors","Primulaceae","Myrsine coriacea","(Sw.) R.Br. ex Roem. & Schult.","species","replaced synonym","bfo-10228","Myrsine coriacea","(Sw.) R.Br. ex Roem. & Schult.","Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.","Myrsine","Primulaceae","unknown","Myrsine coriacea"
"gbif","IAC","53110","Plantae","Primulaceae","2007","5","19","Brasil","São Paulo",,"IAC","PRESERVED_SPECIMEN","https://specieslink.net/col/64","J.A. Lombardi; C.S. Carvalho; S.M. Hieda & R.A. Bonança","-46.933333","-23.216667","2023-09-15 15:15:16","6657",,"Rapanea gardneriana (A.DC.) Mez","Myrsine","Reserva Biológica Municipal da Serra do Japi, trilha Base/Biquinha/Rocinha/Base",,"L.C. Bernacci",,"gardneriana",,,,,"Tracheophyta",,,,"(A.DC.) Mez",,,,,"Magnoliopsida","Ericales",,,,,"GBIF","Jundiaí","2009-03-16","Myrsine gardneriana A.DC.",,"BR",,,"2007-05-19",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality","1090579935",,,,"https://specieslink.net/guid/64/53110",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rapanea",,,,,,"1064b787-c882-493e-b17d-4ffba363b776",,,TRUE,FALSE,"Myrsine gardneriana","Rapanea gardneriana","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai_reserva biologica municipal serra japi","Brazil","São Paulo","jundiai","reserva biologica municipal serra japi","ok_same_resolution","Myrsine gardneriana","A.DC.","name_w_authors","Primulaceae","Myrsine gardneriana","A.DC.","species","replaced synonym","bfo-10230","Myrsine gardneriana","A.DC.","Myrsine gardneriana A.DC.","Myrsine","Primulaceae","unknown","Myrsine gardneriana"
"gbif","UEC","115094","Plantae","Primulaceae","1998","6","3","Brazil","São Paulo",,"UNICAMP","PRESERVED_SPECIMEN","https://specieslink.net/col/2","Leite, EC","-46.25","-23.25","2024-11-25 11:33:08","570",,"Myrsine lancifolia Mart.","Myrsine","Reserva Biológica Municipal da Serra do Japi",,"Freitas, MF",,"lancifolia",,,,,"Tracheophyta",,,,"Mart.",,,,,"Magnoliopsida","Ericales",,,,,"GBIF","Jundiaí","2005-06-30","Myrsine lancifolia Mart.",,"BR",,,"1998-06-03",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality","1089063446",,,,"https://specieslink.net/guid/2/115094",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Myrsine",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,TRUE,FALSE,"Myrsine lancifolia","Myrsine lancifolia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai_reserva biologica municipal serra japi","Brazil","São Paulo","jundiai","reserva biologica municipal serra japi","ok_same_resolution","Myrsine lancifolia","Mart.","name_w_authors","Primulaceae","Myrsine lancifolia","Mart.","species","name accepted","bfo-10233",,,"Myrsine lancifolia Mart.","Myrsine","Primulaceae","unknown","Myrsine lancifolia"
"speciesLink","UEC","115093","Plantae","Primulaceae","1998","06","07","Brazil","São Paulo","Jundiaí","UNICAMP","S","2","Cardoso-Leite, E","-46.25","-23.25","2024-11-25T11:33:08","724","<nO>9m</nO>","Myrsine umbellata","Myrsine","Reserva Biológica Municipal da Serra do Japi",,"Freitas, MF",,"umbellata","-23.25","-46.25",,,"Magnoliopsida","2005","06",,"Mart.",,"30",,,,,,,,,"SPLINK","Jundiaí","2005-06-30",,,,,,,,,,,,,,,,,,"UEC",,"Cardoso-Leite, E.","724","1998","Freitas, M.F.","2005",,"Cardoso-Leite",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myrsine umbellata","Mart.","possibly_ok","Primulaceae","Myrsine umbellata","Mart.","species","name accepted","bfo-10242",,,"Myrsine umbellata Mart.","Myrsine","Primulaceae","high","Myrsine umbellata"
"speciesLink","SHPR","1750","Plantae","Myrtaceae","2021","05","17","Brasil","São Paulo","Jundiaí","UTFPR-SL","PreservedSpecimen","667","Biral, L. | P.A. Freitas","-46.933333","-23.233333","2021-08-20T16:08:20","2818","<nO>Arvoreta, frutos verdes.Habitat: Floresta Estacional Semidecidual com Elementos de Altitude</nO>","Myrtaceae",,"Reserva Biológica Municipal da Serra do Japi",,,,,"23°14' S","46°56' W","SHPR001750","América do Sul","Anthophyta",,,"exsicata","Juss.",,,,,,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2818","2021","s.n.","n.d.","Freitas, P.A.","Biral",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myrtaceae","Juss.","family_as_genus","Myrtaceae","Myrtaceae","Juss.","family","name accepted","bfo-171",,,"Myrtaceae Juss.",,"Myrtaceae","unknown",
"speciesLink","HRCB","48467","Plantae","Lauraceae","2007","09","18","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-06-04T12:51:07","6917","<nO>Árvore ca. 15m, aromática, folhas cartáceas, flores creme.Habitat: Mata Atlântica, floresta estacional semidecídua, borda da trilha, base de afloramento rochoso e ao longo de córregos.</nO>","Nectandra megapotamica","Nectandra","Reserva Biológica Municipal da Serra do Japi Trilha Base/ Mirante/ DAE/Filipini/ Base",,"Moraes, P.L.R. de",,"megapotamica","23º13'49,6""S","46º56'08.8""W","HRCB048467",,,"2009","06",,"(Spreng.) Mez",,"30","850","850",,,,,,,"SPLINK","Jundiaí","2009-06-30",,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","6917","2007","Moraes, P.L.R.","2009",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi trilha base/ mirante/ dae/filipini/ base",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Nectandra megapotamica","(Spreng.) Mez","possibly_ok","Lauraceae","Nectandra megapotamica","(Spreng.) Mez","species","name accepted","bfo-8431",,,"Nectandra megapotamica (Spreng.) Mez","Nectandra","Lauraceae","high","Nectandra megapotamica"
"gbif","HRCB","47435","Plantae","Gesneriaceae","2007","5","19","Brasil","São Paulo",,"UNESP-RC","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Lombardi, J.A.","-46.933333","-23.216667","2024-12-18 09:16:13","6684",,"Nematanthus striatus (Handro) Chautems","Nematanthus","Trilha base/biquinha/rocinha Reserva biológica municipal da serra do japi",,"Carvalho, C.; Hieda, S.",,"striatus",,,,,"Tracheophyta",,,,"(Handro)",,,"1000","1000","Magnoliopsida","Lamiales",,,,,"GBIF","Jundiaí","2008-05-27","Nematanthus striatus (Handro) Chautems",,"BR",,,"2007-05-19",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","trilha base/biquinha/rocinha reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county","1090693645",,,,"https://specieslink.net/guid/15/47435",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nematanthus",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Nematanthus striatus","Nematanthus striatus","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai","Brazil","São Paulo","Jundiaí",,"check_local.2municip.","Nematanthus striatus","(Handro) Chautems","name_w_authors","Gesneriaceae","Nematanthus striatus","(Handro) Chautems","species","name accepted","bfo-7864",,,"Nematanthus striatus (Handro) Chautems","Nematanthus","Gesneriaceae","unknown","Nematanthus striatus"
"speciesLink","SHPR","1741","Plantae","Gesneriaceae","2021","05","17","Brasil","São Paulo","Jundiaí","UTFPR-SL","PreservedSpecimen","667","Biral, L. | P.A. Freitas","-46.933333","-23.233333","2021-10-31T13:09:26","2809","<nO>Epífita em samambaiaçu ou rupícola, cálice vináceo, corola vermelha.Habitat: Floresta Estacional Semidecidual com Elementos de Altitude</nO>","Nematanthus villosus","Nematanthus","Reserva Biológica Municipal da Serra do Japi",,"L. Biral",,"villosus","23°14' S","46°56' W","SHPR001741","América do Sul","Anthophyta","2021","10","exsicata","(Hanst.) Wiehler",,,,,,,,,,,"SPLINK","Jundiaí","2021-10-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2809","2021","Biral, L.","2021","Freitas, P.A.","Biral",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Nematanthus villosus","(Hanst.) Wiehler","possibly_ok","Gesneriaceae","Nematanthus villosus","(Hanst.) Wiehler","species","name accepted","bfo-7868",,,"Nematanthus villosus (Hanst.) Wiehler","Nematanthus","Gesneriaceae","low","Nematanthus villosus"
"speciesLink","VIC","57161","Plantae","Blechnaceae","2021","05","15","Brasil","São Paulo","Jundiaí","UFV","PreservedSpecimen","441","Biral, L.; Freitas, P. .A.","-46","-23","2025-02-07T10:02:16","2749","<nO>Herbácea robusta, terrestre.</nO>","Neoblechnum brasiliense","Neoblechnum","Reserva Biológica Municipal da Serra do Japi, flor, Trilha da Base até o Mirante e início da Trilha da Represa.",,"Biral, L.",,"brasiliense","-23","-46","VIC057161",,,"2021","05",,"(Desv) Gasper et V.A.O. Dittrich",,,,,,,,,,,"SPLINK","Jundiaí","2021-05-NA",,,,,,,,,,,,,,,,,,"VIC",,"Biral, L.","2749","2021","Biral, L.","2021","Freitas, P.A.","Biral",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Neoblechnum brasiliense","(Desv.) Gasper & V.A.O. Dittrich","possibly_ok","Blechnaceae","Neoblechnum brasiliense","(Desv.) Gasper & V.A.O. Dittrich","species","author misspelled","bfo-602573",,,"Neoblechnum brasiliense (Desv.) Gasper & V.A.O. Dittrich","Neoblechnum","Blechnaceae","low","Neoblechnum brasiliense"
"speciesLink","HRCB","48423","Plantae","Iridaceae","2007","09","17","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-02-04T08:02:20","6873","<nO>borda da trilha e ao longo de córrego dentro da mata. Erva, sépalas amarelas, internamente trigadas de marrom, ápice branco azulado, pétalas na base amarelas tigradas de marrom, ápice externamente de Habitat: Mata atlântica, floresta estacional semidecíd</nO>","Neomarica candida","Neomarica","Reserva Biológica Municipal da Serra do Japi, trilha Base/Passarinheiros/Base",,,,"candida","23º13'49,6S","46º56'08.8W","HRCB048423",,,,,,"(Hassl.) Sprague",,,"985","985",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","6873","2007","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Neomarica candida","(Hassl.) Sprague","possibly_ok","Iridaceae","Neomarica candida","(Hassl.) Sprague","species","name accepted","bfo-36349",,,"Neomarica candida (Hassl.) Sprague","Neomarica","Iridaceae","unknown","Neomarica candida"
"speciesLink","HRCB","48643","Plantae","Solanaceae","2007","10","22","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-02-04T08:04:24","6958","<nO>Arbusto ca. 2 m, junto a casa abandonada, folhas herbáceas, viscosas, cálice verde, tubo creme, limbo rosado, anteras brancas, frutos imaturos verdes, maduros abertosHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Nicotiana tabacum","Nicotiana","Reserva Biológica Municipal da Serra do Japi, trilha Base/trilha a esquerda da porteira da Base/Cidinho/trilha a esquerda do antigo Viveiro de mudas até último ponto",,,,"tabacum","23º13'49,6S","46º56'08.8W","HRCB048643",,,,,,"L.",,,"850","850",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","6958","2007","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Nicotiana tabacum","L.","possibly_ok","Solanaceae","Nicotiana tabacum","L.","species","name accepted","bfo-88067",,,"Nicotiana tabacum L.","Nicotiana","Solanaceae","unknown","Nicotiana tabacum"
"speciesLink","SP","470873","Plantae","Malpighiaceae","2008","03","25","Brasil","São Paulo","Jundiaí","IBt","PreservedSpecimen","1","Lombardi, JA; Saka, MN; Santos, LB","-46.880001","-23.18","2021-12-09T11:10:08","7358",,"Niedenzuella acutifolia","Niedenzuella","Reserva Biológica Municipal da Serra do Japi. Estrada da Cascalheira, depois à direita do Cidinho até além de propriedade particular","17840","Mamede, MCH",,"acutifolia","0","0",,,,"2010","11",,"(Cav.) W.R.Anderson",,,,,,,,,,,"SPLINK","Jundiaí","2010-11-NA",,,,,,,,,,,,,,,,,,"SP",,"Lombardi, J.A.","7358","2008","Mamede, M.C.H.","2010","Saka, M.N.; Santos, L.B.","Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, estrada da cascalheira",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Niedenzuella acutifolia","(Cav.) W.R.Anderson","possibly_ok","Malpighiaceae","Niedenzuella acutifolia","(Cav.) W.R.Anderson","species","name accepted","bfo-8926",,,"Niedenzuella acutifolia (Cav.) W.R.Anderson","Niedenzuella","Malpighiaceae","high","Niedenzuella acutifolia"
"gbif","HRCB","50142","Plantae","Polypodiaceae","2008","8","21","Brasil","São Paulo",,"UNESP-RC","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Lombardi, J.A.","-46.935778","-23.230278","2024-12-18 09:17:34","7454",,"Niphidium crassifolium (L.) Lellinger","Niphidium","Reserva Biológica Municipal da Serra do Japi, trilha Base/Mirante/DAE/Base",,,,"crassifolium",,,,,"Tracheophyta",,,,"(L.) Lellinger",,,"850","850","Polypodiopsida","Polypodiales",,,,,"GBIF","Jundiaí",,"Niphidium crassifolium (L.) Lellinger",,"BR",,,"2008-08-21",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality","1265932657",,,,"https://specieslink.net/guid/15/50142",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Niphidium",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Niphidium crassifolium","Niphidium crassifolium","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai_reserva biologica municipal serra japi","Brazil","São Paulo","jundiai","reserva biologica municipal serra japi","ok_same_resolution","Niphidium crassifolium","(L.) Lellinger","name_w_authors","Polypodiaceae","Niphidium crassifolium","(L.) Lellinger","species","name accepted","bfo-91693",,,"Niphidium crassifolium (L.) Lellinger","Niphidium","Polypodiaceae","unknown","Niphidium crassifolium"
