"data_source","collectionCode","catalogNumber","kingdom","family","year","month","day","country","stateProvince","county","institutionCode","basisOfRecord","collectionID","recordedBy","decimalLongitude","decimalLatitude","modified","recordNumber","occurrenceRemarks","scientificName","genus","locality","coordinatePrecision","identifiedBy","relatedcatalogitem","specificEpithet","verbatimLatitude","verbatimLongitude","barcode","continentocean","phylum","yearIdentified","monthIdentified","preparationtype","scientificNameAuthorship","infraspecificEpithet","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","order","fieldNumber","individualcount","previouscatalognumber","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","HRCB","48638","Plantae","Apiaceae","2007","10","22","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-02-04T07:58:32","6953","<nO>Erva rasteira, caule vermelho, folhas herbáceas, pétalas lilases de centro verde, frutos imaturos verdes.Habitat: Mata Atlântica, floresta estacional semidecídua, borda da trilha</nO>","Centella asiatica","Centella","Reserva Biológica Municipal da Serra do Japi Trilha Base/trilha a esquerda da porteira da Base/Cidinho/trilha a esquerda da porteira da Base/Cidinho/trilha a esquerda do antigo Viveiro de mudas até último ponto",,"Santos, L.B.",,"asiatica","23º13'49,6""S","46º56'08.8""W","HRCB048638",,,"2008","05",,"(L.) Urb.",,,"850","850",,,,,,,"SPLINK","Jundiaí","2008-05-NA",,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","6953","2007","Santos, L.B.","2008",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi trilha base/trilha a esquerda da porteira da base/cidinho/trilha a esquerda da porteira da base/cidinho/trilha a esquerda do antigo viveiro de mudas ate ultimo ponto",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Centella asiatica","(L.) Urb.","possibly_ok","Apiaceae","Centella asiatica","(L.) Urb.","species","name accepted","bfo-15525",,,"Centella asiatica (L.) Urb.","Centella","Apiaceae","low","Centella asiatica"
"speciesLink","SHPR","1738","Plantae","Solanaceae","2021","05","17","Brasil","São Paulo","Jundiaí","UTFPR-SL","PreservedSpecimen","667","Biral, L. | P.A. Freitas","-46.933333","-23.233333","2022-08-29T23:10:25","2806","<nO>Arbusto, cálice verde, corola verde-amarelada.Habitat: Floresta Estacional Semidecidual com Elementos de Altitude</nO>","Cestrum axillare","Cestrum","Reserva Biológica Municipal da Serra do Japi",,"L. Biral",,"axillare","23°14' S","46°56' W","SHPR001738","América do Sul","Anthophyta","2022","08","exsicata","Vell.",,,,,,,,,,,"SPLINK","Jundiaí","2022-08-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2806","2021","Biral, L.","2022","Freitas, P.A.","Biral",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cestrum axillare","Vell.","possibly_ok","Solanaceae","Cestrum axillare","Vell.","species","name accepted","bfo-14636",,,"Cestrum axillare Vell.","Cestrum","Solanaceae","low","Cestrum axillare"
"speciesLink","HRCB","47729","Plantae","Solanaceae","2007","06","12","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-02-04T08:04:24","6761","<nO>borda da trilha. Arbusto ca. 2 m, folhas cartáceas, flores branco-acinzentadasHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Cestrum schlechtendalii","Cestrum","Reserva Biológica Municipal da Serra do Japi, trilha Base/Passarinheiros/Av. Brasil até próximo a Rodovia Bandeirantes/Base",,,,"schlechtendalii","23º13'49,6S","46º56'08.8W","HRCB047729",,,,,,"G.Don",,,"985","985",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","6761","2007","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, brasil ate proximo a rodovia bandeirantes/base",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Cestrum schlechtendalii","G.Don","possibly_ok","Solanaceae","Cestrum schlechtendalii","G.Don","species","name accepted","bfo-14649",,,"Cestrum schlechtendalii G.Don","Cestrum","Solanaceae","unknown","Cestrum schlechtendalii"
"speciesLink","HRCB","47697","Plantae","Solanaceae","2007","06","12","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-02-04T08:04:24","6729","<nO>borda da trilha. Arbusto ca. 1,5 m, folhas herbáceas, flores creme-esverdeadasHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Cestrum strigilatum","Cestrum","Reserva Biológica Municipal da Serra do Japi, trilha Base/Passarinheiros/Av. Brasil até próximo a Rodovia Bandeirantes/Base",,,,"strigilatum","23º13'49,6S","46º56'08.8W","HRCB047697",,,,,,"Ruiz & Pav.",,,"985","985",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","6729","2007","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, brasil ate proximo a rodovia bandeirantes/base",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Cestrum strigilatum","Ruiz & Pav.","possibly_ok","Solanaceae","Cestrum strigilatum","Ruiz & Pav.","species","name accepted","bfo-24853",,,"Cestrum strigilatum Ruiz & Pav.","Cestrum","Solanaceae","unknown","Cestrum strigilatum"
"speciesLink","HRCB","47428","Plantae","Melastomataceae","2007","05","19","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.933333","-23.216667","2025-02-04T08:03:20","6677","<nO>borda da trilha. Arbusto ca 1 m, caule avermelhado, folhas herbáceas, cálice verde, corola lilás, estames e estilete amarelosHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Tibouchina sebastianopolitana","Tibouchina","Reserva Biológica Municipal da Serra do Japi, trilha Base/Biquinha/Rocinha/Base",,,,"sebastianopolitana","23º13'S","46º56'W","HRCB047428",,,,,,"(Raddi) Cogn.",,,"1000","1000",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","6677","2007","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Chaetogastra sebastianopolitana","(Raddi) P.J.F.Guim. & Michelang.","possibly_ok","Melastomataceae","Chaetogastra sebastianopolitana","(Raddi) P.J.F.Guim. & Michelang.","species","replaced synonym","bfo-612636","Chaetogastra sebastianopolitana","(Raddi) P.J.F.Guim. & Michelang.","Chaetogastra sebastianopolitana (Raddi) P.J.F.Guim. & Michelang.","Chaetogastra","Melastomataceae","unknown","Chaetogastra sebastianopolitana"
"speciesLink","HRCB","49626","Plantae","Fabaceae","2008","03","24","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-02-04T08:01:56","7344","<nO>Erva ca. 0,7 m, flores amarelasHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Chamaecrista flexuosa","Chamaecrista","Reserva Biológica Municipal da Serra do Japi, trilha Passarinheiros",,,,"flexuosa","23º13'49,6S","46º56'08.8W","HRCB049626",,,,,,"(L.) Greene",,,"985","985",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","7344","2008","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Chamaecrista flexuosa","(L.) Greene","possibly_ok","Fabaceae","Chamaecrista flexuosa","(L.) Greene","species","name accepted","bfo-82900",,,"Chamaecrista flexuosa (L.) Greene","Chamaecrista","Fabaceae","unknown","Chamaecrista flexuosa"
"speciesLink","SHPR","2826","Plantae","Rubiaceae","2022","01","01","Brasil","São Paulo","Jundiaí","UTFPR-SL","PreservedSpecimen","667","Biral, L. | P.A. Freitas","-46.95","-23.25","2024-08-15T15:55:39","3219","<nO>Escandente, botões verdes. Presente logo no início do trajeto, após primeira porteira.Habitat: Floresta estacional semidecidual.</nO>","Chiococca alba","Chiococca","Reserva Biológica Municipal da Serra do Japi.",,"L. Biral",,"alba","23°15' S","46°57' W","SHPR002826","América do Sul","Anthophyta","2022","10","exsicata","(L.) Hitchc.",,,,,,,,,,,"SPLINK","Jundiaí","2022-10-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3219","2022","Biral, L.","2022","Freitas, P.A.","Biral",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Chiococca alba","(L.) Hitchc.","possibly_ok","Rubiaceae","Chiococca alba","(L.) Hitchc.","species","name accepted","bfo-13856",,,"Chiococca alba (L.) Hitchc.","Chiococca","Rubiaceae","low","Chiococca alba"
"speciesLink","SP","465083","Plantae","Euphorbiaceae","2007","09","29","Brasil","São Paulo","Jundiaí","IBt","PreservedSpecimen","1","Lombardi, JA; et al.","-46.880001","-23.18","2021-12-09T11:04:59","6890",,"Chiropetalum gymnadenium","Chiropetalum","Reserva Biológica Municipal da Serra do Japi. Trilha base/Mirante/DAE/Filipini/Base. Mata atlântica, floresta estacional semidecídua, borda da trilha, base de afloramento rochoso e ao longo de córregos","17840","Külkamp, J",,"gymnadenium","0","0","SP0465083",,,"2016","07",,"(Müll.Arg.) Pax & K.Hoffm.",,"14","850","850",,,,,,,"SPLINK","Jundiaí","2016-07-14",,,,,,,,,,,,,,,,,,"SP",,"Lombardi, J.A.","6890","2007","Kulkamp, J.","2016",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, mata atlantica",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","possibly_ok","Euphorbiaceae","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","species","replaced synonym","bfo-35717","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Chiropetalum tricoccum (Vell.) Chodat & Hassl.","Chiropetalum","Euphorbiaceae","low","Chiropetalum tricoccum"
"speciesLink","SHPR","1641","Plantae","Asteraceae","2021","05","15","Brasil","São Paulo","Jundiaí","UTFPR-SL","PreservedSpecimen","667","Biral, L. | P.A. Freitas","-46.933333","-23.216667","2022-03-23T17:34:17","2709","<nO>Herbácea, capítulos azulados.Habitat: Floresta Estacional Semidecidual com Elementos de Altitude</nO>","Chromolaena squalida","Chromolaena","Reserva Biológica Municipal da Serra do Japi",,"Biral, L.",,"squalida","23°13' S","46°56' W","SHPR001641","América do Sul","Anthophyta","2022","03","exsicata","(DC.) R.M. King & H. Rob.",,,,,,,,,,,"SPLINK","Jundiaí","2022-03-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2709","2021","Biral, L.","2022","Freitas, P.A.","Biral",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Chromolaena squalida","(DC.) R.M.King & H.Rob.","possibly_ok","Asteraceae","Chromolaena squalida","(DC.) R.M.King & H.Rob.","species","author misspelled","bfo-16061",,,"Chromolaena squalida (DC.) R.M.King & H.Rob.","Chromolaena","Asteraceae","low","Chromolaena squalida"
"speciesLink","HRCB","50146","Plantae","Poaceae","2008","08","21","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-02-04T08:03:53","7458","<nO>Ramos flexuosos, estérilHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Chusquea cf.bambusoides","Chusquea","Reserva Biológica Municipal da Serra do Japi, trilha Base/Mirante/DAE/Base",,,,"cf.bambusoides","23º13'49,6S","46º56'08.8W","HRCB050146",,,,,,"Hack.",,,"850","850",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","7458","2008","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Chusquea bambusoides","(Raddi) Hack.","conferre","Poaceae","Chusquea bambusoides","(Raddi) Hack.","species","author misspelled","bfo-13092",,,"Chusquea bambusoides (Raddi) Hack.","Chusquea","Poaceae","unknown","Chusquea bambusoides"
"gbif","HRCB","47684","Plantae","Poaceae","2007","4","11","Brasil","São Paulo",,"UNESP-RC","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Lombardi, J.A.","-46.935778","-23.230278","2024-12-18 09:17:30","6716",,"Chusquea leptophylla Nees","Chusquea","Reserva Biológica Municipal da Serra do Japi, trilha Base/Mirante/Base",,,,"leptophylla",,,,,"Tracheophyta",,,,"Nees",,,"985","985","Liliopsida","Poales",,,,,"GBIF","Jundiaí",,"Chusquea leptophylla Nees",,"BR",,,"2007-04-11",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality","1265932286",,,,"https://specieslink.net/guid/15/47684",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chusquea",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Chusquea leptophylla","Chusquea cf.leptophylla","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai_reserva biologica municipal serra japi","Brazil","São Paulo","jundiai","reserva biologica municipal serra japi","ok_same_resolution","Chusquea leptophylla","Nees","name_w_authors","Poaceae","Chusquea leptophylla","Nees","species","name accepted","bfo-13103",,,"Chusquea leptophylla Nees","Chusquea","Poaceae","unknown","Chusquea leptophylla"
"gbif","HRCB","45151","Plantae","Menispermaceae","2006","10","19","Brasil","São Paulo",,"UNESP-RC","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Lombardi, J.A.","-46.083333","-23.2","2024-12-18 09:17:02","6465",,"Cissampelos andromorpha DC.","Cissampelos","Reserva Biológica Municipal da Serra do Japi",,,,"andromorpha",,,,,"Tracheophyta",,,,"L.",,,"1020","1020","Magnoliopsida","Ranunculales",,,,,"GBIF","Jundiaí",,"Cissampelos andromorpha DC.",,"BR",,,"2006-10-19",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality","1265931169",,,,"https://specieslink.net/guid/15/45151",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cissampelos",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Cissampelos andromorpha","Cissampelos andromorpha","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai_reserva biologica municipal serra japi","Brazil","São Paulo","jundiai","reserva biologica municipal serra japi","ok_same_resolution","Cissampelos andromorpha","DC.","name_w_authors","Menispermaceae","Cissampelos andromorpha","DC.","species","name accepted","bfo-10029",,,"Cissampelos andromorpha DC.","Cissampelos","Menispermaceae","unknown","Cissampelos andromorpha"
"speciesLink","HRCB","49347","Plantae","Menispermaceae","2008","02","12","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-02-04T08:03:21","7250","<nO>Liana, folhas cartáceas, brácteas verde-amareladas, frutos imaturos verdes, maduros laranjaHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Cissampelos parreira","Cissampelos","Reserva Biológica Municipal da Serra do Japi, Base-Cidinho-estrada da Cascalheira-Base",,,,"parreira","23º13'49,6""S","46º56'08.8""W","HRCB049347",,,,,,"L.",,,"957","957",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","7250","2008","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, base-cidinho-estrada da cascalheira-base",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Cissampelos pareira","L.","possibly_ok","Menispermaceae","Cissampelos pareira","L.","species","name misspelled","bfo-10031",,,"Cissampelos pareira L.","Cissampelos","Menispermaceae","unknown","Cissampelos pareira"
"gbif","HRCB","49392","Plantae","Vitaceae","2008","2","20","Brasil","São Paulo",,"UNESP-RC","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Lombardi, J.A.","-46.935778","-23.230278","2024-12-18 09:18:04","7295",,"Cissus serroniana (Glaz.) Lombardi","Cissus","Reserva Biológica Municipal da Serra do Japi, Base-Mirante-estrada para DAE-cachoeira das Jabuticabas-Base",,,,"serroniana",,,,,"Tracheophyta",,,,"(Glaz.) Lombardi",,,"850","850","Magnoliopsida","Vitales",,,,,"GBIF","Jundiaí",,"Cissus serroniana (Glaz.) Lombardi",,"BR",,,"2008-02-20",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, base-mirante-estrada para dae-cachoeira das jabuticabas-base",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county","1265932540",,,,"https://specieslink.net/guid/15/49392",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cissus",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Cissus serroniana","Cissus serroniana","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai","Brazil","São Paulo","Jundiaí",,"check_local.2municip.","Cissus serroniana","(Glaz.) Lombardi","name_w_authors","Vitaceae","Cissus serroniana","(Glaz.) Lombardi","species","name accepted","bfo-15264",,,"Cissus serroniana (Glaz.) Lombardi","Cissus","Vitaceae","unknown","Cissus serroniana"
"speciesLink","HRCB","47724","Plantae","Vitaceae","2007","06","12","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-02-04T08:04:35","6756","<nO>borda da trilha. Liana, carnosa, folhas herbáceas, frutos maduros roxosHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Cissus sulcicaulis","Cissus","Reserva Biológica Municipal da Serra do Japi, trilha Base/Passarinheiros/Av. Brasil até próximo a Rodovia Bandeirantes/Base",,,,"sulcicaulis","23º13'49,6S","46º56'08.8W","HRCB047724",,,,,,"(Baker) Planch.",,,"985","985",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","6756","2007","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, brasil ate proximo a rodovia bandeirantes/base",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Cissus sulcicaulis","(Baker) Planch.","possibly_ok","Vitaceae","Cissus sulcicaulis","(Baker) Planch.","species","name accepted","bfo-15267",,,"Cissus sulcicaulis (Baker) Planch.","Cissus","Vitaceae","high","Cissus sulcicaulis"
"user","HURB","HURB000030353",,"Vitaceae","2021","12","31","Brasil","São Paulo",,"HURB",,,"Biral, L.","23","1000",,"3172",,"Cissus verticillata (L.) Nicolson & C.E.Jarvis","Cissus","Reserva Biológica Municipal da Serra do Japi. Trilha das Jabuticabeiras e volta à Base Ecológica pela Trilha das Bromélias. Reserva Biológica Municipal da Serra do Japi",,"L. Biral",,,"1000º 0' 0"""" N","23º 0' 0"""" E",,,,,,,"(L.) Nicolson & C.E.Jarvis",,,,,,,,,,"não","REFLORA","Jundiaí","--/12/2021",,,,,,,"Trepadeira, flores verdes.",,,,,,"SPECIES",,"1000",,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, trilha das jabuticabeiras e volta a base ecologica pela trilha das bromelias",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"verticillata","VITACEAE Cissus verticillata (L.) Nicolson & C.E.Jarvis",,,,,,,,,,,"HURB",,"HURB 30353",,"P.A. Freitas","31/12/2021",,"1000","METRO",,,,,,,,"brazil_sao paulo_jundiai","Brazil","São Paulo","Jundiaí",,"check_local.2municip.","Cissus verticillata","(L.) Nicolson & C.E.Jarvis","name_w_authors","Vitaceae","Cissus verticillata","(L.) Nicolson & C.E.Jarvis","species","name accepted","bfo-15270",,,"Cissus verticillata (L.) Nicolson & C.E.Jarvis","Cissus","Vitaceae","high","Cissus verticillata"
