"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","coordinatePrecision","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","continentocean","phylum","class","order","occurrenceRemarks","verbatimLatitude","verbatimLongitude","barcode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","relationshiptype","relatedcatalogitem","individualcount","preparationtype","fieldNumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SPF","97910","Manettia paraguariensis","Plantae","Rubiaceae","Manettia","1994","06","23","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","54606","USP","PreservedSpecimen","Macias, L","2011","08",,"7","paraguariensis","Pastore, JA","-52.16","-22.530001","2023-12-20T16:07:39","Chodat","509",,,,,,"0","0","SPF00097910",,,,,,,,,"SPLINK","Teodoro Sampaio","2011-08-NA",,,,,,,,,,,,,,,,,,"SPF",,"Pastore, J.A.","509","1994","Macias, L.","2011",,"Pastore",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Manettia paraguariensis","Chodat","possibly_ok","Rubiaceae","Manettia paraguariensis","Chodat","species","name accepted","bfo-73250",,,"Manettia paraguariensis Chodat","Manettia","Rubiaceae","low","Manettia paraguariensis"
"user","RB","RB00940519","Manilkara zapota (L.) P.Royen","Plantae","Sapotaceae","Manilkara","2014","5","21","Brasil","São Paulo",,"Parque Estadual Morro do Diabo.",,"JBRJ","Preserved Specimen","A. Alves-Araújo",,,,,"zapota","G.D. Coletta; T.B. Flores, R.M. Barroso",,,,"(L.) P.Royen","1598",,,,,,,,,,,,,,,,,,"Teodoro Sampaio","2023-7-20",,,"BR",,,"2014-05-21",,,,,,,"sp.","Physical Object",,,,"RB",,"Coletta, G.D.","1598","2014","Alves-Araujo, A.","2023","Flores, T.B.; Barroso, R.M.","Coletta",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,"urn:catalog:JBRJ:RB:940519",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/94/5/19/00940519.jpg",,,,,,,,,,,,,,,,,,,"2023-07-25 12:35:41+00","Angiospermas","brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Manilkara zapota","(L.) P.Royen","name_w_authors","Sapotaceae","Manilkara zapota","(L.) P.Royen","species","name accepted","bfo-87918",,,"Manilkara zapota (L.) P.Royen","Manilkara","Sapotaceae","high","Manilkara zapota"
"speciesLink","HRCB","41158","Mansoa difficilis","Plantae","Bignoniaceae","Mansoa","1985","08","13","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo Margem do caminho","54606","UNESP-RC","PreservedSpecimen","Assis, M.A.","2005","03",,"15","difficilis","Baitello, J.B.","-52.16","-22.530001","2025-02-04T07:59:45","(Cham.) Bureau & K.Schum.","122",,,,,"<nO>Escandente, flores roxas, bastante frequente.</nO>",,,"HRCB041158",,,,,,,,,"SPLINK","Teodoro Sampaio","2005-03-NA",,,,,,,,,,,,,,,,,,"HRCB",,"Baitello, J.B.","122","1985","Assis, M.A.","2005",,"Baitello",,"brazil","sao paulo","teodoro sampaio","parque estadual do morro do diabo margem do caminho",,"locality","brazil_sao paulo_teodoro sampaio","brazil_sao paulo_teodoro sampaio",-22.41654278,-52.37383424,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Mansoa difficilis","(Cham.) Bureau & K.Schum.","possibly_ok","Bignoniaceae","Mansoa difficilis","(Cham.) Bureau & K.Schum.","species","name accepted","bfo-113525",,,"Mansoa difficilis (Cham.) Bureau & K.Schum.","Mansoa","Bignoniaceae","high","Mansoa difficilis"
"speciesLink","SP","301444","Matayba cristae","Plantae","Sapindaceae","Matayba","1994","06","21","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Estrada do Estreito.","54606","IBt","PreservedSpecimen","Franco, GADC","1994","07","21","1","cristae","Esteves, RL","-52.16","-22.530001","2021-12-09T11:19:23","Reitz","106",,,,,,"0","0","SP046195",,,,,,,,,"SPLINK","Teodoro Sampaio","1994-07-21",,,,,,,,,,,,,,,,,,"SP",,"Esteves, R.L.","106","1994","Franco, G.A.D.C.","1994",,"Esteves",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo, estrada do estreito",,"locality","brazil_sao paulo_teodoro sampaio","brazil_sao paulo_teodoro sampaio",-22.41654278,-52.37383424,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Matayba cristae","Reitz","possibly_ok","Sapindaceae","Matayba cristae","Reitz","species","name accepted","bfo-103424",,,"Matayba cristae Reitz","Matayba","Sapindaceae","medium","Matayba cristae"
"speciesLink","SP","301431","Matayba elaeagnoides","Plantae","Sapindaceae","Matayba","1994","12","07","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Trilha do 7000.","54606","IBt","PreservedSpecimen","Ferrucci, MS","2009",,,"1","elaeagnoides","Aguiar, OT","-52.16","-22.530001","2021-12-09T11:19:23","Radlk.","537",,,,,,"0","0",,,,,,,,,,"SPLINK","Teodoro Sampaio","2009-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Aguiar, O.T.","537","1994","Ferrucci, M.S.","2009",,"Aguiar",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Matayba elaeagnoides","Radlk.","possibly_ok","Sapindaceae","Matayba elaeagnoides","Radlk.","species","name accepted","bfo-32720",,,"Matayba elaeagnoides Radlk.","Matayba","Sapindaceae","high","Matayba elaeagnoides"
"speciesLink","SP","315491","Maxillaria porphyrostele","Plantae","Orchidaceae","Maxillaria","1989","10","02","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","54606","IBt","PreservedSpecimen","Martuscelli, P","1989","10",,"1","porphyrostele","Martuscelli, P","-52.16","-22.530001","2021-12-09T11:14:26","Rchb.f.","s.n.",,,,,,"0","0",,,,,,,,,,"SPLINK","Teodoro Sampaio","1989-10-NA",,,,,,,,,,,,,,,,,,"SP",,"Martuscelli, P.","s.n.","1989","Martuscelli, P.","1989",,"Martuscelli",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Maxillaria porphyrostele","Rchb.f.","possibly_ok","Orchidaceae","Maxillaria porphyrostele","Rchb.f.","species","name accepted","bfo-37815",,,"Maxillaria porphyrostele Rchb.f.","Maxillaria","Orchidaceae","low","Maxillaria porphyrostele"
"user","RB","RB00996388","Maytenus","Plantae","Celastraceae","Maytenus","2014","5","21","Brasil","São Paulo",,"Parque Estadual Morro do Diabo.",,"JBRJ","Preserved Specimen","G.D. Colletta et T.B. Flores",,,,,"Maytenus","G.D. Colletta; T.B. Flores; R.M. Barroso",,,,,"1595",,,,,,,,,,,,,,,,,,"Teodoro Sampaio",,,,"BR",,,"2014-05-21",,,,,,,"gen.","Physical Object",,,,"RB",,"Colletta, G.D.","1595","2014","Colletta, G.D.","n.d.","Flores, T.B.; Barroso, R.M.","Colletta","Flores, T.B.","brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,"urn:catalog:JBRJ:RB:996388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/99/63/88/00996388.jpg",,,,,,,,,,,,,,,,,,,"2015-08-18 09:56:21+00","Angiospermas","brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Maytenus","Molina","indet","Celastraceae","Maytenus","Molina","genus","name accepted","bfo-6746",,,"Maytenus Molina","Maytenus","Celastraceae","low",
"speciesLink","FUEL","14362","Melastomataceae","Plantae","Melastomataceae",,"1994","06","04","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","54606","UEL","PreservedSpecimen",,,,,"48",,"Rogge, GD","-52.16","-22.530001","2024-12-05T15:05:37",,"37",,"Tracheophyta",,"Myrtales","<nO>Arbusto +- 30cm alt; fruto roxo piloso.</nO>","0","0","FUEL010922","0","0",,,,,,,"SPLINK","Teodoro Sampaio",,,,,,,,,,,,,,,,,,,"FUEL",,"Rogge, G.D.","37","1994","s.n.","n.d.",,"Rogge",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Melastomataceae","A.Juss.","family_as_genus","Melastomataceae","Melastomataceae","A.Juss.","family","name accepted","bfo-161",,,"Melastomataceae A.Juss.",,"Melastomataceae","unknown",
"speciesLink","IAC","32851","Meliaceae","Plantae","Meliaceae",,"1994","06","03","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo",,"IAC","PreservedSpecimen","L.B. Salmazi","1994","06","03","64",,"L.B. Salmazi","-52.1675","-22.5325","2023-09-15T15:21:11",,"s/nº",,"Tracheophyta","Magnoliopsida","Sapindales",,"-22.5325","-52.1675",,,,,,,,,,"SPLINK","Teodoro Sampaio","1994-06-03",,,,,,,,,,,,,,,,,,"IAC",,"Salmazi, L.B.","s.n.","1994","Salmazi, L.B.","1994",,"Salmazi",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Meliaceae","A.Juss.","family_as_genus","Meliaceae","Meliaceae","A.Juss.","family","name accepted","bfo-162",,,"Meliaceae A.Juss.",,"Meliaceae","low",
"speciesLink","FUEL","14349","Mendoncia velloziana","Plantae","Acanthaceae","Mendoncia","1994","06","04","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","54606","UEL","PreservedSpecimen","Kameyama, C","2009","05","30","48","velloziana","Rodrigues, VS","-52.16","-22.530001","2024-12-05T15:04:59","Mart.","41",,"Tracheophyta",,"Lamiales","<nO>Trepadeira; flor vermelha c. bractea verde; fruto preto. Estrada de acesso ao alojamento.</nO>","0","0","FUEL027074","0","0",,,,,,,"SPLINK","Teodoro Sampaio","2009-05-30",,,,,,,,,,,,,,,,,,"FUEL",,"Rodrigues, V.S.","41","1994","Kameyama, C.","2009",,"Rodrigues",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Mendoncia velloziana","Mart.","possibly_ok","Acanthaceae","Mendoncia velloziana","Mart.","species","name accepted","bfo-4183",,,"Mendoncia velloziana Mart.","Mendoncia","Acanthaceae","high","Mendoncia velloziana"
"gbif","Tropicos","3386904","Thelypteris serrata (Cav.) Alston","Plantae","Thelypteridaceae","Meniscium","1995","1","18","Brazil","São Paulo",,"Munic. Teodoro Sampaio, Regiao do Pontal do Paranapanema, Parque estadual morro do diabo, Ilhota do Tolosa, margen direita do Rio Paranapanema.",,"MO","PRESERVED_SPECIMEN","Silva, M.R",,,,"http://biocol.org/urn:lsid:biocol.org:col:15859","serrata","M.R. Silva","-52.18333","-22.53333","2013-12-22 20:29:00","(Cav.) Alston","1635",,"Tracheophyta","Polypodiopsida","Polypodiales",,,,,"200.00000000",,,,,,,,"GBIF",,,"Meniscium serratum Cav.","http://www.tropicos.org/Specimen/3386904","BR",,"Tropicos","1995-01-18",,,,,,"SYNONYM","SPECIES","PhysicalObject",,,,,,,,,,,,,,"brazil","sao paulo","munic","parque estadual morro do diabo",,"locality","brazil_sao paulo_munic","brazil_sao paulo",-22.2584562,-48.7420254,"state","1260798953",,,,"urn:catalog:MO:Tropicos:3386904",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,"26602640",,,,,,,,,,,"Thelypteris",,,,,,"7bd65a7a-f762-11e1-a439-00145eb45e9a",,"StillImage",TRUE,FALSE,"Meniscium serratum","Thelypteris serrata (Cav.) Alston","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","NE",,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo","Brazil","São Paulo",,,"check_local.2state","Meniscium serratum","Cav.","name_w_authors","Thelypteridaceae","Meniscium serratum","Cav.","species","replaced synonym","bfo-133115","Meniscium serratum","Cav.","Meniscium serratum Cav.","Meniscium","Thelypteridaceae","unknown","Meniscium serratum"
"speciesLink","SP","277713","Merostachys riedeliana","Plantae","Poaceae","Merostachys","1995","05","16","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Picada 7001.","54606","IBt","PreservedSpecimen","Silva, RV","2014","10","20","1","riedeliana","Kirizawa, M; et al.","-52.16","-22.530001","2021-12-09T11:16:33","Rupr. ex Döll","3099",,,,,,"0","0","SP034603",,,,,,,,,"SPLINK","Teodoro Sampaio","2014-10-20",,,,,,,,,,,,,,,,,,"SP",,"Kirizawa, M.","3099","1995","Silva, R.V.","2014",,"Kirizawa",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Merostachys riedeliana","Rupr. ex Döll","possibly_ok","Poaceae","Merostachys riedeliana","Rupr. ex Döll","species","name accepted","bfo-13347",,,"Merostachys riedeliana Rupr. ex Döll","Merostachys","Poaceae","low","Merostachys riedeliana"
"speciesLink","SPF","112880","Metrodorea nigra","Plantae","Rutaceae","Metrodorea","1995","05","18","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","54606","USP","PreservedSpecimen","Pirani, JR","1996",,,"7","nigra","Kirizawa, M","-52.16","-22.530001","2023-12-20T16:08:18","A.St.-Hil.","3145",,,,,,"0","0","SPF00112880",,,,,,,,,"SPLINK","Teodoro Sampaio","1996-NA-NA",,,,,,,,,,,,,,,,,,"SPF",,"Kirizawa, M.","3145","1995","Pirani, J.R.","1996",,"Kirizawa",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Metrodorea nigra","A.St.-Hil.","possibly_ok","Rutaceae","Metrodorea nigra","A.St.-Hil.","species","name accepted","bfo-819",,,"Metrodorea nigra A.St.-Hil.","Metrodorea","Rutaceae","high","Metrodorea nigra"
"speciesLink","SP","302414","Miconia chamissois","Plantae","Melastomataceae","Miconia","1994","06","21","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Estrada do estreito","54606","IBt","PreservedSpecimen","Goldenberg, R","1998",,,"1","chamissois","Pastore, JA","-52.16","-22.530001","2021-12-09T11:11:16","Naudin","494",,,,,,"0","0",,,,,,,,,,"SPLINK","Teodoro Sampaio","1998-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Pastore, J.A.","494","1994","Goldenberg, R.","1998",,"Pastore",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo, estrada do estreito",,"locality","brazil_sao paulo_teodoro sampaio","brazil_sao paulo_teodoro sampaio",-22.41654278,-52.37383424,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Miconia chamissois","Naudin","possibly_ok","Melastomataceae","Miconia chamissois","Naudin","species","name accepted","bfo-9683",,,"Miconia chamissois Naudin","Miconia","Melastomataceae","high","Miconia chamissois"
"user","RB","RB00939391","Miconia cinerascens Miq.","Plantae","Melastomataceae","Miconia","2014","5","21","Brasil","São Paulo",,"Parque Estadual Morro do Diabo.",,"JBRJ","Preserved Specimen","G.D. Colletta e T.B. FLores",,,,,"cinerascens","G.D. Colletta  et. al.;",,,,"Miq.","1584",,,,,,,,,,,,,,,,,,"Teodoro Sampaio",,,,"BR",,,"2014-05-21",,,,,,,"sp.","Physical Object",,,,"RB",,"Colletta, G.D.","1584","2014","Colletta, G.D.","n.d.",,"Colletta","Flores, T.B.","brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,"urn:catalog:JBRJ:RB:939391",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/93/93/91/00939391.jpg",,,,,,,,,,,,,,,,,,,"2015-03-26 13:55:39+00","Angiospermas","brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Miconia cinerascens","Miq.","name_w_authors","Melastomataceae","Miconia cinerascens","Miq.","species","name accepted","bfo-9686",,,"Miconia cinerascens Miq.","Miconia","Melastomataceae","low","Miconia cinerascens"
"speciesLink","UEC","205094","Miconia cinerascens cinerascens","Plantae","Melastomataceae","Miconia","1994","06","21","Brazil","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo, Estra","54606","UNICAMP","S","Caddah, MK","2012",,,"2","cinerascens","Aguiar, OT","-52.16","-22.530001","2023-03-09T11:36:55","Miq.","463",,"Magnoliopsida",,,"<nO>fruto, Arvoreta de 1,7 m de altura, frutos. Mata seca, degradada, com presença de mandacarus.</nO>","0","0","UEC083740",,,"cinerascens",,,,,,"SPLINK","Teodoro Sampaio","2012-NA-NA",,,,,,,,,,,,,,,,,,"UEC",,"Aguiar, O.T.","463","1994","Caddah, M.K.","2012",,"Aguiar",,"brazil","sao paulo","teodoro sampaio","parque estadual do morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Miconia cinerascens var. cinerascens","Miq.","not_Genus_epithet_format","Melastomataceae","Miconia cinerascens var. cinerascens","Miq.","variety","name misspelled","bfo-109117",,,"Miconia cinerascens var. cinerascens Miq.","Miconia","Melastomataceae","high","Miconia cinerascens"
"speciesLink","UEC","73577","Miconia collatata","Plantae","Melastomataceae","Miconia",,,,"Brazil","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo","54606","UNICAMP","S","Goldenberg, R","1995","08",,"2","collatata","Pastore, JFB","-52.16","-22.530001","2023-03-09T11:36:57","Wurdack","170",,"Magnoliopsida",,,"<nO>flor, Arvoreta, flores brancas, próximo ao piquete 21 da picada 119, sub-bosque, área de inundação.</nO>","0","0","UEC163647",,,,,,,,,"SPLINK","Teodoro Sampaio","1995-08-NA",,,,,,,,,,,,,,,,,,"UEC",,"Pastore, J.F.B.","170","n.d.","Goldenberg, R.","1995",,"Pastore",,"brazil","sao paulo","teodoro sampaio","parque estadual do morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Miconia collatata","Wurdack","possibly_ok","Melastomataceae","Miconia collatata","Wurdack","species","name accepted","bfo-9689",,,"Miconia collatata Wurdack","Miconia","Melastomataceae","high","Miconia collatata"
"speciesLink","FUEL","14316","Miconia discolor","Plantae","Melastomataceae","Miconia","1994","06",,"Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","54606","UEL","PreservedSpecimen","Goldenberg, R","2001","02",,"48","discolor","Luiz Henrique","-52.16","-22.530001","2024-12-05T15:05:39","DC.","s.n.",,"Tracheophyta",,"Myrtales","<nO>Arbustivo 2,5m; fruto verde carnoso; adocicado</nO>","0","0","FUEL008977","0","0",,,,,,,"SPLINK","Teodoro Sampaio","2001-02-NA",,,,,,,,,,,,,,,,,,"FUEL",,"Henrique, L.","s.n.","1994","Goldenberg, R.","2001",,"Henrique",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Miconia discolor","DC.","possibly_ok","Melastomataceae","Miconia discolor","DC.","species","name accepted","bfo-9696",,,"Miconia discolor DC.","Miconia","Melastomataceae","high","Miconia discolor"
"user","RB","RB00417592","Miconia lepidota DC.","Plantae","Melastomataceae","Miconia","1990","9","13","Brasil","São Paulo",,"Parque estadual do Morro do Diabo.",,"JBRJ","Preserved Specimen","J.F.Baumgratz, M.L.Souza & B.Chiavegatto",,,,,"lepidota","E. C. Fonseca",,,,"DC.","100",,,,,,,,,,,,,,,,,,"Teodoro Sampaio","2007-10",,,"BR",,,"1990-09-13",,,,,,,"sp.","Physical Object",,,,"RB",,"Fonseca, E.C.","100","1990","Baumgratz, J.F.","2007",,"Fonseca","Souza, M.L.; Chiavegatto, B.","brazil","sao paulo","teodoro sampaio","parque estadual do morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,"urn:catalog:JBRJ:RB:417592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/41/75/92/00417592.jpg",,,,,,,,,,,,,,,,,,,"2014-07-08 03:15:25+00","Angiospermas","brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Miconia lepidota","DC.","name_w_authors","Melastomataceae","Miconia lepidota","DC.","species","name accepted","bfo-9725",,,"Miconia lepidota DC.","Miconia","Melastomataceae","high","Miconia lepidota"
