"data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","continentocean","county","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","collectionID","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","occurrenceRemarks","locality","coordinatePrecision","phylum","specificEpithet","class","order","fieldNumber","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","relationshiptype","relatedcatalogitem","previouscatalognumber","individualcount","preparationtype","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif",,"NY","NY02422593","Tectaria pilosa (Fée) R.C.Moran","Plantae","Tectariaceae","Tectaria","1990","11","20","Brazil","São Paulo",,,"NY","PRESERVED_SPECIMEN","J. Prado",,,,,,,"E. L. M. Catharino","-47.549722","-24.700278",,"(Fée) R.C.Moran","1496",,"Barra do Una, Estação Ecológica Jureia-Itatins",,"Tracheophyta","pilosa","Polypodiopsida","Polypodiales",,,,,,,,,,,"GBIF",,,"Tectaria pilosa (Fée) R.C.Moran","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3138746","BR",,,"1990-11-20",,,,,,"ACCEPTED","SPECIES",,,"1990-11-20",,,,,,,,,,,,"brazil","sao paulo","barra do una","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_barra una","brazil_sao paulo",-22.2584562,-48.7420254,"state","2997975374",,,,"3138746",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tectaria",,,,,,"a185d0c4-1a12-45c1-a729-2a7b058b528d",,,TRUE,FALSE,"Tectaria pilosa","Tectaria pilosa (Fée) R.C.Moran","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/2/42/25/93/ny_02422593.dzi",,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo","Brazil","São Paulo",,,"check_local.2state","Tectaria pilosa","(Fée) R.C.Moran","name_w_authors","Tectariaceae","Tectaria pilosa","(Fée) R.C.Moran","species","name accepted","bfo-92132",,,"Tectaria pilosa (Fée) R.C.Moran","Tectaria","Tectariaceae","unknown","Tectaria pilosa"
"gbif",,"P","P00904671","Blechnum serrulatum Rich.","Plantae","Blechnaceae","Telmatoblechnum","1991","4","24","Brasil","São Paulo",,"Iguape","MNHN","PRESERVED_SPECIMEN",,,,,,,,"Mamede, M.C.H.;Melo, M.R.F.;Anunciação, E.A.;Carvalhaes, M.A.",,,"2016-03-09 17:11:53","Rich.",,,"Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha entre a foz do Rio Verde e o alojamento do IBAMA.",,"Tracheophyta","serrulatum","Polypodiopsida","Polypodiales","425",,,,,,,,,,"GBIF","Iguape",,"Telmatoblechnum serrulatum (Rich.) Perrie, D.J.Ohlsen & Brownsey",,"BR",,,"1991-04-24",,,,,,"SYNONYM","SPECIES",,,,"Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha entre a foz do Rio Verde e o alojamento do IBAMA.",,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins, serra da jureia",,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county","1265107366","http://grbio.org/institution/museum-national-dhistoire-naturelle",,,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00904671",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blechnum",,,,,,"b5cdf794-8fa4-4a85-8b26-755d087bf531",,"StillImage",FALSE,FALSE,"Telmatoblechnum serrulatum","Blechnum serrulatum Rich.","null",FALSE,"LATIN_AMERICA","EUROPE","NE",,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape","Brazil","São Paulo","Iguape",,"check_local.2municip.","Telmatoblechnum serrulatum","(Rich.) Perrie, D.J. Ohlsen & Brownsey","name_w_authors","Blechnaceae","Telmatoblechnum serrulatum","(Rich.) Perrie, D.J. Ohlsen & Brownsey","species","replaced synonym","bfo-582933","Telmatoblechnum serrulatum","(Rich.) Perrie, D.J. Ohlsen & Brownsey","Telmatoblechnum serrulatum (Rich.) Perrie, D.J. Ohlsen & Brownsey","Telmatoblechnum","Blechnaceae","unknown","Telmatoblechnum serrulatum"
"gbif",,"UEC","83457","Temnadenia odorifera (Vell.) J.F.Morales","Plantae","Apocynaceae","Temnadenia","1991","4","25","Brazil","São Paulo",,,"UNICAMP","PRESERVED_SPECIMEN","Simões, AO",,,,,,"https://specieslink.net/col/2","Carvalhães, MA",,,"2023-03-09 11:27:02","(Vell.) J.F.Morales","32",,"Estação Ecológica Juréia-Itatins, Serra da Juréia, margen do rio Verde em direção à foz",,"Tracheophyta","odorifera","Magnoliopsida","Gentianales",,,,,,,,,,,"GBIF","Iguape","2004-11-01","Temnadenia odorifera (Vell.) J.F.Morales",,"BR",,,"1991-04-25",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins, serra da jureia",,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county","1089040127",,,,"https://specieslink.net/guid/2/83457",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Temnadenia",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,"Temnadenia odorifera","Temnadenia odorifera","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UEC164814",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape","Brazil","São Paulo","Iguape",,"check_local.2municip.","Temnadenia odorifera","(Vell.) J.F.Morales","name_w_authors","Apocynaceae","Temnadenia odorifera","(Vell.) J.F.Morales","species","name accepted","bfo-4874",,,"Temnadenia odorifera (Vell.) J.F.Morales","Temnadenia","Apocynaceae","unknown","Temnadenia odorifera"
"gbif",,"SP","309090","Terminalia catappa L.","Plantae","Combretaceae","Terminalia","1992","10","15","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Rossi, L",,,,,,"https://specieslink.net/col/1","Fávero, OA; Prado, DM",,,"2021-12-09 11:03:21","L.","678",,"Estação Ecológica Juréia-Itatins, Arredores da casa do Sr. Malvino e Dalva, próximo á Praia do Rio Verde",,"Tracheophyta","catappa","Magnoliopsida","Myrtales",,,,,,,,,,,"GBIF","Iguape",,"Terminalia catappa L.",,"BR",,,"1992-10-15",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality","2452885236",,,,"https://specieslink.net/guid/1/309090",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Terminalia",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Terminalia catappa","Terminalia catappa","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape_eec jureia itatins","Brazil","São Paulo","Iguape","EEc de Juréia-Itatins","ok_same_resolution","Terminalia catappa","L.","name_w_authors","Combretaceae","Terminalia catappa","L.","species","name accepted","bfo-22511",,,"Terminalia catappa L.","Terminalia","Combretaceae","unknown","Terminalia catappa"
"gbif",,"SP","263391","Terminalia triflora (Griseb.) Lillo","Plantae","Combretaceae","Terminalia","1993","2","11","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Mamede, MCH",,,,,,"https://specieslink.net/col/1","Rossi, L; et al.",,,"2021-12-09 11:03:21","(Griseb.) Lillo","1281",,"Estação Ecológica Juréia-Itatins, Proximidades do alojamento, mata de planície",,"Tracheophyta","triflora","Magnoliopsida","Myrtales",,,,,,,,,,,"GBIF","Iguape","1995-01-01","Terminalia triflora (Griseb.) Lillo",,"BR",,,"1993-02-11",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins, mata de planicie",,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county","2452861212",,,,"https://specieslink.net/guid/1/263391",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Terminalia",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Terminalia triflora","Terminalia triflora","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape","Brazil","São Paulo","Iguape",,"check_local.2municip.","Terminalia triflora","(Griseb.) Lillo","name_w_authors","Combretaceae","Terminalia triflora","(Griseb.) Lillo","species","name accepted","bfo-6922",,,"Terminalia triflora (Griseb.) Lillo","Terminalia","Combretaceae","unknown","Terminalia triflora"
"speciesLink","SPSF00025012","SPSF","25012","Ternstroemia brasiliensis","Plantae","Pentaphylacaceae","Ternstroemia","1995","01","10","Brasil","SP","América do Sul","Iguape","IF","PreservedSpecimen","A.Rapini","1996","02","01",,,"13","E.A.Anunciacao","-47.549999","-24.700001","2024-08-06T09:17:17","Camb.","612A","<nO>COLETA: XLS: SPSFAntigo&nf;Arvoreta 3ma altura; botões e flores amarelo-esverdeados.; GEOGRAFIA: Serra da Juréia;</nO>","Estação Ecológica Juréia-Itatins","55628","Magnoliophyta","brasiliensis","Magnoliopsida","Theales",,,,,,,,,,,"SPLINK","Iguape","1996-02-01",,,,,,,,,,,,,,,,,,"SPSF",,"Anunciacao, E.A.","612-A","1995","Rapini, A.","1996",,"Anunciacao",,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Ternstroemia brasiliensis","Cambess.","possibly_ok","Pentaphylacaceae","Ternstroemia brasiliensis","Cambess.","species","author misspelled","bfo-12575",,,"Ternstroemia brasiliensis Cambess.","Ternstroemia","Pentaphylacaceae","low","Ternstroemia brasiliensis"
"user",,"RB","RB00722940","Tetrapterys phlomoides (Spreng.) Nied.","Plantae","Malpighiaceae","Tetrapterys","1990","4","26","Brasil","São Paulo",,,"JBRJ","Preserved Specimen","M.C.H. Mamede",,,,,,,"M.C.H. Mamede ; L. Rossi; E.L.M. Catharino",,,,"(Spreng.) Nied.","267",,"Estação Ecológica Juréia-Itatins, caminho do Imperador. Praia do rio Verde em direção ao rio Una.",,,"phlomoides",,,,,,,,,,,,,,"Iguape",,,,"BR",,,"1990-04-26","Restinga",,,,,,"sp.","Physical Object",,,,"RB",,"Mamede, M.C.H.","267","1990","Mamede, M.C.H.","n.d.","Rossi, L.; Catharino, E.L.M.","Mamede",,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality",,,,,"urn:catalog:JBRJ:RB:722940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/72/29/40/00722940.jpg",,,,,,,,,,,,,,,,,,,"2014-07-08 00:21:18+00","Angiospermas","brazil_sao paulo_iguape_eec jureia itatins","Brazil","São Paulo","Iguape","EEc de Juréia-Itatins","ok_same_resolution","Tetrapterys phlomoides","(Spreng.) Nied.","name_w_authors","Malpighiaceae","Tetrapterys phlomoides","(Spreng.) Nied.","species","name accepted","bfo-8971",,,"Tetrapterys phlomoides (Spreng.) Nied.","Tetrapterys","Malpighiaceae","high","Tetrapterys phlomoides"
"gbif",,"SP","245804","Tetrastylidium grandifolium (Baill.) Sleumer","Plantae","Strombosiaceae","Tetrastylidium","1990","9","21","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Rodrigues, EA",,,,,,"https://specieslink.net/col/1","Gomes da Silva, SJ; et al.",,,"2023-12-01 09:16:20","(Baill.) Sleumer","54",,"Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para a Figueira Grande, mata de encosta",,"Tracheophyta","grandifolium","Magnoliopsida","Santalales",,,,,,,,,,,"GBIF","Iguape","1997-03-05","Tetrastylidium grandifolium (Baill.) Sleumer",,"BR",,,"1990-09-21",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins, serra da jureia, mata de encosta",,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county","2452851198",,,,"https://specieslink.net/guid/1/245804",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tetrastylidium",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Tetrastylidium grandifolium","Tetrastylidium grandifolium","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape","Brazil","São Paulo","Iguape",,"check_local.2municip.","Tetrastylidium grandifolium","(Baill.) Sleumer","name_w_authors","Strombosiaceae","Tetrastylidium grandifolium","(Baill.) Sleumer","species","name accepted","bfo-19959",,,"Tetrastylidium grandifolium (Baill.) Sleumer","Tetrastylidium","Strombosiaceae","unknown","Tetrastylidium grandifolium"
"gbif",,"SP","247679","Tetrorchidium rubrivenium Poepp.","Plantae","Euphorbiaceae","Tetrorchidium","1990","12","16","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Cordeiro, I",,,,,,"https://specieslink.net/col/1","Gomes da Silva, SJ; et al.",,,"2021-12-09 11:05:59","Poepp.","169",,"Estação Ecológica Juréia-Itatins, Serra da Juréia. Trilha do Imperador.",,"Tracheophyta","rubrivenium","Magnoliopsida","Malpighiales",,,,,,,,,,,"GBIF","Iguape",,"Tetrorchidium rubrivenium Poepp.",,"BR",,,"1990-12-16",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins, serra da jureia",,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county","2452852114",,,,"https://specieslink.net/guid/1/247679",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tetrorchidium",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Tetrorchidium rubrivenium","Tetrorchidium rubrivenium","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/SP0247679",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape","Brazil","São Paulo","Iguape",,"check_local.2municip.","Tetrorchidium rubrivenium","Poepp.","name_w_authors","Euphorbiaceae","Tetrorchidium rubrivenium","Poepp.","species","name accepted","bfo-17690",,,"Tetrorchidium rubrivenium Poepp.","Tetrorchidium","Euphorbiaceae","unknown","Tetrorchidium rubrivenium"
"gbif",,"SP","253554","Thaumatophyllum bipinnatifidum (Schott ex Endl.) Sakur., Calazans & Mayo","Plantae","Araceae","Thaumatophyllum","1988","10","10","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Magno, A",,,,,,"https://specieslink.net/col/1","Simão Bianchini, R; et al.",,,"2024-05-24 09:29:48","(Schott ex Endl.) Sakur. & Calazans & Mayo","51",,"Estação Ecológica Juréia-Itatins, Próxima à praia na restinga",,"Tracheophyta","bipinnatifidum","Liliopsida","Alismatales",,,,,,,,,,,"GBIF","Iguape","2024-05-22","Thaumatophyllum bipinnatifidum (Schott ex Endl.) Sakur., Calazans & Mayo",,"BR",,,"1988-10-10",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality","2452856293",,,,"https://specieslink.net/guid/1/253554",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thaumatophyllum",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Thaumatophyllum bipinnatifidum","Thaumatophyllum bipinnatifidum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SP049643",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape_eec jureia itatins","Brazil","São Paulo","Iguape","EEc de Juréia-Itatins","ok_same_resolution","Thaumatophyllum bipinnatifidum","(Schott ex Endl.) Sakur., Calazans & Mayo","name_w_authors","Araceae","Thaumatophyllum bipinnatifidum","(Schott ex Endl.) Sakur., Calazans & Mayo","species","name accepted","bfo-604637",,,"Thaumatophyllum bipinnatifidum (Schott ex Endl.) Sakur., Calazans & Mayo","Thaumatophyllum","Araceae","unknown","Thaumatophyllum bipinnatifidum"
"gbif",,"SP","252719","Thaumatophyllum corcovadense (Kunth) Sakur., Calazans & Mayo","Plantae","Araceae","Thaumatophyllum","1991","11","28","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Magno, A",,,,,,"https://specieslink.net/col/1","Rossi, L; et al.",,,"2024-05-24 09:29:48","(Kunth) Sakur., Calazans & Mayo","972",,"Estação Ecológica Juréia-Itatins, Margem do Rio verde",,"Tracheophyta","corcovadense","Liliopsida","Alismatales",,,,,,,,,,,"GBIF","Iguape","2024-05-22","Thaumatophyllum corcovadense (Kunth) Sakur., Calazans & Mayo",,"BR",,,"1991-11-28",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality","2452855931",,,,"https://specieslink.net/guid/1/252719",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thaumatophyllum",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Thaumatophyllum corcovadense","Thaumatophyllum corcovadense","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SP049614",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape_eec jureia itatins","Brazil","São Paulo","Iguape","EEc de Juréia-Itatins","ok_same_resolution","Thaumatophyllum corcovadense","(Kunth) Sakur., Calazans & Mayo","name_w_authors","Araceae","Thaumatophyllum corcovadense","(Kunth) Sakur., Calazans & Mayo","species","name accepted","bfo-604639",,,"Thaumatophyllum corcovadense (Kunth) Sakur., Calazans & Mayo","Thaumatophyllum","Araceae","unknown","Thaumatophyllum corcovadense"
"gbif",,"SP","245700","Thoracocarpus bissectus (Vell.) Harling","Plantae","Cyclanthaceae","Thoracocarpus","1990","9","19","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Kirizawa, M",,,,,,"https://specieslink.net/col/1","Cordeiro, I; Mamede, MCH; Gomes da Silva, SJ; Nagatami, Y; Piacentin, EP",,,"2021-12-09 11:04:03","(Vell.) Harling","677",,"Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para o campo próximo ao alojamento do IBAMA",,"Tracheophyta","bissectus","Liliopsida","Pandanales",,,,,,,,,,,"GBIF","Iguape","2000-06-05","Thoracocarpus bissectus (Vell.) Harling",,"BR",,,"1990-09-19",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins, serra da jureia",,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county","2452851448",,,,"https://specieslink.net/guid/1/245700",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thoracocarpus",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Thoracocarpus bissectus","Thoracocarpus bissectus","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape","Brazil","São Paulo","Iguape",,"check_local.2municip.","Thoracocarpus bissectus","(Vell.) Harling","name_w_authors","Cyclanthaceae","Thoracocarpus bissectus","(Vell.) Harling","species","name accepted","bfo-7143",,,"Thoracocarpus bissectus (Vell.) Harling","Thoracocarpus","Cyclanthaceae","unknown","Thoracocarpus bissectus"
"speciesLink","SPSF00024181","SPSF","24181","Tibouchina","Plantae","Melastomataceae","Tibouchina","1987","11","17","Brasil","SP","América do Sul","Peruíbe","IF","PreservedSpecimen",,,,,,,"13","M. Kirizawa & E.L.M.Catharino","-47.25","-24.55","2024-08-06T09:15:37",,"1940","<nO>COLETA: Arbusto com aprox. 1m alt.; corola lilás-roxo, relativamente comum.; GEOGRAFIA: morro da Jureia, campo de altitude&nf;;</nO>","Estação Ecológica Juréia-Itatins",,"Magnoliophyta",,"Magnoliopsida","Myrtales",,"400","400",,,,,,,,"SPLINK","Peruíbe",,,,,,,,,,,,,,,,,,,"SPSF",,"Kirizawa, M.","1940","1987","s.n.","n.d.","Catharino, E.L.M.","Kirizawa",,"brazil","sao paulo","peruibe","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_peruibe_estacao ecologica jureia itatins","brazil_sao paulo_peruibe_eec jureia itatins",-24.545629,-47.242058,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Tibouchina","Aubl.","indet","Melastomataceae","Tibouchina","Aubl.","genus","name accepted","bfo-9876",,,"Tibouchina Aubl.","Tibouchina","Melastomataceae","unknown",
"speciesLink","SPSF00056210","SPSF","56210","Tillandsia dura","Plantae","Bromeliaceae","Tillandsia","2022","05","22","Brasil","SP","América do Sul","Peruíbe","IF","PreservedSpecimen",,,,,,,"13","R.T.Shirasuna & N.M.Ivanauskas & L.N.Gonçalves & P.Duffles & I.M.Lourenço & R. Moraes & J.Moraes","-47.234167","-24.555556","2024-08-06T09:12:29","Baker","5064","<nO>COLETA: Epífita; brácteas pink.; GEOGRAFIA: Núcleo Rio Verde. Maciço da Juréia, trilha de acesso ao Campo de Altitude.;</nO>","Estação Ecológica Juréia-Itatins",,"Magnoliophyta","dura","Liliopsida","Bromeliales",,"285","285",,,,,,,,"SPLINK","Peruíbe",,,,,,,,,,,,,,,,,,,"SPSF",,"Shirasuna, R.T.","5064","2022","s.n.","n.d.","Ivanauskas, N.M.; Goncalves, L.N.; Duffles, P.; Lourenco, I.M.; Moraes, R.; Moraes, J.","Shirasuna",,"brazil","sao paulo","peruibe","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_peruibe_estacao ecologica jureia itatins","brazil_sao paulo_peruibe_eec jureia itatins",-24.545629,-47.242058,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Tillandsia dura","Baker","possibly_ok","Bromeliaceae","Tillandsia dura","Baker","species","name accepted","bfo-6373",,,"Tillandsia dura Baker","Tillandsia","Bromeliaceae","unknown","Tillandsia dura"
"gbif",,"SP","253116","Tillandsia geminiflora Brongn.","Plantae","Bromeliaceae","Tillandsia","1991","10","12","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Wanderley, MGL",,,,,,"https://specieslink.net/col/1","Kameyama, C; et al.",,,"2021-12-09 11:02:44","Brongn.","6",,"Estação Ecológica Juréia-Itatins, Alto do morro próximo ao alojamento, mata arbustiva de topo de morro",,"Tracheophyta","geminiflora","Liliopsida","Poales",,,,,,,,,,,"GBIF","Iguape","1995-03-21","Tillandsia geminiflora Brongn.",,"BR",,,"1991-10-12",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins, mata arbustiva de topo de morro",,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county","2452856294",,,,"https://specieslink.net/guid/1/253116",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tillandsia",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Tillandsia geminiflora","Tillandsia geminiflora","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape","Brazil","São Paulo","Iguape",,"check_local.2municip.","Tillandsia geminiflora","Brongn.","name_w_authors","Bromeliaceae","Tillandsia geminiflora","Brongn.","species","name accepted","bfo-6376",,,"Tillandsia geminiflora Brongn.","Tillandsia","Bromeliaceae","unknown","Tillandsia geminiflora"
