"data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","occurrenceRemarks","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","continentocean","preparationtype","class","order","infraspecificEpithet","individualcount","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SP048757","SP","346845","Murraya paniculata","Plantae","Rutaceae","Murraya","2000","07","10","Brasil","São Paulo","Gália","Fazenda vizinha à Estação Ecológica dos Caetetus. Plantação de limão a caminho do mirante.","IBt",,"PreservedSpecimen","Pirani, JR","2000","08","0","0","1","paniculata","Fiaschi, P; Christianini, AV","-49.549999","-22.290001","2021-12-09T11:19:09","(L.) Jack","361",,,,,"23314",,,,,,,"SPLINK","Gália","2000-08-NA",,,,,,,,,,,,,,,,,,"SP",,"Fiaschi, P.","361","2000","Pirani, J.R.","2000","Christianini, A.V.","Fiaschi",,"brazil","sao paulo","galia","fazenda vizinha a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Murraya paniculata","(L.) Jack","possibly_ok","Rutaceae","Murraya paniculata","(L.) Jack","species","name accepted","bfo-837",,,"Murraya paniculata (L.) Jack","Murraya","Rutaceae","high","Murraya paniculata"
"speciesLink",,"SP","358243","Calyptranthes clusiifolia","Plantae","Myrtaceae","Calyptranthes","2000","07","09","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus, Trilha do Paraíso, na latura da trilha Z1","IBt",,"PreservedSpecimen","Rosa, PO","2011","11","0","0","1","clusiifolia","Fiaschi, P; Christianini, AV","-49.549999","-22.290001","2021-12-09T11:12:24","(Miq.) O.Berg","352",,,,,"23314",,,,,,,"SPLINK","Gália","2011-11-NA",,,,,,,,,,,,,,,,,,"SP",,"Fiaschi, P.","352","2000","Rosa, P.O.","2011","Christianini, A.V.","Fiaschi",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myrcia neoclusiifolia","A.R.Lourenço & E.Lucas","possibly_ok","Myrtaceae","Myrcia neoclusiifolia","A.R.Lourenço & E.Lucas","species","author misspelled|replaced synonym","bfo-608733","Myrcia neoclusiifolia","A.R.Lourenço & E.Lucas","Myrcia neoclusiifolia A.R.Lourenço & E.Lucas","Myrcia","Myrtaceae","high","Myrcia neoclusiifolia"
"user",,"ESA","ESA00137149","Myrcia splendens (Sw.) DC.",,"Myrtaceae","Myrcia","2015","10","11","Brasil","São Paulo",,"Estação Ecológica de Caetetus, trilha do cipó","ESA",,,"Sem determinador",,,,,,,"Colletta, G. D","0","0",,"(Sw.) DC.","2328",,,,,,,,,,,,"REFLORA","Gália",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"não",,,,,,,,,,,,,,,,,,,,,,,,"splendens","MYRTACEAE Myrcia splendens (Sw.) DC.",,,,,,,,,,,"ESA",,,,,"11/10/2015",,"680","METRO",,,,,,,,"brazil_sao paulo_galia_eec caetetus","Brazil","São Paulo","Gália","EEc de Caetetus","ok_same_resolution","Myrcia splendens","(Sw.) DC.","name_w_authors","Myrtaceae","Myrcia splendens","(Sw.) DC.","species","name accepted","bfo-10759",,,"Myrcia splendens (Sw.) DC.","Myrcia","Myrtaceae","high","Myrcia splendens"
"gbif",,,"21934","Myrcianthes pungens (O.Berg) D.Legrand","Plantae","Myrtaceae","Myrcianthes",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"pungens","Tiago Egydio Barreto","-49.7004159","-22.4081668","2016-07-29",,,,,,,,,,"Magnoliopsida","Myrtales",,,"GBIF","Gália",,"Myrcianthes pungens (O.Berg) D.Legrand",,"BR",,"SinBIOTA",,,,,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967833060",,,,"219340085","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21828",,,,,,,,,,,,,"8175815",,,,,,,,,,,"Myrcianthes",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Myrcianthes pungens","Myrcianthes pungens","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","EN",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Myrcianthes pungens","(O.Berg) D.Legrand","name_w_authors","Myrtaceae","Myrcianthes pungens","(O.Berg) D.Legrand","species","name accepted","bfo-10786",,,"Myrcianthes pungens (O.Berg) D.Legrand","Myrcianthes","Myrtaceae","unknown","Myrcianthes pungens"
"user",,"ESA","ESA00137108","Myrciaria floribunda (H. West ex Willd.) O. Berg",,"Myrtaceae","Myrciaria","2015","10","11","Brasil","São Paulo",,"Estação Ecológica de Caetetus, trilha do Lago","ESA",,,"Sem determinador",,,,,,,"Colletta, G. D","0","0",,"(H. West ex Willd.) O. Berg","2287",,,,,,,,,,,,"REFLORA","Gália",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"não",,,,,,,,,,,,,,,,,,,,,,,,"floribunda","MYRTACEAE Myrciaria floribunda (H. West ex Willd.) O. Berg",,,,,,,,,,,"ESA",,,,,"11/10/2015",,"680","METRO",,,,,,,,"brazil_sao paulo_galia_eec caetetus","Brazil","São Paulo","Gália","EEc de Caetetus","ok_same_resolution","Myrciaria floribunda","(H.West ex Willd.) O.Berg","name_w_authors","Myrtaceae","Myrciaria floribunda","(H.West ex Willd.) O.Berg","species","author misspelled","bfo-10792",,,"Myrciaria floribunda (H.West ex Willd.) O.Berg","Myrciaria","Myrtaceae","high","Myrciaria floribunda"
"speciesLink","SPF00203449","SPF","203449","Myriopus paniculatus","Plantae","Boraginaceae","Myriopus","2002","10","21","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus","USP",,"PreservedSpecimen","Pirani, JR","2023","01","0","0","7","paniculatus","Udulutsch, RG","-49.549999","-22.290001","2023-12-20T15:56:51","(Cham.) Feuillet","1202",,,,,"23314",,,,,,,"SPLINK","Gália","2023-01-NA",,,,,,,,,,,,,,,,,,"SPF",,"Udulutsch, R.G.","1202","2002","Pirani, J.R.","2023",,"Udulutsch",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myriopus paniculatus","(Cham.) Feuillet","possibly_ok","Heliotropiaceae","Myriopus paniculatus","(Cham.) Feuillet","species","name accepted","bfo-134365",,,"Myriopus paniculatus (Cham.) Feuillet","Myriopus","Heliotropiaceae","medium","Myriopus paniculatus"
"speciesLink",,"SPFW","5547","Myrocarpus","Plantae","Leguminosae Papilionoideae","Myrocarpus","2013","12","14","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus","USP",,"PreservedSpecimen",,,,"22º22'41,8''S","49º41'49''W","20",,"Ceccantini, G.C.T. Ifanger, E.R.; Baldaconi, G.; Teixeira, L.; Alecio, P.C.","-49.696944","-22.378278","2021-05-14T17:00:17",,"4053",,,"671","671",,,,,,,,"SPLINK","Gália",,,,,,,,,,,,,,,,,,,"SPFw","xylarium","Ceccantini, G.C.T.I.R.","4053","2013","s.n.","n.d.","Baldaconi, G.; Teixeira, L.; Alecio, P.C.","Ceccantini",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myrocarpus","Allemão","indet","Fabaceae","Myrocarpus","Allemão","genus","name accepted","bfo-29795",,,"Myrocarpus Allemão","Myrocarpus","Fabaceae","unknown",
"speciesLink",,"SPFW","5361","Myroxylon peruiferum","Plantae","Leguminosae Papilionoideae","Myroxylon","2013","08","31","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus","USP",,"PreservedSpecimen","G.M. Locosselli",,,"22º23'20,2''S","49º41'58,3''W","20","peruiferum","Locosselli, G.M. Ceccantini, G.C.T.; Krottenthaler, S.; Broschek, H.; Pitch, P.; Esborini, S.A.","-49.699528","-22.388944","2021-05-14T17:00:17","L.f.","224","<nO>Voucher: No. Canopy height (m): Indeterminated. Number of cores: 2. Core A/B/C/D: W->E/NE->Sw./Indeterminated/Indeterminated. Site quality: Disturbed.</nO>",,"622","622",,,,,,,,"SPLINK","Gália",,,,,,,,,,,,,,,,,,,"SPFw","xylarium","Locosselli, G.M.C.C.T.","224","2013","Locosselli, G.M.","n.d.","Krottenthaler, S.; Broschek, H.; Pitch, P.; Esborini, S.A.","Locosselli",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myroxylon peruiferum","L.f.","possibly_ok","Fabaceae","Myroxylon peruiferum","L.f.","species","name accepted","bfo-29797",,,"Myroxylon peruiferum L.f.","Myroxylon","Fabaceae","low","Myroxylon peruiferum"
"gbif",,,"21933","Myrsine lancifolia Mart.","Plantae","Primulaceae","Myrsine",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"lancifolia","Tiago Egydio Barreto","-49.7004159","-22.4081668","2016-07-28",,,,,,,,,,"Magnoliopsida","Ericales",,,"GBIF","Gália",,"Myrsine lancifolia Mart.",,"BR",,"SinBIOTA",,,,,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967833041",,,,"219330086","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21827",,,,,,,,,,,,,"9401100",,,,,,,,,,,"Myrsine",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Myrsine lancifolia","Myrsine lancifolia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Myrsine lancifolia","Mart.","name_w_authors","Primulaceae","Myrsine lancifolia","Mart.","species","name accepted","bfo-10233",,,"Myrsine lancifolia Mart.","Myrsine","Primulaceae","unknown","Myrsine lancifolia"
"gbif",,,"21933","Myrsine umbellata Mart.","Plantae","Primulaceae","Myrsine",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"umbellata","Tiago Egydio Barreto","-49.7004159","-22.4081668","2016-07-28",,,,,,,,,,"Magnoliopsida","Ericales",,,"GBIF","Gália",,"Myrsine umbellata Mart.",,"BR",,"SinBIOTA",,,,,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967831121",,,,"219330088","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21827",,,,,,,,,,,,,"9401108",,,,,,,,,,,"Myrsine",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Myrsine umbellata","Myrsine umbellata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Myrsine umbellata","Mart.","name_w_authors","Primulaceae","Myrsine umbellata","Mart.","species","name accepted","bfo-10242",,,"Myrsine umbellata Mart.","Myrsine","Primulaceae","unknown","Myrsine umbellata"
"speciesLink","UEC095069","UEC","78191","Nectandra cuspidata","Plantae","Lauraceae","Nectandra","1995","05","20","Brazil","São Paulo","Gália","Estação Ecológica de Caetetus.","UNICAMP","Magnoliopsida","S","Baitello, JB","1997","05","-22.25","-49.5","2","cuspidata","Passos, FC","-49.5","-22.25","2023-03-09T11:35:17","Nees & Mart.","FP6",,"13",,,,,,,,,,"SPLINK","Gália","1997-05-13",,,,,,,,,,,,,,,,,,"UEC",,"Passos, F.C.","FP6","1995","Baitello, J.B.","1997",,"Passos",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Nectandra cuspidata","Nees","possibly_ok","Lauraceae","Nectandra cuspidata","Nees","species","author misspelled","bfo-17934",,,"Nectandra cuspidata Nees","Nectandra","Lauraceae","high","Nectandra cuspidata"
"gbif",,,"21932","Nectandra megapotamica (Spreng.) Mez","Plantae","Lauraceae","Nectandra",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"megapotamica","Tiago Egydio Barreto","-49.7006539","-22.4082398","2016-07-28",,,,,,,,,,"Magnoliopsida","Laurales",,,"GBIF","Gália",,"Nectandra megapotamica (Spreng.) Mez",,"BR",,"SinBIOTA",,,,,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967835146",,,,"219320088","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21826",,,,,,,,,,,,,"9401121",,,,,,,,,,,"Nectandra",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Nectandra megapotamica","Nectandra megapotamica","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Nectandra megapotamica","(Spreng.) Mez","name_w_authors","Lauraceae","Nectandra megapotamica","(Spreng.) Mez","species","name accepted","bfo-8431",,,"Nectandra megapotamica (Spreng.) Mez","Nectandra","Lauraceae","unknown","Nectandra megapotamica"
"speciesLink",,"SP","285529","Nectandra oppositifolia","Plantae","Lauraceae","Nectandra","1994","07","05","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus, Trilha J, perto da Lagoa, no interior da mata","IBt",,"PreservedSpecimen","Nicolau, SA","1996","04","0","0","1","oppositifolia","Pirani, JR; et al.","-49.549999","-22.290001","2024-06-28T08:58:10","Nees & Mart.","3232",,,,,"23314",,,,,,,"SPLINK","Gália","1996-04-NA",,,,,,,,,,,,,,,,,,"SP",,"Pirani, J.R.","3232","1994","Nicolau, S.A.","1996",,"Pirani",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Nectandra oppositifolia","Nees & Mart.","possibly_ok","Lauraceae","Nectandra oppositifolia","Nees & Mart.","species","name accepted","bfo-8434",,,"Nectandra oppositifolia Nees & Mart.","Nectandra","Lauraceae","high","Nectandra oppositifolia"
"speciesLink","FURB67574","FURB","67574","Neoblechnum brasiliense","Plantae","Blechnaceae","Neoblechnum","2018","08","06","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus","FURB",,"PreservedSpecimen","A.L. de Gasper","2021","5","22º22'43''S","49º41'18''W","186","brasiliense","L. Biral","-49.6883333","-22.3786111","2025-06-01T12:01:36","(Desv.) Gasper & V.A.O. Dittrich","1377","<nO>Herbácea, terrestre. Habitat: Floresta estacional semidecidual, brejo no interior da mata.</nO>","5","620",,,,,,,,,"SPLINK","Gália","2021-5-5",,,,,,,,,,,,,,,,,,"FURB",,"Biral, L.","1377","2018","Gasper, A.L.","2021",,"Biral",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Neoblechnum brasiliense","(Desv.) Gasper & V.A.O. Dittrich","possibly_ok","Blechnaceae","Neoblechnum brasiliense","(Desv.) Gasper & V.A.O. Dittrich","species","name accepted","bfo-602573",,,"Neoblechnum brasiliense (Desv.) Gasper & V.A.O. Dittrich","Neoblechnum","Blechnaceae","high","Neoblechnum brasiliense"
"speciesLink","SPFR017335","SPFR","17335","Neomitranthes glomerata","Plantae","Myrtaceae","Neomitranthes",,,,"Brasil","São Paulo","Gália","Parcela Permanente - Estação Ecológica de Caetetus","FFCLRP",,"PreservedSpecimen",,,,"22o24'40""S","49o42'04""W","455","glomerata","Franco, G.A.D.C.; Furlan, E.","-49.701111","-22.411111","2025-05-13T17:38:19","(D.Legrand) D.Legrand","4566","<nO>Árvore nº 8183Floresta Estacional Semidecidual Montana</nO>",,"580","580",,,,,,,,"SPLINK","Gália",,,,,,,,,,,,,,,,,,,"SPFR",,"Franco, G.A.D.C.","4566","n.d.","s.n.","n.d.","Furlan, E.","Franco",,"brazil","sao paulo","galia","parcela permanente - estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Neomitranthes glomerata","(D.Legrand) D.Legrand","possibly_ok","Myrtaceae","Neomitranthes glomerata","(D.Legrand) D.Legrand","species","name accepted","bfo-10812",,,"Neomitranthes glomerata (D.Legrand) D.Legrand","Neomitranthes","Myrtaceae","unknown","Neomitranthes glomerata"
"speciesLink","SPFR015219","SPFR","15219","Niedenzuella multiglandulosa","Plantae","Malpighiaceae","Niedenzuella","2011","06","21","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus","FFCLRP",,"PreservedSpecimen","Rocha-Filho, L.C.",,,"22o22'33,7""S","49o40'19,9""W","455","multiglandulosa","Rocha-Filho, L.C.","-49.671944","-22.375833","2025-05-13T17:37:59","(A.Juss.) W.R.Anderson","4","<nO>Liana, flores amarelasBorda da mata</nO>",,"687","687",,,,,,,,"SPLINK","Gália",,,,,,,,,,,,,,,,,,,"SPFR",,"Rocha Filho, L.C.","4","2011","Rocha Filho, L.C.","n.d.",,"Rocha Filho",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Niedenzuella multiglandulosa","(A.Juss.) W.R.Anderson","possibly_ok","Malpighiaceae","Niedenzuella multiglandulosa","(A.Juss.) W.R.Anderson","species","name accepted","bfo-101448",,,"Niedenzuella multiglandulosa (A.Juss.) W.R.Anderson","Niedenzuella","Malpighiaceae","low","Niedenzuella multiglandulosa"
"speciesLink","HRCB020119","HRCB","20119","Ocotea corymbosa","Plantae","Lauraceae","Ocotea","1994","07","07","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus Estação Ecol. Olavo Amaral Ferraz","UNESP-RC",,"PreservedSpecimen","Baitello, J.B.",,,,,"15","corymbosa","Pirani, J.R.","-49.549999","-22.290001","2025-06-04T12:51:14","(Meisn.) Mez","3254","<nO>Árvore, 16m alt, ramos e folhas odoríferos. Frutos imaturos verdes com cúpula verde clara, numerosos.Habitat: Mata mesófila semidecídua</nO>",,,,"23314",,,,,,,"SPLINK","Gália",,,,,,,,,,,,,,,,,,,"HRCB",,"Pirani, J.R.","3254","1994","Baitello, J.B.","n.d.",,"Pirani",,"brazil","sao paulo","galia","estacao ecologica de caetetus estacao ecologica olavo amaral ferraz",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Ocotea corymbosa","(Meisn.) Mez","possibly_ok","Lauraceae","Ocotea corymbosa","(Meisn.) Mez","species","name accepted","bfo-8496",,,"Ocotea corymbosa (Meisn.) Mez","Ocotea","Lauraceae","high","Ocotea corymbosa"
