"data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","occurrenceRemarks","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","continentocean","preparationtype","class","order","infraspecificEpithet","individualcount","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif",,,"21933","Agonandra excelsa Griseb.","Plantae","Opiliaceae","Agonandra",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"excelsa","Tiago Egydio Barreto","-49.7004159","-22.4081668","2016-07-28",,,,,,,,,,"Magnoliopsida","Santalales",,,"GBIF","Gália",,"Agonandra excelsa Griseb.",,"BR",,"SinBIOTA",,,,,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967833953",,,,"219330004","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21827",,,,,,,,,,,,,"9399315",,,,,,,,,,,"Agonandra",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Agonandra excelsa","Agonandra excelsa","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Agonandra excelsa","Griseb.","name_w_authors","Opiliaceae","Agonandra excelsa","Griseb.","species","name accepted","bfo-10984",,,"Agonandra excelsa Griseb.","Agonandra","Opiliaceae","unknown","Agonandra excelsa"
"speciesLink","SPFR015217","SPFR","15217","Eupatorium","Plantae","Asteraceae","Eupatorium","2011","06","21","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus.","FFCLRP",,"PreservedSpecimen",,,,"22°22'33,7""S","49°40'19,9''W","455",,"Rocha-Filho, R.C.","-49.671944","-22.375833","2025-05-13T17:36:59",,"8","<nO>Arbusto ca. 1m de altura, capítulos de cor lilás.Borda da mata.</nO>",,,,,,,,,,,"SPLINK","Gália",,,,,,,,,,,,,,,,,,,"SPFR",,"Rocha Filho, R.C.","8","2011","s.n.","n.d.",,"Rocha Filho",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Agrimonia","L.","indet","Asteraceae|Rosaceae","Agrimonia","L.","genus","+1 name, but 1 accepted","bfo-116397","Agrimonia","L.","Agrimonia L.","Agrimonia","Asteraceae|Rosaceae","unknown",
"gbif",,,"21934","Albizia niopoides (Spruce ex Benth.) Burkart","Plantae","Fabaceae","Albizia",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"niopoides","Tiago Egydio Barreto","-49.7004159","-22.4081668","2016-07-29",,,,,,,,,,"Magnoliopsida","Fabales",,,"GBIF","Gália",,"Albizia niopoides (Spruce ex Benth.) Burkart",,"BR",,"SinBIOTA",,,,,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967833050",,,,"219340005","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21828",,,,,,,,,,,,,"592565",,,,,,,,,,,"Albizia",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Albizia niopoides","Albizia niopoides","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Albizia niopoides","(Spruce ex Benth.) Burkart","name_w_authors","Fabaceae","Albizia niopoides","(Spruce ex Benth.) Burkart","species","name accepted","bfo-82616",,,"Albizia niopoides (Spruce ex Benth.) Burkart","Albizia","Fabaceae","unknown","Albizia niopoides"
"gbif",,,"21933","Albizia polycephala (Benth.) Killip","Plantae","Fabaceae","Albizia",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"polycephala","Tiago Egydio Barreto","-49.7004159","-22.4081668","2016-07-28",,,,,,,,,,"Magnoliopsida","Fabales",,,"GBIF","Gália",,"Albizia polycephala (Benth.) Killip",,"BR",,"SinBIOTA",,,,,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967833031",,,,"219330006","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21827",,,,,,,,,,,,,"619769",,,,,,,,,,,"Albizia",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Albizia polycephala","Albizia polycephala","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Albizia polycephala","(Benth.) Killip ex Record","name_w_authors","Fabaceae","Albizia polycephala","(Benth.) Killip ex Record","species","author misspelled","bfo-18067",,,"Albizia polycephala (Benth.) Killip ex Record","Albizia","Fabaceae","unknown","Albizia polycephala"
"gbif",,,"21934","Alchornea glandulosa Poepp.","Plantae","Euphorbiaceae","Alchornea",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"glandulosa","Tiago Egydio Barreto","-49.7004159","-22.4081668","2016-07-29",,,,,,,,,,"Magnoliopsida","Malpighiales",,,"GBIF","Gália",,"Alchornea glandulosa Poepp.",,"BR",,"SinBIOTA",,,,,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967831131",,,,"219340007","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21828",,,,,,,,,,,,,"8163596",,,,,,,,,,,"Alchornea",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Alchornea glandulosa","Alchornea glandulosa","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Alchornea glandulosa","Poepp. & Endl.","name_w_authors","Euphorbiaceae","Alchornea glandulosa","Poepp. & Endl.","species","author misspelled","bfo-17456",,,"Alchornea glandulosa Poepp. & Endl.","Alchornea","Euphorbiaceae","unknown","Alchornea glandulosa"
"user",,"ESA","ESA00137142","Alchornea triplinervia (Spreng.) Müll. Arg.",,"Euphorbiaceae","Alchornea","2015","10","11","Brasil","São Paulo",,"Estação Ecológica de Caetetus, trilha do cipó","ESA",,,"Sem determinador",,,,,,,"Colletta, G. D","0","0",,"(Spreng.) Müll. Arg.","2321",,,,,,,,,,,,"REFLORA","Gália",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"não",,,,,,,,,,,,,,,,,,,,,,,,"triplinervia","EUPHORBIACEAE Alchornea triplinervia (Spreng.) Müll. Arg.",,,,,,,,,,,"ESA",,,,,"11/10/2015",,"680","METRO",,,,,,,,"brazil_sao paulo_galia_eec caetetus","Brazil","São Paulo","Gália","EEc de Caetetus","ok_same_resolution","Alchornea triplinervia","(Spreng.) Müll.Arg.","name_w_authors","Euphorbiaceae","Alchornea triplinervia","(Spreng.) Müll.Arg.","species","author misspelled","bfo-17458",,,"Alchornea triplinervia (Spreng.) Müll.Arg.","Alchornea","Euphorbiaceae","high","Alchornea triplinervia"
"speciesLink","UEC099404","UEC","79181","Alicia anisopetala","Plantae","Malpighiaceae","Alicia","1995","06","24","Brazil","São Paulo","Gália","Estação Ecológica dos Caetetus.","UNICAMP","Magnoliopsida","S","Almeida, RF","2013",,"-22.25","-49.5","2","anisopetala","Passos, FC; Kim, AC","-49.5","-22.25","2025-04-07T10:58:00","(A.Juss.) W.R.Anderson","FP69","<nO>Liana com frutos verdes claros.; Mata Semidecídua,</nO>",,,,,,,,,,,"SPLINK","Gália","2013-NA-NA",,,,,,,,,,,,,,,,,,"UEC",,"Passos, F.C.","FP69","1995","Almeida, R.F.","2013","Kim, A.C.","Passos",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Alicia anisopetala","(A.Juss.) W.R.Anderson","possibly_ok","Malpighiaceae","Alicia anisopetala","(A.Juss.) W.R.Anderson","species","name accepted","bfo-8798",,,"Alicia anisopetala (A.Juss.) W.R.Anderson","Alicia","Malpighiaceae","high","Alicia anisopetala"
"gbif",,,"21932","Allophylus edulis (A.St.-Hil., Cambess. & A.Juss.) Radlk. ex Warm.","Plantae","Sapindaceae","Allophylus",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"edulis","Tiago Egydio Barreto","-49.7006539","-22.4082398","2016-07-28",,,,,,,,,,"Magnoliopsida","Sapindales",,,"GBIF","Gália",,"Allophylus edulis (A.St.-Hil., Cambess. & A.Juss.) Radlk. ex Warm.",,"BR",,"SinBIOTA",,,,,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967831092",,,,"219320009","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21826",,,,,,,,,,,,,"9399329",,,,,,,,,,,"Allophylus",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Allophylus edulis","Allophylus edulis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","name_w_authors","Sapindaceae","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","species","name accepted","bfo-20873",,,"Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.","Allophylus","Sapindaceae","unknown","Allophylus edulis"
"gbif",,,"21934","Aloysia virgata (Ruiz & Pav.) Juss.","Plantae","Verbenaceae","Aloysia",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"virgata","Tiago Egydio Barreto","-49.7004159","-22.4081668","2016-07-29",,,,,,,,,,"Magnoliopsida","Lamiales",,,"GBIF","Gália",,"Aloysia virgata (Ruiz & Pav.) Juss.",,"BR",,"SinBIOTA",,,,,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967831132",,,,"219340010","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21828",,,,,,,,,,,,,"9399339",,,,,,,,,,,"Aloysia",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Aloysia virgata","Aloysia virgata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Aloysia virgata","(Ruiz & Pav.) Juss.","name_w_authors","Verbenaceae","Aloysia virgata","(Ruiz & Pav.) Juss.","species","name accepted","bfo-15131",,,"Aloysia virgata (Ruiz & Pav.) Juss.","Aloysia","Verbenaceae","unknown","Aloysia virgata"
"user",,"ESA","ESA00137114","Amaioua intermedia Mart. ex Schult. & Schult.f.",,"Rubiaceae","Amaioua","2015","10","11","Brasil","São Paulo",,"Estação Ecológica de Caetetus, trilha do Lago","ESA",,,"Sem determinador",,,,,,,"Colletta, G. D","0","0",,"Mart. ex Schult. & Schult.f.","2293",,,,,,,,,,,,"REFLORA","Gália",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"não",,,,,,,,,,,,,,,,,,,,,,,,"intermedia","RUBIACEAE Amaioua intermedia Mart. ex Schult. & Schult.f.",,,,,,,,,,,"ESA",,,,,"11/10/2015",,"680","METRO",,,,,,,,"brazil_sao paulo_galia_eec caetetus","Brazil","São Paulo","Gália","EEc de Caetetus","ok_same_resolution","Amaioua intermedia","Mart. ex Schult. & Schult.f.","name_w_authors","Rubiaceae","Amaioua intermedia","Mart. ex Schult. & Schult.f.","species","name accepted","bfo-13830",,,"Amaioua intermedia Mart. ex Schult. & Schult.f.","Amaioua","Rubiaceae","high","Amaioua intermedia"
"speciesLink",,"BHCB-SL","48765","Amauropelta stierii","Plantae","Thelypteridaceae","Amauropelta","1994","07","14","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus","UFMG",,"PreservedSpecimen","Salino, A","1998",,"0","0","453","stierii","Salino, A","-49.549999","-22.290001","2022-12-26T10:34:13","(Rosenst.) Salino & T.E.Almeida","1965","<nO>Rupícola em paredão de cachoeira</nO>",,,,"23314","América",,,,,,"SPLINK","Gália","1998-NA-NA",,,,,,,,,,,,,,,,,,"BHCB",,"Salino, A.","1965","1994","Salino, A.","1998",,"Salino",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Amauropelta stierii","(Rosenst.) Salino & T.E.Almeida","possibly_ok","Thelypteridaceae","Amauropelta stierii","(Rosenst.) Salino & T.E.Almeida","species","name accepted","bfo-602630",,,"Amauropelta stierii (Rosenst.) Salino & T.E.Almeida","Amauropelta","Thelypteridaceae","high","Amauropelta stierii"
"speciesLink","HRCB053269","HRCB","53269","Glaziovia bauhinioides","Plantae","Bignoniaceae","Glaziovia","2003","02","13","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus","UNESP-RC",,"PreservedSpecimen","Udulutsch, R.G.","2003","02",,,"15","bauhinioides","Udulutsch, R.G.","-49.549999","-22.290001","2025-02-04T07:59:42","Bureau & K.Schumm.","1634","<nO>Liana. Material vegetativo.Habitat: Floresta Estacional Semidecidual</nO>","13",,,"23314",,,,,,,"SPLINK","Gália","2003-02-13",,,,,,,,,,,,,,,,,,"HRCB",,"Udulutsch, R.G.","1634","2003","Udulutsch, R.G.","2003",,"Udulutsch",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Amphilophium bauhinioides","(Bureau ex Baill.) L.G.Lohmann","possibly_ok","Bignoniaceae","Amphilophium bauhinioides","(Bureau ex Baill.) L.G.Lohmann","species","author misspelled|replaced synonym","bfo-112458","Amphilophium bauhinioides","(Bureau ex Baill.) L.G.Lohmann","Amphilophium bauhinioides (Bureau ex Baill.) L.G.Lohmann","Amphilophium","Bignoniaceae","high","Amphilophium bauhinioides"
"speciesLink","HRCB053266","HRCB","53266","Pithecoctenium crucigerum","Plantae","Bignoniaceae","Pithecoctenium","2002","10","19","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus","UNESP-RC",,"PreservedSpecimen","Udulutsch, R.G.","2002","10",,,"15","crucigerum","Udulutsch, R.G.","-49.549999","-22.290001","2025-02-04T07:59:48","(L.) A.H.Gentry","2511","<nO>Liana. Material vegetativo.Habitat: Floresta Estacional Semidecidual</nO>","19",,,"23314",,,,,,,"SPLINK","Gália","2002-10-19",,,,,,,,,,,,,,,,,,"HRCB",,"Udulutsch, R.G.","2511","2002","Udulutsch, R.G.","2002",,"Udulutsch",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Amphilophium crucigerum","(L.) L.G.Lohmann","possibly_ok","Bignoniaceae","Amphilophium crucigerum","(L.) L.G.Lohmann","species","replaced synonym","bfo-112461","Amphilophium crucigerum","(L.) L.G.Lohmann","Amphilophium crucigerum (L.) L.G.Lohmann","Amphilophium","Bignoniaceae","high","Amphilophium crucigerum"
"speciesLink","HRCB053250","HRCB","53250","Distictella elongata","Plantae","Bignoniaceae","Distictella","2003","02","11","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus Coleta realizada na borda do fragmento florestal","UNESP-RC",,"PreservedSpecimen","Udulutsch, R.G.","2003","02",,,"15","elongata","Udulutsch, R.G.","-49.549999","-22.290001","2025-02-04T07:59:42","(Vahl) Urb.","1583","<nO>Liana. Flores creme, muito perfumadas. Frutos imaturos marrons.Habitat: Floresta Estacional Semidecidual</nO>","11",,,"23314",,,,,,,"SPLINK","Gália","2003-02-11",,,,,,,,,,,,,,,,,,"HRCB",,"Udulutsch, R.G.","1583","2003","Udulutsch, R.G.","2003",,"Udulutsch",,"brazil","sao paulo","galia","estacao ecologica dos caetetus coleta realizada na borda do fragmento florestal",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Amphilophium elongatum","(Vahl) L.G.Lohmann","possibly_ok","Bignoniaceae","Amphilophium elongatum","(Vahl) L.G.Lohmann","species","replaced synonym","bfo-112465","Amphilophium elongatum","(Vahl) L.G.Lohmann","Amphilophium elongatum (Vahl) L.G.Lohmann","Amphilophium","Bignoniaceae","high","Amphilophium elongatum"
"speciesLink","HRCB053261","HRCB","53261","Amphilophium paniculatum","Plantae","Bignoniaceae","Amphilophium","2003","02","11","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus Coleta realizada na borda do fragmento florestal","UNESP-RC",,"PreservedSpecimen","Udulutsch, R.G.","2003","02",,,"15","paniculatum","Udulutsch, R.G.","-49.549999","-22.290001","2025-02-04T07:59:37","(L.) Kunth","1596","<nO>Liana. Flores jovens amarelas e as mais velhas magenta; cálice duplo, sendo o interno amarelo-claro e o externo verde.Habitat: Floresta Estacional Semidecidual</nO>","11",,,"23314",,,,,,,"SPLINK","Gália","2003-02-11",,,,,,,,,,,,,,,,,,"HRCB",,"Udulutsch, R.G.","1596","2003","Udulutsch, R.G.","2003",,"Udulutsch",,"brazil","sao paulo","galia","estacao ecologica dos caetetus coleta realizada na borda do fragmento florestal",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Amphilophium paniculatum","(L.) Kunth","possibly_ok","Bignoniaceae","Amphilophium paniculatum","(L.) Kunth","species","name accepted","bfo-112480",,,"Amphilophium paniculatum (L.) Kunth","Amphilophium","Bignoniaceae","high","Amphilophium paniculatum"
"speciesLink","SPSF00038328","SPSF","38328","Anathallis obovata","Plantae","Orchidaceae","Anathallis","2003","02","11","Brasil","SP","Gália","Estação Ecológica de Caetetus","IF","Magnoliophyta","PreservedSpecimen","M.C. Santos","2016","04",,,"13","obovata","T.B.Breier & J.Breier","-49.549999","-22.290001","2024-08-06T09:12:38","(Lindl.) Pridgeon & M.W.Chase","894","<nO>GEOGRAFIA: Trilha da parcela. Beira de Riacho.;</nO>","12",,,"23314","América do Sul",,"Liliopsida","Orchidales",,,"SPLINK","Gália","2016-04-12",,,,,,,,,,,,,,,,,,"SPSF",,"Breier, T.B.","894","2003","Santos, M.C.","2016","Breier, J.","Breier",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Anathallis obovata","(Lindl.) Pridgeon & M.W.Chase","possibly_ok","Orchidaceae","Anathallis obovata","(Lindl.) Pridgeon & M.W.Chase","species","name accepted","bfo-11106",,,"Anathallis obovata (Lindl.) Pridgeon & M.W.Chase","Anathallis","Orchidaceae","low","Anathallis obovata"
