"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","coordinatePrecision","institutionCode","basisOfRecord","collectionID","recordedBy","decimalLongitude","decimalLatitude","modified","recordNumber","occurrenceRemarks","continentocean","phylum","class","order","identifiedBy","yearIdentified","monthIdentified","specificEpithet","scientificNameAuthorship","barcode","dayIdentified","verbatimLatitude","verbatimLongitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","relationshiptype","relatedcatalogitem","preparationtype","individualcount","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","UPCB","49712","Miconia sellowiana","Plantae","Melastomataceae","Miconia","2002","08","18","Brasil","São Paulo","Assis","Estação Ecológica de Assis.","23972","UFPR","PreservedSpecimen","45","Coutinho, A.P.S.","-50.41","-22.66","2025-06-01T12:01:36","653","<nO>Árvore ca. 6m, flores brancas. Cerradão.</nO>",,,,,"Goldenberg, R.","2004","1","sellowiana","Naudin","UPCB0020132","1",,,,,,,,,,,"SPLINK","Assis","2004-1-1",,,,,,,,,,,,,,,,,,"UPCB",,"Coutinho, A.P.S.","653","2002","Goldenberg, R.","2004",,"Coutinho",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Miconia sellowiana","Naudin","possibly_ok","Melastomataceae","Miconia sellowiana","Naudin","species","name accepted","bfo-9764",,,"Miconia sellowiana Naudin","Miconia","Melastomataceae","high","Miconia sellowiana"
"speciesLink","UEC","138891","Microgramma crispata","Plantae","Polypodiaceae","Microgramma","2003","01","07","Brazil","São Paulo","Assis","Estação Ecológica Assis, parcelas permantentes","23972","UNICAMP","S","2","Breier, TB; Bahrami, AK","-50.41","-22.66","2025-04-07T11:06:42","834","<nO>Na parcela K09</nO>",,"Pteridophyta",,,"Almeida, TE","2011","09","crispata","(Fée) R.M.Tryon & A.F.Tryon","UEC055168","23","0","0",,,,,,,,,"SPLINK","Assis","2011-09-23",,,,,,,,,,,,,,,,,,"UEC",,"Breier, T.B.","834","2003","Almeida, T.E.","2011","Bahrami, A.K.","Breier",,"brazil","sao paulo","assis","estacao ecologica assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon","possibly_ok","Polypodiaceae","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon","species","name accepted","bfo-91658",,,"Microgramma crispata (Fée) R.M.Tryon & A.F.Tryon","Microgramma","Polypodiaceae","low","Microgramma crispata"
"speciesLink","UEC","138906","Microgramma geminata","Plantae","Polypodiaceae","Microgramma","2003","01","07","Brazil","São Paulo","Assis","Estação Ecológica Assis, Parcelas permanentes.&nf;Na parcela L15, 16976.","23972","UNICAMP","S","2","Breier, TB; Bahrami, AK","-50.41","-22.66","2025-04-07T11:06:42","805","<nO>A 0-3m do solo.</nO>",,"Pteridophyta",,,"Almeida, TE","2011","09","geminata","(Schrad.) Mickel","UEC055018",,"0","0",,,,,,,,,"SPLINK","Assis","2011-09-NA",,,,,,,,,,,,,,,,,,"UEC",,"Breier, T.B.","805","2003","Almeida, T.E.","2011","Bahrami, A.K.","Breier",,"brazil","sao paulo","assis","estacao ecologica assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Microgramma geminata","(Schrad.) R.M.Tryon & A.F.Tryon","possibly_ok","Polypodiaceae","Microgramma geminata","(Schrad.) R.M.Tryon & A.F.Tryon","species","name accepted","bfo-91661",,,"Microgramma geminata (Schrad.) R.M.Tryon & A.F.Tryon","Microgramma","Polypodiaceae","low","Microgramma geminata"
"speciesLink","UEC","138905","Microgramma squamulosa","Plantae","Polypodiaceae","Microgramma","2003","01","07","Brazil","São Paulo","Assis","Estação Ecológica de Assis, Parcelas permanentes.&nf;Na parcela L15.","23972","UNICAMP","S","2","Breier, TB; Bahrami, AK","-50.41","-22.66","2025-04-07T11:06:42","804","<nO>Em galho a 1-2m do solo.</nO>",,"Pteridophyta",,,"Breier, TB","2004","09","squamulosa","(Kaulf.) de la Sota","UEC055256",,"0","0",,,,,,,,,"SPLINK","Assis","2004-09-NA",,,,,,,,,,,,,,,,,,"UEC",,"Breier, T.B.","804","2003","Breier, T.B.","2004","Bahrami, A.K.","Breier",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Microgramma squamulosa","(Kaulf.) de la Sota","possibly_ok","Polypodiaceae","Microgramma squamulosa","(Kaulf.) de la Sota","species","name accepted","bfo-91669",,,"Microgramma squamulosa (Kaulf.) de la Sota","Microgramma","Polypodiaceae","low","Microgramma squamulosa"
"speciesLink","SP","447110","Microstachys serrulata","Plantae","Euphorbiaceae","Microstachys","2013","03","02","Brasil","São Paulo","Assis","Estação Ecológica de Assis, Cerrado. Próximo à Trilha do Cerrado",,"IBt","PreservedSpecimen","1","Pastore, M","-50.370694","-22.608111","2021-12-09T11:05:50","264","<nO>Erva ereta, ca. 70 cm alt. Flores masculinas com corola creme; inflorescência feminina vinácea.</nO>",,,,,"Pscheidt, AC","2014","06","serrulata","(Mart. & Zucc.) Müll.Arg.","SP0447110",,"-22.608111","-50.370694","537","537",,,,,,,"SPLINK","Assis","2014-06-NA",,,,,,,,,,,,,,,,,,"SP",,"Pastore, M.","264","2013","Pscheidt, A.C.","2014",,"Pastore",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Microstachys serrulata","(Mart.) F.Dietr","possibly_ok","Euphorbiaceae","Microstachys serrulata","(Mart.) F.Dietr","species","name accepted","bfo-25550",,,"Microstachys serrulata (Mart.) F.Dietr","Microstachys","Euphorbiaceae","low","Microstachys serrulata"
"gbif",,"6055","Mikania microcephala DC.","Plantae","Asteraceae","Mikania","2000",,,"Brazil","Sp",,"Estação Ecológica de Assis",,,"OCCURRENCE",,"Prado, Almeida Neto, Kubota, Sudatti","-50.3896188","-22.5929665","2003-06-18",,,,"Tracheophyta","Magnoliopsida","Asterales",,,,"microcephala",,,,,,,,,,,,,,"GBIF","Assis",,"Mikania microcephala DC.",,"BR",,"SinBIOTA","2000",,"Cerradão (Savana Arbórea Densa ou Florestada)",,,,"ACCEPTED","SPECIES","Dataset",,,"Estação Ecológica de Assis",,,,,,,,,,,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality","3967713521",,,,"6055000","552",,,,"PRESENT",,,,,,"Veja descrição na ficha 5938.",,"4709",,,,,,,,,,,,"7972881",,,,,,,,,,,"Mikania",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Mikania microcephala","Mikania microcephala","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Mikania microcephala","DC.","name_w_authors","Asteraceae","Mikania microcephala","DC.","species","name accepted","bfo-27275",,,"Mikania microcephala DC.","Mikania","Asteraceae","unknown","Mikania microcephala"
"speciesLink","SPSF","57634","Mimosa gracilis","Plantae","Fabaceae","Mimosa","2022","01","31","Brasil","SP","Assis","Estação Ecológica de Assis",,"IF","PreservedSpecimen","13","G.Durigan & B.H.Campos & J.B.Silva","-50.366667","-22.598333","2024-08-06T09:13:59","4266","<nO>COLETA: Erva prostrada.; GEOGRAFIA: Cerrado Stricto sensu.;</nO>","América do Sul","Magnoliophyta","Magnoliopsida","Fabales","G.Durigan","2022","01","gracilis","Benth.","SPSF00057634","31",,,"534","534",,,,,,,"SPLINK","Assis","2022-01-31",,,,,,,,,,,,,,,,,,"SPSF",,"Durigan, G.","4266","2022","Durigan, G.","2022","Campos, B.H.; Silva, J.B.","Durigan",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Mimosa gracilis","Benth.","possibly_ok","Fabaceae","Mimosa gracilis","Benth.","species","name accepted","bfo-31169",,,"Mimosa gracilis Benth.","Mimosa","Fabaceae","medium","Mimosa gracilis"
"gbif",,"22036","Mollinedia schottiana (Spreng.) Perkins","Plantae","Monimiaceae","Mollinedia",,,,"Brazil","Sp",,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,"Escola Superior de Agricultura ''Luiz de Queiroz'' - ESALQ/USP","OCCURRENCE",,"Ana Paula G. Savassi","-50.4304212","-22.6404655","2016-07-29",,,,"Tracheophyta","Magnoliopsida","Laurales",,,,"schottiana",,,,,,,,,,,,,,"GBIF","Assis",,"Mollinedia umbellata (Spreng.) Tul.",,"BR",,"SinBIOTA",,,"Cerradão (Savana Arbórea Densa ou Florestada)",,,,"SYNONYM","SPECIES","Dataset",,,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,,,,,,,,,,"brazil","sao paulo","assis","a estacao ecologica de assis",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county","3967833228","443",,,"220360063","663",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21944",,,,,,,,,,,,"9401080",,,,,,,,,,,"Mollinedia",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Mollinedia umbellata","Mollinedia schottiana","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Mollinedia schottiana","(Spreng.) Perkins","name_w_authors","Monimiaceae","Mollinedia schottiana","(Spreng.) Perkins","species","name accepted","bfo-10101",,,"Mollinedia schottiana (Spreng.) Perkins","Mollinedia","Monimiaceae","unknown","Mollinedia schottiana"
"gbif",,"22038","Mollinedia widgrenii A.DC.","Plantae","Monimiaceae","Mollinedia","2011",,,"Brazil","Sp",,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,"ESALQ/Piracicaba","OCCURRENCE",,"Caio Santilli","-50.4304212","-22.6404655","2016-07-29",,,,"Tracheophyta","Magnoliopsida","Laurales",,,,"widgrenii",,,,,,,,,,,,,,"GBIF","Assis",,"Mollinedia widgrenii A.DC.",,"BR",,"SinBIOTA","2011-04-05/2011-11-01",,"Cerradão (Savana Arbórea Densa ou Florestada)",,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,,,,,,,,,,"brazil","sao paulo","assis","a estacao ecologica de assis",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county","3967838198","388",,,"220380068","1629",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21946",,,,,,,,,,,,"9401083",,,,,,,,,,,"Mollinedia",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Mollinedia widgrenii","Mollinedia widgrenii","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Mollinedia widgrenii","A.DC.","name_w_authors","Monimiaceae","Mollinedia widgrenii","A.DC.","species","name accepted","bfo-10106",,,"Mollinedia widgrenii A.DC.","Mollinedia","Monimiaceae","unknown","Mollinedia widgrenii"
"gbif","Rio de Janeiro Botanical Garden Herbarium","RB00985916","Monimiaceae","Plantae","Monimiaceae",,"2002","8","23","Brasil","São Paulo","Estação Ecológica de Assis","Estação Ecológica de Assis, Parcela Permanente do Biota, indivíduo 5731 (Parcela Z13).",,,"PRESERVED_SPECIMEN",,"A.P. Savassi-Coutinho","-50.366667","-22.583333","2021-03-04","826",,,"Tracheophyta","Magnoliopsida","Laurales","A.P. Savassi-Coutinho et V.C. Souza",,,,"Angiospermas",,,,,,,,,,,,,"GBIF","Assis",,"Monimiaceae",,"BR",,,"2002-08-23","Estação Ecológica de Assis",,,,,"ACCEPTED","FAMILY",,,,,,,,,,,,,,,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality","4526419971",,,,"urn:catalog:catalogo-ucs-brasil:Estação Ecológica de Assis:RB:RB00985916",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,"urn:catalog:catalogo-ucs-brasil:Estação Ecológica de Assis:RB:RB00985916",,,,,,,,,,,,,,,"Angiospermas",,"021cf0d3-aae6-417d-8682-ae535d17de89",,,TRUE,FALSE,,"Siparuna guianensis Aubl.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Monimiaceae","Juss.","family_as_genus","Monimiaceae","Monimiaceae","Juss.","family","name accepted","bfo-166",,,"Monimiaceae Juss.",,"Monimiaceae","unknown",
"speciesLink","UEC","77881","Maytenus gonoclada","Plantae","Celastraceae","Maytenus","1992","04","27","Brazil","São Paulo","Assis","Estação Ecológica de Assis","23972","UNICAMP","S","2","Durigan, G","-50.41","-22.66","2024-11-25T11:18:11","30602","<nO>Árvore 8m.</nO>",,"Magnoliopsida",,,"Biral","2012","04","gonoclada","Mart.","UEC027568",,"0","0",,,,,,,,,"SPLINK","Assis","2012-04-NA",,,,,,,,,,,,,,,,,,"UEC",,"Durigan, G.","30602","1992","Biral","2012",,"Durigan",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Monteverdia gonoclada","(Mart.) Biral","possibly_ok","Celastraceae","Monteverdia gonoclada","(Mart.) Biral","species","replaced synonym","bfo-605640","Monteverdia gonoclada","(Mart.) Biral","Monteverdia gonoclada (Mart.) Biral","Monteverdia","Celastraceae","low","Monteverdia gonoclada"
"speciesLink","ESA","139008","Gochnatia barrosoae","Plantae","Asteraceae","Gochnatia","2016",,,"Brasil","São Paulo","Assis","Estação Ecológica de Assis. Cerrado.","23972","ESALQ","PreservedSpecimen","8","Colletta, G.D","-50.41","-22.66","2025-01-15T09:27:19","2520","<nO>Árvore, 3m, estéril</nO>",,,,,,,,"barrosoae","Cabrera","ESA139008",,,,,,,,,,,,"SPLINK","Assis",,,,,,,,,,,,,,,,,,,"ESA",,"Colletta, G.D.","2520","2016","s.n.","n.d.",,"Colletta",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Moquiniastrum barrosoae","(Cabrera) G. Sancho","possibly_ok","Asteraceae","Moquiniastrum barrosoae","(Cabrera) G. Sancho","species","name misspelled|replaced synonym","bfo-130849","Moquiniastrum barrosoae","(Cabrera) G. Sancho","Moquiniastrum barrosoae (Cabrera) G. Sancho","Moquiniastrum","Asteraceae","unknown","Moquiniastrum barrosoae"
"user","RB","RB00980826","Moquiniastrum polymorphum (Less.) G. Sancho","Plantae","Asteraceae","Moquiniastrum","2003","1","9","Brasil","São Paulo",,"Estação Ecológica de Assis, Estrada de acesso a Trilha do Cerrado.",,"JBRJ","Preserved Specimen",,"A.P. Savassi-Coutinho; A.C.P. Oliveira; R. Tsuji; V.C. Souza","-50.3666667","-22.5833333",,"775",,,,,,"N. Roque",,,"polymorphum","(Less.) G. Sancho",,,"22º35´","50º22´W","520",,,,,,,,,"Assis","2015-12",,,"BR",,,"2003-01-09","Borda de cerradão",,,,,,"sp.","Physical Object",,,,"RB",,"Savassi-Coutinho, A.P.","775","2003","Roque, N.","2015","Oliveira, A.C.P.; Tsuji, R.; Souza, V.C.","Savassi-Coutinho",,"brazil","sao paulo","assis","estacao ecologica de assis, estrada de acesso a trilha do cerrado",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county",,,,,"urn:catalog:JBRJ:RB:980826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/98/8/26/00980826.jpg",,,,,,,,,,,,,,,,,,,"2017-10-14 08:13:50+00","Angiospermas","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Moquiniastrum polymorphum","(Less.) G. Sancho","name_w_authors","Asteraceae","Moquiniastrum polymorphum","(Less.) G. Sancho","species","name accepted","bfo-130869",,,"Moquiniastrum polymorphum (Less.) G. Sancho","Moquiniastrum","Asteraceae","high","Moquiniastrum polymorphum"
"gbif",,"22038","Myrcia bella Cambess.","Plantae","Myrtaceae","Myrcia","2011",,,"Brazil","Sp",,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,"ESALQ/Piracicaba","OCCURRENCE",,"Caio Santilli","-50.4304212","-22.6404655","2016-07-29",,,,"Tracheophyta","Magnoliopsida","Myrtales",,,,"bella",,,,,,,,,,,,,,"GBIF","Assis",,"Myrcia bella Cambess.",,"BR",,"SinBIOTA","2011-04-05/2011-11-01",,"Cerradão (Savana Arbórea Densa ou Florestada)",,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,,,,,,,,,,"brazil","sao paulo","assis","a estacao ecologica de assis",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county","3967833256","388",,,"220380069","1629",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21946",,,,,,,,,,,,"8174571",,,,,,,,,,,"Myrcia",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Myrcia bella","Myrcia bella","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Myrcia bella","Cambess.","name_w_authors","Myrtaceae","Myrcia bella","Cambess.","species","name accepted","bfo-31542",,,"Myrcia bella Cambess.","Myrcia","Myrtaceae","unknown","Myrcia bella"
"speciesLink","SPSF","58053","Myrcia fenzliana","Plantae","Myrtaceae","Myrcia","2011","01","15","Brasil","SP","Assis","Estação Ecológica de Assis","23972","IF","PreservedSpecimen","13","G.Durigan","-50.41","-22.66","2024-08-06T09:15:58","3641","<nO>COLETA: Árvore pequena.; GEOGRAFIA: Cerradão. Ambiente sombreado.;</nO>","América do Sul","Magnoliophyta","Magnoliopsida","Myrtales","G.Durigan",,,"fenzliana","O.Berg","SPSF00058053",,,,,,,,,,,,"SPLINK","Assis",,,,,,,,,,,,,,,,,,,"SPSF",,"Durigan, G.","3641","2011","Durigan, G.","n.d.",,"Durigan",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myrcia fenzliana","O.Berg","possibly_ok","Myrtaceae","Myrcia fenzliana","O.Berg","species","name accepted","bfo-10688",,,"Myrcia fenzliana O.Berg","Myrcia","Myrtaceae","medium","Myrcia fenzliana"
"gbif",,"22038","Calyptranthes concinna DC.","Plantae","Myrtaceae","Myrcia","2011",,,"Brazil","Sp",,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,"ESALQ/Piracicaba","OCCURRENCE",,"Caio Santilli","-50.4304212","-22.6404655","2016-07-29",,,,"Tracheophyta","Magnoliopsida","Myrtales",,,,"concinna",,,,,,,,,,,,,,"GBIF","Assis",,"Myrcia cruciflora A.R.Lourenço & E.Lucas",,"BR",,"SinBIOTA","2011-04-05/2011-11-01",,"Cerradão (Savana Arbórea Densa ou Florestada)",,,,"SYNONYM","SPECIES","Dataset",,,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,,,,,,,,,,"brazil","sao paulo","assis","a estacao ecologica de assis",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county","3967838327","388",,,"220380016","1629",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21946",,,,,,,,,,,,"8174391",,,,,,,,,,,"Calyptranthes",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Myrcia cruciflora","Calyptranthes concinna","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Myrcia glomerata","(Cambess.) G.P.Burton & E.Lucas","name_w_authors","Myrtaceae","Myrcia glomerata","(Cambess.) G.P.Burton & E.Lucas","species","replaced synonym","bfo-616152","Myrcia glomerata","(Cambess.) G.P.Burton & E.Lucas","Myrcia glomerata (Cambess.) G.P.Burton & E.Lucas","Myrcia","Myrtaceae","unknown","Myrcia glomerata"
