"","UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"23","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Ebenaceae","Diospyros","lasiocalyx","(Mart.) B.Walln.","EBENACEAE Diospyros lasiocalyx (Mart.) B.Walln.","SHPR001511","SPLINK","SHPR","Biral, L.","2578","Native","Bronze","Estação Ecológica Bananal","Não"
"24","ESTAÇÃO ECOLÓGICA BANANAL","Ferns and Lycophytes","Dryopteridaceae","Elaphoglossum","glaziovii","(Fée) Brade","DRYOPTERIDACEAE Elaphoglossum glaziovii (Fée) Brade","FURB67624","SPLINK","FURB","Biral, L.","2509","Native","Bronze","Trilha Cachoeira Sete Quedas. Estação Ecológica Bananal","Não"
"25","ESTAÇÃO ECOLÓGICA BANANAL","Ferns and Lycophytes","Dryopteridaceae","Elaphoglossum","langsdorffii","(Hook. & Grev.) T.Moore","DRYOPTERIDACEAE Elaphoglossum langsdorffii (Hook. & Grev.) T.Moore","SHPR001441","SPLINK","SHPR","Biral, L.","2509","Native","Bronze","Estação Ecológica Bananal","Não"
"26","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Cyperaceae","Eleocharis","maculosa","(Vahl) Roem. & Schult.","CYPERACEAE Eleocharis maculosa (Vahl) Roem. & Schult.","SHPR001544","SPLINK","SHPR","Biral, L.","2611","Native","Bronze","Estação Ecológica Bananal","Não"
"27","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Orchidaceae","Epidendrum","chlorinum","Barb.Rodr.","ORCHIDACEAE Epidendrum chlorinum Barb.Rodr.","SHPR001492","SPLINK","SHPR","Biral, L.","2560","Native","Bronze","Estação Ecológica Bananal","Não"
"28","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Erythroxylaceae","Erythroxylum","gonocladum","(Mart.) O.E.Schulz","ERYTHROXYLACEAE Erythroxylum gonocladum (Mart.) O.E.Schulz","SHPR001517","SPLINK","SHPR","Biral, L.","2584","Native","Bronze","Estação Ecológica Bananal","Não"
"33","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Chloranthaceae","Hedyosmum","brasiliense","Mart. ex Miq.","CHLORANTHACEAE Hedyosmum brasiliense Mart. ex Miq.","SHPR001449","SPLINK","SHPR","Biral, L.","2517","Native","Bronze","Estação Ecológica Bananal","Não"
"35","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Hypoxidaceae","Hypoxis","decumbens","L.","HYPOXIDACEAE Hypoxis decumbens L.","SHPR001448","SPLINK","SHPR","Biral, L.","2516","Native","Bronze","Estação Ecológica Bananal","Não"
"39","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Melastomataceae","Leandra","acutiflora","(Naudin) Cogn.","MELASTOMATACEAE Leandra acutiflora (Naudin) Cogn.","SHPR001451","SPLINK","SHPR","Biral, L.","2519","Native","Bronze","Estação Ecológica Bananal","Não"
"40","ESTAÇÃO ECOLÓGICA BANANAL","Ferns and Lycophytes","Polypodiaceae","Lellingeria","apiculata","(Kunze ex Klotzsch) A.R.Sm. & R.C.Moran","POLYPODIACEAE Lellingeria apiculata (Kunze ex Klotzsch) A.R.Sm. & R.C.Moran","SHPR001443","SPLINK","SHPR","Biral, L.","2511","Native","Bronze","Estação Ecológica Bananal","Não"
"42","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Orchidaceae","Maxillaria","ochroleuca","Lodd. ex Lindl.","ORCHIDACEAE Maxillaria ochroleuca Lodd. ex Lindl.","SHPR001490","SPLINK","SHPR","Biral, L.","2558","Native","Bronze","Estação Ecológica Bananal","Não"
"45","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Melastomataceae","Miconia","theaezans","(Bonpl.) Cogn.","MELASTOMATACEAE Miconia theaezans (Bonpl.) Cogn.","SHPR001467","SPLINK","SHPR","Biral, L.","2535","Native","Bronze","Estação Ecológica Bananal","Não"
"46","ESTAÇÃO ECOLÓGICA BANANAL","Ferns and Lycophytes","Polypodiaceae","Microgramma","squamulosa","(Kaulf.) de la Sota","POLYPODIACEAE Microgramma squamulosa (Kaulf.) de la Sota","SHPR001437","SPLINK","SHPR","Biral, L.","2505","Native","Bronze","Estação Ecológica Bananal","Não"
"49","ESTAÇÃO ECOLÓGICA BANANAL","Ferns and Lycophytes","Polypodiaceae","Moranopteris","achilleifolia","(Kaulf.) R.Y. Hirai & J. Prado","POLYPODIACEAE Moranopteris achilleifolia (Kaulf.) R.Y. Hirai & J. Prado","SHPR001458","SPLINK","SHPR","Biral, L.","2526","Native","Bronze","Estação Ecológica Bananal","Não"
"50","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Primulaceae","Myrsine","lineata","(Mez) Imkhan.","PRIMULACEAE Myrsine lineata (Mez) Imkhan.","SHPR001535","SPLINK","SHPR","Biral, L.","2602","Native","Bronze","Estação Ecológica Bananal","Não"
"52","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Lauraceae","Nectandra","nitidula","Nees & Mart.","LAURACEAE Nectandra nitidula Nees & Mart.","SHPR001468","SPLINK","SHPR","Biral, L.","2536","Native","Bronze","Estação Ecológica Bananal","Não"
"54","ESTAÇÃO ECOLÓGICA BANANAL","Ferns and Lycophytes","Polypodiaceae","Niphidium","crassifolium","(L.) Lellinger","POLYPODIACEAE Niphidium crassifolium (L.) Lellinger","SHPR001510","SPLINK","SHPR","Biral, L.","2577","Native","Bronze","Estação Ecológica Bananal","Não"
"56","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Rubiaceae","Palicourea","sessilis","(Vell.) C.M.Taylor","RUBIACEAE Palicourea sessilis (Vell.) C.M.Taylor","SHPR001463","SPLINK","SHPR","Biral, L.","2531","Native","Bronze","Estação Ecológica Bananal","Não"
"60","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Orchidaceae","Phymatidium","falcifolium","Lindl.","ORCHIDACEAE Phymatidium falcifolium Lindl.","SHPR001473","SPLINK","SHPR","Biral, L.","2541","Native","Bronze","Estação Ecológica Bananal","Não"
"67","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Melastomataceae","Pleiochiton","blepharodes","(DC.) Reginato et al.","MELASTOMATACEAE Pleiochiton blepharodes (DC.) Reginato et al.","SHPR001474","SPLINK","SHPR","Biral, L.","2542","Native","Bronze","Estação Ecológica Bananal","Não"
"68","ESTAÇÃO ECOLÓGICA BANANAL","Ferns and Lycophytes","Polypodiaceae","Pleopeltis","hirsutissima","(Raddi) de la Sota","POLYPODIACEAE Pleopeltis hirsutissima (Raddi) de la Sota","SHPR001444","SPLINK","SHPR","Biral, L.","2512","Native","Bronze","Estação Ecológica Bananal","Não"
"69","ESTAÇÃO ECOLÓGICA BANANAL","Ferns and Lycophytes","Polypodiaceae","Pleopeltis","macrocarpa","(Bory ex Willd.) Kaulf.","POLYPODIACEAE Pleopeltis macrocarpa (Bory ex Willd.) Kaulf.","SHPR001446","SPLINK","SHPR","Biral, L.","2514","Native","Bronze","Estação Ecológica Bananal","Não"
"73","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Rubiaceae","Psychotria","leiocarpa","Cham. & Schltdl.","RUBIACEAE Psychotria leiocarpa Cham. & Schltdl.","SHPR001454","SPLINK","SHPR","Biral, L.","2522","Native","Bronze","Estação Ecológica Bananal","Não"
"74","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Cyperaceae","Rhynchospora","brasiliensis","Boeckeler","CYPERACEAE Rhynchospora brasiliensis Boeckeler","SHPR001442","SPLINK","SHPR","Biral, L.","2510","Native","Bronze","Estação Ecológica Bananal","Não"
"76","ESTAÇÃO ECOLÓGICA BANANAL","Ferns and Lycophytes","Dryopteridaceae","Rumohra","adiantiformis","(G.Forst.) Ching","DRYOPTERIDACEAE Rumohra adiantiformis (G.Forst.) Ching","SHPR001537","SPLINK","SHPR","Biral, L.","2604","Native","Bronze","Estação Ecológica Bananal","Não"
"78","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Ochnaceae","Sauvagesia","vellozii","(Vell. ex A.St.-Hil.) Sastre","OCHNACEAE Sauvagesia vellozii (Vell. ex A.St.-Hil.) Sastre","SHPR001504","SPLINK","SHPR","Biral, L.","2571","Native","Bronze","Estação Ecológica Bananal","Não"
"80","ESTAÇÃO ECOLÓGICA BANANAL","Ferns and Lycophytes","Polypodiaceae","Serpocaulon","catharinae","(Langsd. & Fisch.) A.R.Sm.","POLYPODIACEAE Serpocaulon catharinae (Langsd. & Fisch.) A.R.Sm.","SHPR001500","SPLINK","SHPR","Biral, L.","2567","Native","Bronze","Estação Ecológica Bananal","Não"
"81","ESTAÇÃO ECOLÓGICA BANANAL","Ferns and Lycophytes","Polypodiaceae","Serpocaulon","fraxinifolium","(Jacq.) A.R.Sm.","POLYPODIACEAE Serpocaulon fraxinifolium (Jacq.) A.R.Sm.","SHPR001445","SPLINK","SHPR","Biral, L.","2513","Unknown","Bronze","Estação Ecológica Bananal","Não"
"82","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Siparunaceae","Siparuna","brasiliensis","(Spreng.) A.DC.","SIPARUNACEAE Siparuna brasiliensis (Spreng.) A.DC.","SHPR001534","SPLINK","SHPR","Biral, L.","2601","Native","Bronze","Estação Ecológica Bananal","Não"
"85","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Orchidaceae","Stelis","aprica","Lindl.","ORCHIDACEAE Stelis aprica Lindl.","SHPR001545","SPLINK","SHPR","Biral, L.","2612","Native","Bronze","Estação Ecológica Bananal","Não"
"86","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Marantaceae","Stromanthe","thalia","(Vell.) J.M.A.Braga","MARANTACEAE Stromanthe thalia (Vell.) J.M.A.Braga","RB01503624",,"RB","Biral, L.","2524","Native","Bronze","Estação Ecológica Bananal, trilha Cachoeira Sete Quedas","Não"
"88","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Symplocaceae","Symplocos","celastrinea","Mart.","SYMPLOCACEAE Symplocos celastrinea Mart.","SHPR001520","SPLINK","SHPR","Biral, L.","2587","Native","Bronze","Estação Ecológica Bananal","Não"
"90","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Malvaceae","Triumfetta","semitriloba","Jacq.","MALVACEAE Triumfetta semitriloba Jacq.","SHPR001526","SPLINK","SHPR","Biral, L.","2593","Native","Bronze","Estação Ecológica Bananal","Não"
"5","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Araceae",,,"Juss.","ARACEAE Araceae Juss.","SHPR001508","SPLINK","SHPR","Biral, L.","2575",,"Latão","Estação Ecológica Bananal","Não"
"12","ESTAÇÃO ECOLÓGICA BANANAL","Fungi","Velloziaceae","Bryophyta",,,"VELLOZIACEAE Bryophyta sp.","1519","GBIF",,,"2586",,"Latão","Estação Ecológica Bananal","Não"
"21","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Cyperaceae",,,"Juss.","CYPERACEAE Cyperaceae Juss.","SHPR001455","SPLINK","SHPR","Biral, L.","2523",,"Latão","Estação Ecológica Bananal","Não"
"30","ESTAÇÃO ECOLÓGICA BANANAL","Ferns and Lycophytes","Gleicheniaceae",,,"C.Presl","GLEICHENIACEAE Gleicheniaceae C.Presl","SHPR001540","SPLINK","SHPR","Biral, L.","2607",,"Latão","Estação Ecológica Bananal","Não"
"31","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Acanthaceae|Rubiaceae","Gonzalagunia",,"Ruiz & Pav.","ACANTHACEAE|RUBIACEAE Gonzalagunia Ruiz & Pav.","SHPR001462","SPLINK","SHPR","Biral, L.","2530",,"Latão","Estação Ecológica Bananal","Não"
"34","ESTAÇÃO ECOLÓGICA BANANAL","Ferns and Lycophytes","Hymenophyllaceae",,,"Gaudich.","HYMENOPHYLLACEAE Hymenophyllaceae Gaudich.","SHPR001459","SPLINK","SHPR","Biral, L.","2527",,"Latão","Estação Ecológica Bananal","Não"
"36","ESTAÇÃO ECOLÓGICA BANANAL","Fungi",,"Indeterminada",,,"NA Indeterminada sp.","SHPR001519","SPLINK","SHPR","Biral, L.","2586",,"Latão","Estação Ecológica Bananal","Não"
"37","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Iridaceae",,,"Juss.","IRIDACEAE Iridaceae Juss.","SHPR001465","SPLINK","SHPR","Biral, L.","2533",,"Latão","Estação Ecológica Bananal","Não"
"38","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Acanthaceae","Justicia",,"L.","ACANTHACEAE Justicia L.","1462","GBIF",,,"2530",,"Latão","Estação Ecológica Bananal","Não"
"43","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Melastomataceae",,,"A.Juss.","MELASTOMATACEAE Melastomataceae A.Juss.","SHPR001514","SPLINK","SHPR","Biral, L.","2581",,"Latão","Estação Ecológica Bananal","Não"
"44","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Menispermaceae",,,"A.Juss.","MENISPERMACEAE Menispermaceae A.Juss.","SHPR001495","SPLINK","SHPR","Biral, L.","2563",,"Latão","Estação Ecológica Bananal","Não"
"51","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Myrtaceae",,,"Juss.","MYRTACEAE Myrtaceae Juss.","SHPR001542","SPLINK","SHPR","Biral, L.","2609",,"Latão","Estação Ecológica Bananal","Não"
"53","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Bromeliaceae","Nidularium",,"Lem.","BROMELIACEAE Nidularium Lem.","SHPR001509","SPLINK","SHPR","Biral, L.","2576",,"Latão","Estação Ecológica Bananal","Não"
"55","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Eriocaulaceae","Paepalanthus",,"Mart.","ERIOCAULACEAE Paepalanthus Mart.","RB01503649",,"RB","Biral, L.","2613",,"Latão","Estação Ecológica Bananal. imediações da sede","Não"
"57","ESTAÇÃO ECOLÓGICA BANANAL","Ferns and Lycophytes","Polypodiaceae","Pecluma",,"M.G.Price","POLYPODIACEAE Pecluma M.G.Price","SHPR001499","SPLINK","SHPR","Biral, L.","2566",,"Latão","Estação Ecológica Bananal","Não"
"58","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Piperaceae","Peperomia",,"Ruiz & Pav.","PIPERACEAE Peperomia Ruiz & Pav.","SHPR001518","SPLINK","SHPR","Biral, L.","2585",,"Latão","Estação Ecológica Bananal","Não"
"59","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Santalaceae","Phoradendron",,"Nutt.","SANTALACEAE Phoradendron Nutt.","SHPR001469","SPLINK","SHPR","Biral, L.","2537",,"Latão","Estação Ecológica Bananal","Não"
"63","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Piperaceae","Piper","reitzii","Yunck.","PIPERACEAE Piper reitzii Yunck.","R020000146","GBIF",,,"562","Native","Latão","Entrada para a Estação Ecológica Bananal.","Não"
"64","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Piperaceae","Piper","scolopendrifolium","Raddi","PIPERACEAE Piper scolopendrifolium Raddi","RB01506538",,"RB","Biral, L.","2594","Native","Latão","Estação Ecológica Bananal, início da trilha para a Pedra Vermelha","Não"
"65","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Piperaceae","Piper","umbellatum","L.","PIPERACEAE Piper umbellatum L.","R020000147","GBIF",,,"563","Native","Latão","Entrada para a Estação Ecológica Bananal.","Não"
"66","ESTAÇÃO ECOLÓGICA BANANAL","Fungi","Plantaginaceae","Plantae",,,"PLANTAGINACEAE Plantae sp.","1438","GBIF",,,"2506",,"Latão","Estação Ecológica Bananal","Não"
"70","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Poaceae",,,"Barnhart","POACEAE Poaceae Barnhart","SHPR001530","SPLINK","SHPR","Biral, L.","2597",,"Latão","Estação Ecológica Bananal","Não"
"71","ESTAÇÃO ECOLÓGICA BANANAL","Ferns and Lycophytes","Dryopteridaceae","Polystichum",,"Roth","DRYOPTERIDACEAE Polystichum Roth","SHPR001460","SPLINK","SHPR","Biral, L.","2528",,"Latão","Estação Ecológica Bananal","Não"
"72","ESTAÇÃO ECOLÓGICA BANANAL","Bryophytes","Dryopteridaceae","Polytrichum",,"Hedw.","DRYOPTERIDACEAE Polytrichum Hedw.","1460","GBIF",,,"2528",,"Latão","Estação Ecológica Bananal","Não"
"75","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Rubiaceae",,,"Juss.","RUBIACEAE Rubiaceae Juss.","SHPR001531","SPLINK","SHPR","Biral, L.","2598",,"Latão","Estação Ecológica Bananal","Não"
"77","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Lamiaceae","Salvia",,"L.","LAMIACEAE Salvia L.","SHPR001505","SPLINK","SHPR","Biral, L.","2572",,"Latão","Estação Ecológica Bananal","Não"
"79","ESTAÇÃO ECOLÓGICA BANANAL","Ferns and Lycophytes","Selaginellaceae","Selaginella",,"P.Beauv.","SELAGINELLACEAE Selaginella P.Beauv.","SHPR001453","SPLINK","SHPR","Biral, L.","2521",,"Latão","Estação Ecológica Bananal","Não"
"83","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Solanaceae",,,"A.Juss.","SOLANACEAE Solanaceae A.Juss.","SHPR001539","SPLINK","SHPR","Biral, L.","2606",,"Latão","Estação Ecológica Bananal","Não"
"84","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Solanaceae","Solanum",,"L.","SOLANACEAE Solanum L.","HUFSJ010227","SPLINK","HUFSJ","Costa, M.T.R.","1521",,"Latão","Estrada ao lado da Estação Ecológica Bananal","Não"
"87","ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Loranthaceae","Struthanthus",,"Mart.","LORANTHACEAE Struthanthus Mart.","SHPR001512","SPLINK","SHPR","Biral, L.","2579",,"Latão","Estação Ecológica Bananal","Não"
