"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","basisOfRecord","verbatimLatitude","verbatimLongitude","collectionID","specificepithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","occurrenceRemarks","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","barcode","continentocean","phylum","preparationtype","order","minimumelevationinmeters","maximumelevationinmeters","class","infraspecificepithet","individualcount","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","X","gbifID","accessRights","language","license","publisher","references","rightsHolder","institutionID","ownerInstitutionCode","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","recordedByID","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","caste","behavior","vitality","establishmentMeans","degreeOfEstablishment","pathway","georeferenceVerificationStatus","occurrenceStatus","preparations","disposition","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","materialEntityID","materialEntityRemarks","verbatimLabel","materialSampleID","eventID","parentEventID","eventType","fieldNumber","eventTime","startDayOfYear","endDayOfYear","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","verticalDatum","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","verbatimIdentification","identificationQualifier","typeStatus","identifiedByID","identificationReferences","identificationVerificationStatus","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","verbatimTaxonRank","vernacularName","nomenclaturalCode","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceFromCentroidInMeters","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","projectId","isSequenced","gbifRegion","publishedByGbifRegion","level0Gid","level0Name","level1Gid","level1Name","level2Gid","level2Name","level3Gid","level3Name","iucnRedListCategory","associatedMedia","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","scientificNameAuthorship.y","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","loc.correct.mun.1","NAME_0.1","NAME_1.1","NAME_2.1","NAME_3.1","source.1","loc.correct.mun.2","NAME_0.2","NAME_1.2","NAME_2.2","NAME_3.2","source.2","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","IAC","51430","Serjania elegans","Plantae","Sapindaceae","Serjania","1987","09","11","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","elegans","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","-48.35056","-23.423889","2023-09-15T15:21:22","Cambess.","280",,"R.B. Torres","1988","06","11",,,,"Tracheophyta",,"Sapindales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-11",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","280","1987","Torres, R.B.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Serjania elegans","Cambess.","possibly_ok","Sapindaceae","Serjania elegans","Cambess.","species","name accepted","bfo-32734",,,"Serjania elegans Cambess.","Serjania","Sapindaceae","medium","Serjania elegans"
"speciesLink","IAC","51429","Serjania meridionalis","Plantae","Sapindaceae","Serjania","1987","03","12","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","meridionalis","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","-48.35056","-23.423889","2023-09-15T15:21:22","Cambess.","161",,"R.B. Torres","1988","06","12",,,,"Tracheophyta",,"Sapindales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-12",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","161","1987","Torres, R.B.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Serjania meridionalis","Cambess.","possibly_ok","Sapindaceae","Serjania meridionalis","Cambess.","species","name accepted","bfo-20964",,,"Serjania meridionalis Cambess.","Serjania","Sapindaceae","medium","Serjania meridionalis"
"speciesLink","IAC","51428","Serjania multiflora","Plantae","Sapindaceae","Serjania","1987","06","10","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","multiflora","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","-48.35056","-23.423889","2023-09-15T15:21:22","Cambess.","229",,"R.B. Torres","1988","06","10",,,,"Tracheophyta",,"Sapindales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-10",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","229","1987","Torres, R.B.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Serjania multiflora","Cambess.","possibly_ok","Sapindaceae","Serjania multiflora","Cambess.","species","name accepted","bfo-20966",,,"Serjania multiflora Cambess.","Serjania","Sapindaceae","medium","Serjania multiflora"
"speciesLink","UEC","151289","Serjania reticulata","Plantae","Sapindaceae","Serjania","1987","05","13","Brazil","São Paulo","Angatuba","Estação Ecológica de Angatuba. Mata Secundária.","UNICAMP","S","-23.711353","-48.590389","2","reticulata","Torres, RB; Figueiredo, N; Oliveira, AR","-48.590389","-23.711353","2025-04-07T11:04:39","Cambess.","192","<nO>Cipó, frutos verdes.</nO>","Torres, RB","1988",,,,"UEC047937",,"Magnoliopsida",,,,,,,,"SPLINK","Angatuba","1988-NA-NA",,,,,,,,,,,,,,,,,,"UEC",,"Torres, R.B.","192","1987","Torres, R.B.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba, mata secundaria",,"locality","brazil_sao paulo_angatuba","brazil_sao paulo_angatuba",-23.43652785,-48.459291,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Serjania reticulata","Cambess.","possibly_ok","Sapindaceae","Serjania reticulata","Cambess.","species","name accepted","bfo-20976",,,"Serjania reticulata Cambess.","Serjania","Sapindaceae","medium","Serjania reticulata"
"speciesLink","IAC","51310","Siparuna guianensis","Plantae","Siparunaceae","Siparuna",,,,"Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","guianensis","R.B. Torres & N. Figueiredo","-48.35056","-23.423889","2023-06-29T09:30:19","Aubl.","s/nº",,"R.B. Torres","1988","06","30",,,,"Tracheophyta",,"Laurales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-30",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","s.n.","n.d.","Torres, R.B.","1988","Figueiredo, N.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Siparuna guianensis","Aubl.","possibly_ok","Siparunaceae","Siparuna guianensis","Aubl.","species","name accepted","bfo-14548",,,"Siparuna guianensis Aubl.","Siparuna","Siparunaceae","medium","Siparuna guianensis"
"speciesLink","SPSF","45209","Siphocampylus macropodus","Plantae","Campanulaceae","Siphocampylus","1987","01","22","Brasil","SP","Angatuba","Estação Ecológica de Angatuba","IF","PreservedSpecimen",,,"13","macropodus","R.B.Torres & N.Figueiredo & A.R.de Oliveira","-48.350556","-23.423889","2024-08-06T09:13:24","((Thunb.)) G.Don","141","<nO>COLETA: Erva. Flores vermelhas.; GEOGRAFIA: Mata Secundária. Beira da mata. Estrada para o mirante;</nO>","R.B.Torres",,,,,"SPSF00045209","América do Sul","Magnoliophyta",,"Campanulales","624","624","Magnoliopsida",,,"SPLINK","Angatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Torres, R.B.","141","1987","Torres, R.B.","n.d.","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Siphocampylus macropodus","(Thunb.) G.Don","possibly_ok","Campanulaceae","Siphocampylus macropodus","(Thunb.) G.Don","species","author misspelled","bfo-28251",,,"Siphocampylus macropodus (Thunb.) G.Don","Siphocampylus","Campanulaceae","medium","Siphocampylus macropodus"
"speciesLink","UEC","151131","Sloanea hirsuta","Plantae","Elaeocarpaceae","Sloanea","1987","05","12","Brazil","São Paulo","Angatuba","Estação Ecológica de Angatuba.","UNICAMP","S","-23.423889","-48.350556","2","hirsuta","Torres, RB; Figueiredo, N; Oliveira, AR","-48.350556","-23.423889","2025-04-07T10:53:00","(Schott) Planch. ex Benth.","182","<nO>Árvore 22m. Ramificação difusa. Frutos verdes. Cortex marrom, rugoso.; Mata Secundária.</nO>","Sampaio, D","2018","02",,,"UEC097269",,"Magnoliopsida",,,"624","624",,,,"SPLINK","Angatuba","2018-02-NA",,,,,,,,,,,,,,,,,,"UEC",,"Torres, R.B.","182","1987","Sampaio, D.","2018","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Sloanea hirsuta","(Schott) Planch. ex Benth.","possibly_ok","Elaeocarpaceae","Sloanea hirsuta","(Schott) Planch. ex Benth.","species","name accepted","bfo-103503",,,"Sloanea hirsuta (Schott) Planch. ex Benth.","Sloanea","Elaeocarpaceae","high","Sloanea hirsuta"
"user","RB","RB01145733","Smilax campestris Griseb.","Plantae","Smilacaceae","Smilax","1987","10","9","Brasil","São Paulo",,"Estação Ecológica de Angatuba. (-23.423889; -48.35056)","JBRJ","Preserved Specimen",,,,,"R.B. Torres; N. Figueiredo; A.R. de Oliveira",,,,"Griseb.","301",,"R.B. Torres",,,,,,,,,,,,,,,,"Angatuba",,,,"BR",,,"1987-10-09","Mata secundária.",,,,,,"sp.","Physical Object",,,,"RB",,"Torres, R.B.","301","1987","Torres, R.B.","n.d.","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,"UEC",,,,,,"urn:catalog:JBRJ:RB:1145733",,,,,,,,,,,,,,,,,,,,,,"RB 655118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"campestris",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/14/57/33/01145733.jpg",,,,,,,,,,,,,,,,,,,,,,"2016-07-14 11:31:10+00","Angiospermas","brazil_sao paulo_angatuba_estacao ecologica angatuba","Brazil","São Paulo","angatuba","estacao ecologica angatuba","splink_jabot","brazil_sao paulo_angatuba_estacao ecologica angatuba","Brazil","São Paulo","angatuba","estacao ecologica angatuba","splink_jabot","brazil_sao paulo_angatuba_estacao ecologica angatuba","Brazil","São Paulo","angatuba","estacao ecologica angatuba","splink_jabot","ok_same_resolution","Smilax campestris","Griseb.","name_w_authors","Smilacaceae","Smilax campestris","Griseb.","species","name accepted","bfo-14552",,,"Smilax campestris Griseb.","Smilax","Smilacaceae","medium","Smilax campestris"
"speciesLink","UEC","149393","Smilax spicata","Plantae","Smilacaceae","Smilax","1986","10","30","Brazil","São Paulo","Angatuba","Estação Ecológica de Angatuba. Mata Secundária.","UNICAMP","S","-23.710997","-48.586833","2","spicata","Torres, RB; Figueiredo, N; Oliveira, AR","-48.586833","-23.710997","2025-04-07T10:45:26","Vell.","67","<nO>Trepadeira. Flores esverdeadas. ""Japecanga"".</nO>","Torres, RB","1988",,,,"UEC006795",,"Liliopsida",,,,,,,,"SPLINK","Angatuba","1988-NA-NA",,,,,,,,,,,,,,,,,,"UEC",,"Torres, R.B.","67","1986","Torres, R.B.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba, mata secundaria",,"locality","brazil_sao paulo_angatuba","brazil_sao paulo_angatuba",-23.43652785,-48.459291,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Smilax spicata","Vell.","possibly_ok","Smilacaceae","Smilax spicata","Vell.","species","name accepted","bfo-14566",,,"Smilax spicata Vell.","Smilax","Smilacaceae","medium","Smilax spicata"
"speciesLink","UEC","149413","Solanum didymum","Plantae","Solanaceae","Solanum","1987","09","09","Brazil","São Paulo","Angatuba","Estação Ecológica de Angatuba. Mata Secundária.","UNICAMP","S","-23.711589","-48.59275","2","didymum","Torres, RB; Figueiredo, N; Oliveira, AR","-48.59275","-23.711589","2025-04-07T11:05:07","Dunal","272B",,"Stehmann, JR","2011","09",,,"UEC049570",,"Magnoliopsida",,,,,,,,"SPLINK","Angatuba","2011-09-NA",,,,,,,,,,,,,,,,,,"UEC",,"Torres, R.B.","272-B","1987","Stehmann, J.R.","2011","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba, mata secundaria",,"locality","brazil_sao paulo_angatuba","brazil_sao paulo_angatuba",-23.43652785,-48.459291,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Solanum didymum","Dunal","possibly_ok","Solanaceae","Solanum didymum","Dunal","species","name accepted","bfo-88088",,,"Solanum didymum Dunal","Solanum","Solanaceae","high","Solanum didymum"
"speciesLink","IAC","51562","Solanum pseudoquina","Plantae","Solanaceae","Solanum",,,,"Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","pseudoquina","R.B. Torres & N. Figueiredo","-48.35056","-23.423889","2023-09-15T15:21:42","A.St.-Hil.","s/nº",,"J.R. Stehmann & L.L. Giacomin","2011","09","12",,,,"Tracheophyta",,"Solanales",,,"Magnoliopsida",,,"SPLINK","Angatuba","2011-09-12",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","s.n.","n.d.","Stehmann, J.R.","2011","Figueiredo, N.","Torres","Giacomin, L.L.","brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Solanum pseudoquina","A.St.-Hil.","possibly_ok","Solanaceae","Solanum pseudoquina","A.St.-Hil.","species","name accepted","bfo-14836",,,"Solanum pseudoquina A.St.-Hil.","Solanum","Solanaceae","high","Solanum pseudoquina"
"speciesLink","IAC","51385","Solanum variabile","Plantae","Solanaceae","Solanum","1987","05","13","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","variabile","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","-48.35056","-23.423889","2023-09-15T15:21:46","Mart.","199",,"R.B. Torres","1988","06","13",,,,"Tracheophyta",,"Solanales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-13",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","199","1987","Torres, R.B.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Solanum variabile","Mart.","possibly_ok","Solanaceae","Solanum variabile","Mart.","species","name accepted","bfo-14880",,,"Solanum variabile Mart.","Solanum","Solanaceae","medium","Solanum variabile"
"speciesLink","UEC","151102","Solidago chilensis","Plantae","Asteraceae","Solidago","1987","05","13","Brazil","São Paulo","Angatuba","Estação Ecológica de Angatuba. Mata Secundária.","UNICAMP","S","-23.711378","-48.590639","2","chilensis","Torres, RB; Figueiredo, N; Oliveira, AR","-48.590639","-23.711378","2025-04-07T10:50:04","Meyen","200","<nO>Erva 50 cm. Área aberta perto de mirante. Beira da mata.Flores com corolas amarelas. ""Mãe de sapé"".</nO>","Heiden, G","2017","10","18",,"UEC129453",,"Magnoliopsida",,,,,,,,"SPLINK","Angatuba","2017-10-18",,,,,,,,,,,,,,,,,,"UEC",,"Torres, R.B.","200","1987","Heiden, G.","2017","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba, mata secundaria",,"locality","brazil_sao paulo_angatuba","brazil_sao paulo_angatuba",-23.43652785,-48.459291,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Solidago chilensis","Meyen","possibly_ok","Asteraceae","Solidago chilensis","Meyen","species","name accepted","bfo-5503",,,"Solidago chilensis Meyen","Solidago","Asteraceae","high","Solidago chilensis"
"speciesLink","IAC","51306","Sorocea bonplandii","Plantae","Moraceae","Sorocea","1986","11","12","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","bonplandii","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","-48.35056","-23.423889","2023-09-15T15:21:03","(Baill.) W.C.Burger, Lanj. & Wess.Boer","100",,"R. B. Torres","1988","06","12",,,,"Tracheophyta",,"Rosales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-12",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","100","1986","Torres, R.B.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Sorocea bonplandii","(Baill.) W.C.Burger et al.","possibly_ok","Moraceae","Sorocea bonplandii","(Baill.) W.C.Burger et al.","species","author misspelled","bfo-31440",,,"Sorocea bonplandii (Baill.) W.C.Burger et al.","Sorocea","Moraceae","medium","Sorocea bonplandii"
