"Nome_UC","Localidade","Municipio","Estado","Freq"
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","mata ribeirao cachoeira","","São Paulo",134
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","Fazenda Santa Helena","Campinas","São Paulo",123
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","Porção oeste (Área2)","Campinas","São Paulo",114
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","Mata Ribeirão Cachoeira - Porção oeste (Área2)","Campinas","São Paulo",114
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","mata ribeirao cachoeira - porcao oeste","Campinas","São Paulo",114
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","Mata Santana do Atalaia","Campinas","São Paulo",110
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","Porção central (Área1)","Campinas","São Paulo",109
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","Mata Ribeirão Cachoeira - Porção central (Área1)","Campinas","São Paulo",109
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","mata ribeirao cachoeira - porcao central","Campinas","São Paulo",109
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","sub-distrito de Souzas","","São Paulo",108
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","mata da fazenda santa helena","Campinas","São Paulo",107
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","Brasil. Estado de São Paulo, Campinas, sub-distrito de Souzas. Mata Ribeirão Cachoeira","","São Paulo",105
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","mata da fazenda recreio","Campinas","São Paulo",101
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","Porção Leste (Área3)","Campinas","São Paulo",100
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","Mata Ribeirão Cachoeira - Porção Leste (Área3)","Campinas","São Paulo",100
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","mata ribeirao cachoeira - porcao leste","Campinas","São Paulo",100
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","mata da fazenda malabar","Itatiba","São Paulo",88
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","4ha","Campinas","São Paulo",86
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","área total: 12","Campinas","São Paulo",85
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","4 ha","Campinas","São Paulo",73
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","sub-distrito de sousas","Campinas","São Paulo",70
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","mata da fazenda capoeira grande","Campinas","São Paulo",70
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","Mata Ribeirão Cachoeira (Área C2)","Campinas","São Paulo",69
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","Mata Ribeirão Cachoeira (Área C1)","Campinas","São Paulo",69
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","área total: 41","Campinas","São Paulo",69
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","área total: 19","Campinas","São Paulo",67
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","Mata Ribeirão Cachoeira (Condomínio Colinas do Atibaia)","Campinas","São Paulo",66
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","Mata do Macuco (Fragmento G1)","Campinas","São Paulo",62
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","8ha","Campinas","São Paulo",57
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","Mata Ribeirão Cachoeira (Área C3)","Campinas","São Paulo",56
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","Campinas/Itatiba","","São Paulo",52
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","CESP","Campinas","São Paulo",51
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","Borda de mata","Campinas","São Paulo",49
"ÁREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","Mata da Fazenda Capoeira Grande (Fragmento M1)","Campinas","São Paulo",48
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","UNIDAM","Jundiaí","São Paulo",112
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","unidade de desenvolvimento ambiental - unidam","Jundiaí","São Paulo",112
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Unidade de Desenvolvimento Ambiental","Jundiaí","São Paulo",112
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Unidade de Desenvolvimento Ambiental (UNIDAM)","Jundiaí","São Paulo",89
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Instituto de Zootecnia","Nova Odessa","São Paulo",58
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Solo: Arenoso","Jundiaí","São Paulo",54
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","pleno sol","Jundiaí","São Paulo",38
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","em meio à braquiária","Jundiaí","São Paulo",26
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Local: Borda da trilha","Jundiaí","São Paulo",22
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Local: Pleno sol","Jundiaí","São Paulo",21
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Parque da Cidade","Jundiaí","São Paulo",14
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Unidade de Desenvolvimento Ambiental (UNIDAM), Local: Pleno sol. Solo: Arenoso, em meio à braquiária","Jundiaí","São Paulo",12
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Local: Distante da trilha","Jundiaí","São Paulo",9
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Institudo de Zootecnia","Nova Odessa","São Paulo",8
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Unidade de Desenvolvimento Ambiental - UNIDAM, Local: Borda da trilha, pleno sol. Solo: Pedregoso e arenoso","Jundiaí","São Paulo",7
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Solo: Pedregoso e arenoso","Jundiaí","São Paulo",7
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","meia sombra","Jundiaí","São Paulo",7
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Local: Meio da trilha","Jundiaí","São Paulo",7
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Local: Interior da mata","Jundiaí","São Paulo",7
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Unidade de Desenvolvimento Ambiental - UNIDAM, Local: Borda da trilha, pleno sol. Solo: Arenoso e pedregoso","Jundiaí","São Paulo",6
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Solo: Arenoso e pedregoso","Jundiaí","São Paulo",6
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Institutoo de Zootecnia","Nova Odessa","São Paulo",6
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Instituto Plantarum","Nova Odessa","São Paulo",6
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Crescendo sobre casca de mangueira","Porto Feliz","São Paulo",6
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Condomínio Spring Valley. Crescendo sobre casca de mangueira","Porto Feliz","São Paulo",6
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Unidade de Desenvolvimento Ambiental (UNIDAM), Local: distante da trilha, copa à pleno sol. Solo: Arenoso, em meio à braquiária","Jundiaí","São Paulo",5
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Serra do Japi","Jundiaí","São Paulo",5
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","próximo ao km 10","Porto Feliz","São Paulo",5
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Local: Em meio a braquiária","Jundiaí","São Paulo",5
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Local: Borda da trilha","Campinas","São Paulo",5
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","Estação Experimental","Jundiaí","São Paulo",5
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","copa à pleno sol","Jundiaí","São Paulo",5
"ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","a pleno sol","Jundiaí","São Paulo",5
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","rodeada antigamente por mata","São José dos Campos","São Paulo",16
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Uma área disjuntiva de cerrado","São José dos Campos","São Paulo",12
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","de várias centenas de km²","São José dos Campos","São Paulo",12
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Parte inferior da encosta leste do vale do Córrego da Ressaca","São José dos Campos","São Paulo",10
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","e dentro de 500 m ao SE da rodovia","São José dos Campos","São Paulo",8
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Dutra) da saída para São José dos Campos","São José dos Campos","São Paulo",8
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","ao longo da rodovia pres, e dentro de 500 m ao se da rodovia","São José dos Campos","São Paulo",8
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Serra do Japi","Jundiaí","São Paulo",6
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","along road to paraibuna","São José dos Campos","São Paulo",6
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Uma área disjuntiva de cerrado, de várias centenas de km², rodeada antigamente por mata. Ca. 9,9 km SSE em linha reta da praça principal de São José dos Campos","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Uma área disjuntiva de cerrado, de várias centenas de km², rodeada antigamente por mata, ca. 8 km SW em linha reta da praça principal de São José dos Campos","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Uma área disjuntiva de cerrado, de várias centenas de km², rodeada antigamente por mata, ca. 7,2 km SSE em linha reta da praça principal de São José dos Campos","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Uma área disjuntiva de cerrado de várias centenas de km², rodeada antigamente por mata. Ca. 9,6 km S.S.E. em linha reta da praça principal de São José dos Campos","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Uma área disjuntiva de cerrado de várias centenas de km²","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","São Paulo highway)","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","São Paulo highway","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Paulo highway","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Parte inferior da encosta leste do vale do Córrego da Ressaca, 6 1/2km ao SW ( ao longo da Rodovia Pres. Dutra) da saída para São José dos Campos, e dentro de 500 m ao SE da rodovia","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Parte inferior da encosta leste do vale do Córrego da Ressaca, 6 1/2 km ao SW (ao longo da Rodovia Pres. Dutra) da saída para São José dos Campos, e dentro de 500 m ao SE da rodovia","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","On lower part of gentle slope 100 m west of highway","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","from turnoff to city of São José dos Campos","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","em linha reta da praça principal de São José dos Campos","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","circa 7","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Ca. 7,8 km SSE em linha reta da praça principal de São José dos Campos","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","along Rio-S","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","9km SW","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","9 km SSE em linha reta da praça principal de São José dos Campos","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","8 km SW em linha reta da praça principal de São José dos Campos","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","8 km SSE em linha reta da praça principal de São José dos Campos","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","6 km S","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","6 km due SSE of main plaza of city of São José dos Campos","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","6 1/2km ao SW ( ao longo da Rodovia Pres","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","6 1/2 km SW of São José dos Campos along Rio - São Paulo highway","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","6 1/2 km SW of São José dos Campos along Rio","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","6 1/2 km ao SW (ao longo da Rodovia Pres","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","2.9km SW, along Rio-S.Paulo highway, from turnoff to city of São José dos Campos","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","2 km SSE em linha reta da praça principal de São José dos Campos","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","10,1 km south of main plaza of city of São José dos Campos (8,1 km S of Rio - São Paulo highway), along road to Paraibuna. On lower part of gentle slope 100 m west of highway","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","1 km south of main plaza of city of São José dos Campos (8","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","1 km S of Rio","São José dos Campos","São Paulo",4
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Serra do Japi. Na trilha á esquerda antes de chegar na base da Reserva, indo para a Cachoeira Paraíso","Jundiaí","São Paulo",3
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","serra do japi, na trilha a esquerda antes de chegar na base da reserva","Jundiaí","São Paulo",3
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Na trilha do DAE para o observatório","Jundiaí","São Paulo",3
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Na trilha á esquerda antes de chegar na base da Reserva","Jundiaí","São Paulo",3
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","indo para a Cachoeira Paraíso","Jundiaí","São Paulo",3
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","W da saída para São José dos Campos","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","rodovia presidente dutra 100 a 500m do lado se da rod","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Rod. Presidente Dutra 100 a 500m do lado SE da rod","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Rod","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Presidente Dutra 100 a 500m do lado SE da rod","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Pres","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Parte inferior da encosta leste do vale do Córrego da Ressaca, 6 1/2 km ao SW ( ao longo da Rodovia Presidente Dutra) da saída para São José dos Campos, e dentro de 500m ao SE da rodovia","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Exactly 5 km south of main place of city of São José dos Campos","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","e dentro de 500m ao SE da rodovia","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Dutra","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","circa 9","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","circa 7km s of main plaza of sao jose dos campos along road to paraibuna","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Ca. 9,6km SSE em linha reta da praça principal de São José dos Campos","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Ca. 7km S of main plaza of São José dos campos along road to Paraibuna. (6,5 km S and 2,0 km E of plaza)","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","At entrance of real estate development """"Torrão de Ouro""""","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","at 6","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","ao longo da rodovia presidente dutra, e dentro de 500m ao se da rodovia","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Along road to Paraibuna, at 6,7-6,8 km south & 2,15- 2,2 km east of main plaza of city of São José dos Campos","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","9,6 km due SSE of main plaza of city of São José dos Campos.At entrance of real estate development """"Torrão de Ouro"""", where highway crosses brook","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","8 km south & 2","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","7km S of the city along road to Paraibuna)","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","7km s of the city along road to paraibuna","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","7km S of main plaza of São José dos campos along road to Paraibuna","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","6km SSE em linha reta da praça principal de São José dos Campos","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","6,5km due S & 2,0km due E of the main plaza of São José dos Campos. ( Ca. 7km S of the city along road to Paraibuna)","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","6 1/2 km ao SW ( ao longo da Rodovia Presidente Dutra) da saída para São José dos Campos","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","5km due S & 2","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","5 km S and 2","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","2 km east of main plaza of city of São José dos Campos","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","100-500m ao lado SE da rod. Pres. Dutra","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","100-500m ao lado SE da rod","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","1/2 km ao S.W da saída para São José dos Campos","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","1/2 km ao S","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","0km due E of the main plaza of São José dos Campos","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","0 km E of plaza)","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","&nf","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","( Ca","São José dos Campos","São Paulo",2
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Paulo","São José dos Campos","São Paulo",1
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","Josephe provinciae S","São José dos Campos","São Paulo",1
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","in campis prope villam S. Josephe provinciae S. Paulo","São José dos Campos","São Paulo",1
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","in campis prope villam S","São José dos Campos","São Paulo",1
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","At entrance of real estate development ""Torrão de Ouro""","São José dos Campos","São Paulo",1
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","At entrance of real estate development 'Torrão de Ouro'","São José dos Campos","São Paulo",1
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","9,6 km due SSE of main plaza of city of São José dos Campos.&nf;At entrance of real estate development ""Torrão de Ouro"", where highway crosses brook","São José dos Campos","São Paulo",1
"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","9,6 km due SSE of main plaza of city of São José dos Campos.&nf;At entrance of real estate development 'Torrão de Ouro', where highway crosses brook","São José dos Campos","São Paulo",1
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","PM Santo Dias","São Paulo","São Paulo",107
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Parque Santo Dias","São Paulo","São Paulo",107
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Cabuçu","Guarulhos","São Paulo",88
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Rodoanel Mário Covas","Guarulhos","São Paulo",33
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","próximo ao emboque do túnel 7","Guarulhos","São Paulo",31
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Proguaru","Guarulhos","São Paulo",31
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Invernada, próximo ao emboque do túnel 7","Guarulhos","São Paulo",31
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Invernada","Guarulhos","São Paulo",31
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Jacutinga","Guarulhos","São Paulo",30
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Divisa de Guarulhos com São Paulo","Guarulhos","São Paulo",29
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Próximo ao Sítio B","Guarulhos","São Paulo",28
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Cabuçu. Próximo ao Sítio B. Jacutinga","Guarulhos","São Paulo",28
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Instituto Manuel Giesteira","Guarulhos","São Paulo",27
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Divisa de Guarulhos com São Paulo, Lote 4","Guarulhos","São Paulo",25
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Pico Pelado","Guarulhos","São Paulo",22
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Cabuçu, Acampamento Mackenzie","Guarulhos","São Paulo",20
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Acampamento Mackenzie","Guarulhos","São Paulo",20
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Cabuçu, Proguaru","Guarulhos","São Paulo",19
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Estrada do Cabuçu","Guarulhos","São Paulo",14
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","rodoanel norte","Guarulhos","São Paulo",13
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Jardim Bananal","Guarulhos","São Paulo",13
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Sítio Sr","Guarulhos","São Paulo",12
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Lote 5 entre a OAE 503 e emboque oeste 501","Guarulhos","São Paulo",12
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","Lote 4 - Proguaru","Guarulhos","São Paulo",12
"ÁREA DE PROTEÇÃO AMBIENTAL DO CABUÇU TANQUE GRANDE","José Aparecido","Guarulhos","São Paulo",12
