"Nome_UC","Localidade","Municipio","Estado","Freq"
"PARQUE ESTADUAL ALBERTO LÖFGREN","na estrada da antiga creche","São Paulo","São Paulo",5
"PARQUE ESTADUAL ALBERTO LÖFGREN","horto florestal de sao paulo, na estrada da antiga creche","São Paulo","São Paulo",5
"PARQUE ESTADUAL ALBERTO LÖFGREN","Serra de Cantareira","","São Paulo",4
"PARQUE ESTADUAL ALBERTO LÖFGREN","Sao Paulo: Horto Florestal (Alberto Löfgren)","São Paulo","São Paulo",4
"PARQUE ESTADUAL ALBERTO LÖFGREN","Horto Florestal, Serra de Cantareira","","São Paulo",4
"PARQUE ESTADUAL CARLOS BOTELHO","Núcleo Arpoador","Peruíbe","São Paulo",296
"PARQUE ESTADUAL CARLOS BOTELHO","3 km da base do núcleo Sete Barras","Sete Barras","São Paulo",182
"PARQUE ESTADUAL CARLOS BOTELHO","parque estadualcarlos botelho","São Miguel Arcanjo","São Paulo",63
"PARQUE ESTADUAL CARLOS BOTELHO","P.E.Carlos Botelho","São Miguel Arcanjo","São Paulo",63
"PARQUE ESTADUAL CARLOS BOTELHO","parque estadualcarlos botelho","Sete Barras","São Paulo",58
"PARQUE ESTADUAL CARLOS BOTELHO","P.E.Carlos Botelho","Sete Barras","São Paulo",58
"PARQUE ESTADUAL CARLOS BOTELHO","Sete Barras","","São Paulo",52
"PARQUE ESTADUAL CARLOS BOTELHO","parque estadual carlos botelho","São Miguel Arcanjo","São Paulo",39
"PARQUE ESTADUAL CARLOS BOTELHO","Carlos Botelho, Sete Barras, BR-SP, BR","","São Paulo",28
"PARQUE ESTADUAL CARLOS BOTELHO","Parcela Permanente","Sete Barras","São Paulo",26
"PARQUE ESTADUAL CARLOS BOTELHO","Sete Barras","Sete Barras","São Paulo",23
"PARQUE ESTADUAL CARLOS BOTELHO","Núcleo Sete Barras","Sete Barras","São Paulo",23
"PARQUE ESTADUAL CARLOS BOTELHO","Raizão","Sete Barras","São Paulo",22
"PARQUE ESTADUAL CARLOS BOTELHO","Parque Ecologica de Carlos Botelho","Sete Barras","São Paulo",19
"PARQUE ESTADUAL CARLOS BOTELHO","P.E. Carlos Botelho","São Miguel Arcanjo","São Paulo",19
"PARQUE ESTADUAL CARLOS BOTELHO","Parque Estadual Intervales","Sete Barras","São Paulo",18
"PARQUE ESTADUAL CARLOS BOTELHO","Base Saibadela","Sete Barras","São Paulo",18
"PARQUE ESTADUAL CARLOS BOTELHO","parque estadual carlos botelho","Sete Barras","São Paulo",17
"PARQUE ESTADUAL CARLOS BOTELHO","fazenda intervales","Sete Barras","São Paulo",17
"PARQUE ESTADUAL CARLOS BOTELHO","Brésil","","São Paulo",17
"PARQUE ESTADUAL CAVERNA DO DIABO","parque estadual jacupiranga","eldorado","São Paulo",328
"PARQUE ESTADUAL CAVERNA DO DIABO","Jacupiranga","Eldorado","São Paulo",163
"PARQUE ESTADUAL CAVERNA DO DIABO","parque estadualjacupiranga - nucleo caverna do diabo","Eldorado","São Paulo",154
"PARQUE ESTADUAL CAVERNA DO DIABO","P.E.Jacupiranga - Núcleo Caverna do Diabo","Eldorado","São Paulo",154
"PARQUE ESTADUAL CAVERNA DO DIABO","Trilha do Araçá","eldorado","São Paulo",109
"PARQUE ESTADUAL CAVERNA DO DIABO","parque estadual jacupiranga","barra turvo","São Paulo",54
"PARQUE ESTADUAL CAVERNA DO DIABO","Jacupiranga","Barra do Turvo","São Paulo",50
"PARQUE ESTADUAL CAVERNA DO DIABO","Núcleo Cedro","Barra do Turvo","São Paulo",49
"PARQUE ESTADUAL CAVERNA DO DIABO","Núcleo Cedro","barra turvo","São Paulo",45
"PARQUE ESTADUAL CAVERNA DO DIABO","parque estadualjacupiranga - nucleo cedro","Barra do Turvo","São Paulo",43
"PARQUE ESTADUAL CAVERNA DO DIABO","P.E.Jacupiranga - Núcleo Cedro","Barra do Turvo","São Paulo",43
"PARQUE ESTADUAL CAVERNA DO DIABO","Caverna do Diabo","Eldorado","São Paulo",33
"PARQUE ESTADUAL CAVERNA DO DIABO","Trilha Véu da Noiva","barra turvo","São Paulo",32
"PARQUE ESTADUAL CAVERNA DO DIABO","PE da Caverna do Diabo","Eldorado","São Paulo",32
"PARQUE ESTADUAL CAVERNA DO DIABO","Núcleo da Caverna do Diabo","eldorado","São Paulo",31
"PARQUE ESTADUAL CAVERNA DO DIABO","Floresta Ombrófila Densa Baixo Montana Ribeirinha Degradada com afloramento de calcário","eldorado","São Paulo",21
"PARQUE ESTADUAL CAVERNA DO DIABO","Ilha da Caverna e trilha dos moradores","eldorado","São Paulo",20
"PARQUE ESTADUAL CAVERNA DO DIABO","Cachoeira Véu da Noiva","Barra do Turvo","São Paulo",19
"PARQUE ESTADUAL CAVERNA DO DIABO","Trilha da Água Grande ou Trilha da Ressurgência","eldorado","São Paulo",18
"PARQUE ESTADUAL CAVERNA DO DIABO","mais ou menos 18 km em direção a Barra do Turvo","Iporanga","São Paulo",18
"PARQUE ESTADUAL CAVERNA DO DIABO","Braço do Rio Pardo","Iporanga","São Paulo",18
"PARQUE ESTADUAL CAVERNA DO DIABO","Parque Estadual do Jacupiranga","eldorado","São Paulo",15
"PARQUE ESTADUAL CAVERNA DO DIABO","Parque Estadual do Jacupiranga","","São Paulo",14
"PARQUE ESTADUAL CAVERNA DO DIABO","Trilha da Caverna e Trilha dos Moradores","eldorado","São Paulo",13
"PARQUE ESTADUAL CAVERNA DO DIABO","Mata de encosta","Eldorado","São Paulo",12
"PARQUE ESTADUAL CAVERNA DO DIABO","Parque Estadual Intervales","Ribeirão Grande","São Paulo",10
"PARQUE ESTADUAL CAVERNA DO DIABO","Floresta Ombrófila Densa Montana muito degradada","Barra do Turvo","São Paulo",10
"PARQUE ESTADUAL CAVERNA DO DIABO","400m de altitude","","São Paulo",10
"PARQUE ESTADUAL CAVERNA DO DIABO","parque estadual de jacupiranga, mata de encosta","Eldorado","São Paulo",9
"PARQUE ESTADUAL CAVERNA DO DIABO","Parque Estadual de Jacupiranga - Núcleo Caverna do Diabo","Eldorado","São Paulo",9
"PARQUE ESTADUAL CAVERNA DO DIABO","&nf","eldorado","São Paulo",9
"PARQUE ESTADUAL DA ARA","Valinhos, SP, 13274-465, Brasil","Valinhos","São Paulo",8
"PARQUE ESTADUAL DA ARA","Valinhos","Valinhos","São Paulo",8
"PARQUE ESTADUAL DA ARA","Valinhos","","São Paulo",2
"PARQUE ESTADUAL DA ARA","Reserva ARA Inst. Florestal","Valinhos","São Paulo",2
"PARQUE ESTADUAL DA ARA","Reserva ARA Inst","Valinhos","São Paulo",2
"PARQUE ESTADUAL DA ARA","Florestal","Valinhos","São Paulo",2
"PARQUE ESTADUAL DA ARA","Estrada Padre Modesto Nunes, 13, Valinhos - SP, 13279-471, Brasil","","São Paulo",2
"PARQUE ESTADUAL DA ARA","Estrada Padre Modesto Nunes","","São Paulo",2
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Dário","Pariquera-Açu","São Paulo",63
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","parque estadual de pariquera-abaixo","Pariquera-Açu","São Paulo",60
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","no sítio do Sr","Pariquera-Açu","São Paulo",48
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","no lado sul da PEPA","Pariquera-Açu","São Paulo",38
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Parque Estadual de Pariquera-Abaixo (PEPA)","Pariquera-Açu","São Paulo",35
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","no lado sul do PEPA","Pariquera-Açu","São Paulo",31
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Parque Ecológico de Pariquera Abaixo (PEPA)","Pariquera-Açu","São Paulo",20
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","acessado pela Rodovia Pariquera-Iguape","Pariquera-Açu","São Paulo",20
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","na margem do Ribeirão (condição aluvial)","Pariquera-Açu","São Paulo",19
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","parque ecologico de pariquera abaixo, acessado pela rodovia pariquera-iguape","Pariquera-Açu","São Paulo",18
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","na floresta de Caxetal","Pariquera-Açu","São Paulo",18
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","parque estadual de pariquera-abaixo, floresta de caxeta acessado pela rodovia pariquera-iguape","Pariquera-Açu","São Paulo",16
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Trilha da Campina","Pariquera-Açu","São Paulo",15
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","acesso pela parte sul","Pariquera-Açu","São Paulo",14
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Floresta de Caxeta acessado pela rodovia Pariquera-Iguape","Pariquera-Açu","São Paulo",13
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","parque estadualpariquera abaixo","Pariquera-Açu","São Paulo",12
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Pariquera Abaixo (PEPA)","Pariquera-Açu","São Paulo",12
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","P.E.Pariquera Abaixo (PEPA)","Pariquera-Açu","São Paulo",12
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","passando pelo viveiro","Pariquera-Açu","São Paulo",11
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Parque Estadual de Pariquera Abaixo","Pariquera-Açu","São Paulo",11
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Iguape","Pariquera-Açu","São Paulo",11
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","atravessando o Rio Pariquera Mirim","Pariquera-Açu","São Paulo",11
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Parque Estadual de Pariquera-Abaixo, Trilha da Campina","Pariquera-Açu","São Paulo",9
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Floresta de Turfeira","Pariquera-Açu","São Paulo",8
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","floresta de caxeta acessado pela rodovia Pariquera -Iguape","Pariquera-Açu","São Paulo",8
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","parque estadual pariquera abaixo","Pariquera-Açu","São Paulo",7
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Parque Estadual do Pariquera- Abaixo","Pariquera-Açu","São Paulo",7
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Parque Estadual do Pariquera Abaixo. Floresta de Turfeira","Pariquera-Açu","São Paulo",7
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Parque Estadual de Pariquera","Pariquera-Açu","São Paulo",7
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Parque Ecológico Pariquera Abaixo PEPA","Pariquera-Açu","São Paulo",7
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","parque ecologico de pariquera abaixo","Pariquera-Açu","São Paulo",7
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Caxetal","Pariquera-Açu","São Paulo",7
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","sítio do Sr","Pariquera-Açu","São Paulo",6
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Parque Estadual do Pariquera-Abaixo, acesso pela parte sul, atravessando o Rio Pariquera Mirim","Pariquera-Açu","São Paulo",6
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Parque Estadual do Pariquera-Abaixo, acesso pela parte sul, atravessando o Pariquera Mirim","Pariquera-Açu","São Paulo",6
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","parque estadual de pariquera-abaixo, floresta de caxeta acessado pela rodovia pariquera -iguape, sitio do senhor dario","Pariquera-Açu","São Paulo",6
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","no lado oeste","Pariquera-Açu","São Paulo",6
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Morro do Carrapato","Pariquera-Açu","São Paulo",6
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Lombada Grande","Pariquera-Açu","São Paulo",6
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","atravessando o Pariquera Mirim","Pariquera-Açu","São Paulo",6
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","parque estadual de pariquera- abaixo, floresta de caxeta acessado perla rodovia pariquera-iguape","Pariquera-Açu","São Paulo",5
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Parque Estadual de Pariquera- Abaixo (PEPA). Floresta de Caxeta acessado perla rodovia Pariquera-Iguape, no Sítio do Sr. Dário, nolado Sul do PEPA, na margem do Ribeirão (Condição Aluvial)","Pariquera-Açu","São Paulo",5
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Parque Estadual de Pariquera- Abaixo (PEPA)","Pariquera-Açu","São Paulo",5
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","nolado Sul do PEPA","Pariquera-Açu","São Paulo",5
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","no sítio do Sr Dário","Pariquera-Açu","São Paulo",5
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","lado oeste","Pariquera-Açu","São Paulo",5
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Floresta de Caxeta acessado perla rodovia Pariquera-Iguape","Pariquera-Açu","São Paulo",5
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Acesso pelo Bairro Braço Preto","Pariquera-Açu","São Paulo",5
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","PEPA","Pariquera-Açu","São Paulo",4
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","parque estadual do pariquera abaixo, morro do carrapato","Pariquera-Açu","São Paulo",4
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Parque Estadual de Pariquera, Abaixo (Pepa)","Pariquera-Açu","São Paulo",4
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Parque Estadual de Pariquera-Abaixo, Acessado pela Rodovia Pariquera - Iguape, no Sítio do Sr. Dário, no lado sul da PEPA","Pariquera-Açu","São Paulo",4
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","parque estadual de pariquera-abaixo, acessado pela rodovia pariquera - iguape","Pariquera-Açu","São Paulo",4
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","parque ecologico de pariquera-abaixo, acessado pela rodovia pariquera-iguape","Pariquera-Açu","São Paulo",4
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","na margem do Ribeirão","Pariquera-Açu","São Paulo",4
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","na floresta Caxetal","Pariquera-Açu","São Paulo",4
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Margem do ribeirão (condição aluvial)","Pariquera-Açu","São Paulo",4
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Estação Experimental do Instituto Agronômico","Pariquera-Açu","São Paulo",4
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Estação Experimental do IAC","Pariquera-Açu","São Paulo",4
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","acesso pelo bairro Braço Negro","Pariquera-Açu","São Paulo",4
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Acessado pela Rodovia Pariquera","Pariquera-Açu","São Paulo",4
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Abaixo (Pepa)","Pariquera-Açu","São Paulo",4
"PARQUE ESTADUAL DA CANTAREIRA","serra cantareira","São Paulo","São Paulo",1288
"PARQUE ESTADUAL DA CANTAREIRA","serra da cantareira","São Paulo","São Paulo",1268
"PARQUE ESTADUAL DA CANTAREIRA","horto florestal","São Paulo","São Paulo",710
"PARQUE ESTADUAL DA CANTAREIRA","Cantareira","São Paulo","São Paulo",98
"PARQUE ESTADUAL DA CANTAREIRA","Núcleo Pedra Grande","São Paulo","São Paulo",77
"PARQUE ESTADUAL DA CANTAREIRA","Sítio Barrocada","","São Paulo",75
"PARQUE ESTADUAL DA CANTAREIRA","parque estadualcantareira","São Paulo","São Paulo",74
"PARQUE ESTADUAL DA CANTAREIRA","Sítio Barrocada, São Paulo - SP, Brasil","","São Paulo",63
"PARQUE ESTADUAL DA CANTAREIRA","da Cantareira","São Paulo","São Paulo",60
"PARQUE ESTADUAL DA CANTAREIRA","parque estadual da cantareira","São Paulo","São Paulo",59
"PARQUE ESTADUAL DA CANTAREIRA","Cantareira","Mairiporã","São Paulo",58
"PARQUE ESTADUAL DA CANTAREIRA","P.E.Cantareira, Núcleo Pedra Grande","São Paulo","São Paulo",56
"PARQUE ESTADUAL DA CANTAREIRA","parque estadualcantareira","Mairiporã","São Paulo",54
"PARQUE ESTADUAL DA CANTAREIRA","clube da sabesp","São Paulo","São Paulo",47
"PARQUE ESTADUAL DA CANTAREIRA","near top","São Paulo","São Paulo",43
"PARQUE ESTADUAL DA CANTAREIRA","Pinheirinho","São Paulo","São Paulo",41
"PARQUE ESTADUAL DA CANTAREIRA","Núcleo Engordador","São Paulo","São Paulo",32
"PARQUE ESTADUAL DA ILHA ANCHIETA","ilha anchieta","ubatuba","São Paulo",668
"PARQUE ESTADUAL DA ILHA ANCHIETA","trilha para a praia do sul","ubatuba","São Paulo",44
"PARQUE ESTADUAL DA ILHA ANCHIETA","Trilha da Prainha","ubatuba","São Paulo",39
"PARQUE ESTADUAL DA ILHA ANCHIETA","Trilha Praia do Leste","ubatuba","São Paulo",31
"PARQUE ESTADUAL DA ILHA ANCHIETA","Ubatuba","","São Paulo",30
"PARQUE ESTADUAL DA ILHA ANCHIETA","trilha da Praia do Leste","ubatuba","São Paulo",21
"PARQUE ESTADUAL DA ILHA ANCHIETA","Ilha Anchieta, Ubatuba, SP, BR","","São Paulo",20
"PARQUE ESTADUAL DA ILHA ANCHIETA","Trilha da Praia do Sul","ubatuba","São Paulo",15
"PARQUE ESTADUAL DA ILHA ANCHIETA","Ilha Anchieta/Enseada das Palmas/ Costão Direito","Ubatuba","São Paulo",13
"PARQUE ESTADUAL DA ILHA ANCHIETA","Trilha do Porto das Palmas","ubatuba","São Paulo",12
"PARQUE ESTADUAL DA ILHA ANCHIETA","trilha do Guilherme","ubatuba","São Paulo",12
"PARQUE ESTADUAL DA ILHA ANCHIETA","Restinga da Praia das Palmas","ubatuba","São Paulo",12
"PARQUE ESTADUAL DA ILHA ANCHIETA","trilha para o Saco Grande","ubatuba","São Paulo",10
"PARQUE ESTADUAL DA ILHA ANCHIETA","Ubatuba","Ubatuba","São Paulo",9
"PARQUE ESTADUAL DA ILHA ANCHIETA","Parque Estadual Ilha de Anchieta","São Paulo","São Paulo",9
"PARQUE ESTADUAL DA ILHA ANCHIETA","trilha para a praia do leste","ubatuba","São Paulo",8
"PARQUE ESTADUAL DA ILHA DO CARDOSO","Ilha do Cardoso","ilha cardoso","São Paulo",494
"PARQUE ESTADUAL DA ILHA DO CARDOSO","Ilha do Cardoso","Cananéia","São Paulo",180
"PARQUE ESTADUAL DA ILHA DO CARDOSO","cananeia","Cananéia","São Paulo",90
"PARQUE ESTADUAL DA ILHA DO CARDOSO","Cananéia","","São Paulo",73
"PARQUE ESTADUAL DA ILHA DO CARDOSO","Ilha do Cardoso","","São Paulo",33
"PARQUE ESTADUAL DA ILHA DO CARDOSO","Praia de Marujá","ilha cardoso","São Paulo",29
"PARQUE ESTADUAL DA ILHA DO CARDOSO","Mun","","São Paulo",28
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","PE das Fontes do Ipiranga","São Paulo","São Paulo",6570
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","parque do estado","São Paulo","São Paulo",4632
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Jardim Botânico de São Paulo","São Paulo","São Paulo",4525
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","jardim botanico","São Paulo","São Paulo",3150
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","in grounds of the Instituto de Botânica","São Paulo","São Paulo",740
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","jardim botanico","","São Paulo",375
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","10 km south of center of city of São Paulo","São Paulo","São Paulo",340
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Capital","São Paulo","São Paulo",331
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Instituto de Botânica","São Paulo","São Paulo",302
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Parque do Estado, São Paulo - SP, Brasil","","São Paulo",270
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Município de São Paulo: 10 km","São Paulo","São Paulo",270
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Ipiranga","São Paulo","São Paulo",217
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Paulo","São Paulo","São Paulo",170
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","parque estadualfurnas do bom jesus","Pedregulho","São Paulo",32
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","parque estadualf","Pedregulho","São Paulo",29
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","parque estadual","Pedregulho","São Paulo",28
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Furnas do Bom Jesus (Parque Estadual)","Pedregulho","São Paulo",22
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","P.E.Furnas do Bom Jesus","Pedregulho","São Paulo",20
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Núcleo Chapadão","Pedregulho","São Paulo",20
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","P.E.F.B.J. Núcleo Chapadão","Pedregulho","São Paulo",15
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Pedregulho","","São Paulo",9
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Furnas do Bom Jesus, Pedregulho, BR-SP, BR","","São Paulo",8
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Zona 23K)","Pedregulho","São Paulo",7
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Estreito","Pedregulho","São Paulo",7
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Pedra Grande","Pedregulho","São Paulo",6
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","P.E.F.B.J. - Pedra Grande","Pedregulho","São Paulo",6
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Furnas do Bom Jesus ( Parque Estadual)","Pedregulho","São Paulo",6
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","P.E.Furnas do Bom Jesus, Núcleo Santa Luzia","Pedregulho","São Paulo",5
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Núcleo Santa Luzia","Pedregulho","São Paulo",5
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Campo sujo próximo à sede","Pedregulho","São Paulo",4
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Usina de Estreito (""Acampamento de Estreito"")","Pedregulho","São Paulo",3
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Pedregulho, SP, 14470-000, Brazil","Pedregulho","São Paulo",3
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Pedregulho","Pedregulho","São Paulo",3
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","parque estadual das furnas do bom jesus","Pedregulho","São Paulo",3
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Parque Estadual Bom Jesus, Cerrado da Boa Vista","Pedregulho","São Paulo",3
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Parque Estadual Bom Jesus","Pedregulho","São Paulo",3
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","P.E.Furnas do Bom Jesus, Neca Pedro II","Pedregulho","São Paulo",3
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","P.E.F.B.J. Núcleo Neca Pedro, cerrado SS (Sad 69, Zona 23K)","Pedregulho","São Paulo",3
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Núcleo Neca Pedro","Pedregulho","São Paulo",3
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Neca Pedro II","Pedregulho","São Paulo",3
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Mata de brejo perto da sede, floresta paludosa (SAD 69, Zona 23K)","Pedregulho","São Paulo",3
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Mata de brejo perto da sede","Pedregulho","São Paulo",3
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","floresta paludosa (SAD 69","Pedregulho","São Paulo",3
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","cerrado SS (Sad 69","Pedregulho","São Paulo",3
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Cerrado da Boa Vista","Pedregulho","São Paulo",3
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","parque estadual","Campos do Jordão","São Paulo",846
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Horto Florestal","Campos do Jordão","São Paulo",122
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","São José dos Alpes","Campos do Jordão","São Paulo",94
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Instituto Florestal","Campos do Jordão","São Paulo",81
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Campos do Jordao","Campos do Jordão","São Paulo",57
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Parque Estadual, São José dos Alpes","Campos do Jordão","São Paulo",56
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","de Campos do Jordão","Campos do Jordão","São Paulo",50
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","parque estadual de campos do jordao","Campos do Jordão","São Paulo",46
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","P.E. de Campos do Jordão","Campos do Jordão","São Paulo",46
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","horto florestal, mata de altitude","Campos do Jordão","São Paulo",45
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Campos do Jordão","","São Paulo",38
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","campos de jordao","Campos do Jordão","São Paulo",37
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Mata de altitude","Campos do Jordão","São Paulo",33
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","trilha do rio Sapucaí","Campos do Jordão","São Paulo",30
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","regiao do cedro vermelho","Campos do Jordão","São Paulo",28
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","State of São Paulo","","São Paulo",22
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","parque estadual campos do jordao","Campos do Jordão","São Paulo",22
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","trilha do rio sapucaia","Campos do Jordão","São Paulo",21
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","trilha dos campos","Campos do Jordão","São Paulo",19
"PARQUE ESTADUAL DE ILHABELA","do Alto da Serra de Paranapiacaba","Santo André","São Paulo",90
"PARQUE ESTADUAL DE ILHABELA","estacao biologicado alto da serra de paranapiacaba","Santo André","São Paulo",88
"PARQUE ESTADUAL DE ILHABELA","E.B. do Alto da Serra de Paranapiacaba","Santo André","São Paulo",88
"PARQUE ESTADUAL DE ILHABELA","Ilhabela","Ilhabela","São Paulo",61
"PARQUE ESTADUAL DE ILHABELA","Litoral Norte","","São Paulo",50
"PARQUE ESTADUAL DE ILHABELA","Villa Bella","","São Paulo",47
"PARQUE ESTADUAL DE ILHABELA","Santo André","Santo André","São Paulo",44
"PARQUE ESTADUAL DE ILHABELA","Sao Sebastiao Island","","São Paulo",36
