"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","identifiedBy","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","barcode","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","continentocean","class","order","infraspecificEpithet","preparationtype","individualcount","minimumDepthInMeters","maximumDepthInMeters","typeStatus","fieldNumber","sex","previouscatalognumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","SP","347436","Caryophyllaceae","Plantae","Caryophyllaceae",,"2000","12","7","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão, Pico do Itapeva","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/1",,"Costa, CB","-45.3132","-22.459","2024-02-23 09:07:58",,,,,,,,"446","1880","1880",,,,"Magnoliopsida","Caryophyllales",,,,,,,,,,"GBIF","Campos do Jordão",,"Caryophyllaceae",,"BR",,,"2000-12-07",,,,,,"ACCEPTED","FAMILY",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao, pico do itapeva",,"locality","brazil_sao paulo_campos jordao","brazil_sao paulo_campos jordao",-22.70151972,-45.53304923,"county","2980296450",,,,"https://specieslink.net/guid/1/347436",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,TRUE,FALSE,,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"check_local.2municip.","Caryophyllaceae","Juss.","family_as_genus","Caryophyllaceae","Caryophyllaceae","Juss.","family","name accepted","bfo-81",,,"Caryophyllaceae Juss.",,"Caryophyllaceae","unknown",
"gbif","SPSF","59546","Cassytha filiformis L.","Plantae","Lauraceae","Cassytha","2024","6","7","Brasil","Sp",,"Parque Estadual de Campos do Jordão","IF","Tracheophyta","PRESERVED_SPECIMEN","N.M.Ivanauskas","https://specieslink.net/col/13","filiformis","N.M.Ivanauskas & R.Esteves","-45.469444","-22.704722","2024-08-21 15:32:45","L.",,,,,,,"8396","1880","1880",,,,"Magnoliopsida","Laurales",,,,,,,,,,"GBIF","Campos do Jordão","2024-06-07","Cassytha filiformis L.",,"BR",,,"2024-06-07",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","4953425726",,,,"https://specieslink.net/guid/13/59546",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cassytha",,,,,,"16ed67e5-fd70-4fd4-85c3-70ea2da627fe",,,TRUE,FALSE,"Cassytha filiformis","Cassytha filiformis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SPSF00059546","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Cassytha filiformis","L.","name_w_authors","Lauraceae","Cassytha filiformis","L.","species","name accepted","bfo-8394",,,"Cassytha filiformis L.","Cassytha","Lauraceae","unknown","Cassytha filiformis"
"gbif","HISA","9090","Castanea sativa Mill.","Plantae","Fagaceae","Castanea","1987","10","24","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão","UNESP-IS","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/18","sativa","A.L. Mustafá","-45.590278","-22.730556","2024-08-16 10:54:00","Mill.",,,,,,,"s/n",,,,,,"Magnoliopsida","Fagales",,,,,,,,,,"GBIF","Campos do Jordão",,"Castanea sativa Mill.",,"BR",,,"1987-10-24",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","3901409231",,,,"https://specieslink.net/guid/18/9090",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Castanea",,,,,,"a14ea064-1abf-45ef-85ce-669a979815d7",,,TRUE,FALSE,"Castanea sativa","Castanea sativa","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Castanea sativa","Mill.","name_w_authors","Fagaceae","Castanea sativa","Mill.","species","name accepted","bfo-613361",,,"Castanea sativa Mill.","Castanea","Fagaceae","unknown","Castanea sativa"
"gbif","BHCB","195333","Cattleya coccinea Lindl.","Plantae","Orchidaceae","Cattleya","2018","2","6","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão, Horto Florestal. Trilha do Rio Sapucaí","UFMG","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/220","coccinea","Batista, JAN; Cruz-Lustre, GM","-45.481667","-22.7","2023-02-08 18:37:04","Lindl.",,,,,,,"3560","0","0",,,,"Liliopsida","Asparagales",,,,,,,,,,"GBIF","Campos do Jordão","2018-02-06","Cattleya coccinea Lindl.",,"BR",,,"2018-02-06",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao, horto florestal",,"locality","brazil_sao paulo_campos jordao","brazil_sao paulo_campos jordao",-22.70151972,-45.53304923,"county","3069256306",,,,"https://specieslink.net/guid/220/195333",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattleya",,,,,,"d2470ef8-edfa-4ba7-821e-c3e1a537bdba",,,TRUE,FALSE,"Cattleya coccinea","Cattleya coccinea","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"check_local.2municip.","Cattleya coccinea","Lindl.","name_w_authors","Orchidaceae","Cattleya coccinea","Lindl.","species","name accepted","bfo-65076",,,"Cattleya coccinea Lindl.","Cattleya","Orchidaceae","unknown","Cattleya coccinea"
"user","RB","RB00259804","Cattleya mantiqueirae (Fowlie) Van den Berg","Plantae","Orchidaceae","Cattleya","1980","8","16","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão","JBRJ",,"Preserved Specimen","C. Berg",,"mantiqueirae","M M Santos","-45.45","-22.7166667",,"(Fowlie) Van den Berg",,,,,"22º43´","45º27´W","14","1900",,,,,,,,,,,,,,,,,"Campos do Jordão","2014-5-29",,,"BR",,,"1980-8-16","floresta nebular",,,,,,"sp.","Physical Object",,,,"RB",,"Santos, M.M.","14","1980","Berg, C.","2014",,"Santos",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,"urn:catalog:JBRJ:RB:259804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/25/98/4/00259804.jpg",,,,,,,,,,,,,,,,,"2020-06-09 18:09:14+00","Angiospermas","brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Cattleya mantiqueirae","(Fowlie) Van den Berg","name_w_authors","Orchidaceae","Cattleya mantiqueirae","(Fowlie) Van den Berg","species","name accepted","bfo-65204",,,"Cattleya mantiqueirae (Fowlie) Van den Berg","Cattleya","Orchidaceae","high","Cattleya mantiqueirae"
"gbif","UEC","86528","Cayaponia cabocla (Vell.) Mart.","Plantae","Cucurbitaceae","Cayaponia","1995","2","1","Brazil","São Paulo",,"Parque Estadual de Campos do Jordão","UNICAMP","Tracheophyta","PRESERVED_SPECIMEN","Gomes-Klein, VL","https://specieslink.net/col/2","cabocla","Sazima, M; Sazima, I",,,"2024-11-25 11:19:00","Mart.",,,,,,,"32327",,,,,,"Magnoliopsida","Cucurbitales",,,,,,,,,,"GBIF","Campos do Jordão","2012-03-20","Cayaponia cabocla (Vell.) Mart.",,"BR",,,"1995-02-01",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","1089042568",,,,"https://specieslink.net/guid/2/86528",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cayaponia",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,"Cayaponia cabocla","Cayaponia cabocla","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UEC019907","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Cayaponia cabocla","(Vell.) Mart.","name_w_authors","Cucurbitaceae","Cayaponia cabocla","(Vell.) Mart.","species","name accepted","bfo-82106",,,"Cayaponia cabocla (Vell.) Mart.","Cayaponia","Cucurbitaceae","unknown","Cayaponia cabocla"
"gbif","HEPH","11427","Celastraceae","Plantae","Celastraceae",,"1985","4","12","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão","Jardim Botânico de Brasília","Tracheophyta","PRESERVED_SPECIMEN","Proença, CEB",,,"Proença, CEB","-45.490056","-22.689139","2023-09-01 18:56:31",,,,,,"-45.490056","-22.689139","498",,,,,,"Magnoliopsida","Celastrales",,,,,,,,,,"GBIF","Campos do Jordão",,"Celastraceae",,"BR",,"HEPH - Herbário Ezechias Paulo Heringer","1985-04-12",,,,,,"ACCEPTED","FAMILY","Collection",,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","1272056803",,,,"BRA:JBB:HEPH:11427",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fce21d43-c0c7-4d1f-b6d2-fc048f053456",,,TRUE,FALSE,,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Celastraceae","R.Br.","family_as_genus","Celastraceae","Celastraceae","R.Br.","family","name accepted","bfo-82",,,"Celastraceae R.Br.",,"Celastraceae","unknown",
"gbif","HUEFS","32510","Centrosema pubescens Benth.","Plantae","Fabaceae","Centrosema","1985","5","30","Brasil","São Paulo",,"Parque Estadual de Campos de Jordão, na região do Paiol, reflorestamento de Pinus taeda","UEFS","Tracheophyta","PRESERVED_SPECIMEN","G.A.D.C.Franco","https://specieslink.net/col/204","pubescens","Robim, M.J.",,,"2024-12-20 13:09:26","Benth.",,,,,,,"289",,,,,,"Magnoliopsida","Fabales",,,,,,,,,,"GBIF","Campos do Jordão",,"Centrosema pubescens Benth.",,"BR",,,"1985-05-30",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos de jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","1094750647",,,,"https://specieslink.net/guid/204/32510",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centrosema",,,,,,"2e684fd6-09e2-4661-910a-0a188b610c04",,,FALSE,FALSE,"Centrosema pubescens","Centrosema pubescens","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/HUEFS0032510","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Centrosema pubescens","Benth.","name_w_authors","Fabaceae","Centrosema pubescens","Benth.","species","name accepted","bfo-22871",,,"Centrosema pubescens Benth.","Centrosema","Fabaceae","unknown","Centrosema pubescens"
"gbif","NY","NY01018538","Ceradenia albidula (Baker) L.E.Bishop","Plantae","Polypodiaceae","Ceradenia","2009","1","3","Brazil","São Paulo",,"Parque Estadual de Campos de Jordão. Trilha para Galharada.","NY","Tracheophyta","PRESERVED_SPECIMEN","R. Y. Hirai",,"albidula","R. Y. Hirai","-45.45","-22.68",,"(Baker) L.E.Bishop",,,,,,,"625",,,,,,"Polypodiopsida","Polypodiales",,,,,,,,,,"GBIF",,"2009-01-01","Ceradenia albidula (Baker) L.E.Bishop","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3099259","BR",,,"2009-01-03",,,,,,"ACCEPTED","SPECIES",,,"2009-01-03",,,,,,,,,,,,"brazil","sao paulo","parque estadual de campos de jordao","parque estadual de campos de jordao",,"locality","brazil_sao paulo_parque estadual campos jordao","brazil_sao paulo",-22.2584562,-48.7420254,"state","2997441375",,,,"3099259",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ceradenia",,,,,,"a185d0c4-1a12-45c1-a729-2a7b058b528d",,,TRUE,FALSE,"Ceradenia albidula","Ceradenia albidula (Baker) L.E.Bishop","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/1/1/85/38/ny_01018538.dzi",,,,,,,,,,,,,,,,,,,"brazil_sao paulo","Brazil","São Paulo",,,"check_local.2state","Ceradenia albidula","(Baker) L.E. Bishop","name_w_authors","Polypodiaceae","Ceradenia albidula","(Baker) L.E. Bishop","species","author misspelled","bfo-91574",,,"Ceradenia albidula (Baker) L.E. Bishop","Ceradenia","Polypodiaceae","unknown","Ceradenia albidula"
"gbif","SP","155768","Cerastium glomeratum Thuill.","Plantae","Caryophyllaceae","Cerastium","1974","10","30","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN","Carneiro, CE","https://specieslink.net/col/1","glomeratum","Mattos, J",,,"2024-02-16 17:20:38","Thuill.",,,,,,,"16191",,,,,,"Magnoliopsida","Caryophyllales",,,,,,,,,,"GBIF","Campos do Jordão","2002-08-23","Cerastium glomeratum Thuill.",,"BR",,,"1974-10-30",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","3033987359",,,,"https://specieslink.net/guid/1/155768",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cerastium",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Cerastium glomeratum","Cerastium glomeratum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Cerastium glomeratum","Thuill.","name_w_authors","Caryophyllaceae","Cerastium glomeratum","Thuill.","species","name accepted","bfo-6698",,,"Cerastium glomeratum Thuill.","Cerastium","Caryophyllaceae","unknown","Cerastium glomeratum"
"gbif","SP","101871","Cestrum bracteatum Link & Otto","Plantae","Solanaceae","Cestrum","1967","8","26","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão, Fazenda da Guarda (Reserva Florestal).","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN","Stehmann, JR","https://specieslink.net/col/1","bracteatum","Mattos, J; Mattos, N",,,"2021-12-09 11:19:52","Link & Otto",,,,,,,"15054",,,,,,"Magnoliopsida","Solanales",,,,,,,,,,"GBIF","Campos do Jordão","2000-02-04","Cestrum bracteatum Link & Otto",,"BR",,,"1967-08-26",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao, fazenda da guarda, reserva florestal",,"locality","brazil_sao paulo_campos jordao","brazil_sao paulo_campos jordao",-22.70151972,-45.53304923,"county","2452780957",,,,"https://specieslink.net/guid/1/101871",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cestrum",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Cestrum bracteatum","Cestrum bracteatum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/SP115459","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"check_local.2municip.","Cestrum bracteatum","Link & Otto","name_w_authors","Solanaceae","Cestrum bracteatum","Link & Otto","species","name accepted","bfo-14637",,,"Cestrum bracteatum Link & Otto","Cestrum","Solanaceae","unknown","Cestrum bracteatum"
"gbif","UEC","109645","Cestrum corymbosum Schltdl.","Plantae","Solanaceae","Cestrum","1999","10","12","Brazil","São Paulo",,"Parque Estadual Campos do Jordão, Parque dos Lagos, São Bento do Sapucaí, a 300m da entrada.","UNICAMP","Tracheophyta","PRESERVED_SPECIMEN","Anderson, LO","https://specieslink.net/col/2","corymbosum","Anderson, LO; Amaral, MCE; Bittrich, V; Aona, LYS; Mendonça, TG; Faria, AD",,,"2024-11-25 11:35:36","Schltdl.",,,,,,,"100",,,,,,"Magnoliopsida","Solanales",,,,,,,,,,"GBIF","Campos do Jordão",,"Cestrum corymbosum Schltdl.",,"BR",,,"1999-10-12",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual campos do jordao, parque dos lagos",,"locality","brazil_sao paulo_campos jordao","brazil_sao paulo_campos jordao",-22.70151972,-45.53304923,"county","1089059315",,,,"https://specieslink.net/guid/2/109645",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cestrum",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,"Cestrum corymbosum","Cestrum corymbosum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UEC042075","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"check_local.2municip.","Cestrum corymbosum","Schltdl.","name_w_authors","Solanaceae","Cestrum corymbosum","Schltdl.","species","name accepted","bfo-14639",,,"Cestrum corymbosum Schltdl.","Cestrum","Solanaceae","unknown","Cestrum corymbosum"
"gbif","UEC","36392","Tibouchina gracilis (Bonpl.) Cogn.","Plantae","Melastomataceae","Chaetogastra","1981","5","14","Brazil","São Paulo",,"Parque Estadual de Campos do Jordão, São José dos Alpes. Campo, ca. 2000m de alt.","UNICAMP","Tracheophyta","PRESERVED_SPECIMEN","Freitas, GA","https://specieslink.net/col/2","gracilis","Windisch, PG; et al.",,,"2024-11-25 11:30:23","(Bonpl.) Cogn.",,,,,,,"3033",,,,,,"Magnoliopsida","Myrtales",,,,,,,,,,"GBIF","Campos do Jordão","2010-04-01","Chaetogastra gracilis (Bonpl.) DC.",,"BR",,,"1981-05-14",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","1089005669",,,,"https://specieslink.net/guid/2/36392",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tibouchina",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,"Chaetogastra gracilis","Tibouchina gracilis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Chaetogastra gracilis","(Bonpl.) DC.","name_w_authors","Melastomataceae","Chaetogastra gracilis","(Bonpl.) DC.","species","replaced synonym","bfo-603381","Chaetogastra gracilis","(Bonpl.) DC.","Chaetogastra gracilis (Bonpl.) DC.","Chaetogastra","Melastomataceae","unknown","Chaetogastra gracilis"
"gbif","SP","202469","Chaetogastra herbacea (DC.) P.J.F.Guim. & Michelang.","Plantae","Melastomataceae","Chaetogastra","1985","3","27","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão, Trilha da Cachoeira","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN","Mamede, MCH","https://specieslink.net/col/1","herbacea","Robim, MJ; Ambrogi, MS",,,"2023-04-14 09:03:20","(DC.) P.J.F.Guim. & Michelang.",,,,,,,"253",,,,,,"Magnoliopsida","Myrtales",,,,,,,,,,"GBIF","Campos do Jordão","2023-04-01","Chaetogastra herbacea (DC.) P.J.F.Guim. & Michelang.",,"BR",,,"1985-03-27",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","2452827828",,,,"https://specieslink.net/guid/1/202469",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaetogastra",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Chaetogastra herbacea","Chaetogastra herbacea","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Chaetogastra herbacea","(DC.) P.J.F.Guim. & Michelang.","name_w_authors","Melastomataceae","Chaetogastra herbacea","(DC.) P.J.F.Guim. & Michelang.","species","name accepted","bfo-612595",,,"Chaetogastra herbacea (DC.) P.J.F.Guim. & Michelang.","Chaetogastra","Melastomataceae","unknown","Chaetogastra herbacea"
"user","RB","RB00486760","Tibouchina hieracioides (DC.) Cogn.","Plantae","Melastomataceae","Tibouchina","2000","12","6","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão, Região de São José dos Alpes .","JBRJ",,"Preserved Specimen","A.L. Freitas",,"hieracioides","C. B. Costa ; P. Fiaschi, T. Konno & G. Bitencourt","-45.4711111","-22.685",,"(DC.) Cogn.",,,,,"22º40´66´´","45º27´76´´W","421","1900",,,,,,,,,,,,,,,,,"Campos do Jordão","2013-2",,,"BR",,,"2000-12-06","Campo montano",,,,,,"sp.","Physical Object",,,,"RB",,"Costa, C.B.","421","2000","Freitas, A.L.","2013","Fiaschi, P.; Konno, T.; Bitencourt, G.","Costa",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,"urn:catalog:JBRJ:RB:486760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/48/67/60/00486760.jpg",,,,,,,,,,,,,,,,,"2017-10-19 06:11:47+00","Angiospermas","brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Chaetogastra hieracioides","Schrank et Mart. ex. DC.","name_w_authors","Melastomataceae","Chaetogastra hieracioides","Schrank et Mart. ex. DC.","species","replaced synonym","bfo-603382","Chaetogastra hieracioides","Schrank et Mart. ex. DC.","Chaetogastra hieracioides Schrank et Mart. ex. DC.","Chaetogastra","Melastomataceae","low","Chaetogastra hieracioides"
