"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","identifiedBy","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","barcode","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","continentocean","class","order","infraspecificEpithet","preparationtype","individualcount","minimumDepthInMeters","maximumDepthInMeters","typeStatus","fieldNumber","sex","previouscatalognumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif",,"18026","Ocotea puberula (Rich.) Nees","Plantae","Lauraceae","Ocotea",,,,"Brazil","Sp",,"Parque Estadual de Campos do Jordão","Escola Superior de Agricultura ''Luiz de Queiroz'' - ESALQ/USP","Tracheophyta","OCCURRENCE",,,"puberula","Rose Pereira Muniz de Souza","-45.4647896","-22.6918792","2007-12-22",,,,,,,,,,,,,,"Magnoliopsida","Laurales",,,,,,,,,,"GBIF","Campos do Jordão",,"Ocotea puberula (Rich.) Nees",,"BR",,"SinBIOTA",,,"Campo natural|Vegetação secundária",,,,"ACCEPTED","SPECIES","Dataset",,,"Parque Estadual de Campos do Jordão",,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","3967815755","443",,,"180260032","1157",,,,"PRESENT",,,,,"Parcelas. PARCELAS DE 10 X 20 EM 1 HA",,"17644",,,,,,,,,,,,"9401233",,,,,,,,,,,"Ocotea",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Ocotea puberula","Ocotea puberula","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Ocotea puberula","(Rich.) Nees","name_w_authors","Lauraceae","Ocotea puberula","(Rich.) Nees","species","name accepted","bfo-8507",,,"Ocotea puberula (Rich.) Nees","Ocotea","Lauraceae","unknown","Ocotea puberula"
"speciesLink","SPSF","9600","Ocotea pulchella","Plantae","Lauraceae","Ocotea","1986","01","14","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","IF","Magnoliophyta","PreservedSpecimen",,"13","pulchella","M.J.Robim","-45.59","-22.73","2024-08-06T09:14:51","(Nees) Mez","SPSF00009600",,,,,,"382",,,"<nO>COLETA: Árvore de 7 m de altura. Flores esverdeadas. Estames amarelos. Nome Popular - Canela.; GEOGRAFIA: Trilha da Cachoeira.;</nO>","21048","América do Sul","Magnoliopsida","Laurales",,,,,,,,,,"SPLINK","Campos do Jordão",,,,,,,,,,,,,,,,,,,"SPSF",,"Robim, M.J.","382","1986","s.n.","n.d.",,"Robim",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Ocotea pulchella","(Nees & Mart.) Mez","possibly_ok","Lauraceae","Ocotea pulchella","(Nees & Mart.) Mez","species","author misspelled","bfo-8480",,,"Ocotea pulchella (Nees & Mart.) Mez","Ocotea","Lauraceae","unknown","Ocotea pulchella"
"speciesLink","SPSF","35279","Ocotea virgultosa","Plantae","Lauraceae","Ocotea","2005","09","07","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","IF","Magnoliophyta","PreservedSpecimen","J. B. Baitello","13","virgultosa","F.A.R.D.P.Arzolla","-45.457222","-22.718056","2024-08-06T09:14:55","(Nees) Mart. ex Mez","SPSF00035279","2011","01","20",,,"989","1900","1900","<nO>COLETA: XLS: SPSFNovo&nf;Floresta Ombrofila Densa Altomaontana.&nf;Árvore 5m; flores creme-esverdeadas.;</nO>",,"América do Sul","Magnoliopsida","Laurales",,,,,,,,,,"SPLINK","Campos do Jordão","2011-01-20",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","989","2005","Baitello, J.B.","2011",,"Arzolla",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Ocotea virgultosa","(Nees) Mart.","possibly_ok","Lauraceae","Ocotea virgultosa","(Nees) Mart.","species","author misspelled","bfo-122884",,,"Ocotea virgultosa (Nees) Mart.","Ocotea","Lauraceae","high","Ocotea virgultosa"
"gbif","SP","349602","Octomeria geraensis (Barb.Rodr.) Barb.Rodr.","Plantae","Orchidaceae","Octomeria","2000","12","5","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão, Trilha do Rio Sapucaí","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN","Santos, TF","https://specieslink.net/col/1","geraensis","Konno, T; Costa, CB; Fiaschi, P; Bitencourt, MG","-45.481389","-22.691111","2021-12-09 11:14:28","Barb.Rodr.",,,,,,,"717",,,,,,"Liliopsida","Asparagales",,,,,,,,,,"GBIF","Campos do Jordão","2016-07-14","Octomeria geraensis (Barb.Rodr.) Barb.Rodr.",,"BR",,,"2000-12-05",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","2452911303",,,,"https://specieslink.net/guid/1/349602",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Octomeria",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,TRUE,FALSE,"Octomeria geraensis","Octomeria geraensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Octomeria geraensis","Barb.Rodr.","name_w_authors","Orchidaceae","Octomeria geraensis","Barb.Rodr.","species","author misspelled","bfo-11904",,,"Octomeria geraensis Barb.Rodr.","Octomeria","Orchidaceae","unknown","Octomeria geraensis"
"speciesLink","SPSF","57491","Oedochloa procurrens","Plantae","Poaceae","Oedochloa","2023","03","09","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","IF","Magnoliophyta","PreservedSpecimen","R.T.Shirasuna","13","procurrens","R.T.Shirasuna & N.M.Ivanauskas & R.Esteves","-45.488889","-22.692778","2024-08-06T09:12:50","(Nees ex Trin.) C.Silva & R.P.Oliveira","SPSF00057491",,,,,,"5339","1535","1535","<nO>COLETA: Erva; sinflorescência cor verde.; GEOGRAFIA: Margem de estrada em direção a Trilha dos Campos.;</nO>",,"América do Sul","Liliopsida","Poales",,,,,,,,,,"SPLINK","Campos do Jordão",,,,,,,,,,,,,,,,,,,"SPSF",,"Shirasuna, R.T.","5339","2023","Shirasuna, R.T.","n.d.","Ivanauskas, N.M.; Esteves, R.","Shirasuna",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Oedochloa procurrens","(Nees ex Trin.) C.Silva & R.P.Oliveira","possibly_ok","Poaceae","Oedochloa procurrens","(Nees ex Trin.) C.Silva & R.P.Oliveira","species","name accepted","bfo-604987",,,"Oedochloa procurrens (Nees ex Trin.) C.Silva & R.P.Oliveira","Oedochloa","Poaceae","high","Oedochloa procurrens"
"gbif","SP-BRYOPHYTA","191845","Oligotrichum riedelianum (Mont.) Mitt.","Plantae","Polytrichaceae","Itatiella","1984","9","29","BRASIL","São Paulo",,"Parque Estadual de Campos do Jordão","IPA/SP","Bryophyta","PRESERVED_SPECIMEN","Peralta, D.F.","https://specieslink.net/col/339","riedelianum","Yano, O.; Watanabe, H.M.","-45.589722","-22.73","2019-05-02 10:55:13","(Mont.) Mitt.",,,,,,,"9223","2000","2000",,,,"Polytrichopsida","Polytrichales",,,,,,,,,,"GBIF","Campos do Jordão","2006-06-01","Itatiella riedeliana (Mont.) N.E.Bell & Hyvönen",,"BR",,,"1984-09-29",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","1803037167",,,,"https://specieslink.net/guid/339/191845",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oligotrichum",,,,,,"f2f31bf8-abd3-4bbc-b55e-8fa88c5c8222",,,TRUE,FALSE,"Itatiella riedeliana","Oligotrichum riedelianum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Oligotrichum riedelianum","(Mont.) Mitt.","name_w_authors",,"Oligotrichum riedelianum","(Mont.) Mitt.","species","not found",,,,"Oligotrichum riedelianum (Mont.) Mitt.","Oligotrichum","Arecaceae","unknown","Oligotrichum riedelianum"
"speciesLink","SPSF","14719","Ormosia arborea","Plantae","Fabaceae","Ormosia","1991","11","07","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","IF","Magnoliophyta","PreservedSpecimen","J.A.Pastore","13","arborea","M.J.Robim","-45.59","-22.73","2024-08-06T09:13:59","(Vell.) Harms","SPSF00014719","1992","07","31",,,"736",,,"<nO>COLETA: Árvore com aprox. 20 m de altura; frutos secos.; GEOGRAFIA: Mata alta latifoliada. Região do bebedouro.;</nO>","21048","América do Sul","Magnoliopsida","Fabales",,,,,,,,,,"SPLINK","Campos do Jordão","1992-07-31",,,,,,,,,,,,,,,,,,"SPSF",,"Robim, M.J.","736","1991","Pastore, J.A.","1992",,"Robim",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Ormosia arborea","(Vell.) Harms","possibly_ok","Fabaceae","Ormosia arborea","(Vell.) Harms","species","name accepted","bfo-29802",,,"Ormosia arborea (Vell.) Harms","Ormosia","Fabaceae","low","Ormosia arborea"
"gbif","SPF","212471","Orthosia scoparia (Nutt.) Liede & Meve","Plantae","Apocynaceae","Orthosia","2011","8","28","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão, Estrada do caminho para Aparecida. Primeira saída à direita, antes da entrada do parque. Lado esquerdo da estrada. Início da trilha Celestina.","USP-IB","Tracheophyta","PRESERVED_SPECIMEN","Antar, GM","https://specieslink.net/col/7","scoparia","Lovo, J; Silva-Luz, CL; Luz, LF","-45.464028","-22.705778","2024-01-30 15:18:32","(Nutt.) Liede & Meve",,,,,,,"237","1904","1904",,,,"Magnoliopsida","Gentianales",,,,,,,,,,"GBIF","Campos do Jordão","2015-08-01","Orthosia scoparia (Nutt.) Liede & Meve",,"BR",,,"2011-08-28",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao, estrada do caminho para aparecida, antes da entrada do parque, lado esquerdo da estrada",,"locality","brazil_sao paulo_campos jordao","brazil_sao paulo_campos jordao",-22.70151972,-45.53304923,"county","1090632465",,,,"https://specieslink.net/guid/7/212471",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orthosia",,,,,,"1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3",,,TRUE,FALSE,"Orthosia scoparia","Orthosia scoparia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SPF00212471","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"check_local.2municip.","Orthosia scoparia","(Nutt.) Liede & Meve","name_w_authors","Apocynaceae","Orthosia scoparia","(Nutt.) Liede & Meve","species","name accepted","bfo-4737",,,"Orthosia scoparia (Nutt.) Liede & Meve","Orthosia","Apocynaceae","unknown","Orthosia scoparia"
"gbif","UB","178833","Orthostichella Müll.Hal.","Plantae","Orthostichellaceae","Orthostichella","2012","5","6","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão.","UnB","Bryophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/224",,"Soares, AER; García, MA; Bernabé, MJC; Fernández, JAJ","-45.439722","-22.65","2025-01-01 12:06:04",,,,,,,,"1994","1670","1670",,,,"Bryopsida","Hypnales",,,,,,,,,,"GBIF","Campos do Jordão",,"Orthostichella Müll.Hal.",,"BR",,,"2012-05-06",,,,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","1213635297",,,,"https://specieslink.net/guid/224/178833",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orthostichella",,,,,,"d82d5a18-0428-4e52-be16-f509153e8126",,,TRUE,FALSE,,"Orthostichella","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Orthostichella","Müll.Hal.","name_w_authors",,"Orthostichella","Müll.Hal.","family","not found",,,,"Orthostichella Müll.Hal.",,"Apocynaceae","unknown",
"gbif","HUCS","47229","Orthostichopsis tortipilis (Müll.Hal.) Broth.","Plantae","Pterobryaceae","Orthostichopsis","1993","6","23","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão","UCS","Bryophyta","PRESERVED_SPECIMEN","Peralta, DF","https://specieslink.net/col/301","tortipilis","Yano, O; Marcelli, MP","-45.591389","-22.739444","2023-04-04 08:40:43","(C. Müll.) Broth.",,,,,,,"19634","1","1",,,,"Bryopsida","Hypnales",,,,,,,,,,"GBIF","Campos do Jordão","2016-04-01","Orthostichopsis tortipilis (Müll.Hal.) Broth.",,"BR",,,"1993-06-23",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","1840921888",,,,"https://specieslink.net/guid/301/47229",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orthostichopsis",,,,,,"52b78a58-c84a-4370-bb14-b27a007d5da6",,,TRUE,FALSE,"Orthostichopsis tortipilis","Orthostichopsis tortipilis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Orthostichopsis tortipilis","(Müll.Hal.) Broth.","name_w_authors",,"Orthostichopsis tortipilis","(Müll.Hal.) Broth.","species","not found",,,,"Orthostichopsis tortipilis (Müll.Hal.) Broth.","Orthostichopsis","Lamiaceae","unknown","Orthostichopsis tortipilis"
"gbif","UB","178847","Orthotrichaceae","Plantae","Orthotrichaceae",,"2012","5","6","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão.","UnB","Bryophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/224",,"Soares, AER; García, MA; Bernabé, MJC; Fernández, JAJ","-45.42","-22.649722","2025-01-01 12:06:04",,,,,,,,"2008","1810","1810",,,,"Bryopsida","Orthotrichales",,,,,,,,,,"GBIF","Campos do Jordão",,"Orthotrichaceae",,"BR",,,"2012-05-06",,,,,,"ACCEPTED","FAMILY",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","1213635329",,,,"https://specieslink.net/guid/224/178847",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"d82d5a18-0428-4e52-be16-f509153e8126",,,TRUE,FALSE,,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Orthotrichaceae sp.",,"family_as_genus",,"Orthotrichaceae sp.",,"family","not found",,,,"Orthotrichaceae sp.",,"Apocynaceae","unknown",
"user","HEPH","HEPH00016756","Ouratea semiserrata Engl.",,"Ochnaceae","Ouratea","2005","07","21","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão São José dos Alpes","HEPH",,,"Pastore, AI",,,"Sakita, MN","0","0",,"Engl.",,,,,,,"s.n.",,,,,,,,,,,,,"não",,,,"REFLORA","Campos do Jordão","--/--/2006",,,,,,,"Árvore com 1,5 m",,,,,,"SPECIES",,"0",,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao sao jose dos alpes",,"locality","brazil_sao paulo_campos jordao","brazil_sao paulo_campos jordao",-22.70151972,-45.53304923,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"semiserrata","OCHNACEAE Ouratea semiserrata Engl.",,,,,,,,,"HEPH",,,,,"21/07/2005",,"0","METRO",,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"check_local.2municip.","Ouratea roraimae","Engl.","name_w_authors","Ochnaceae","Ouratea roraimae","Engl.","species","name misspelled","bfo-24062",,,"Ouratea roraimae Engl.","Ouratea","Ochnaceae","high","Ouratea roraimae"
"speciesLink","SPSF","33049","Ouratea semiserrata","Plantae","Ochnaceae","Ouratea","2004","02","13","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","IF","Magnoliophyta","PreservedSpecimen","F.A.R.D.P. Arzolla","13","semiserrata","F.A.R.D.P.Arzolla","-45.59","-22.73","2024-08-06T09:17:17","(Mart. & Nees) Engl","SPSF00033049","2004","03","05",,,"482",,,"<nO>COLETA: XLS: SPSFAntigo; GEOGRAFIA: acesso a S.J.Alpes&nf;;</nO>","21048","América do Sul","Magnoliopsida","Theales",,,,,,,,,,"SPLINK","Campos do Jordão","2004-03-05",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","482","2004","Arzolla, F.A.R.D.P.","2004",,"Arzolla",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Ouratea semiserrata","(Mart. & Nees) Engl.","possibly_ok","Ochnaceae","Ouratea semiserrata","(Mart. & Nees) Engl.","species","author misspelled","bfo-19938",,,"Ouratea semiserrata (Mart. & Nees) Engl.","Ouratea","Ochnaceae","low","Ouratea semiserrata"
"gbif","SPF","144334","Oxalis debilis Kunth","Plantae","Oxalidaceae","Oxalis","2000","12","6","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão","USP-IB","Tracheophyta","PRESERVED_SPECIMEN","Fiaschi, P","https://specieslink.net/col/7","debilis","Fiaschi, P","-45.45","-22.666667","2023-12-20 16:05:29","Kunth",,,,,,,"518",,,,,,"Magnoliopsida","Oxalidales",,,,,,,,,,"GBIF","Campos do Jordão","2002-01-01","Oxalis debilis Kunth",,"BR",,,"2000-12-06",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","1587302231",,,,"https://specieslink.net/guid/7/144334",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oxalis",,,,,,"1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3",,,TRUE,FALSE,"Oxalis debilis","Oxalis debilis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SPF00144334","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Oxalis debilis","Kunth","name_w_authors","Oxalidaceae","Oxalis debilis","Kunth","species","name accepted","bfo-12459",,,"Oxalis debilis Kunth","Oxalis","Oxalidaceae","unknown","Oxalis debilis"
"gbif","SPSF","57069","Oxalis hispidula Zucc.","Plantae","Oxalidaceae","Oxalis","2022","11","6","Brasil","Sp",,"Parque Estadual de Campos do Jordão","IF","Tracheophyta","PRESERVED_SPECIMEN","N.M.Ivanauskas","https://specieslink.net/col/13","hispidula","N.M.Ivanauskas et al.","-45.459444","-22.668611","2024-08-06 09:14:10","Zucc.",,,,,,,"7354",,,,,,"Magnoliopsida","Oxalidales",,,,,,,,,,"GBIF","Campos do Jordão","2022-11-11","Oxalis hispidula Zucc.",,"BR",,,"2022-11-06",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","4953425352",,,,"https://specieslink.net/guid/13/57069",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oxalis",,,,,,"16ed67e5-fd70-4fd4-85c3-70ea2da627fe",,,TRUE,FALSE,"Oxalis hispidula","Oxalis hispidula","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SPSF00057069 | https://images.cria.org.br/viewer/SPSF00057069_v1 | https://images.cria.org.br/viewer/SPSF00057069_v2","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Oxalis hispidula","Zucc.","name_w_authors","Oxalidaceae","Oxalis hispidula","Zucc.","species","name accepted","bfo-12468",,,"Oxalis hispidula Zucc.","Oxalis","Oxalidaceae","unknown","Oxalis hispidula"
"gbif","FLOR","74959","Oxalis rupestris A.St.-Hil.","Plantae","Oxalidaceae","Oxalis","2023","1","10","Brasil","São Paulo",,"Parque Estadual Campos do Jordão.","UFSC","Tracheophyta","PRESERVED_SPECIMEN","Fiaschi, P.","https://specieslink.net/col/268","rupestris","Ivanauskas, N.M.","-45.464722","-22.671111","2025-01-01 12:02:28","A.St.-Hil.",,,,,,,"7432","1510",,,,,"Magnoliopsida","Oxalidales",,,,,,,,,,"GBIF","Campos do Jordão","2023-10-01","Oxalis rupestris A.St.-Hil.",,"BR",,,"2023-01-10",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","4441940656",,,,"https://specieslink.net/guid/268/74959",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oxalis",,,,,,"121275a3-dcce-44f4-9868-37326e9f64ef",,,TRUE,FALSE,"Oxalis rupestris","Oxalis rupestris","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/FLOR0074959","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Oxalis rupestris","A.St.-Hil.","name_w_authors","Oxalidaceae","Oxalis rupestris","A.St.-Hil.","species","name accepted","bfo-12492",,,"Oxalis rupestris A.St.-Hil.","Oxalis","Oxalidaceae","unknown","Oxalis rupestris"
