"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","identifiedBy","coordinatePrecision","barcode","yearIdentified","recordNumber","occurrenceRemarks","monthIdentified","continentocean","class","order","preparationtype","individualcount","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","fieldNumber","typeStatus","previouscatalognumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","HRCB","39886","Inga edulis Mart.","Plantae","Fabaceae","Inga","2001","8","20","Brasil","São Paulo",,"Restinga das Palmas - Parque Estadual da Ilha Anchieta","UNESP-RC","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/15","edulis","Duarte, R.M.R.",,,"2024-12-18 09:16:06","(Vell.) Mart.","S. Martins",,,,,,,,"Magnoliopsida","Fabales",,,,,,,,,,"GBIF","Ubatuba",,"Inga edulis Mart.",,"BR",,,"2001-08-20",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","restinga das palmas - parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba","brazil_sao paulo_ubatuba",-23.37925694,-45.02408879,"county","2285965340",,,,"https://specieslink.net/guid/15/39886",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inga",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,FALSE,FALSE,"Inga edulis","Inga edulis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba","Brazil","São Paulo","Ubatuba",,"check_local.2municip.","Inga edulis","Mart.","name_w_authors","Fabaceae","Inga edulis","Mart.","species","name accepted","bfo-23000",,,"Inga edulis Mart.","Inga","Fabaceae","unknown","Inga edulis"
"gbif","ESA","123012","Inga marginata Willd.","Plantae","Fabaceae","Inga","2006","12","16","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta (PEIA).","ESALQ","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/8","marginata","Carvalho, C.H. ; Prata, E.M.B.",,,"2024-03-22 09:38:35",,,,,,"76",,,,"Magnoliopsida","Fabales",,,,,,,,,,"GBIF","Ubatuba",,"Inga marginata Willd.",,"BR",,,"2006-12-16",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","4955306530",,,,"https://specieslink.net/guid/8/123012",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inga",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Inga marginata","Inga marginata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Inga marginata","Willd.","name_w_authors","Fabaceae","Inga marginata","Willd.","species","name accepted","bfo-23012",,,"Inga marginata Willd.","Inga","Fabaceae","unknown","Inga marginata"
"gbif","SPF","203469","Inga vera Willd.","Plantae","Fabaceae","Inga","2007","8","16","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta","USP-IB","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/7","vera","Luize, BG","-45.033333","-23.516667","2023-12-20 16:01:29","Willd.","Borges, LM",,,,"43",,,,"Magnoliopsida","Fabales",,,,,,,,,,"GBIF","Ubatuba","2013-01-01","Inga vera Willd.",,"BR",,,"2007-08-16",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","1563167381",,,,"https://specieslink.net/guid/7/203469",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inga",,,,,,"1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3",,,TRUE,FALSE,"Inga vera","Inga vera","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/SPF00203469",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Inga vera","Willd.","name_w_authors","Fabaceae","Inga vera","Willd.","species","name accepted","bfo-23039",,,"Inga vera Willd.","Inga","Fabaceae","unknown","Inga vera"
"speciesLink","SPSF","46568","Inga affinis","Plantae","Fabaceae","Inga","2007","08","16","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Magnoliophyta","PreservedSpecimen",,,"13","affinis","B.G.Luize & V.B.Zipparro","-45.058333","-23.541667","2024-08-06T09:13:54","DC.",,,"SPSF00046568",,"43","<nO>COLETA: Árvore com ca. De 7m de altura, flores brancas visitadas por beija-flor.; GEOGRAFIA: Trilha da Praia das Palmas, ambiente iluminado.;</nO>",,"América do Sul","Magnoliopsida","Fabales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Luize, B.G.","43","2007","s.n.","n.d.","Zipparro, V.B.","Luize",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Inga vera subsp. affinis","(DC.) T.D.Penn.","possibly_ok","Fabaceae","Inga vera subsp. affinis","(DC.) T.D.Penn.","subspecies","replaced synonym","bfo-23040","Inga vera subsp. affinis","(DC.) T.D.Penn.","Inga vera subsp. affinis (DC.) T.D.Penn.","Inga","Fabaceae","unknown","Inga vera"
"user","ESA","ESA123182","Ipomoea cf. cairica (L.) Sweet",,"Convolvulaceae","Ipomoea","2008","07","09","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta (PEIA).","ESA",,,,,,,"Zipparro, V.B.","0","0",,"(L.) Sweet","Sem determinador",,,,"2503",,,,,,,,,,,,,"não",,"REFLORA","Ubatuba",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cairica","CONVOLVULACEAE Ipomoea cf. cairica (L.) Sweet",,,,,,,,,,,"ESA",,,"CF",,"09/07/2008",,,"METRO",,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Ipomoea cairica","(L.) Sweet","conferre|name_w_authors","Convolvulaceae","Ipomoea cairica","(L.) Sweet","species","name accepted","bfo-7030",,,"Ipomoea cairica (L.) Sweet","Ipomoea","Convolvulaceae","high","Ipomoea cairica"
"speciesLink","SPSF","49367","Ipomoea tiliacea","Plantae","Convolvulaceae","Ipomoea","2013","01","04","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Magnoliophyta","PreservedSpecimen",,,"13","tiliacea","M.Pastore & R.M.Brito","-45.036944","-23.321389","2024-08-06T09:17:03","(Willd.) Choisy","M.Pastore",,"SPSF00049367","2013","224","<nO>COLETA: Trepadeira volúvel. Cálice verde; corola rosa com tubo mais escuro.; GEOGRAFIA: Mata Atlântica, Restinga. Próximo à area da Praia do Engenho.;</nO>","01","América do Sul","Magnoliopsida","Solanales",,,"20","1","1",,,,,"SPLINK","Ubatuba","2013-01-20",,,,,,,,,,,,,,,,,,"SPSF",,"Pastore, M.","224","2013","Pastore, M.","2013","Brito, R.M.","Pastore",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Ipomoea tiliacea","(Willd.) Choisy","possibly_ok","Convolvulaceae","Ipomoea tiliacea","(Willd.) Choisy","species","name accepted","bfo-7068",,,"Ipomoea tiliacea (Willd.) Choisy","Ipomoea","Convolvulaceae","low","Ipomoea tiliacea"
"gbif","HRCB","39849","Jacaranda puberula Cham.","Plantae","Bignoniaceae","Jacaranda","2001","9","9","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta (PEIA) Restinga das Palmas","UNESP-RC","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/15","puberula","Duarte, R.M.R.",,,"2024-12-18 09:14:21","Cham.","Marins, S.",,,,"s.n.",,,,"Magnoliopsida","Lamiales",,,,,,,,,,"GBIF","Ubatuba",,"Jacaranda puberula Cham.",,"BR",,,"2001-09-09",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","1090690936",,,,"https://specieslink.net/guid/15/39849",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacaranda",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,FALSE,FALSE,"Jacaranda puberula","Jacaranda puberula","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Jacaranda puberula","Cham.","name_w_authors","Bignoniaceae","Jacaranda puberula","Cham.","species","name accepted","bfo-114174",,,"Jacaranda puberula Cham.","Jacaranda","Bignoniaceae","unknown","Jacaranda puberula"
"gbif","HRCB","53148","Jacquemontia holosericea (Weinm.) O'Donell","Plantae","Convolvulaceae","Jacquemontia","2007","12","15","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta","UNESP-RC","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/15","holosericea","Zipparro, V.B.","-45.033333","-23.516667","2024-12-18 09:15:12","(Weinm.) O'Donell","Pastore, M.",,,,"2321",,,,"Magnoliopsida","Solanales",,,,,,,,,,"GBIF","Ubatuba","2012-12-14","Jacquemontia holosericea (Weinm.) O'Donell",,"BR",,,"2007-12-15",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","1090696047",,,,"https://specieslink.net/guid/15/53148",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacquemontia",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Jacquemontia holosericea","Jacquemontia holosericea","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Jacquemontia holosericea","(Weinm.) O'Donell","name_w_authors","Convolvulaceae","Jacquemontia holosericea","(Weinm.) O'Donell","species","name accepted","bfo-7082",,,"Jacquemontia holosericea (Weinm.) O'Donell","Jacquemontia","Convolvulaceae","unknown","Jacquemontia holosericea"
"gbif","HUFABC","000262","Jania J.V.F.Lamouroux, 1812","Plantae","Corallinaceae","Jania","2005","3","1","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta","UFABC","Rhodophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/634",,"Ghilardi, N","-45.064611","-23.538861","2024-07-05 09:52:03",,,,,,"s.n.",,,,"Florideophyceae","Corallinales",,,,,,,,,,"GBIF","Ubatuba",,"Jania J.V.F.Lamouroux, 1812",,"BR",,,"2005-03-01",,,,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","4955155246",,,,"https://specieslink.net/guid/634/000262",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jania",,,,,,"a5e26562-5429-4878-a0d4-5cef3d5cc923",,,TRUE,FALSE,,"Jania","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,"https://images.cria.org.br/viewer/HUFABC000262",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Jania sp.",,"indet",,"Jania sp.",,"genus","not found",,,,"Jania sp.","Jania","Malpighiaceae","unknown",
"speciesLink","SPSF","32729","Abarema brachystachya","Plantae","Fabaceae","Abarema","2001","02","12","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Magnoliophyta","PreservedSpecimen",,,"13","brachystachya","R.M.R.Duarte","-45.07","-23.43","2024-08-06T09:13:44",,,"34265","SPSF00032729",,,"<nO>COLETA: XLS: SPSFAntigo;</nO>",,"América do Sul","Magnoliopsida","Fabales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Duarte, R.M.R.","s.n.","2001","s.n.","n.d.",,"Duarte",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Jupunba brachystachya","(DC.) M.V.B.Soares et al.","possibly_ok","Fabaceae","Jupunba brachystachya","(DC.) M.V.B.Soares et al.","species","replaced synonym","bfo-623838","Jupunba brachystachya","(DC.) M.V.B.Soares et al.","Jupunba brachystachya (DC.) M.V.B.Soares et al.","Jupunba","Fabaceae","unknown","Jupunba brachystachya"
"gbif","ICN","207428","Kurzia capillaris (Sw.) Grolle","Plantae","Lepidoziaceae","Kurzia","2000","6","7","Brasil","Sp",,"Parque Estadual da Ilha Anchieta (PEIA)","UFRGS","Marchantiophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/259","capillaris","Peralta, DF; Athayde Filho, FP; Smidt, EC","-45.041667","-23.260278","2023-05-24 13:31:18","(Sw.) Grolle","Peralta, DF",,,,"1024",,,,"Jungermanniopsida","Jungermanniales",,,,,,,,,,"GBIF","Ubatuba",,"Kurzia capillaris (Sw.) Grolle",,"BR",,,"2000-06-07",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","4950915415",,,,"https://specieslink.net/guid/259/207428",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kurzia",,,,,,"2273e40d-26c2-4959-aea2-b6abcce16d09",,,TRUE,FALSE,"Kurzia capillaris","Kurzia capillaris","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Kurzia capillaris","(Sw.) Grolle","name_w_authors",,"Kurzia capillaris","(Sw.) Grolle","species","not found",,,,"Kurzia capillaris (Sw.) Grolle","Kurzia","Lycopodiaceae","unknown","Kurzia capillaris"
"speciesLink","SPSF","46783","Labramia bojeri","Plantae","Sapotaceae","Labramia","2007","07","25","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Magnoliophyta","PreservedSpecimen",,,"13","bojeri","B.G.Luize & V.B.Zipparro","-45.058333","-23.541667","2024-08-06T09:13:38","A.CD.","V.B.Ziparro",,"SPSF00046783","2007","38","<nO>COLETA: Árvore exótica com ca. de 13 m de altura. Presença de frutos imaturos de coloração verde, os maduros são amarelos. Látex nos ramos e nas folhas. Nome comum: abricó-da-praia.; GEOGRAFIA: Ao lado da Administração.;</nO>","08","América do Sul","Magnoliopsida","Ericales",,,"30",,,,,,,"SPLINK","Ubatuba","2007-08-30",,,,,,,,,,,,,,,,,,"SPSF",,"Luize, B.G.","38","2007","Ziparro, V.B.","2007","Zipparro, V.B.","Luize",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Labramia bojeri","A.DC.","possibly_ok","Sapotaceae","Labramia bojeri","A.DC.","species","author misspelled","bfo-609439",,,"Labramia bojeri A.DC.","Labramia","Sapotaceae","low","Labramia bojeri"
"gbif","FUEL","31415","Lacistema lucidum Schnizl.","Plantae","Lacistemataceae","Lacistema","1996","9","5","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta, trilha da Praia do Sul","UEL","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/48","lucidum","Robim, MJ",,,"2024-12-05 15:05:23","Schnizlein","Torres, RB; Ramos, E",,,,"895",,,,"Magnoliopsida","Malpighiales",,,,"0","0",,,,,"GBIF","Ubatuba","2004-03-01","Lacistema lucidum Schnizl.",,"BR",,,"1996-09-05",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","2464849975",,,,"https://specieslink.net/guid/48/31415",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lacistema",,,,,,"78dcee36-b0a2-4679-802d-bc0b5016518b",,,FALSE,FALSE,"Lacistema lucidum","Lacistema lucidum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","DD",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Lacistema lucidum","Schnizl.","name_w_authors","Lacistemataceae","Lacistema lucidum","Schnizl.","species","name accepted","bfo-8098",,,"Lacistema lucidum Schnizl.","Lacistema","Lacistemataceae","unknown","Lacistema lucidum"
"speciesLink","SPSF","32726","Lantana camara","Plantae","Verbenaceae","Lantana","2001","01","01","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Magnoliophyta","PreservedSpecimen",,,"13","camara","R.M.R.Duarte","-45.07","-23.43","2024-08-06T09:14:24",,,"34265","SPSF00032726",,,"<nO>COLETA: XLS: SPSFAntigo;</nO>",,"América do Sul","Magnoliopsida","Lamiales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Duarte, R.M.R.","s.n.","2001","s.n.","n.d.",,"Duarte",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Lantana camara","L.","possibly_ok","Verbenaceae","Lantana camara","L.","species","name accepted","bfo-15164",,,"Lantana camara L.","Lantana","Verbenaceae","unknown","Lantana camara"
"user","ESA","ESA00122975","laureola",,"Polygalaceae","polygala","2007","18","10","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta (PEIA).","ESA",,,,,,,"Zipparro, V.B.","0","0",,,"Sem determinador",,,,"2272",,,,,,,,,,,,,"não",,"REFLORA","Ubatuba",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"laureola","POLYGALACEAE ",,,,,,,,,,,"ESA",,,,"Alves, K.J.F.","10/18/2007",,,"METRO",,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Laureola",,"name_w_wrong_case|indet",,"Laureola",,"genus","not found",,,,"Laureola","Laureola","Polygalaceae","high",
"user","ESA","ESA123163","Leandra reversa",,"Melastomataceae","Leandra","2007","23","07","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta (PEIA).","ESA",,,,,,,"Luize, B.G.","0","0",,,"Sem determinador",,,,"23",,,,,,,,,,,,,"não",,"REFLORA","Ubatuba",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"reversa","MELASTOMATACEAE Leandra reversa",,,,,,,,,,,"ESA",,,"CF","Zipparro, V.B.","07/23/2007",,,"METRO",,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Leandra reversa","(DC.) Cogn.","possibly_ok","Melastomataceae","Leandra reversa","(DC.) Cogn.","species","name accepted","bfo-9606",,,"Leandra reversa (DC.) Cogn.","Leandra","Melastomataceae","high","Leandra reversa"
"user","ESA","ESA122931","Lecythis",,"Lecythidaceae","Lecythis","2007","11","12","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta (PEIA).","ESA",,,,,,,"Zipparro, V.B.","0","0",,,"Sem determinador",,,,"2300",,,,,,,,,,,,,"não",,"REFLORA","Ubatuba",,,,,,,,,,,,,,"GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LECYTHIDACEAE ",,,,,,,,,,,"ESA",,,,"Luize, B.G.","12/11/2007",,,"METRO",,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Lecythis","Loefl.","indet","Lecythidaceae","Lecythis","Loefl.","genus","name accepted","bfo-8558",,,"Lecythis Loefl.","Lecythis","Lecythidaceae","high",
